Selected (1),artist_name,track_name,track_id,Selected (2),Selected,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,empty_field,Something Cool To Say To M.I.A.,56pKYnSA0CyayMJWcEU5kH,No,No,191832,34,0.814,0.646,40907,0.397,,G#,0.868,-14.764,Major,0.922,111.984,03/4,0.83,Comedy
No,empty_field,Do You Think I'm Sexy,2w7O4XCRoIJrwF1NqKL9TM,No,No,209094,13,0.623,0.53,177040,0.777,,G,0.916,-17.391,Major,0.924,102.036,03/4,0.138,Comedy
No,empty_field,Hiking,2J29SdJDNI2thBHV9ecrkT,No,No,207770,25,0.83,0.462,202320,0.713,,G#,0.985,-17.075,Major,0.943,77.409,04/4,0.0849,Comedy
No,empty_field,Short Arms - Live At The Majestic Theater/2007,2fbPS5ZiUfVLmqxjOVIY4S,No,No,179246,22,0.857,0.431,117080,0.973,6.13e-06,F#,0.696,-7.938,Major,0.904,,03/4,0.0614,Comedy
No,empty_field,Homeschooler,6PECN7ogaP2XbSmJUt9TvT,No,No,184115,22,0.859,0.563,200453,0.657,,G#,0.458,-12.662,Major,0.94,94.178,04/4,0.472,Comedy
No,empty_field,"Hospital (Remastered) - Live at Circle Star Theatre, San Carlos, CA. 12/81",77DNM5p5oyiT0A09iyFdq2,No,No,171417,21,0.7,0.533,616960,0.63,,A,0.936,-13.211,Minor,0.923,75.803,04/4,0.117,Comedy
No,empty_field,Christmas Presents - Live at The Madison Square Garden / 1990,6L2Eoo8Dzx60hARXy7TCic,No,No,173739,15,0.811,0.57,84200,0.923,,D,0.88,-11.294,Major,0.78,99.221,04/4,0.479,Comedy
No,empty_field,I'm Not A Man,1ppYVrM6Hbmod2O231XbL0,No,No,22330,11,0.86,0.611,228720,0.701,,A,0.854,-6.21,Major,0.938,80.49,04/4,0.506,Comedy
No,empty_field,Death,03yib980AUBlXsJ8JJz54l,No,No,51854,33,0.848,0.325,229467,0.987,6.69e-06,D#,0.91,-8.202,Minor,0.8,80.311,01/4,0.0307,Comedy
No,empty_field,Drugs,34amXZ4cfmT9cU3OI6MYSm,No,No,58948,16,0.699,0.468,169349,0.927,,F#,0.781,-8.998,Major,0.921,88.4,01/4,0.345,Comedy
No,empty_field,The White House,0EA5OHB3vRGc3e0NGFfa50,No,No,73641,13,0.831,0.422,80600,0.503,,E,0.927,-17.467,Major,0.936,169.193,04/4,0.38,Comedy
No,empty_field,Little Titties,2vM4NAIRlw3zK9znqoNsKj,No,No,178412,25,0.903,0.488,,0.789,,F,0.699,-11.011,Minor,0.918,67.864,03/4,0.384,Comedy
No,empty_field,Tennessee,621ALAYuQFMnpBBdKXXAnS,No,No,158601,30,0.731,0.625,309120,0.272,0.00246,E,0.152,-12.295,Major,0.0399,141.119,04/4,0.218,Comedy
No,empty_field,Two Kinds Of Mexicans,2rGKDKRx0d4Om8dVXefrNd,No,No,103991,14,0.765,0.531,,0.744,,C#,0.13,-11.142,Major,0.948,94.584,03/4,0.456,Comedy
No,empty_field,We Love Food,6wWaVoUOzLQJHd3bWAUpdZ,No,No,47072,13,0.728,0.552,335600,0.322,,F#,0.937,-19.297,Minor,0.947,,03/4,0.521,Comedy
No,empty_field,Really Warm,4fzFt8mhAjiZ3RQO3JxImi,No,No,97553,17,0.994,0.704,133573,0.198,0.0101,A#,0.178,-17.891,Minor,0.952,133.085,03/4,0.506,Comedy
No,empty_field,Moving Forward? Not Exactly.,70IMcZg6o0t9S0YSj6u2ce,No,No,26530,12,0.891,0.666,3.05943e+06,0.245,,C,0.356,-15.716,Major,0.958,90.301,04/4,0.804,Comedy
No,empty_field,Intro / Humor,1BjsVSENUJy4x2NRNrTOWf,No,No,121992,10,0.799,0.529,160080,0.672,,B,0.932,-9.387,Major,0.936,171.732,04/4,0.743,Comedy
No,empty_field,Meet Your Maker,5kBY4SnufBqgYruhjrAFE1,No,No,135761,28,0.693,0.529,197453,0.584,,D,0.683,-15.546,Major,0.963,69.483,03/4,0.229,Comedy
No,empty_field,Where Are You Going?,79OHuiNbjDmlz3xjYMNcaA,No,No,104125,14,0.817,0.506,258800,0.866,,C#,0.677,-8.721,Minor,0.782,,03/4,0.569,Comedy
No,empty_field,Other People's Kids,1bAZV1EBTRi9t1cVg75i8t,No,No,188109,38,0.813,0.545,497973,0.96,,C#,0.885,-4.965,Minor,0.918,139.282,05/4,0.263,Comedy
No,empty_field,The News Is Planning To Kill You,34JRUZIuDLn2cL8sOqrFtK,No,No,69672,13,0.762,0.599,151080,0.92,,F,0.876,-4.055,Minor,0.739,87.425,03/4,0.557,Comedy
No,empty_field,"Lindsay, the President, and the Army",5l3n3nqDpxx5SFNYZf7eG6,No,No,86461,22,0.765,0.602,,0.689,,A#,0.73,-6.664,Major,0.929,91.836,04/4,0.582,Comedy
No,empty_field,Creative Racism,0iOdaj2vKjANrveYhFUPD4,No,No,32039,11,0.76,0.544,104080,0.5,,C#,0.735,-11.789,Minor,0.945,65.443,03/4,0.675,Comedy
No,empty_field,Canine Companions,4QeoDcR16IHpmmgFGQDrCp,No,No,125393,29,0.8,0.578,651627,0.798,,G#,0.924,-15.37,Major,0.934,125.95,03/4,0.186,Comedy
No,empty_field,Pakistani Bike Baby,1fJL0EgvPrLIltnF0d3CbR,No,No,212093,15,0.922,0.629,215973,0.517,,C,0.218,-10.407,Minor,0.96,169.795,03/4,0.495,Comedy
No,empty_field,Fun Family,0T54HCPrirVSYfgit3Ug2L,No,No,24589,43,0.842,0.516,150107,0.865,0.000154,D,0.575,-10.777,Major,0.932,89.484,03/4,0.192,Comedy
No,empty_field,Hello And Several Jokes On Topics Ranging From Elevators To Goofing Around On A Whale Watch,4phAi8DUyHHLRP3VRW8JQQ,No,No,45576,32,0.79,0.558,,0.381,,C#,0.752,-16.52,Major,0.946,73.315,03/4,0.42,Comedy
No,empty_field,This Track is Not Called Something 2 Dance 2,3Gg1GRIvP09nsMY82At99a,No,No,66338,36,0.728,0.58,579925,0.807,,F#,0.873,-5.733,Minor,0.939,82.711,04/4,0.443,Comedy
No,empty_field,The Right To Bare Arms / Family In Sanford,2PZaBRrWBhFUij7tvGzZgN,No,No,69098,26,0.882,0.637,504493,0.536,,B,0.976,-11.975,Major,0.899,114.886,03/4,0.289,Comedy
No,empty_field,Talk to the Animals,5azJUob8ahbXB3M9YFwTpd,No,No,175519,13,0.944,0.515,153093,0.693,,E,0.412,-12.659,Major,0.961,165.844,04/4,0.195,Comedy
No,empty_field,Titties & Beer - Live,2AkbpHqE8STBmNDekA4Uxa,No,No,133889,38,0.924,0.388,,0.494,,E,0.843,-11.552,Major,0.136,152.245,05/4,0.632,Comedy
No,empty_field,Wedding Cake,46LI9mnlQ8fJHH47ioBubg,No,No,159364,19,0.792,0.589,359360,0.657,,A,0.378,-15.692,Major,0.912,137.748,03/4,0.435,Comedy
No,empty_field,El Chacal,1qkAVlXyGe798NWgVuYea7,No,No,68889,30,0.908,0.612,,0.412,,C#,0.797,-12.87,Minor,0.949,141.921,05/4,0.531,Comedy
No,empty_field,"Senses, Halloween",47eTImOdtmthXkvWiQO1PE,No,No,210558,35,0.893,0.406,,0.892,9.21e-06,F#,0.743,-10.141,Major,0.949,43.359,04/4,0.335,Comedy
No,empty_field,S.I.N.G.L.E.,6uzfO4Nl3imrQEEbUN8kBY,No,No,217571,21,0.755,0.535,,0.785,,F#,0.977,-9.925,Major,0.954,85.256,01/4,0.115,Comedy
No,empty_field,Food from Heaven,3vYQTgxQWWM4VIDHi7qhQ5,No,No,83453,12,0.888,0.644,82307,0.412,,F#,0.954,-17.949,Minor,0.941,73.441,05/4,0.484,Comedy
No,empty_field,Childbirth is Not a Miracle,6lzLjIOyWTyTJvk0jraYee,No,No,35448,13,0.947,0.608,132058,0.369,,D,0.877,-13.224,Major,0.878,,04/4,0.456,Comedy
No,empty_field,Equal Pay,6RXkmgoSfHxJ7EVQ0LHLsv,No,No,105858,29,0.705,0.587,110333,0.721,,F#,0.673,-11.062,Minor,0.942,101.348,04/4,0.12,Comedy
No,empty_field,Sex on Trial,3iDEpvKi4vTUwNGLyZoKjD,No,No,57690,17,0.756,0.546,,0.522,,B,0.738,-18.493,Major,0.943,,05/4,0.371,Comedy
No,empty_field,The Man with One Red Shoe,3dHzaEV80wc0b6c6WDX7Hh,No,No,60148,17,0.838,0.515,249243,0.538,,C#,0.959,-17.72,Major,0.867,102.239,03/4,0.583,Comedy
No,empty_field,Shark Frenzy,7MbDIe9Vwex6RQjtnAJTWw,No,No,150090,32,0.829,0.658,191480,0.88,,F#,0.749,-7.941,Major,0.928,122.053,04/4,0.499,Comedy
No,empty_field,Play Your Cards Wrong - Live,08aOCFquXzFdiwKQ5uOAh5,No,No,187210,20,0.842,0.516,,0.375,,G,0.134,-11.118,Major,0.0352,145.964,04/4,0.803,Comedy
No,empty_field,Home School,2tUBqZG2AbRi7Q0BIrVrEj,No,No,125501,17,0.852,0.632,,0.21,,F#,0.753,-24.153,Major,0.938,,05/4,0.423,Comedy
No,empty_field,Extremely Extreme,20DnfZyOMP1M3HQAxUqWsj,No,No,154732,29,0.826,0.565,,0.684,,A#,0.696,-7.996,Minor,0.927,76.325,03/4,0.566,Comedy
No,empty_field,"Buddhism, Feminism, And Math",6DlxKKGouSnE2N6tYqJz9W,No,No,24625,19,0.86,0.577,204907,0.868,,D,0.752,-10.231,Major,0.878,121.188,03/4,0.345,Comedy
No,empty_field,Creative Depression,5GeoH7SNAXjROFwmNVFhPO,No,No,54936,33,0.901,0.615,398557,0.813,,A#,0.762,-7.741,Major,0.933,107.72,03/4,0.181,Comedy
No,empty_field,Hipsters,7tgEm1rQTA603HnZYRDgKL,No,No,211683,26,0.816,0.628,,0.402,,D,0.749,-16.951,Minor,0.922,71.061,03/4,0.658,Comedy
No,empty_field,Laura & Barbara Bush,7nvPBAS6golNB0yewmAUsB,No,No,103685,18,0.856,0.407,196773,0.969,0.00205,F#,0.696,-11.769,Major,0.748,75.368,04/4,0.0306,Comedy
No,empty_field,What Sex Is That Thing?,0Zo1IjeFf5xSRqXE4xFcJE,No,No,22735,21,0.833,0.488,88533,0.954,,G#,0.851,-11.292,Minor,0.928,,05/4,0.0766,Comedy
No,empty_field,Chimp Fear,6FJWCQkxU5cMYO5eUVcCUu,No,No,134350,13,0.694,0.601,202600,0.938,,D,0.456,-5.234,Major,0.923,,04/4,0.533,Comedy
No,empty_field,In the Streets,0aPZbnkMoWJaJ5CNVLCj8S,No,No,112880,31,0.903,0.453,190598,0.768,5.42e-06,F,0.763,-10.933,Minor,0.956,65.325,04/4,0.236,Comedy
No,empty_field,Dumb Thoughts,67mxBlnkGnmVHc0YkDU1zw,No,No,33095,41,0.825,0.433,502320,0.958,,C#,0.695,-5.769,Minor,0.95,69.839,03/4,0.199,Comedy
No,empty_field,European Adventure,5KY6d5iKuC5UL9ViY1L6OU,No,No,127508,16,0.802,0.581,287360,0.642,,C#,0.864,-12.982,Minor,0.961,,05/4,0.214,Comedy
No,empty_field,Candy Bars,1MAm4ag10SAkMlfDfaAzk4,No,No,23246,46,0.744,0.547,124907,0.878,,B,0.917,-10.684,Major,0.916,111.661,03/4,0.305,Comedy
No,empty_field,Suicidal Species,4Qw41GUmS4rF7GR3am9Rt6,No,No,173260,20,0.72,0.641,144933,0.527,,A#,0.914,-7.488,Minor,0.944,160.47,01/4,0.836,Comedy
No,empty_field,Piss the Pants Monster,4siFdX3QLfjtzg1HHgCPW7,No,No,131731,11,0.558,0.623,294706,0.535,,C#,0.898,-10.809,Major,0.918,114.865,04/4,0.381,Comedy
No,empty_field,"Pink Island, Necrophiliac, and Mushrooms",2Rc5i1prwcSG7XV844zrWx,No,No,177279,15,0.824,0.603,56973,0.864,,E,0.639,-5.237,Major,0.92,148.836,04/4,0.322,Comedy
No,empty_field,Deer Hunting,5ZjoBQz36ZfeX7anX28XW7,No,No,194074,29,0.702,0.525,,0.683,,C#,0.924,-12.548,Major,0.927,91.543,04/4,0.239,Comedy
No,empty_field,Languages,113KKjCvrHlwfEuTd6RdHE,No,No,162552,26,0.882,0.607,145320,0.74,,D,0.821,-10.873,Major,0.913,124.687,04/4,0.4,Comedy
No,empty_field,Married Couples,2nXb9T60PmVud5z1jYd38Z,No,No,136670,24,0.71,0.519,67373,0.764,,A#,0.654,-15.817,Major,0.903,131.685,03/4,0.0363,Comedy
No,empty_field,The Xanax Story,2L5Jc6Yuw5GoKd67cIbIlg,No,No,143582,45,0.703,0.517,550400,0.857,,E,0.438,-6.882,Minor,0.947,,03/4,0.316,Comedy
No,empty_field,"Hey, Wait A Minute",0Z5oEza6OKWhXJBVnlCWzl,No,No,136226,11,0.844,0.494,145373,0.531,0.000987,D#,0.864,-13.715,Major,0.621,92.276,04/4,0.0894,Comedy
No,empty_field,Dude With A Sword,2Bc7hzJcTjSQ7Ns4n8qobW,No,No,165649,11,0.804,0.414,196693,0.973,,A,0.829,-4.426,Major,0.819,82.248,03/4,0.557,Comedy
No,empty_field,Mormons & Jehovah's Witness,7elvVSpLm4Wjq0mZQ3CLym,No,No,84914,17,0.865,0.615,,0.533,,A#,0.899,-14.233,Major,0.897,,01/4,0.607,Comedy
No,empty_field,El Perro Bermúdez,5wugRpu6UTWbRUNk3lTb1T,No,No,80757,22,0.827,0.534,224929,0.538,,B,0.422,-13.1,Minor,0.909,75.929,03/4,0.6,Comedy
No,empty_field,Walrus,0c0Z5agmnSibjIWjdZV6R1,No,No,23905,24,0.71,0.48,134933,0.918,,D,0.914,-4.706,Minor,0.73,76.477,04/4,0.511,Comedy
No,empty_field,Alien Abduction,1NbRWGX7hybvzBU1Y5ysVa,No,No,200988,12,0.768,0.685,115307,0.423,,C,0.738,-15.326,Major,0.914,,03/4,0.432,Comedy
No,empty_field,Braces and Headgear,0VZFUulbRB0RGBgW2z9PDp,No,No,23251,17,0.719,0.527,182933,0.668,,C#,0.899,-8.901,Minor,0.947,,03/4,0.326,Comedy
No,empty_field,"Atlanta, GA",5Tid2Xf8oFUtJeZBSNXBBe,No,No,55251,10,0.979,0.568,142587,0.663,0.000134,E,0.658,-12.513,Minor,0.906,85.444,03/4,0.44,Comedy
No,empty_field,Exhibit A,5jBnOelpuWcJ7OTxM65ZEM,No,No,159743,14,0.865,0.562,289973,0.497,2.9e-06,F#,0.72,-11.046,Major,0.956,,04/4,0.445,Comedy
No,empty_field,Tiger Woods,3bPlMzfHJMYqdAC80NLPTb,No,No,96003,29,0.711,0.537,340107,0.673,,F#,0.604,-9.602,Major,0.955,55.144,04/4,0.367,Comedy
No,empty_field,Future Pope,00sydAz6PeOxYzwG1dRIPi,No,No,70510,30,0.868,0.539,,0.531,3.25e-06,F,0.71,-18.946,Minor,0.915,,01/4,0.452,Comedy
No,empty_field,Charlie Freak,1mggAh6xgnKUT6ukw3AU9A,No,No,210254,31,0.688,0.633,164853,0.537,,E,0.287,-12.827,Minor,0.0306,131.639,04/4,0.736,Blues
No,empty_field,Next To Me,4dz2HlGbb3owfHRi7EWR01,No,No,181782,19,0.237,0.653,301627,0.617,0.164,D,0.103,-6.117,Major,0.0402,185.644,04/4,0.696,Blues
No,empty_field,Please Don't,6KDABpl64wpfl2Tygeim2l,No,No,28733,39,1.42e-06,0.319,252693,0.866,0.756,D,0.155,-4.722,Minor,0.0359,109.626,04/4,0.554,Blues
No,empty_field,Tweezer - Reprise,6ICO15x60YUecFTl6BfaCk,No,No,91922,31,0.321,0.27,159733,0.928,0.691,G,0.193,-7.832,Major,0.0451,188.518,04/4,0.562,Blues
No,empty_field,Los Angeles,392COIitLMUIOwLDEq7Yh7,No,No,162499,44,0.0871,0.608,144821,0.791,1.81e-06,G,0.0868,-5.441,Major,0.0306,92.743,04/4,0.722,Blues
No,empty_field,What Is and What Should Never Be,2j5AMkbTet4BvTWhKrPOta,No,No,47781,25,0.0975,0.29,326787,0.904,0.229,A,0.828,-5.157,Major,0.249,,04/4,0.346,Blues
No,empty_field,Fairweather Friends,5pQMeUIDHp7ioCgDK9PyAt,No,No,208547,45,0.0115,0.189,223387,0.8,0.000108,B,0.852,-3.818,Minor,0.0931,,04/4,0.322,Blues
No,empty_field,Freedom - TROY NōKA Remix,6xUqRrKXyw3GIPnRHzXk0o,No,No,102798,37,0.0083,0.561,232907,0.884,,D,0.351,-5.31,Major,0.151,154.157,04/4,0.331,Blues
No,empty_field,So Beautiful,6OfDNbhNDDBi1t6VIrsMua,No,No,48144,0,0.0632,0.559,,0.67,,B,0.124,-4.668,Minor,0.0482,123.741,04/4,0.587,Blues
No,empty_field,Come with me now,15BlympuVSfZFROojEMY2M,No,Yes,63078,37,0.102,0.661,211626,0.729,2.04e-05,A#,0.0578,-5.561,Minor,0.0486,103.971,04/4,0.719,Blues
No,empty_field,The Chokin' Kind,45RrFn6tVyVfVZtupoVEDG,No,No,185338,27,0.496,0.69,,0.506,0.00304,G#,0.0883,-12.531,Major,0.0556,98.781,04/4,0.848,Blues
No,empty_field,Rockin' All Over The World,09QyGlxA0Ja6D1dGIjl55c,No,No,88789,44,0.129,0.617,217453,0.962,0.00171,C,0.511,-5.314,Major,0.0449,131.434,04/4,0.968,Blues
No,empty_field,I Don't Get By,231lcr4D706utKev04nqL5,No,No,104321,29,0.304,0.553,,0.797,0.117,C,0.237,-4.977,Major,0.032,80.009,04/4,0.759,Blues
No,empty_field,Steamer Lane Breakdown,1P87E4P0fbh5uKoLNWCkV2,No,No,137613,31,0.0538,0.569,205893,0.792,0.769,G,0.0833,-14.294,Major,0.0307,121.954,04/4,0.925,Blues
No,empty_field,Come a Little Closer - Unpeeled,0MpSj2qDLCP5C2ZUHi53aT,No,No,213233,40,0.0353,0.297,,0.801,1.9e-06,C#,0.961,-5.357,Minor,0.059,153.826,04/4,0.358,Blues
No,empty_field,Sleep,6s56ddRP5sXSSCGh37oB6l,No,No,194450,26,0.9,0.628,,0.237,0.00936,C,0.131,-14.848,Major,0.0391,,04/4,0.315,Blues
No,empty_field,I Got My Eyes on You (Locked & Loaded),1lC6WJxyW5pH18gZGKU9QJ,No,No,155817,43,0.129,0.545,311053,0.592,3.62e-06,D#,0.0639,-4.582,Minor,0.0648,139.516,04/4,0.347,Blues
No,empty_field,C'mon C'mon,5IVHpWPnvFokx0zDJC8yhf,No,No,72412,49,0.0787,0.491,133547,0.966,,F,0.281,-3.896,Major,0.133,,04/4,0.48,Blues
No,empty_field,Is You Is Or Is You Ain't (My Baby),0gONO4K0PVRlBy8WJDGAUs,No,No,84623,30,0.346,0.731,198173,0.272,,A#,0.136,-14.853,Minor,0.0728,117.451,04/4,0.584,Blues
No,empty_field,Victims Of Comfort,1NghHeg0wE32eBYrQBVQXL,No,No,104083,26,0.842,0.597,,0.255,,D,0.105,-12.595,Major,0.0466,115.077,05/4,0.375,Blues
No,empty_field,Segue 2 – Live at Spotify NYC,4WCHpSArnEJrCTOd2HeDxn,No,No,166875,27,0.835,0.514,,0.477,,A,0.694,-18.286,Major,0.884,89.257,01/4,0.43,Blues
No,empty_field,Blue Jean Blues,0BP2RFjKRSmNtkJW3f1nhR,No,No,101140,29,0.115,0.473,339600,0.454,0.0129,A,0.0836,-8.505,Minor,0.0436,126.91,03/4,0.499,Blues
No,empty_field,I Thought I Heard You Screaming,3QuTLjEgI5v5gL7VxoE05e,No,No,129495,27,0.92,0.543,,0.0782,2.39e-05,D,0.1,-15.757,Major,0.0322,98.469,04/4,0.282,Blues
No,empty_field,The Poet and the Painter,5JU7FgGJqgGPUaJA2nhZvm,No,No,20146,35,0.00293,0.316,,0.601,0.0102,F,0.189,-9.278,Major,0.0483,172.035,04/4,0.51,Blues
No,empty_field,Tired of Being Alone,43mAbdlwkCFKSFF0pvbz4s,No,No,139530,65,0.339,0.772,172320,0.397,0.00541,G,0.0753,-8.585,Major,0.0391,97.964,04/4,0.617,Blues
No,empty_field,Rift,40iqc94M52SdqnifRSqRWh,No,No,86273,32,0.304,0.403,,0.838,0.0125,C,0.622,-9.686,Major,0.0473,151.37,04/4,0.578,Blues
No,empty_field,You're Pretty Good Looking (For a Girl),3hfh3VfPtFVtB9KnuNtJXo,No,No,195077,37,0.696,0.484,109720,0.852,1.74e-05,B,0.0724,-5.66,Major,0.0524,117.018,04/4,0.876,Blues
No,empty_field,Sleep Song - Late Show - Live,0Dq9mVpQjKXWWARmfNFtt4,No,No,127200,0,0.82,0.535,362930,0.229,0.101,E,0.682,-16.685,Major,0.103,109.006,04/4,0.353,Blues
No,empty_field,Lights Down Low,3jyQkNxhXQURUkCCjQml0P,No,No,34988,38,0.872,0.635,140160,0.335,0.602,F#,0.181,-14.186,Minor,0.0831,171.766,04/4,0.556,Blues
No,empty_field,What They Say,0IqJyZCHwfjHNYmxn6mQKl,No,No,171992,37,0.688,0.566,166240,0.57,1.73e-06,D,0.0943,-6.42,Major,0.0329,83.403,04/4,0.96,Blues
No,empty_field,What Makes A Good Man?,2xJMyY73iOeQVUDj5gJX3c,No,No,127260,54,0.000259,0.456,,0.803,0.000368,D,0.291,-4.265,Major,0.0786,186.15,04/4,0.333,Blues
No,empty_field,Abulia and Akrasia,2oD8x1fEyuglgsbytkBhWI,No,No,128517,28,0.746,0.419,,0.401,0.0617,C,0.26,-9.311,Minor,0.0363,,04/4,0.417,Blues
No,empty_field,Wherever I Lay My Bone,21Ft8ME799DMZjxNwmui6Z,No,No,28359,20,0.0829,0.929,260173,0.311,3.28e-06,B,0.0556,-14.4,Minor,0.197,,04/4,0.773,Blues
No,empty_field,Burnin' Sky - 2017 Remaster,4UoB59D0giPmZaPlGQVYpw,No,No,22978,37,0.308,0.436,,0.532,0.00395,C,0.208,-10.766,Major,0.0476,190.113,04/4,0.845,Blues
No,empty_field,Bug,0wORsYmBuE9hMmxY0NXEei,No,No,67827,34,0.215,0.454,306427,0.464,0.0316,C,0.114,-8.907,Major,0.0255,77.39,04/4,0.573,Blues
No,empty_field,Tide Turns,2XcG1nMjOCvyVTqx7zw5NA,No,No,181891,36,0.0105,0.656,261387,0.64,9.69e-05,C,0.105,-7.194,Major,0.0288,92.069,04/4,0.535,Blues
No,empty_field,Bodhisattva,0q7WoAuExuuPftDuxDJ5iK,No,No,158336,44,0.128,0.54,318360,0.772,0.00589,C,0.0753,-11.172,Major,0.0455,109.802,04/4,0.811,Blues
No,empty_field,Janitor,66olzBxCgKlpFRB1LKH5pO,No,No,160876,31,0.167,0.453,,0.459,0.00405,E,0.113,-9.33,Major,0.0295,103.221,04/4,0.188,Blues
No,empty_field,I Love You More Than You'll Ever Know,3OVLPcUPS0HbMeAeMP0jZ4,No,No,38522,21,0.211,0.4,634480,0.345,0.000997,C,0.144,-6.627,Minor,0.0305,97.467,03/4,0.112,Blues
No,empty_field,Kick out the Jams,0iOZM63lendWRTTeKhZBSC,No,No,113721,39,0.0565,0.329,181760,0.806,0.21,C#,0.355,-11.925,Major,0.0596,142.625,04/4,0.619,Blues
No,empty_field,You Can't Always Get What You Want,45iMwUi9OBJlEIsTJ4AStR,No,No,195515,28,0.151,0.594,280827,0.641,0.000478,A,0.0477,-11.022,Major,0.137,91.645,04/4,0.503,Blues
No,empty_field,Willie and Laura Mae Jones,3JyDlAIvSTxK37tpgWRKTD,No,No,177411,28,0.615,0.615,,0.525,,A#,0.491,-12.729,Minor,0.196,83.687,04/4,0.767,Blues
No,empty_field,Marathon,6OrQTgcKRfADbOm8xQmS1H,No,No,31564,27,0.452,0.369,369920,0.371,3.65e-05,C#,0.0785,-7.692,Major,0.0271,132.241,03/4,0.0677,Blues
No,empty_field,Born Under A Bad Sign,0zhtTDPiMU1s0DZJNRlDXw,No,No,99275,23,0.0469,0.34,,0.763,0.00427,F#,0.104,-4.091,Major,0.0349,186.23,04/4,0.797,Blues
No,empty_field,Lost in a Crowd,5fyAyaATYirkgFxYx3E0LL,No,No,185406,29,0.156,0.533,300211,0.501,0.000134,B,0.229,-6.936,Minor,0.0476,169.484,03/4,0.355,Blues
No,empty_field,Ride a White Swan - 2016 Remaster,5w8RYioPTG1IARJ35ka1MM,No,No,185040,28,0.716,0.315,133800,0.496,0.0468,C#,0.0871,-8.326,Major,0.0323,,04/4,0.812,Blues
No,empty_field,The Pusher,2RLTFQvRCMnP0L0yvnZA8p,No,No,109264,51,0.222,0.474,352907,0.382,0.0195,C,0.149,-13.291,Major,0.0252,,04/4,0.69,Blues
No,empty_field,Endless Parade,6ICHw8oreNfa8PdyUDKaDQ,No,No,190473,34,0.196,0.559,,0.66,0.00126,C,0.283,-8.291,Minor,0.0343,151.682,04/4,0.557,Blues
No,empty_field,Om Sweet Om,6cMi5pgJ5q4KjZTSESRAef,No,No,195056,30,0.388,0.77,215493,0.565,0.000179,C,0.0846,-7.185,Major,0.0333,,04/4,0.266,Blues
No,empty_field,Worried Down With The Blues,4uQ7wYsuL0DryknoDc11Hk,No,No,100645,26,0.0586,0.481,523960,0.539,0.0564,F,0.102,-6.666,Major,0.0364,139.733,03/4,0.542,Blues
No,empty_field,All For Us,6jWFsJT5IYVKCJEQ55L29W,No,No,129326,35,0.323,0.613,215107,0.385,0.00328,G#,0.0645,-11.863,Major,0.0561,169.888,04/4,0.688,Blues
No,empty_field,Wish You Were Here,1883mCuSqnfnrWoq8i3myH,No,No,140879,34,0.907,0.655,,0.446,0.401,C,0.18,-14.248,Major,0.0261,,04/4,0.48,Blues
No,empty_field,Sunrise,10ll31XKOFHX3qhDlsguTA,No,No,172305,24,0.243,0.7,225507,0.378,0.144,C,0.0731,-7.174,Major,0.0468,96.2,03/4,0.319,Blues
No,empty_field,Jack White on 'Hey Gyp (Dig the Slowness)',5UEaKP1vPMG3T6vyBhiSso,No,No,38053,27,0.522,0.609,34134,0.0907,,G,0.526,-28.898,Major,0.918,112.332,05/4,0.964,Blues
No,empty_field,Fight Or Fall,2VhB8bUdy1xnKDrz5dsbdP,No,No,189747,28,0.602,0.709,225093,0.6,2.44e-05,E,0.412,-10.406,Major,0.0681,123.448,04/4,0.523,Blues
No,empty_field,Let My Baby Ride,7uhOlFq30tYkUZ70JwbRre,No,No,158629,42,0.255,0.769,,0.68,0.13,G,0.325,-9.731,Major,0.0818,95.986,04/4,0.507,Blues
No,empty_field,Sunrise,6JyGk2O6Mb1dNG474bJf77,No,No,120193,25,0.959,0.463,351587,0.039,0.726,A#,0.106,-16.647,Major,0.0728,,04/4,0.0979,Blues
No,empty_field,That's Alright,4M71qEcBw2pRVhobefP901,No,No,195319,30,0.0389,0.706,255040,0.486,0.011,A,0.134,-8.569,Major,0.03,79.001,04/4,0.558,Blues
No,empty_field,Fanny Dog,39UZeZcHGL2KvIZvaAS55l,No,No,203245,34,0.000347,0.334,219373,0.718,0.000649,G,0.166,-7.124,Major,0.032,91.74,04/4,0.64,Blues
No,empty_field,I'm A Woman,33GmiX75KFc0acc3CRWMdr,No,No,168625,36,0.0587,0.49,275267,0.613,1.57e-05,C,0.0564,-12.97,Major,0.109,109.491,03/4,0.623,Blues
No,empty_field,Down By The River,0SCtEUwSkgavjuzebBznX5,No,No,167776,32,0.398,0.423,,0.498,0.159,B,0.794,-10.921,Minor,0.0501,112.548,04/4,0.415,Blues
No,empty_field,So He Won't Break,1CpCIb8zybdjskLQRL6rEC,No,No,106331,37,0.195,0.507,252907,0.753,0.00332,G,0.148,-6.218,Major,0.0361,,04/4,0.358,Blues
No,empty_field,Come Rain Or Come Shine,5K2sJoVLv3UsjxM3HYkZFK,No,No,26132,30,0.912,0.511,260973,0.114,,F,0.127,-15.559,Minor,0.0423,106.157,03/4,0.204,Blues
No,empty_field,Pistol Made of Bones,4EL03Meej6MmfsMf7CJ69J,No,No,114584,43,0.0594,0.517,202960,0.697,0.0597,E,0.467,-8.58,Minor,0.0419,113.65,04/4,0.662,Blues
