Selected,artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,The Marshall Tucker Band,Southern Woman,2SuOlONRjXPd8jWO08vbgq,193761,30,0.0729,0.527,,0.557,0.0964,D,0.105,-6.883,Major,0.0288,72.28,04-Apr,0.615,Blues
No,empty_field,The Thrill Is Gone (with B.B. King) - Live,4KAaF3VU2pWNMXH0j0s8MN,157351,24,0.0439,0.375,,0.598,0.112,B,0.776,-8.389,Minor,0.0351,106.157,04-Apr,0.516,Blues
No,The White Stripes,Love Potion #9,25HbSVxbph1ZaX6pyB6IWP,164610,23,0.653,0.59,170240,0.469,0.0014,D,0.692,-16.078,Major,0.386,131.904,04-Apr,0.15,Blues
No,empty_field,Ohio - 45 RPM Single; Stereo,5xryXJhHJXQGQMcAt4dLKU,88992,37,0.225,0.444,179973,0.721,0.00211,C,0.242,-6.337,Major,0.0261,78.453,04-Apr,0.785,Blues
No,JJ Grey & Mofro,I Believe (In Everything),2B3AODvV3xG8tz3Z3lH8Fl,182192,30,0.0659,0.48,369147,0.389,0.000315,A,0.137,-8.464,Major,0.0342,140.816,04-Apr,0.276,Blues
No,empty_field,Dirty Pool,75Wpcg8OAyOHMwgdJCgRpe,24935,39,0.573,0.325,300653,0.395,0.0483,C#,0.131,-11.709,Minor,0.0295,146.506,03-Apr,0.531,Blues
No,JD McPherson,Let The Good Times Roll,2tT2L77IGupxBtLRSfxJUe,206227,36,0.00289,0.55,184160,0.808,8.18e-05,C,0.0706,-4.697,Major,0.0542,169.61,04-Apr,0.67,Blues
No,Morphine,You Speak My Language,0rXcAvuQdrQakSPhIOZ6f8,59624,32,0.0463,0.551,,0.607,0.882,A,0.375,-11.857,Minor,0.0434,126.275,04-Apr,0.407,Blues
No,Tedeschi Trucks Band,Shame,7LqZSxNiPig0lgX2XFwseJ,152001,35,0.42,0.324,295160,0.625,0.00435,D,0.329,-9.613,Major,0.036,97.49,03-Apr,0.273,Blues
No,Dani Wilde,Falling,7mm4R4MWuo7Y1KC86RChR4,191308,32,0.481,0.441,303600,0.503,2.15e-06,G#,0.085,-5.706,Major,0.0325,134.134,03-Apr,0.385,Blues
No,ZZ Top,Doubleback,5IzDsRBAo3JaTpho5BcyGk,48908,38,0.0698,0.655,236200,0.673,0.000144,F,0.372,-10.187,Major,0.0301,123.913,04-Apr,0.558,Blues
No,Lonnie Mack,Camp Washington Chile/If You Have To Know,6q009QCR68V0AychtROKul,176552,25,0.0232,0.365,,0.732,0.56,A#,0.969,-11.272,Major,0.0332,,04-Apr,0.788,Blues
No,empty_field,Shot Down,32NuxpDVL7uwvr2omo5G9J,40445,38,0.297,0.622,132627,0.918,1.84e-06,G,0.176,-6.342,Minor,0.0773,,04-Apr,0.821,Blues
No,Thee Oh Sees,Animated Violence,6QIGLdupFxCUn9gfILchs2,25567,40,0.000101,0.358,306173,0.906,0.172,D,0.0647,-5.594,Major,0.0606,81.446,04-Apr,0.238,Blues
No,empty_field,Last Kind Words Blues,0DSlj1DsBpyE5yOh4vpQXL,153510,28,0.952,0.384,182933,0.295,0.000439,D#,0.218,-12.795,Minor,0.0315,142.004,04-Apr,0.316,Blues
No,Jørgen Sandvik,Regrets,3fPLXRcYYesipcXyNka6Yd,24405,27,0.644,0.52,194794,0.453,0.0216,F,0.0892,-9.783,Major,0.0259,86.141,04-Apr,0.566,Blues
No,All Them Witches,Internet,6INaSJ4clfZ8pvXSGZQnJ7,128893,36,0.463,0.358,,0.567,0.0683,E,0.25,-7.322,Minor,0.0762,125.638,04-Apr,0.23,Blues
No,Greta Van Fleet,The New Day,2Ye28il3JnYd9kbp0xBtvq,25487,55,0.0162,0.655,224827,0.861,0.0163,F,0.0869,-4.439,Major,0.0328,96.411,04-Apr,0.894,Blues
No,Etta James,Cigarettes & Coffee,4l2B9oNahHtUH6YBEXjtbI,91737,32,0.676,0.392,381213,0.435,,D,0.149,-7.483,Major,0.0364,97.744,03-Apr,0.0984,Blues
No,Nina Simone,"Li'l Liza Jane - Live Version - Newport Jazz Festival, June 30, 1960",4gG39gZ9S1oH6vfGvxLnPI,139609,29,0.611,0.497,,0.317,,B,0.786,-18.446,Minor,0.0834,75.523,04-Apr,0.3,Blues
No,empty_field,Next To Me,4dz2HlGbb3owfHRi7EWR01,181782,19,0.237,0.653,301627,0.617,0.164,D,0.103,-6.117,Major,0.0402,185.644,04-Apr,0.696,Blues
No,Levon Helm,Deep Elem Blues,1QDJCUZ86KbPXJfYMHDx1x,159626,31,0.256,0.529,,0.813,0.0052,D,0.953,-7.167,Major,0.0452,89.906,04-Apr,0.746,Blues
No,Carl Sims,I'm Trapped,75teRRxgUFGuFTteHtx061,112148,35,0.0166,0.535,461946,0.473,,B,0.0459,-14.876,Major,0.0533,,04-Apr,0.817,Blues
No,empty_field,Run Rudolph Run - Single Version,7GkaclZPWxJujsylkMetsW,178248,46,0.788,0.688,165733,0.711,2.64e-05,G,0.0683,-10.453,Minor,0.0832,152.277,04-Apr,0.935,Blues
No,Marvin Sease,Please Take Me,50b1SWqzBcwIpBropLMh0o,151052,25,0.0249,0.564,359227,0.4,2.11e-06,G,0.0611,-8.657,Major,0.0285,152.781,03-Apr,0.396,Blues
No,empty_field,"Summertime - Live at The Woodstock Music & Art Fair, August 17, 1969",60X27YpD3MIatR2K28zi3c,132373,33,0.219,0.365,305203,0.394,0.0431,G,0.921,-13.454,Minor,0.0454,148.078,03-Apr,0.457,Blues
No,empty_field,Someday Baby,2oJHQzKtLM8dF2fdcBtWsN,51035,26,0.000441,0.52,,0.848,0.206,D,0.114,-6.14,Major,0.0488,102.618,04-Apr,0.506,Blues
No,Black Rebel Motorcycle Club,As Sure As The Sun,3dGQM2ig853AAlT8Qmsve6,173477,31,0.0234,0.425,,0.819,0.272,A#,0.109,-6.79,Major,0.0346,77.516,04-Apr,0.318,Blues
No,The Spits,All I Want,7IAa7vUJ11STN7le8XaxsH,216464,33,0.0826,0.249,80573,0.975,0.697,D,0.895,-3.866,Major,0.0967,173.092,04-Apr,0.27,Blues
No,Joe Bonamassa,Let The Good Times Roll - Live,6AsyKu2Ia2lKJC07JanSw8,216386,32,0.236,0.334,345271,0.881,7.96e-05,B,0.97,-6.888,Major,0.0572,146.835,04-Apr,0.508,Blues
No,Robert Johnson,When You Got A Good Friend - SA.2584-1,0k2ZJ0m9z3FVkeFhgB5QiW,121807,26,0.938,0.793,157840,0.118,0.000112,E,0.0898,-13.438,Major,0.0872,101.978,04-Apr,0.402,Blues
No,Buddy Guy,Stay Around A Little Longer,47nJdvSobIGBYdN7y2caLM,24029,25,0.672,0.347,,0.466,0.085,A#,0.122,-6.613,Major,0.0309,179.903,03-Apr,0.321,Blues
No,empty_field,Bleeding Heart,1OaxIxrd4cD1tOWk1ifhi3,46319,32,0.637,0.505,238307,0.617,0.00405,G#,0.128,-8.517,Major,0.0479,144.962,04-Apr,0.756,Blues
No,Allen Toussaint,Blue Drag,2JUBxYpuHP4dEJkx8u0g6N,145178,34,0.722,0.736,261453,0.219,0.85,A,0.108,-14.902,Minor,0.0485,110.572,04-Apr,0.396,Blues
No,Frankie Lymon & The Teenagers,Why Do Fools Fall In Love,14PWHDV87nXiSuClZDsEYC,110107,27,0.535,0.39,140748,0.629,1.3e-05,C#,0.0799,-4.382,Major,0.0711,173.835,04-Apr,0.882,Blues
No,Gov't Mule,Play With Fire,0v3BMLcwUmAwyqJaf5997o,74004,21,0.613,0.568,452707,0.693,0.0733,E,0.566,-6.333,Minor,0.0908,131.011,04-Apr,0.57,Blues
No,KONGOS,Hey I Don't Know,0ClDL3UrFy6vXhuGPKlNMJ,50755,41,0.0787,0.662,240960,0.832,0.000558,A,0.241,-0.739,Major,0.0489,102.003,04-Apr,0.471,Blues
No,empty_field,If It Ever Stops Raining,18dQgDh5WDUH99YIkRf0dA,131026,31,0.0252,0.317,285600,0.816,0.00947,C,0.0623,-3.841,Major,0.0373,100.084,04-Apr,0.665,Blues
No,empty_field,Down The Dirt Road Blues,2amPRWMdtrMrGG1vafKvxl,185007,41,0.97,0.473,174576,0.281,0.0936,C#,0.11,-11.337,Major,0.0354,119.161,04-Apr,0.523,Blues
No,The Doobie Brothers,It Keeps You Runnin' - Remastered Version,3BuwxIMcFvxFOiGfXyN3I7,97868,30,0.239,0.737,260040,0.372,1.6e-06,G,0.0459,-16.876,Major,0.0301,,04-Apr,0.886,Blues
No,Joe Cocker,Summer In the City,0X0zDB7RqpWOIwCHGr2Whu,108805,30,0.235,0.624,234267,0.761,0.00015,B,0.162,-8.428,Minor,0.0293,88.542,04-Apr,0.719,Blues
No,Elizabeth Cotten,Freight train,1rXojdsUqqxGj2WCmJGWHP,26622,35,0.979,0.397,,0.203,0.193,A#,0.106,-18.596,Major,0.0292,103.885,04-Apr,0.489,Blues
No,The White Stripes,Now Mary,5gW5dSy3vXJxgzma4rQuzH,47090,29,0.54,0.31,107173,0.877,2.48e-06,C,0.0623,-2.964,Major,0.0504,124.921,04-Apr,0.55,Blues
No,empty_field,Suzy Lee,4iEoUECNzIWUqBOnoRaU9y,121101,28,0.674,0.31,201440,0.628,0.0225,A,0.371,-5.444,Major,0.0352,63.739,04-Apr,0.236,Blues
No,The Gregg Allman Band,Thorn And A Wild Rose,6fzsRmsi50Wa6snAArkfkf,85091,31,0.025,0.636,252467,0.689,0.000343,E,0.16,-11.171,Minor,0.0417,,04-Apr,0.553,Blues
No,JJ Grey & Mofro,The Sweetest Thing,1S8PKtVKvJWwOwfQpQxzWV,23466,40,0.111,0.609,268227,0.568,0.000419,F,0.351,-7.925,Major,0.029,103.566,04-Apr,0.462,Blues
No,The Orlons,The Wah Watusi,5igNZ7BXMvuyAOQuWmLUxY,139424,31,0.144,0.764,150240,0.675,0.000493,E,0.0759,-6.084,Minor,0.0404,134.086,04-Apr,0.875,Blues
No,Jimi Hendrix,Red House,5Rl1aewQa7Qmv7KXQapudm,102024,52,0.585,0.277,230360,0.479,0.0224,F,0.16,-8.483,Minor,0.0495,53.905,04-Apr,0.483,Blues
No,Eric Clapton,Hold on I'm Coming,38nNeYynBC9Q42IVn0I0zn,125303,37,0.0756,0.47,,0.904,0.00106,D,0.248,-5.389,Major,0.0486,180.311,04-Apr,0.553,Blues
No,The White Stripes,I'm Lonely (But I Ain't That Lonely Yet),4qZh3yJ7tILlDD0Wmv7Ftj,112967,28,0.986,0.511,,0.172,0.0049,C,0.104,-13.418,Major,0.0456,107.449,03-Apr,0.165,Blues
No,The Dead Weather,The Difference Between Us,20QWFCoqChsA1kfAjfrwG3,45640,38,0.00835,0.33,217320,0.98,,A,0.81,-2.043,Major,0.127,117.249,04-Apr,0.202,Blues
No,Jack White,Ice Station Zebra,0fxmlMNUfLR6mmLpKMU9Pv,45509,33,0.304,0.548,239587,0.612,0.00217,F,0.173,-9.841,Minor,0.22,,04-Apr,0.555,Blues
No,Deep Purple,Burn - Remastered,2jAn0rAOyLW6hIEuIDNcoT,51135,43,0.0109,0.38,364747,0.938,0.0257,G,0.366,-6.183,Major,0.0384,96.653,04-Apr,0.604,Blues
No,Jorma Kaukonen,Keep Your Lamps Trimmed and Burning - Late Show - Live,2zZ8pLraPgYEB5JDT3R8Nw,111292,0,0.86,0.494,,0.343,0.593,E,0.964,-14.479,Minor,0.0411,126.548,04-Apr,0.457,Blues
No,Kirk Fletcher,Hold On,0LIuQ3FmrI4YLuPAW7ZyhS,112813,35,0.329,0.602,280293,0.473,0.0109,E,0.11,-6.623,Minor,0.0296,,04-Apr,0.154,Blues
No,Joe Cocker,The Letter - Live At The Fillmore East/1970,147mMd7jI2ty1fR5AVJhS7,71498,39,0.309,0.485,272973,0.949,0.000307,G#,0.938,-5.509,Major,0.157,90.553,04-Apr,0.748,Blues
No,North Mississippi Allstars,"Away, Way Too Long",1QkcYelDvxETgJLPP1WH2f,77832,21,0.875,0.559,,0.444,0.000375,A,0.106,-10.459,Major,0.0393,89.463,04-Apr,0.799,Blues
No,The J. Geils Band,Give It to Me,5Es2rwzyQg7C8mRxEIK25S,155476,33,0.475,0.601,,0.531,0.229,C,0.058,-13.784,Major,0.0431,117.676,04-Apr,0.818,Blues
No,J.J. Cale,Sporting Life Blues,1WtfI7SQPcL3eavK1gNahd,39329,30,0.896,0.636,211187,0.292,0.204,F,0.104,-14.545,Major,0.0371,75.25,04-Apr,0.408,Blues
No,empty_field,My Sarah,5iEhtOwKDDePCjCI3TxySv,72916,25,0.472,0.714,212467,0.562,0.000318,D,0.0799,-11.811,Major,0.0397,125.309,04-Apr,0.778,Blues
No,Thin Lizzy,Rosalie,5RDZdw8XOusdw4DrEXzvcV,173085,42,0.0772,0.531,176600,0.818,0.00132,C#,0.0464,-11.217,Minor,0.0957,133.838,04-Apr,0.579,Blues
No,Benjamin Booker,Right On You,720pMMhwizS37fVnKQyW9d,106287,23,0.00753,0.33,153507,0.892,0.000338,D,0.605,-9.196,Major,0.191,165.236,04-Apr,0.26,Blues
No,Aretha Franklin,Drown in My Own Tears,3h1Z9ju1gR6mj2gtmXAp0y,199948,41,0.321,0.523,247733,0.351,,G,0.181,-8.54,Major,0.0346,130.881,03-Apr,0.286,Blues
No,Buddy Guy,What Kind Of Woman Is This?,4D1pLYnwPqxKRQFnxyBrLX,78877,39,0.45,0.769,,0.586,0.0243,E,0.11,-6.047,Minor,0.0412,93.374,04-Apr,0.882,Blues
No,The Louisiana Blues Brothas,Is It Love,4UkCtBCYh6VMsucGMQZyh9,174976,20,0.204,0.753,267667,0.622,1.55e-06,G,0.23,-8.093,Major,0.0297,97.0,04-Apr,0.842,Blues
No,The Cramps,Human Fly,2k9LITOvD2lFtv9oyIq34P,92251,50,0.0389,0.531,136427,0.849,0.00763,A,0.186,-10.754,Major,0.111,119.516,04-Apr,0.305,Blues
No,Bob Weir,Lay My Lily Down,75EfqzJwoBSbpyybX6N5AB,210032,25,0.551,0.46,237027,0.794,0.117,D,0.0839,-7.81,Minor,0.0447,77.7,04-Apr,0.752,Blues
No,The Black Keys,In Our Prime,6T4pIa2fBQgrJZ5fovHSX3,24836,51,0.077,0.279,278107,0.626,0.00394,B,0.118,-7.095,Major,0.0342,77.513,04-Apr,0.342,Blues
No,empty_field,Drowned,7tayPKfZKwaTRqkr27ltZY,189803,27,0.017,0.4,326747,0.95,0.104,C,0.39,-8.937,Major,0.0568,124.162,04-Apr,0.509,Blues
No,Allen Toussaint,Yes We Can Can,5yDX0yhtLyf0zEXEqXqyAa,31951,29,0.202,0.722,252280,0.626,3.14e-05,G,0.132,-9.71,Major,0.17,176.62,04-Apr,0.677,Blues
No,Damon Fowler,Ain't Gonna Rock with You No More,0ZSmRnXnP5fdANtVlCok1g,49382,28,0.0263,0.597,203787,0.631,3.75e-05,D,0.0692,-5.574,Major,0.0247,93.578,04-Apr,0.855,Blues
No,Traveling Wilburys,You Took My Breath Away,4frfR2RbCYjxztqXw4fLg2,206366,33,0.379,0.612,,0.675,1.05e-06,C,0.144,-5.91,Major,0.027,93.655,04-Apr,0.678,Blues
No,The White Stripes,Broken Bricks,76XTmEvba0YXch005B6NPw,189192,27,0.813,0.182,,0.997,0.26,G,0.128,-1.249,Major,0.203,174.941,04-Apr,0.348,Blues
No,Des Rocs,SLO,3UUvCXFE3tMBAiCLmakVOX,181253,50,0.00204,0.359,175007,0.721,,G,0.134,-5.176,Major,0.0665,95.84,04-Apr,0.603,Blues
No,Al Green,Let's Stay Together,1lEL3ahlp2vESIVbo3zRuy,76188,72,0.57,0.756,199396,0.397,0.0115,G,0.0542,-10.701,Minor,0.0522,101.985,04-Apr,0.507,Blues
No,Wipers,Mystery,5ZM0KyQMBzHVwi2kXfZLFX,121827,34,6.75e-05,0.486,107907,0.93,0.275,E,0.132,-3.842,Major,0.0551,,04-Apr,0.844,Blues
No,Clutch,Gimme the Keys,5eTl37wlqVkq88rjzNUFEs,115412,39,0.00138,0.335,212543,0.764,2.26e-05,G,0.335,-7.739,Major,0.0829,,03-Apr,0.533,Blues
No,Three Dog Night,Mama Told Me (Not To Come) - Single Version,5VKiGzFYVRkUkpjmLnPEEb,52580,51,0.377,0.672,,0.673,0.0147,C#,0.21,-13.863,Major,0.0506,120.003,04-Apr,0.818,Blues
No,empty_field,Boiling Water,152nVbEYMc5ikkNMGdtrRt,198360,34,0.0663,0.671,204893,0.715,1.45e-06,F,0.122,-6.151,Major,0.0515,106.169,04-Apr,0.568,Blues
No,JJ Grey & Mofro,Everything Is A Song,1t4pPnbkOjzoA5RvsDjvUU,165717,31,0.00516,0.579,,0.613,0.221,F,0.0472,-6.576,Major,0.0288,113.13,04-Apr,0.62,Blues
No,Jack White,Jack White on 'Live a Lie',1sd6lL9seAQxGnHGmhjxKq,29041,26,0.739,0.568,,0.0817,,A,0.567,-29.121,Major,0.853,138.75,04-Apr,0.96,Blues
No,empty_field,Give Me Up Again,0oZO9Xr1wTb6wBKS6jL2pq,170135,26,0.00576,0.465,244053,0.705,2.35e-05,A,0.193,-7.749,Major,0.065,144.742,04-Apr,0.381,Blues
No,Kenny Wayne Shepherd,Baby Got Gone,6oVm5ocTB8B0rjO5dZk8Px,215670,30,0.0372,0.574,182533,0.874,,D,0.0537,-5.1,Major,0.0327,98.997,04-Apr,0.741,Blues
No,Lynyrd Skynyrd,Sweet Home Alabama (with All Special Guests) - Live in Atlantic City,7qazaTRATxuGTEDlvMDXDT,90967,27,0.674,0.286,,0.871,0.000929,G,0.683,-8.576,Major,0.0735,102.42,04-Apr,0.571,Blues
No,The Wood Brothers,American Heartache,0AF9rIorUa1gu7v3oXOrK4,193202,26,0.044,0.315,,0.697,0.000224,E,0.0921,-5.799,Minor,0.0513,91.881,04-Apr,0.392,Blues
No,Ella Fitzgerald,Stars Fell On Alabama,5kGQXQ66HEL6kQF1NAxht2,109669,38,0.944,0.309,215507,0.0724,,F,0.156,-17.143,Major,0.0428,,04-Apr,0.175,Blues
No,T. Rex,Planet Queen - Remastered,4gY8QjkpYEGrAr8PtKWJrG,51194,30,0.26,0.636,193200,0.659,0.00184,E,0.424,-11.306,Minor,0.0653,81.115,04-Apr,0.966,Blues
No,Keb' Mo',Dangerous Mood,1cRfBU7lcxKLRN8tAOAqrQ,58414,26,0.0076,0.627,297667,0.538,0.00279,F,0.132,-9.094,Minor,0.0344,,03-Apr,0.352,Blues
No,Hamish Anderson,You Give Me Something,4V5gsAnZqNw3mGJepTRVUo,152924,28,0.00253,0.458,232104,0.882,0.0236,D,0.099,-5.437,Major,0.052,114.672,04-Apr,0.547,Blues
No,Robert Plant,Heaven Knows - 2006 Remaster,260F1LrhRMiuXOZIaypMZd,183954,31,0.0125,0.67,245453,0.735,0.228,C,0.106,-6.903,Major,0.0253,110.18,04-Apr,0.895,Blues
No,Buddy Guy,I Put a Spell On You (feat. Carlos Santana),0GzBCIDYZ9aLedqCI4qFWG,103813,26,0.137,0.583,244373,0.9,0.435,E,0.548,-4.62,Minor,0.0339,,04-Apr,0.859,Blues
No,Little Feat,Sailin' Shoes,0OWZFobGSIW9GrSlQ9C5pc,148189,33,0.862,0.744,171973,0.386,0.00519,C,0.211,-9.948,Major,0.0349,108.991,04-Apr,0.424,Blues
No,The White Stripes,Red Rain,3YFaqvSgFBxiJA2xrc70yq,153252,29,0.254,0.26,232733,0.738,0.00361,A,0.0856,-9.36,Major,0.204,79.636,04-Apr,0.286,Blues
No,empty_field,Make It Rain,1bA0ykot0FXsQZ2QYgErSD,36886,28,0.322,0.59,419933,0.468,0.00233,G,0.0942,-7.258,Minor,0.0295,125.992,03-Apr,0.376,Blues
No,empty_field,A Heart Is A House For Love,00rmsjfesXsyNfQJpGKm98,89251,33,0.0823,0.589,,0.61,3.61e-06,C,0.658,-10.187,Major,0.0817,153.137,04-Apr,0.632,Blues
No,Stevie Ray Vaughan,Look at Little Sister,0Vl98mFTMOuFfOhDXqISGm,180120,44,0.0142,0.481,187533,0.88,0.0417,G#,0.0961,-7.519,Major,0.0453,,04-Apr,0.747,Blues
No,Shovels & Rope,I Know,3QaM3srTDYXfPKmBf9ZYMU,43094,46,0.115,0.545,218778,0.908,,C,0.0877,-6.548,Major,0.0512,,04-Apr,0.391,Blues
No,Hamish Anderson,Trouble,1wl5b2lw3YagQtZiYZbQWP,53409,31,0.124,0.588,247702,0.782,0.13,E,0.164,-6.887,Major,0.0391,142.061,04-Apr,0.892,Blues
No,Joe Bonamassa,Drive - Live,2RAAqoqzKaZ8LvsA6Uxd7W,187944,29,0.55,0.612,,0.829,0.415,E,0.913,-10.027,Minor,0.0356,125.821,04-Apr,0.662,Blues
No,Black Pistol Fire,Pick Your Poison,5ASUPv9sigp0V3ugaA8Oga,180807,49,0.00369,0.5,225093,0.68,4.69e-05,A,0.112,-9.839,Major,0.0366,154.131,04-Apr,0.641,Blues
No,The Kills,Monkey 23,4xZkawiWBbDr8E2q8ohoNu,185490,29,0.0178,0.449,186533,0.359,0.536,B,0.0936,-9.773,Major,0.0278,,04-Apr,0.0387,Blues
No,empty_field,Anyday - 40th Anniversary Version / 2010 Remastered,5hNAgr4yRjR5loFVRcwYgu,173031,33,0.178,0.195,395520,0.879,0.00245,D,0.264,-6.051,Major,0.0641,168.878,04-Apr,0.731,Blues
No,Black Pistol Fire,Bottle Rocket,3znP7TFx8kV6kJGXg9VQWA,23065,31,0.0668,0.437,188314,0.84,,F,0.351,-6.852,Major,0.0447,96.148,04-Apr,0.682,Blues
No,Tedeschi Trucks Band,Do I Look Worried,3jaEmUzw0Nt4GcyPkWEDCi,166625,42,0.404,0.432,,0.603,0.000619,B,0.243,-7.747,Minor,0.0312,,03-Apr,0.587,Blues
No,empty_field,C'mon C'mon,5IVHpWPnvFokx0zDJC8yhf,72412,49,0.0787,0.491,133547,0.966,,F,0.281,-3.896,Major,0.133,,04-Apr,0.48,Blues
No,Lukas Nelson and Promise of the Real,Want Me Around,62UCBLV4ZmkNo6RQ30iuF0,25742,27,0.473,0.422,315665,0.399,0.00663,G,0.119,-7.467,Minor,0.0284,68.434,04-Apr,0.158,Blues
No,Three Dog Night,Shambala - Single Version,3BRUZnVXSGVFU5lwJFGxzx,119922,49,0.62,0.559,204107,0.588,0.00208,D,0.581,-11.298,Major,0.0366,127.436,04-Apr,0.849,Blues
No,Snooks Eaglin,Alberta,4akPyF1gq6Hu0dWGsd9wqu,62147,29,0.879,0.623,161267,0.304,0.0689,A#,0.122,-14.894,Major,0.0287,99.894,04-Apr,0.48,Blues
No,The Sonics,Find Myself Another Girl,4JBKYoKFRijmnOEfFiNhbM,140385,28,0.206,0.64,,0.859,1.01e-06,A,0.103,-3.189,Major,0.0298,112.841,04-Apr,0.912,Blues
No,Stevie Ray Vaughan,"Ain't Gone 'N' Give up on Love - Live at Montreux Casino, Montreux, Switzerland - July 1985",49GFP1sA528wDMaDdQgwLo,97159,38,0.034,0.381,,0.471,0.268,C#,0.84,-10.812,Major,0.0321,143.496,03-Apr,0.332,Blues
No,Blind Willie Johnson,Let Your Light Shine on Me,6zFOC4552JDO6UqzjDxkCw,31475,25,0.968,0.439,,0.215,7.27e-05,G,0.183,-16.259,Major,0.0611,165.549,03-Apr,0.44,Blues
No,The Shouting Matches,Heaven Knows,7z6pDIQFv510mRKfyEjHR1,113363,39,0.0265,0.613,215480,0.754,0.0152,G,0.111,-8.462,Major,0.197,142.961,04-Apr,0.63,Blues
No,Nina Simone,To Love Somebody,7k2zFjj5UwedYJBoW5Cwz0,212319,47,0.299,0.554,158747,0.48,1.09e-05,A,0.165,-10.925,Major,0.0317,91.311,04-Apr,0.626,Blues
No,Joe Bonamassa,"Some Other Day, Some Other Time - Live",7GgCmEc2kSCLa3qRNBO6h8,142965,26,0.0809,0.645,,0.82,0.00174,F,0.781,-8.109,Minor,0.0365,121.856,04-Apr,0.816,Blues
No,The Allman Brothers Band,In Memory Of Elizabeth Reed,0zop8VnXqdsKiOZeFu5akK,179038,43,0.062,0.376,419093,0.755,0.869,A,0.057,-10.266,Minor,0.0327,113.857,04-Apr,0.793,Blues
No,Earl Hooker,Two Bugs And A Roach,15ILv1t2MnijZHzwyLF7Dj,132906,36,0.651,0.541,259760,0.568,0.00563,A,0.1,-12.584,Major,0.0752,135.275,04-Apr,0.815,Blues
No,Chuck Berry,Around And Around,35iNiYHSzx3sv6XuqYh8HJ,30064,32,0.578,0.729,162400,0.381,4.49e-06,E,0.0821,-11.445,Major,0.0303,88.02,04-Apr,0.929,Blues
No,empty_field,Sara Smile,4oNaS8q91Ht5YDx0cecATk,209260,25,0.0203,0.466,241920,0.485,0.00666,D,0.0766,-7.046,Minor,0.0292,,04-Apr,0.379,Blues
No,empty_field,Free-For-All,6MvWVkEoGusHgOtfLguI1x,88136,49,0.0452,0.525,201760,0.855,0.000295,A,0.135,-6.537,Major,0.0372,109.784,04-Apr,0.516,Blues
No,Lynyrd Skynyrd,T For Texas (Blue Yodel No.1) - Live / Fox Theater 2001,6dw77SiVkP3HurqIYE7twQ,116714,34,0.143,0.414,554960,0.93,0.0135,D,0.977,-8.975,Major,0.0853,112.277,04-Apr,0.481,Blues
No,The Doobie Brothers,Wheels of Fortune,5rF068gjdJ0FmcWOcdlvox,124090,36,0.422,0.742,296973,0.53,0.0269,D,0.0707,-16.476,Minor,0.0469,117.546,04-Apr,0.939,Blues
No,empty_field,The Twelves (The Dirty Dozens),5wHOhtDmg9w6ZBOq9jbayG,210656,38,0.94,0.569,191107,0.394,0.00239,F#,0.117,-12.499,Major,0.0559,102.364,04-Apr,0.712,Blues
No,The Dubs,Could This Be Magic,1It4Bu07gtvyxlv9uq302m,159728,33,0.718,0.345,138213,0.304,,C#,0.0869,-9.744,Major,0.0296,,01-Apr,0.553,Blues
No,Jethro Tull,Slipstream,4SZ3B3y1TbwTK4OIXMOVEy,102493,32,0.85,0.371,71107,0.195,5.78e-06,A#,0.636,-17.042,Major,0.04,153.618,05-Apr,0.668,Blues
No,empty_field,I'm Going Down Slow,5vuMtXS5kQ7F0o9V9rG1dG,30662,27,0.278,0.363,,0.544,1.53e-06,G,0.167,-6.815,Major,0.0955,,03-Apr,0.391,Blues
No,Welshly Arms,We Move Easy,21EwgINgOx9iiYo7Sj1HCM,162738,37,0.0651,0.551,,0.674,1.3e-05,C,0.356,-6.014,Major,0.0511,123.956,04-Apr,0.425,Blues
No,Bo Diddley,Before You Accuse Me (Take A Look At Yourself),2rw6rT7TUL8rBPIysPBpGz,47457,26,0.867,0.72,184373,0.206,1.18e-05,B,0.129,-16.428,Minor,0.0462,,04-Apr,0.647,Blues
No,empty_field,Crazy Love - Live,5x3lpVdpLCWlbliQ7RY9pF,48494,26,0.468,0.586,224840,0.676,,G,0.788,-7.174,Major,0.163,147.834,04-Apr,0.639,Blues
No,Ray Charles,Black Coffee - 2016 Mono Remaster,2chSuyaLZOpG1VNOVZ9AEF,159857,34,0.926,0.526,332871,0.0823,0.669,F#,0.0964,-19.285,Major,0.0409,101.01,04-Apr,0.149,Blues
No,Baaba Maal,There Will Be Time,3rrtPAY5vzBQxzgY17rdcK,165828,55,0.016,0.478,266931,0.704,,C#,0.09,-8.271,Minor,0.0471,149.903,04-Apr,0.228,Blues
No,empty_field,Anything To Say You're Mine,7AimHQrOUoUTYbVX87D3Zl,176311,33,0.808,0.245,,0.371,1.08e-06,F,0.307,-7.88,Major,0.039,185.96,03-Apr,0.387,Blues
No,Cage The Elephant,Indy Kidz,1vOaJxvEk83faJhSfCFQFa,183544,33,6.73e-06,0.191,302813,0.948,0.00261,D,0.0755,-3.904,Minor,0.149,170.172,04-Apr,0.0391,Blues
