Selected,artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,Apollo Brown,Tao Te Ching,4uhEjM1u1Mh2Dxze7eseC4,22664,49,0.0452,0.771,131827,0.43,0.845,G#,0.341,-12.096,Minor,0.0328,,04-Apr,0.75,Alternative
No,Stone Sour,St. Marie,6dDDIKzbgh1exKHw0ZeEyk,105454,52,0.174,0.537,-1,0.415,0.0,F#,0.386,-7.996,Major,0.0263,139.964,04-Apr,0.421,Alternative
No,DRAMA,Dead and Gone,4ibOxUxg1huJ9vZTgzY6Jl,174915,54,0.158,0.695,204231,0.558,0.00321,F#,0.14,-10.001,Minor,0.0258,103.995,04-Apr,0.257,Alternative
No,Marilyn Manson,Angel With The Scabbed Wings,1tKha6Q0lYlW1qsWYbZB2N,82097,46,0.000546,0.626,-1,0.759,0.00552,G#,0.313,-9.522,Major,0.0526,108.005,04-Apr,0.549,Alternative
No,empty_field,Ministry,3cDHC7RFgsbfbw245hxrCg,33283,47,0.137,0.462,306467,0.65,0.103,B,0.0807,-10.332,Major,0.0353,140.563,04-Apr,0.299,Alternative
No,empty_field,If Only For Now,7h6rWJPResRa8xkvnJpxqY,24348,45,0.000754,0.437,230642,0.733,0.00556,F#,0.111,-6.151,Major,0.0283,,04-Apr,0.404,Alternative
No,Parkway Drive,I Hope You Rot,6sfz8KYwplomHMisXAOxKW,113564,48,0.000369,0.475,290127,0.975,0.000536,E,0.412,-4.668,Minor,0.0752,140.028,04-Apr,0.358,Alternative
No,Red Hot Chili Peppers,Feasting on the Flowers,48ZUHiaLS9sM8ldDoE5UHf,94267,54,0.137,0.67,202933,0.75,3.53e-06,F#,0.197,-5.502,Minor,0.0583,82.041,04-Apr,0.88,Alternative
No,Death Grips,Get Got,72iYfBDEF6dNVeekA8ppyB,155884,53,0.00628,0.57,171867,0.993,0.00796,G,0.0876,-3.757,Major,0.337,87.0,04-Apr,0.405,Alternative
No,Common,HER Love [Feat. Daniel Caesar with special guest Dwele],0O81GMQ8IBB1ZDjVHyNYQp,123549,57,0.462,0.603,377852,0.561,0.0,C#,0.107,-10.336,Major,0.289,93.191,04-Apr,0.323,Alternative
No,Gorillaz,19-2000 - Soulchild Remix,6YK2tAEYnHgYkkC6TSziqM,214893,45,0.194,0.672,209387,0.896,0.0,C,0.299,-3.986,Major,0.0526,102.045,04-Apr,0.895,Alternative
No,Slipknot,Sulfur,455TZ7sotbXBTXEvi1K3GD,132885,59,0.000234,0.278,277800,0.985,0.000235,B,0.104,-1.934,Major,0.129,104.803,04-Apr,0.342,Alternative
No,Disturbed,The Game,6Tkd8gyuZdTgJXZzAfgQ7r,213883,55,0.000141,0.628,-1,0.95,0.00516,G#,0.151,-3.02,Major,0.0559,132.001,04-Apr,0.563,Alternative
No,Korn,Love & Meth,2CFtB64mDu2XCFjvGJhc9k,171917,46,0.000207,0.551,243107,0.922,0.000199,B,0.349,-5.742,Minor,0.101,90.049,04-Apr,0.283,Alternative
No,Trivium,Strife,7poNccHKLfMRmwzx4xKkgs,149158,57,3.58e-05,0.461,269266,0.987,8.48e-05,C#,0.359,-1.711,Minor,0.108,142.031,04-Apr,0.309,Alternative
No,Mike Shinoda,Running From My Shadow (feat. grandson),1TpSpbjQ6tgFiqo5yGo31U,142873,51,0.0182,0.761,204707,0.719,2.62e-06,C#,0.133,-7.026,Minor,0.0531,122.008,04-Apr,0.636,Alternative
No,Radiohead,15 Step,2qHk6Nz5glNQrjW8Rhd5kv,206252,58,0.0489,0.6,237293,0.853,0.346,C#,0.0934,-7.584,Major,0.0423,94.457,04-Apr,0.847,Alternative
No,Three Days Grace,Broken Glass,2lffRiAET2Xt6BNb4EmkS2,63850,49,0.0543,0.515,201013,0.847,0.0,C,0.363,-5.905,Minor,0.0645,,04-Apr,0.466,Alternative
No,Avatar,Hail The Apocalypse,1K1crBguLyQD6VVQFojuIC,85073,46,7.44e-05,0.424,-1,0.991,0.00647,F#,0.223,-4.169,Major,0.0673,93.122,04-Apr,0.295,Alternative
No,Alice In Chains,Rainier Fog,5KnXkbkcrlz2gmFa9a2qeZ,216681,47,0.00011,0.539,301707,0.909,0.613,G#,0.128,-5.741,Major,0.0342,,04-Apr,0.627,Alternative
No,Bishop Briggs,Baby,4wwqHo2gtdTLBWtnrx7XIu,78190,53,0.00475,0.66,194000,0.592,0.0,F#,0.273,-5.568,Minor,0.0376,139.984,04-Apr,0.206,Alternative
No,Beck,Super Cool (feat. Robyn & The Lonely Island),3iyZRwIGmyXvdZMoxOlur7,170953,52,0.0327,0.666,203790,0.833,0.0,G,0.186,-5.075,Major,0.0896,,04-Apr,0.653,Alternative
No,Benny The Butcher,Sunday School (feat. 38 Spesh & Jadakiss),2k00f8Wu5dp8ghDXUfcg6b,99408,48,0.206,0.634,354000,0.929,0.0,C#,0.36,-6.16,Major,0.343,79.994,04-Apr,0.807,Alternative
No,Janelle Monáe,Pynk (feat. Grimes),6ZlQVWi3XuM90rRSUZ8y9y,198455,59,0.0375,0.672,240426,0.291,3.89e-06,G#,0.0925,-7.843,Major,0.0897,,04-Apr,0.417,Alternative
No,Unspoken,Good Fight,2QZuuHydaM9b3NCklAKZbS,105256,44,0.00394,0.507,175960,0.893,0.0,G#,0.0563,-5.193,Major,0.0556,176.153,04-Apr,0.48,Alternative
No,empty_field,Feel You Now,45Q4bttxtciSjuWkPFxCxO,47889,54,0.104,0.553,-1,0.707,0.000186,G,0.175,-6.142,Major,0.187,180.057,04-Apr,0.436,Alternative
No,Col3trane,Penelope,3e9R23BvUPW7gbPfboiDIx,98184,55,0.104,0.551,-1,0.391,0.0,E,0.173,-9.486,Major,0.4,87.993,04-Apr,0.353,Alternative
No,Del The Funky Homosapien,Corner Story,2Pg3dCK1rWa3FZN6LJ059V,114758,49,0.152,0.864,242867,0.788,0.000128,B,0.0799,-6.566,Minor,0.299,87.941,04-Apr,0.896,Alternative
No,Brent Faiyaz,Target On My Chest,3EjmNhVqZ4FjK8ZyVKWKM6,163213,45,0.0147,0.576,188274,0.457,0.00251,C,0.0935,-9.392,Major,0.124,82.975,04-Apr,0.0445,Alternative
No,MARINA,Froot,6qpkFI5Hjb7V8vp2czm5gA,115774,48,0.263,0.614,331324,0.812,1.14e-05,G,0.102,-5.849,Minor,0.0416,120.019,04-Apr,0.726,Alternative
No,Lecrae,8:28,6jfopnh1qorMhJAP4nFEZP,189148,47,0.0996,0.609,189880,0.682,0.0,B,0.366,-6.611,Major,0.395,134.253,04-Apr,0.337,Alternative
No,Meredith Andrews,Faith And Wonder (Live),1npAUoLKDnpqpjyDDHmI1j,150297,47,0.397,0.29,399267,0.455,2.26e-06,G,0.065,-8.667,Minor,0.0309,143.436,04-Apr,0.204,Alternative
No,Mac Ayres,Slow Down,5dpxVXiKhjGehNkEvII5vS,34398,62,0.892,0.729,-1,0.338,0.000295,F,0.118,-12.816,Major,0.116,119.345,04-Apr,0.184,Alternative
No,Weezer,Memories,3xt9nYC1xp4ipmKhLRLSAw,35034,47,1.39e-05,0.354,194307,0.894,0.00141,C#,0.159,-5.964,Minor,0.0962,152.025,04-Apr,0.293,Alternative
No,Alina Baraz,Electric (R3hab Remix),47UEpSmvZbuAVLUIGofFWf,89432,45,0.0752,0.602,174492,0.591,0.000876,A#,0.133,-7.668,Minor,0.034,128.014,04-Apr,0.263,Alternative
No,empty_field,93 'Til Infinity,6JxiXRLIqqKbNUBvIcHOP9,118939,67,0.125,0.59,286440,0.672,1.04e-06,C#,0.147,-11.792,Major,0.412,206.247,04-Apr,0.688,Alternative
No,Weezer,Take On Me,03Mradtcg4Il4gUQJ9LC9V,60048,59,0.00568,0.441,223560,0.762,3.31e-05,G#,0.0865,-3.857,Major,0.0438,167.964,04-Apr,0.743,Alternative
No,Five Finger Death Punch,Wrecking Ball,6m9BZNDG2WbqnaIbaGJ3Mo,81792,40,1.13e-05,0.547,193358,0.975,0.000603,E,0.107,-5.127,Minor,0.143,137.988,04-Apr,0.471,Alternative
No,Solange,Jerrod,2UmiCxvmzgTDLwRKwPBt7X,217620,51,0.915,0.409,-1,0.253,0.0278,D#,0.104,-9.88,Minor,0.0363,114.023,03-Apr,0.218,Alternative
No,Incubus,Summer Romance (Anti-Gravity Love Song),64SmfekfWcFnTedsr6kKyy,146876,49,0.00915,0.667,265733,0.721,0.0137,G,0.105,-7.17,Major,0.0329,110.094,04-Apr,0.567,Alternative
No,People Under The Stairs,Montego Slay,0qIS35OW8wttkakH1drdi7,88074,46,0.116,0.885,238421,0.551,0.00864,C#,0.0736,-9.794,Major,0.24,96.1,04-Apr,0.66,Alternative
No,Joe Goddard,Electric Lines,53XmTzIQf7UVJWd5FWgHrS,81936,52,0.202,0.735,357401,0.437,0.0655,G#,0.0872,-10.722,Major,0.0304,126.025,04-Apr,0.196,Alternative
No,Disturbed,The Light,1lIcdDpGlc2mO2LYA0f5KM,115464,55,0.00456,0.512,256853,0.968,1.24e-06,F#,0.115,-3.874,Major,0.0658,160.102,04-Apr,0.646,Alternative
No,empty_field,Coming Back,2MMR56EviBf5OxXMvsyD8k,26985,53,0.16,0.514,-1,0.723,0.0,E,0.672,-8.748,Minor,0.406,89.14,04-Apr,0.587,Alternative
No,Shinedown,How Did You Love - Acoustic,5LDxc6bbKdNIgJzeuL2rSj,175913,49,0.137,0.52,185955,0.457,0.0,D,0.102,-7.877,Minor,0.0364,185.945,04-Apr,0.61,Alternative
No,Flyleaf,Set Me On Fire,4vl1aaHgxd16yETyYlYYgC,145721,47,0.0725,0.495,217690,0.917,0.0,G,0.192,-3.142,Major,0.116,95.153,04-Apr,0.515,Alternative
No,Malibu Ken,Corn Maze,4WE3UaLbYDjICeFdJgCpQy,173231,44,0.363,0.709,202667,0.624,3.12e-05,A#,0.109,-6.065,Minor,0.289,91.079,04-Apr,0.864,Alternative
No,New Order,Shellshock - Live at MIF,0UILvu6dBtLAlkUAIzHmmd,78316,31,0.0434,0.647,347373,0.885,0.0117,D,0.957,-7.779,Minor,0.0375,,04-Apr,0.589,Alternative
No,Seether,Walk Away From The Sun,1s50EsxBnOU1Is4eyoKyYY,156463,45,0.00312,0.329,253907,0.761,0.0,B,0.158,-3.936,Major,0.0322,163.834,04-Apr,0.323,Alternative
No,Passion Pit,Little Secrets,7rtoBjKmANfE5lEd8J64uq,108321,59,0.00345,0.597,238973,0.786,0.0,F,0.0909,-4.248,Major,0.0419,99.888,04-Apr,0.666,Alternative
No,Red Hot Chili Peppers,Police Station,07cwkJSUV0RXGMWRe7Bg0G,83225,54,0.232,0.499,335893,0.816,0.0,A,0.105,-3.913,Minor,0.0358,82.017,04-Apr,0.275,Alternative
No,empty_field,Strip My Mind,292wkar4h92SHohhjOoeBt,102659,54,0.0265,0.387,-1,0.653,3.44e-05,C,0.111,-5.067,Major,0.0333,135.601,04-Apr,0.262,Alternative
No,Prophets Of Rage,Prophets Of Rage,6SFeCisbYSqaQwL9hucoF2,160098,54,0.000785,0.621,190181,0.935,0.00191,F,0.242,-5.516,Minor,0.0366,99.981,04-Apr,0.885,Alternative
No,System Of A Down,F**k The System,3XHnaUAFX8PfNMW1hHC75N,39872,48,0.00216,0.474,132733,0.994,0.126,G#,0.314,-1.884,Major,0.103,171.433,04-Apr,0.847,Alternative
No,empty_field,Livin' It Up,7jq2Sk1DAWcg9pOzYv28QV,122706,53,0.00317,0.507,264040,0.929,0.00295,A#,0.253,-2.946,Minor,0.171,,04-Apr,0.418,Alternative
No,Matt Maher,What a Friend,3BiIPNWmMeJAK9iwEFTeDX,73190,51,0.0213,0.585,197507,0.947,0.0,E,0.382,-4.981,Major,0.0632,109.958,04-Apr,0.475,Alternative
No,empty_field,I Heard You Singing (feat. Becca Stevens & Chris Thile),2LHS9enFCzjnxoEnDIXy7j,100494,35,0.941,0.398,291267,0.211,0.00171,F,0.196,-17.831,Major,0.0317,96.959,05-Apr,0.329,Alternative
No,Collective Soul,Heavy,4d0dY3ZeMdoYrD5YmdFvWZ,24143,50,0.000919,0.535,-1,0.854,0.00149,C#,0.0676,-6.519,Major,0.0368,,04-Apr,0.618,Alternative
No,empty_field,COUNT ON ME,3qmm9AdG0TnShv0drgXNIQ,93752,46,0.494,0.485,197733,0.53,5.01e-05,C#,0.124,-6.374,Major,0.0278,151.191,03-Apr,0.142,Alternative
No,grandson,6:00,0RlzkgoKEXK6blBFCv3fyv,47118,55,0.000615,0.292,266240,0.81,0.000598,E,0.3,-6.365,Major,0.213,96.152,03-Apr,0.349,Alternative
No,Run The Jewels,Close Your Eyes (And Count To Fuck),44mommx98x2Dh3Ud9fdbym,161784,57,0.0123,0.678,234160,0.662,0.0,C#,0.133,-6.473,Major,0.3,80.318,04-Apr,0.498,Alternative
No,Saba,FIGHTER,6WOttUc5yMEuSb4d8SE3f7,130023,46,0.579,0.542,282467,0.442,0.000497,C,0.124,-8.763,Major,0.369,,01-Apr,0.321,Alternative
No,System Of A Down,ATWA,2kfGoV9a5dbSKCNmUWH2ZF,75905,61,0.00357,0.376,-1,0.787,0.0,F,0.552,-4.731,Minor,0.0395,87.105,04-Apr,0.372,Alternative
No,Divinyls,I Touch Myself,0OrIcSjqXfbE8hYZJ8hDGO,216991,57,0.181,0.66,227640,0.711,7.47e-06,F,0.0647,-10.211,Major,0.0334,,04-Apr,0.726,Alternative
No,X Ambassadors,American Oxygen,2cNUUwZDQXs1aw9BwXthDa,189824,63,0.151,0.385,305093,0.482,0.0,C,0.101,-6.757,Major,0.0311,78.495,03-Apr,0.322,Alternative
No,McCafferty,Blue Eyes Like the Devils Water,4e1vaxdpkoMpVfrrHZivuP,148663,40,0.524,0.49,234685,0.859,0.0,E,0.4,-8.917,Major,0.363,152.184,04-Apr,0.588,Alternative
No,Chevelle,Closure,1fRaznZsAB2i63TtmYv2Hc,174456,50,0.00087,0.289,251800,0.736,0.00395,B,0.0636,-3.38,Minor,0.0369,152.158,03-Apr,0.13,Alternative
No,Radiohead,Lucky,7LP4Es66zdY7CyjepqmvAg,197059,53,0.053,0.206,258813,0.4,0.638,B,0.111,-9.813,Minor,0.0324,133.442,04-Apr,0.196,Alternative
No,Sinead Harnett,Body,3qbUZ5Eiypv8YFYwTWhxDv,43356,44,0.342,0.541,229159,0.528,0.00663,D#,0.159,-7.1,Major,0.046,,04-Apr,0.23,Alternative
No,From Ashes to New,Broken,6tazCUMvlXXyXZV0nfoeXJ,159262,54,0.000954,0.526,200311,0.903,8.4e-05,D,0.111,-4.59,Minor,0.0444,144.017,04-Apr,0.45,Alternative
No,Run The Jewels,DDFH,5p4zKlTbgdb5uvx8gXvbTl,164368,44,0.102,0.696,185080,0.696,6.14e-05,G#,0.107,-7.864,Minor,0.257,91.04,04-Apr,0.443,Alternative
No,Peter Bjorn and John,Gut Feeling,4m3OS54KWywYhP7WD7z1cg,100307,55,0.115,0.609,182538,0.804,2.34e-06,G,0.503,-4.137,Major,0.042,,04-Apr,0.633,Alternative
No,Jakob Ogawa,You'll Be on My Mind,4EM8ZRafUv02ugYyJoJo7o,55433,50,0.724,0.459,203333,0.524,9.28e-05,A,0.308,-7.228,Major,0.0386,179.687,04-Apr,0.532,Alternative
No,New Order,In A Lonely Place - Live at MIF,2QlPByrmEO9XciNBXCrawR,185687,31,0.00253,0.534,-1,0.697,0.739,G,0.681,-9.579,Major,0.0329,104.721,04-Apr,0.733,Alternative
No,6LACK,Loaded Gun,3qaPwSJau5W7KiObZmeJCb,142113,59,0.113,0.643,198442,0.545,1.82e-05,C#,0.124,-6.526,Minor,0.0895,,04-Apr,0.286,Alternative
No,empty_field,Yard (feat. Haile of WSTRN) (feat. Haile),09Sd0A6xGvuNpkuREAt0fi,58245,57,0.00167,0.637,-1,0.743,0.000743,A#,0.142,-7.711,Minor,0.28,191.995,04-Apr,0.964,Alternative
No,Freddie Gibbs,Practice,3y16q5MpBdIkeoequPoAxL,45046,59,0.808,0.452,174800,0.526,0.0175,A,0.109,-9.134,Major,0.232,,04-Apr,0.0768,Alternative
No,Frank Ocean,Lens,09QqULeFvJb4BxHbYgdkVk,186717,57,0.588,0.681,227655,0.333,0.0,A,0.086,-8.582,Major,0.0974,118.05,04-Apr,0.564,Alternative
No,My Bloody Valentine,Only Shallow,1OxL1FWSEd7QmJoWLRP2NO,145183,47,0.000377,0.138,257520,0.691,0.786,C,0.0895,-7.976,Major,0.0443,170.342,04-Apr,0.36,Alternative
No,Cowboy Mouth,Jenny Says,0S69rmAoGTTLlQzbDo5hPQ,64888,38,0.0742,0.528,202587,0.733,1.29e-05,F#,0.159,-4.373,Minor,0.06,78.277,04-Apr,0.728,Alternative
No,Zayde Wølf,Rule the World,4aY1bFAo9Le5Mz1Fi7MlNl,199202,48,0.00715,0.55,192600,0.883,0.0,D,0.0924,-5.964,Major,0.0937,150.004,03-Apr,0.417,Alternative
No,empty_field,"Endless, Nameless",29EJzcX46MvRdaDsD3hucz,85555,44,0.000355,0.266,403293,0.964,0.889,G,0.084,-5.693,Major,0.131,130.065,04-Apr,0.0697,Alternative
No,The Black Keys,Dead and Gone,7sS5Om91zhROiIWuBFFnT4,42615,53,0.00803,0.638,221027,0.709,1.59e-06,G,0.335,-5.464,Minor,0.039,143.984,04-Apr,0.913,Alternative
No,GoldLink,Joke Ting (feat. Ari PenSmith),3ceacNpPfoVQny7eX9lsPm,211803,60,0.188,0.83,180053,0.594,4.85e-06,F,0.0881,-5.4,Minor,0.0432,,04-Apr,0.718,Alternative
No,Brent Faiyaz,Why'z it so hard,7JNxaa1S1SixiuoAsQTLZW,125641,46,0.351,0.618,161813,0.288,0.0,G,0.222,-13.776,Major,0.128,85.998,04-Apr,0.114,Alternative
No,Three Days Grace,I Am An Outsider,1UWZwd0amSz7c79mseOxrS,183700,55,0.00125,0.436,162120,0.902,0.0,C,0.347,-4.861,Minor,0.0517,171.997,04-Apr,0.53,Alternative
No,empty_field,Losing a Whole Year,7uXwbnpGfGRwlB7CWeC6Aw,55945,48,3.39e-05,0.423,200640,0.848,0.000152,E,0.0775,-6.3,Major,0.0349,175.838,04-Apr,0.658,Alternative
No,empty_field,Levitate,6qcb2k28Y5lMnfP5khTZgr,170789,53,0.0207,0.547,-1,0.937,0.0,G,0.216,-2.694,Minor,0.0867,128.059,04-Apr,0.5,Alternative
No,Starset,Carnivore,5DiCfMAAXfBpXrfYY8y5ei,93747,50,0.002,0.328,262689,0.635,1.84e-05,E,0.108,-6.772,Major,0.0786,74.965,04-Apr,0.0484,Alternative
No,Red Hot Chili Peppers,Out In L.A. - 2002 Digital Remaster,0RYyJZxgtwVrveWbRzcTAO,46645,49,0.0123,0.772,120667,0.888,0.0,D,0.12,-6.273,Major,0.118,,04-Apr,0.706,Alternative
No,empty_field,The Devil's Own,1g9gUDaH8idPgZcLZAa7Qx,178431,40,0.000432,0.451,252893,0.958,0.0,C,0.12,-4.813,Major,0.148,160.043,04-Apr,0.128,Alternative
No,empty_field,Why Can't We Be Friends,1XGsj1tkyGJtE3C2Cc9VYT,177925,48,0.0727,0.447,-1,0.9,0.0,G#,0.157,-6.367,Major,0.0702,100.308,04-Apr,0.707,Alternative
No,The Neighbourhood,Stuck with Me,69FiH0vOExKh0FgFe9BlPt,199256,59,0.018,0.538,258227,0.742,0.014,A,0.152,-6.365,Minor,0.0521,165.951,04-Apr,0.425,Alternative
No,Gleemer,Gauze,6KlbCjDtPT0a9bKuZRNIQM,56975,40,0.00458,0.567,297501,0.539,0.406,A#,0.109,-8.745,Major,0.0333,81.989,04-Apr,0.372,Alternative
No,Steve Forbert,Romeo's Tune,2ct0HRAVCM1VmaZ0UTP96x,92652,47,0.339,0.528,212400,0.709,0.00732,A,0.294,-7.645,Major,0.0301,,04-Apr,0.684,Alternative
No,Alina Baraz,Yours,1u0eZhfg4q3CrFRnbJpnbC,68203,52,0.843,0.476,-1,0.363,0.0244,D,0.136,-10.331,Minor,0.0403,114.069,04-Apr,0.185,Alternative
No,Mom Jeans.,Scott Pilgrim V. My Gpa,1r8ZvD3V2RaTyRapB1dbn7,107346,49,0.0721,0.296,239598,0.494,0.0507,F#,0.108,-10.49,Major,0.037,163.669,03-Apr,0.175,Alternative
No,empty_field,Baby I'm Yours - feat. Irfane,7qqVW9TIrPAyJDE7MYMxsP,89301,69,0.726,0.829,-1,0.792,5.83e-06,D,0.122,-3.755,Minor,0.0668,,04-Apr,0.758,Alternative
No,MARINA,Homewrecker,17MfUBDYisxb0ne8F6LGyZ,161105,45,0.00135,0.484,-1,0.756,1.55e-06,A,0.168,-5.709,Minor,0.0605,132.722,04-Apr,0.195,Alternative
No,Coheed and Cambria,A Favor House Atlantic,2cLOhJv1hQQRLBf3eVJOHV,82124,53,0.000706,0.294,234707,0.97,0.0,E,0.123,-4.942,Major,0.265,166.475,04-Apr,0.144,Alternative
No,Korn,Make Me Bad,1OEoi4VpkFJFWdcHFRJHg7,54189,55,0.000192,0.532,235613,0.797,0.0252,B,0.229,-6.889,Minor,0.0499,110.006,04-Apr,0.417,Alternative
No,Foo Fighters,Let It Die,0s39srtdNSrRz6bRMkOrp3,150680,54,0.027,0.596,244960,0.557,1.64e-05,C,0.0914,-6.401,Major,0.0299,124.023,04-Apr,0.314,Alternative
No,Wolf Alice,Moaning Lisa Smile,16bdGk2qj4nas8oq3TYzv3,144810,40,0.000788,0.512,162387,0.839,0.237,A,0.113,-4.374,Major,0.0426,98.126,04-Apr,0.294,Alternative
No,Foreign Air,In the Shadows,6fyfUncrRzeOOEcVYoDWT7,178199,50,0.156,0.603,233927,0.756,0.866,C,0.11,-8.005,Major,0.035,,04-Apr,0.146,Alternative
No,Rammstein,PUSSY,0kD1j1yVuagqofnTB8vs6t,213868,47,0.00158,0.573,-1,0.773,0.0957,G,0.0734,-4.629,Major,0.0442,134.977,04-Apr,0.541,Alternative
No,Cleo Sol,Why Don't You,5WieRgQg7I5wD9YXi3hT7L,75223,54,0.333,0.512,232258,0.594,0.105,C,0.057,-7.783,Major,0.101,94.546,04-Apr,0.549,Alternative
No,empty_field,All Out Life,1g43QvLbWsKfGZU0lkvm5C,92958,70,0.000683,0.499,-1,0.97,0.136,C,0.0871,-2.838,Major,0.116,106.558,04-Apr,0.0506,Alternative
No,Black Star,Thieves In The Night,7zb2TzZwpXuBJutFIqS6lA,22873,49,0.21,0.79,316933,0.608,0.0,C#,0.0549,-6.9,Major,0.275,92.147,04-Apr,0.568,Alternative
No,Matthew West,Forgiveness,4IHGdJXh3JPSmAFx18N4cl,158145,41,0.00737,0.407,267347,0.669,1.12e-05,C,0.135,-5.166,Major,0.0337,,04-Apr,0.197,Alternative
No,empty_field,Can I Kick It?,5gN2YGb1DOT5etfqwP66I3,210180,68,0.173,0.848,-1,0.666,0.000699,C,0.129,-6.547,Major,0.274,96.662,04-Apr,0.744,Alternative
No,Broken Bells,Holding on for Life,6yVTQ5cgI7zcKARe2GWAlz,114290,50,0.00648,0.342,236867,0.587,0.0995,B,0.207,-7.273,Minor,0.0537,,04-Apr,0.484,Alternative
No,for KING & COUNTRY,Run Wild.,1dYhZ44BJSpdvigxJVMXY1,98639,47,0.217,0.59,240987,0.837,1.66e-05,G,0.107,-5.204,Minor,0.0921,130.043,04-Apr,0.356,Alternative
No,The Internet,Mood,3BeONl3JrFklnkW4opOhTx,143401,44,0.282,0.697,-1,0.458,0.574,E,0.111,-8.092,Minor,0.282,90.008,04-Apr,0.483,Alternative
No,Jarabe De Palo,Agua,3ug1DkH2vPiJN2Boxkvd2K,186800,63,0.743,0.715,254267,0.358,0.0133,F,0.104,-15.522,Major,0.033,145.751,04-Apr,0.742,Alternative
No,Raekwon,"Ice Cream (feat. Ghostface Killah, Method Man & Cappadonna)",5OOGED27QEN7PlNPcjszrr,41563,60,0.219,0.683,253227,0.902,0.000761,C#,0.226,-7.389,Minor,0.291,90.447,04-Apr,0.724,Alternative
No,empty_field,Do It Well,7t5RNGsd9edVd0Bm0vj7wQ,125025,50,0.0588,0.612,251750,0.55,0.0,G,0.0909,-6.211,Major,0.0533,144.83,04-Apr,0.095,Alternative
No,Weezer,Only In Dreams,4E28Igt5TlFLQN25rf8wBF,29898,50,0.00192,0.509,479067,0.556,0.53,C#,0.111,-8.883,Major,0.0254,78.049,04-Apr,0.44,Alternative
No,Ximena Sariñana,¿Qué Tiene?,4rQSLX4qMiUWL81hEQOuPY,75265,58,0.629,0.708,177273,0.534,0.00462,A#,0.094,-7.623,Minor,0.159,87.907,04-Apr,0.704,Alternative
No,Rob Zombie,Helter Skelter,0yNecIrNLTIsF5ULCraPgl,56406,46,1.2e-05,0.4,215938,0.968,0.155,G,0.106,-4.421,Major,0.0769,144.054,04-Apr,0.434,Alternative
No,GoldLink,Cokewhite (feat. Pusha T),2cWNekVS90X1lKUfFcNBc8,115578,61,0.0202,0.771,205267,0.592,5.95e-06,E,0.23,-7.016,Minor,0.306,159.949,04-Apr,0.509,Alternative
No,Omar Apollo,Friends,1ImiMDjebNWcVTF1bz0ubp,71049,49,0.861,0.37,186933,0.333,0.0,C,0.111,-7.516,Major,0.0322,172.814,04-Apr,0.324,Alternative
No,empty_field,My Iron Lung (2 Meter Session),4F9pqprfOvnv4r2B1LjG9l,42970,50,0.00814,0.293,-1,0.82,0.248,C,0.135,-9.578,Major,0.0387,96.676,04-Apr,0.787,Alternative
No,Westside Gunn,Lunchin,3s4hlJ1MVdqAHfAkY2V98j,176470,42,0.0284,0.546,211983,0.597,0.0,B,0.373,-5.795,Major,0.309,130.709,04-Apr,0.475,Alternative
No,empty_field,Wouldn't You Rather,45wljCT2ecju5fuv1RYn77,66284,48,3.5e-06,0.459,229940,0.96,0.871,F,0.284,-5.321,Major,0.0898,107.968,04-Apr,0.23,Alternative
No,THEY.,Pops,4UGoSCX1qqa1DX0e7QKU8O,160263,52,0.171,0.708,-1,0.721,4.57e-05,B,0.407,-5.96,Minor,0.231,160.061,04-Apr,0.653,Alternative
No,empty_field,I'm with Stupid,798lGeInDOqPVktD0ng177,199591,51,8.69e-05,0.551,204627,0.982,0.00038,G,0.219,-5.208,Major,0.0898,138.064,04-Apr,0.491,Alternative
No,empty_field,Misfits,0wf9rSX8ds3yEI2gf2QdPs,85609,45,0.104,0.56,245613,0.687,0.0,F,0.107,-6.285,Major,0.033,109.964,04-Apr,0.18,Alternative
No,Love & The Outcome,The God I Know,39vLalHjXhGbZRDdZ0hqCn,189917,45,0.0159,0.559,197973,0.804,0.000874,D,0.154,-5.704,Major,0.0541,175.949,04-Apr,0.484,Alternative
No,GoldLink,Some Girl (feat. Steve Lacy),12kFkoSRUEsKgNtgVOojsD,145446,53,0.106,0.424,342244,0.606,0.000272,F#,0.144,-6.062,Minor,0.159,,04-Apr,0.397,Alternative
No,empty_field,About A Girl,0wUlGPa8He68F9TmLKdcL4,134115,64,1.87e-05,0.409,166640,0.932,1.6e-06,B,0.31,-4.538,Minor,0.0339,131.761,04-Apr,0.591,Alternative
No,Doja Cat,Roll With Us,1Mb187X5w3OUQNH6P5M28Y,84076,49,0.00434,0.664,180907,0.637,5e-06,D,0.199,-5.593,Major,0.0283,,04-Apr,0.125,Alternative
No,Rob Zombie,We’re An American Band,6TYPoBrn53njY2C0WwdmA1,202747,44,0.000252,0.507,209827,0.99,1.58e-05,C#,0.43,-3.195,Minor,0.1,120.068,04-Apr,0.437,Alternative
No,empty_field,La Carencia,5AGC0c1Hqv2iiUpvvxVexq,130933,63,0.246,0.555,423360,0.92,0.0,E,0.969,-5.634,Minor,0.159,102.601,04-Apr,0.452,Alternative
No,for KING & COUNTRY,joy. (R3HAB Remix),29PUVUdlptjXTPWxD8Dyau,112950,54,0.0917,0.75,171500,0.81,1.59e-05,C,0.111,-4.607,Minor,0.0572,120.038,04-Apr,0.48,Alternative
