Selected,track_id,artist_name,track_name,RF_genres,instance_id,actual_genre,pre_dictated_genre
No,2SeLtYyx8EvcTDDlLq6iMF,Ludwig van Beethoven,"Piano Sonata No. 8 in C Minor, Op. 13 ""Pathétique"": II. Adagio cantabile",Classical,140455,Classical,Classical
No,0IwXp8V7wgFCIthRh2z8Ot,Ludwig van Beethoven,"Piano Sonata No. 16 In G Major, Op. 31, No. 1: 3. Rondo (Allegretto) - Live",Classical,212658,Classical,Classical
No,7hN1KFziTUOCIj6XavvrtT,Ludwig van Beethoven,"Symphony No.5 In C Minor, Op.67: 2. Andante con moto",Classical,160776,Classical,Classical
No,54zSU9EqO2y6f04EjWBb7u,Ludwig van Beethoven,"Diabelli Variations, Op. 120: Variation 26. (Piacevole)",Classical,83288,Classical,Classical
No,32r9L69MnYI08bKeRXaiCq,Ludwig van Beethoven,"32 Piano Variations in C minor on an original theme, WoO 80",Classical,26087,Classical,Classical
No,3f2k8op0nWDoZM4pXim6wG,Ludwig van Beethoven,"Diabelli Variations, Op.120: XXV. Var. XXIV - Fughetta. Andante",Classical,189487,Classical,Classical
No,2WwvvEPtnf60Lh9selqWtv,Ludwig van Beethoven,"Violin Sonata No. 9 in A Minor, Op, 47, “Kreutzer”: I. Adagio sostenuto – Presto",Classical,144290,Classical,Classical
No,1ADsAp80fs3TVEkRnqfJje,Ludwig van Beethoven,"Symphony No.6 in F, Op.68 -""Pastoral"": 2. Szene am Bach: (Andante molto mosso)",Classical,31938,Classical,Classical
No,1j56M8iOGH48yuKqj64qGK,Ludwig van Beethoven,"Symphony No. 9, Op. 125 in D Minor -1895 Gustav Mahler Edition: I. Allegro, ma non troppo un poco maestoso",Classical,158966,Classical,Classical
No,7uddScu85rQJVoyZlg0ahV,Ludwig van Beethoven,"Piano Sonata No. 14 In C Sharp Minor, Op. 27 No. 2 -""Moonlight"" : 2. Allegretto",Classical,63792,Classical,Classical
No,4qw9bLpVrIRaWzINNs1A8J,Ludwig van Beethoven,"Symphony No. 5 in C Minor, Op. 67: 4. Allegro",Classical,208164,Classical,Classical
No,6soFQo67vXsBPU5hRVnYLt,Ludwig van Beethoven,"Diabelli Variations, Op. 120: Variation 22. Allegro molto alla ""Notte e giorno faticar"" di Mozart",Classical,168003,Classical,Classical
No,4Is1b37KJY9XVCgzp81FBW,Ludwig van Beethoven,"Symphony No. 6 in F Major, Op. 68 ""Pastoral"": III. Merry Gathering of Country Folk: Allegro",Classical,40650,Classical,Classical
No,1KN2FBM6S6DVhCh95WmR7e,Ludwig van Beethoven,"Piano Quintet in E-Flat Major, Op. 16 (Version for Piano Quartet): II. Andante cantabile",Classical,96296,Classical,Classical
No,0e5F5IasQmfsA3q90D9uSW,Ludwig van Beethoven,"Beethoven / Arr Leon: Piano Concerto No. 5 in E-Flat Major, Op. 73, ""Emperor"": II. Adagio un poco mosso",Classical,120029,Classical,Classical
No,3Yh0UKUflS0LTuJjUJgKNI,Ludwig van Beethoven,"Piano Concerto No. 1 in C Major, Op. 15: I. Allegro con brio",Classical,64270,Classical,Classical
No,236FbV55sF5WJ0IIv8VYgW,Luigi Boccherini,"Symphony in C Major, G. 523: II. Grave",Classical,165313,Classical,Classical
No,2Rkhxx8afqkb93AwIAMbJN,Léo Delibes,"Delibes: Sylvia, Act 3: No. 16a - Pizzicati (Polka)",Classical,95958,Opera,Opera
No,4iYP5E2NnBwHcKR0Jv71Lr,Léo Delibes,Coppélia / Tableau 1: No. 1 Valse,Classical,183803,Opera,Opera
No,6gtNiLJNLBcV0P6Juenstp,Malakoff Kowalski,My First Piano,Classical,39911,Jazz,Jazz
No,20j9HwjFfdgYc5JBovDxLR,Manuel de Falla,"La vida breve, Act II: Danza española No. 2",Classical,182677,Classical,Classical
No,0aUu1CO88d2kiXOGrImtbH,Marc Copland,Spartacus Love Theme,Classical,118513,Jazz,Jazz
No,0Ss50OU9tCozI7JIywkv14,Marc Mellits,"String Quartet No. 3 ""Tapas"": Five",Classical,49965,Classical,Classical
No,6TC0snyor5XOJzP6dGxRkn,Marc-Antoine Charpentier,"Canticum in nativitatem Domini, 'Frigidae noctis umbra': Marche",Classical,203284,Classical,Classical
No,15eq6mpVjnmgIV5HHyXpXY,Marcin Wasilewski Trio,January,Classical,171554,Jazz,Classical
No,72ic9IhRix05fIkRzGGMXD,Maria João Pires,"Sonata No. 16 in B Flat Major, II. Adagio",Classical,190742,Classical,Classical
No,6bfIVEmXinQgkRUMLuZ93w,Marjan Mozetich,Lament in the Trampled Garden,Classical,166567,Classical,Classical
No,1to1DBNsItyPJcaakGcApi,Martha Argerich,"Sonata in d major Op. 94a for violin and piano, I Moderato",Classical,194807,Classical,Classical
No,14mL2VQTIe42uFmpnMdmVV,Mary Lou Williams,It Ain't Necessarily So,Classical,94353,Jazz,Folk
No,2IR22oXOiiqlF7pp4aXDPB,Maurice Ravel,"Tzigane, M. 76 (Version for Violin & Orchestra)",Classical,119599,Classical,Classical
No,0wrEpbtamvQTLIjDFkVQSl,Maurice Ravel,"Ravel: Menuet sur le nom de Haydn, M. 58",Classical,55587,Classical,Classical
No,0Cz3LgsBXYwe0vM42614Gn,Maurice Ravel,「鏡」より 第1曲:蛾,Classical,179730,Classical,Classical
No,2ACYJKtX4AfHecAQ5TKrlL,Max Bruch,"Bruch: Violin Concerto No. 1 in G Minor, Op. 26: I. Vorspiele - Allegro moderato",Classical,67737,Classical,Classical
No,4U610tMMVnQAWFao8cGxCa,Michael Haydn,Ave Regina caelorum,Classical,111320,Classical,Classical
No,1ksayCHVLH4eKFm43GFokU,Michael Haydn,Concertino in D Major: I. Larghetto,Classical,97502,Classical,Classical
No,49VvpO9N7WPcyroeTFujDF,Michael Haydn,"Symphony No. 24 in A Major, P. 15: II. Andante cantabile",Classical,24651,Classical,Classical
No,0X7iyRg19skHthQ5dYnYZN,Michael Nyman,The Departure,Classical,84491,Classical,Classical
No,0xPJDwzmCgYjWVqOAwpbtY,Michael Nyman,"Nyman: Music for Jane Campion's Film ""The Piano"": No. 4 ""The Heart Asks Pleasure First"" - No. 6 ""The Promise""",Classical,204398,Classical,Classical
No,4eLM8z5EQEeUwEvoqqeFEh,Michael Nyman,The Piano: The Heart Asks Pleasure First,Classical,35891,Classical,Classical
No,4RrvySgpju5JH1q3nhZrQ2,Miles Davis,"My Funny Valentine - Live at Philharmonic Hall, New York, NY - February 1964",Classical,90153,Jazz,Jazz
No,6B182GP3TvEfmgUoIMVUSJ,Miles Davis,In a Silent Way - LP Mix,Classical,174500,Jazz,Jazz
No,0FFyDFX53TguZmtyiZwuyQ,Miles Davis,It Never Entered My Mind - Remastered,Classical,113983,Jazz,Jazz
No,4qTIOGPVKfrXuXeH2XXef9,Missy Mazzoli,Heartbreaker,Classical,88942,Classical,Classical
No,299RcfA10LyBqj2Zrrl7rm,Morphine,I Know You (Pt. Ii),Classical,95472,Blues,Blues
No,46DS4wRMmmmBRyS1WixJLY,Muzio Clementi,"Piano Concerto in C Major (1796): II. Adagio e cantabile, con grande espressione",Classical,206284,Classical,Classical
No,6NjDSYmK9gIMXL05v55nql,N'Gou Bagayoko,Maman,Classical,49733,Blues,Jazz
No,6BEkaQDf8HOBD8woRzSmIH,Nat King Cole,Smile,Classical,25424,Jazz,Jazz
No,4HpSm0AUftfiUrtNl4FGDg,New York Philharmonic,"Introduction and Rondo capriccioso, Op. 28",Classical,194493,Classical,Classical
No,2DpLoT8qfJdZhsLGFg413r,Nick Hakim,The Light,Classical,154879,Jazz,Alternative
No,56vasY8Rj0KZOmRBGdxWJG,Nikolai Rimsky-Korsakov,"Scheherazade, Op. 35: III. The Young Prince and the Young Princess",Classical,206635,Classical,Classical
No,0u5aO1GYsIhAWCPuXdwnak,Nikolai Rimsky-Korsakov,"Scheherezade, Op. 35: I. The Sea and Sinbad's Ship",Classical,115265,Classical,Classical
No,1OMqLnz5Wu0CTpIwv0hhqa,Nils Janson,Apollo,Classical,37938,Jazz,Jazz
No,3GK11VVG1UcKi4DzYKLKWu,Nina Simone,He Needs Me - 2013 Remastered Version,Classical,65528,Blues,Blues
No,0XxHxALDxnhIdzyaZd8Zyq,Nina Simone,Little Girl Blue - 2013 Remastered Version,Classical,127051,Blues,Blues
No,2jbk4xLjB2FVXw8678nh7X,Nobuo Uematsu,"Final Fantasy (From ""Final Fantasy Series"")",Classical,27787,Classical,Classical
No,2OaPyH3JLuft6iuNFHFJl0,Nobuo Uematsu,"Character Theme Medley (From ""Final Fantasy VI"")",Classical,26023,Classical,Classical
No,1dtzjTkNecIRAL4X3u4CtL,Nobuyuki Tsujii,花水木の咲く頃 - 辻井伸行,Classical,195177,Classical,Classical
No,5J5d7s3BTlNgvfCsbgtdbc,Novo Amor,Colourway,Classical,82526,Folk,Folk
No,3igu6bCzkaIrioZIhK3p2n,Ola Gjeilo,"The Ground, ""Pleni sunt caeli et terra gloria tua",Classical,84994,Classical,Classical
No,1eRBiMRmMEna7nfLmqyQCR,Ola Gjeilo,The Crossing,Classical,35861,Classical,Classical
No,1obisQNOcikRvTdStbW3pG,Ola Gjeilo,Sanctus (London),Classical,193055,Classical,Classical
No,7zywdG4ysfC5XNBzjQAo2o,Ola Gjeilo,The Spheres,Classical,63960,Classical,Classical
No,2gnor8cUpseefDd9uQZjWB,Olivier Messiaen,20 Regards sur l'enfant-Jésus: XI. Premiere communion de la Vierge,Classical,200674,Classical,Classical
No,4J9qfNgyYFAkUK8oIOohN1,Oscar Peterson,Blue And Sentimental,Classical,156340,Jazz,Jazz
No,3VWttOQc5ZeV04hzcnmpvG,Pascal Rogé,Gymnopedie No.3,Classical,54156,Classical,Classical
No,3aaD4n5xT3ok0yTFdnbMKC,Peggy Lee,Johnny Guitar - Single Version,Classical,87638,Jazz,Jazz
No,4bUSkQGNKsFkY5pRcxC9YE,Penny and Sparrow,I Fall to Pieces,Classical,154673,Folk,Classical
No,1sCBD9MGZP9ojD6E3HMLNx,Perfume Genius,Alan,Classical,128595,Pop,Folk
No,6tu2FHuKL9C8pwNrityweQ,Peter Green,Man of The World - Studio,Classical,181022,Blues,Blues
No,02bDsmqHrvFzj0fZA6Srpk,Peter Schmalfuss,"Walzer, Nr. 7, Cis-Moll, op. 64,2",Classical,31724,Classical,Classical
No,6pRo1ryP9N8aFCe1YpWQLj,Peter Schmalfuss,Suite Bergamasque: III. Clair De Lune,Classical,124379,Classical,Classical
No,0lemt4Ehj6OE0xcqGxTiTA,Philharmonia Orchestra,"Symphony No. 29 in A Major, K. 201: II. Andante",Classical,52598,Opera,Opera
No,2UXfHU7SbSrfe2wiZVyYV6,Philip Glass,Glassworks: III. Islands,Classical,88716,Classical,Classical
No,25wcxxmSx7jlpkQTgqpojg,Philip Glass,Song I,Classical,160163,Classical,Classical
No,2uzU4Ue8MaMO4jM2iswjjT,Philip Glass,I'm Going To Make A Cake,Classical,105304,Classical,Classical
No,55wf5Zt6Fj7zfvotWMqw6y,Philip Glass,Six Etudes for Piano - q = 108,Classical,41920,Classical,Classical
No,6WsgELUOvr9rf3XWolZYjc,Philip Glass,Pruitt Igoe,Classical,53327,Classical,Classical
No,7g1HKBUhqT5bvHyOTPIv4X,Philip Glass,Resource,Classical,200186,Classical,Classical
No,305P4PeEIeI4wBP8XlQ2ZM,Philip Glass,The Crypt,Classical,143643,Classical,Classical
No,7yCjbDSiIKptXfpvI2Mmut,Philippe Jaroussky,"O quam suavis (Mottetti a voce sola da diversi Eccellentissimi Autori, Libro primo, Venezia Gardano 1645)",Classical,102786,Opera,Opera
No,6mtnu7p8tkUzlDO3KOoaTY,Phish,Waves (Live) - 7/23/17 Red Velvet,Classical,171318,Blues,Blues
No,19QVXLLwMiIHAGjZHIWmDP,Pietro Mascagni,"Mascagni: Cavalleria rusticana: No. 7, Intermezzo",Classical,77268,Opera,Opera
No,0FtD1ZukwCnuTfTNuwxrQM,Pietro Mascagni,"Cavalleria rusticana: ""Fior di giaggiolo""",Classical,82707,Opera,Opera
No,23wuZgeX1oyJ43QYOTo9s7,Pinchas Zukerman,Liebeslied,Classical,49087,Classical,Classical
No,13zEG9pc7txH0c0Mf52kvI,Pyotr Ilyich Tchaikovsky,"The Sleeping Beauty, Op.66, TH.13 / Prologue: 3. Pas de six",Classical,76607,Classical,Classical
No,5Kd85vV4jaGKXoSEtvmLvL,Pyotr Ilyich Tchaikovsky,"Piano Concerto No. 1 in B-Flat Minor, Op. 23: I. Allegro non troppo e molto maestoso - Allegro con spirito",Classical,163155,Classical,Classical
No,6Pduy7o7VjK2VybvDZvwzR,Pyotr Ilyich Tchaikovsky,"String Quartet No. 1 in D Major, Op. 11: String Quartet No. 1 in D Major, Op. 11: II. Andante cantabile",Classical,147258,Classical,Classical
No,5yEy1MN25OqhP3jlpwvit9,Pyotr Ilyich Tchaikovsky,"The Nutcracker, Op. 71 (Highlights): No. 14, Variation II - Dance of the Sugar-Plum Fairy",Classical,97472,Classical,Classical
No,03jleozadUnlFZcV6On6Kf,Pyotr Ilyich Tchaikovsky,"Tchaikovsky: Swan Lake, Op. 20, Act 2: No. 14, Scene (Moderato)",Classical,199930,Classical,Classical
No,6xTq7uN0EV8Q1n5mBtWp0m,Pyotr Ilyich Tchaikovsky,Tchaikovsky / Arr Stetsuk : 12 Children's Songs Op.54 : X Lullaby in a Storm,Classical,150613,Classical,Classical
No,0bDmuUdF74kuh8JKlUNiz4,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, Act II No. 13, Danses des cygnes: Act II By a Lake: No. 13. Dances of the swans: III. Tempo di valse",Classical,195747,Classical,Classical
No,0sHdUji2tWxiRDfShSWHUN,Pyotr Ilyich Tchaikovsky,"18 Morceaux, Op. 72, TH 151: 14. Chant élégiaque",Classical,35061,Classical,Classical
No,3ejNKkAmhoG83sMcNvtdqr,Pyotr Ilyich Tchaikovsky,"The Seasons, Op. 37a: I. January - At the Fireside",Classical,201186,Classical,Classical
No,5UXUtmHLB9HqGAO6V2tLQF,Pyotr Ilyich Tchaikovsky,Violin Concerto In D Opus 35: II Canzonetta - Andante,Classical,164936,Classical,Classical
No,3o0VMo5yueYfZT2jGw8lNl,Quintette du Hot Club de France,Beyond The Sea (La Mer),Classical,148759,Jazz,Jazz
No,4apCtWKV39QyY7HUM6CTjY,Raaf Hekkema,Dido's Lament,Classical,109594,Classical,Classical
No,3tfYwnTZwlPRCDur0h9Zt9,Rakesh Chaurasia,Raga Hemavati (Flute),Classical,120198,Classical,Classical
No,0jYhHo2DhmdkLfonFbPixV,Ralph Vaughan Williams,"Vaughan Williams: Fantasia on Greensleeves, for Flute, Harp and Strings",Classical,187412,Classical,Classical
No,3neXITDHEtme4sbBiesmiB,Ralph Vaughan Williams,The Lark Ascending,Classical,197099,Classical,Classical
No,2chSuyaLZOpG1VNOVZ9AEF,Ray Charles,Black Coffee - 2016 Mono Remaster,Classical,159857,Blues,Jazz
No,4f1GpbYe1TAYTS6NJkhr4Y,Richard Strauss,"Capriccio, Op.85, TrV 279: Mondscheinmusik",Classical,68398,Classical,Classical
No,6iJV1ICvxGYcn4VN1EqUbe,Richard Wagner,"Götterdämmerung, WWV 86D: Act III: Siegfried's Funeral March",Classical,163923,Opera,Opera
No,783k6cyd3203f810Bc99YZ,Richard Wagner,"Tristan und Isolde, WWV 90: Vorspiel",Classical,206373,Opera,Opera
No,4qm8sWdYoXkdhMN8EL9mAL,Richard Wagner,"Wagner: Die Meistersinger von Nürnberg, WWV 96, Act 1: Prelude (Sehr mässig bewegt)",Classical,162569,Opera,Opera
No,4hl45i5exN6hgxFXPFMmbE,Richard Wagner,"Das Rheingold, WWV 86A, Scene 3: Dort, die Kröte, greife sie rasch!",Classical,139155,Opera,Opera
No,3aojzxGvGDDAisPytDjXjU,Richard Wagner,"Vorspiel und Liebestod (From Tristan und Isolde, WWV 90)",Classical,66231,Opera,Opera
No,3vnrMPEr0WqXSaIw2VWFzY,Richard Wagner,"Tristan und Isolde, Act III, Dritte Szene: Mild und leise wie er lächelt (Isolde)",Classical,99903,Classical,Opera
No,5d1fRO6RYAtbPPgbpSHnlA,Richard Wagner,"Tristan und Isolde, WWV 90: Prelude",Classical,182133,Opera,Opera
No,60CVTbdQhRgAhUE8WPOKCg,Richard Wagner,Tannhäuser: Overture and Venusberg Music - 2005 SACD Remastered,Classical,57101,Opera,Opera
No,4IiUAdcusUeMZOzUZbqmgB,Richard Wagner,"Das Rheingold, WWV 86a: Entrance of the Gods into Valhalla (Arr. H. Zumpe)",Classical,193506,Opera,Opera
No,25J4d78ESH2MgAJoIakB8O,Richard Wagner,"Die Walküre, WWV 86B - Concert version / Dritter Aufzug: The Ride of the Valkyres",Classical,174444,Opera,Opera
No,0jsScojWrIXjp2wxXJEEzK,Richard Wagner,"Das Rheingold, WWV 86A, Scene 1: Vorspiel",Classical,146027,Opera,Opera
No,6SoUUr6i1X0GReHinApeKI,Richard Wagner,Tannhäuser: Overture,Classical,79132,Classical,Opera
No,5PHNev6toiQRao7OnfFXMp,Richard Wagner,"Das Rheingold, WWV 86A, Scene 3: ""Wer hälfe mir?""",Classical,151806,Opera,Opera
No,5cU50IAoAFF7qFWOtdbEjr,Richard Wagner,"Das Rheingold, WWV 86A, Scene 2: Schwester! Brüder! Rettet!",Classical,171506,Opera,Opera
No,5SsJMpCzYDi3uQ1DUchAMl,Richard Wagner,Das Rheingold: Einzug der Götter in Walhall,Classical,24892,Classical,Opera
No,4tpbLhEvK1KNMLAp1t7ffF,Richard Wagner,"Die Walküre, WWV 86B: Ride of the Valkyries",Classical,205551,Opera,Opera
No,0WNGPpmWqzPnk0psUhJ3SX,Robert Plant,Carry Fire,Classical,81941,Blues,Blues
No,0uAPhd8CadRRcXSL5PwGRh,Robert Schumann,"Kreisleriana, Op. 16: VIII. Schnell und spielend",Classical,152499,Classical,Classical
No,6tEaLXZlN8b71vWV1SSsRf,Robert Schumann,"Symphony No.4 In D Minor, Op.120: 1. Ziemlich langsam - Lebhaft",Classical,196119,Classical,Classical
No,6RKnl9V2Dd4tVnNH5ACnAu,Robert Schumann,"Carnaval, Op. 9: XVIII. Aveu",Classical,76882,Classical,Classical
No,64dHj8ZxaI2Wj0brEehVMN,Roberta Flack,The First Time Ever I Saw Your Face,Classical,47324,Jazz,Jazz
No,1ZGTTfJcCJ33IfAaExK5Wi,Ryuichi Sakamoto,Hell Ensemble,Classical,73178,Classical,Classical
No,7Fa5UNizycSms5jP3SQD3F,Samuel Barber,"Barber: Agnus Dei (After ""Adagio for Strings, Op. 11a"")",Classical,97864,Classical,Classical
No,3j6V4ih6xyBtqwIzTL7blC,Savoy Brown,Standing in a Doorway,Classical,117605,Blues,Blues
No,68H7GOlHRWyIqXNydCINkQ,Seattle Symphony Orchestra,"21 Hungarian Dances, WoO 1: Hungarian Dance No. 11 in D Minor",Classical,156629,Classical,Classical
No,5paRS95sOPkOVQlmUIUF4B,Seattle Symphony Orchestra,"Symphony No. 1 in C minor, Op. 68: III. Un poco allegretto e grazioso",Classical,88481,Classical,Classical
No,4GpSH7bCSnCvaxfWmnQZzW,Sergei Prokofiev,"Cello Sonata, Op.119: III. Allegro, ma non troppo - Andantino - Allegro, ma non troppo",Classical,187575,Classical,Classical
No,3BWlLiQSXXxy3OpL59k7lN,Sergei Prokofiev,"Romeo and Juliet, Op. 64 (Excerpts): Act IV, Epilogue, No. 52: Death of Juliet",Classical,93366,Classical,Classical
No,6pr5NhSMNVA1fWz0vog5Vi,Sergei Prokofiev,Romeo and Juliet Suite: Montagues and Capulets,Classical,61819,Classical,Classical
No,0tTbk9bpoFRDa19eVghS4d,Sergei Rachmaninoff,"Symphony No.2 in E minor, Op.27: 3. Adagio - Extract",Classical,123585,Classical,Classical
No,3zCg6CUmhxHukbUs0nd7ar,Sergei Rachmaninoff,"Piano Concerto No.3 In D Minor, Op.30: 2. Intermezzo (Adagio) - Live",Classical,76695,Classical,Classical
No,1oT9Ax3RM3yv3zSNAaNQLe,Sergei Rachmaninoff,"14 Songs, Op. 34: Vocalise, Op. 34, No. 14",Classical,129091,Classical,Classical
No,0OcapSm7K06r28c6TVFOdy,Sergei Rachmaninoff,"10 Préludes, Op. 23: No. 10 in G-Flat Major - Live",Classical,65732,Classical,Classical
No,0DW3HWn2qCPc5e0Chh8cOU,Sergei Rachmaninoff,"Preghiera (Arr. By Fritz Kreisler From Piano Concerto No. 2 In C Minor, Op. 18, 2nd Movement)",Classical,201239,Classical,Classical
No,5LgiqEgpK54OfXC6947wbU,Snooks Eaglin,Malaguena,Classical,79715,Blues,Blues
No,1m0dIj1PvGldkiwJUYzc1l,Stan Getz,Soul Eyes - Live - Instrumental,Classical,198068,Jazz,Jazz
No,3JZteSHBgqZ8T1SWNLr56x,Stan Getz,Tenderly,Classical,74365,Jazz,Jazz
No,2vPCRs3g0vdLU8sHlAEytO,Stephen Paulus,The Road Home,Classical,62183,Classical,Classical
No,3TNrjw3bUKicoMmBcSpBhR,Sufjan Stevens,Futile Devices (Doveman Remix),Classical,75051,Folk,Folk
No,3b5YHReWhnrlfHS7nk7YeQ,Sufjan Stevens,"The Black Hawk War, Or, How to Demolish an Entire Civilization and Still Feel Good About Yourself In the Morning, Or, We Apologize for the Inconvenience But You're Going to Have to Leave Now, Or...",Classical,21536,Folk,Folk
No,7tokOMPzSHbLJVZh8an2Nq,Takashi Yoshimatsu,"Wind color Vector, Op. 48: I. Leeward",Classical,194212,Classical,Classical
No,5XRHGXut00SrJUFmcn2lQF,Tan Dun,The Eternal Vow,Classical,55100,Classical,Classical
No,3DaXXVRXK7sWRNEugMe7s6,Terry Riley,G-Song,Classical,182535,Classical,Classical
No,0Lgk4pD3Y0iE9w2xDilhjj,The Chantels,Look into My Eyes,Classical,82937,Blues,Blues
No,4ZShsMZrAhAvemrjx1wxuv,The Ink Spots,I Hope to Die If I Told a Lie,Classical,211410,Jazz,Jazz
No,50rLDfcJA7ngUFhfRGhau8,The Tallis Scholars,"Isaac: Virgo Prudentissima, 6vv - 1. Virgo Prudentissima",Classical,39201,Classical,Classical
No,4PlxRjn0TYzcImd3iWP63P,Thelonious Monk,Smoke Gets In Your Eyes,Classical,35713,Jazz,Jazz
No,5Ony5qf9pRVWj9RMM3BxZi,Tomaso Albinoni,Adagio for Strings and Organ in G minor (Arr. Giazotto),Classical,99040,Opera,Opera
No,3adeqciqrsp6PQqR0hGDC7,Tomaso Albinoni,"Konzert für Oboe d-Moll, Op. 9 Nr. 2: II. Adagio",Classical,99405,Opera,Opera
No,1ERCOXHQcoLSTlgmNTlcrR,Tomaso Albinoni,"Concerto a cinque in D Minor for Solo Oboe and Strings, Op. 9 No. 2: I. Allegro non presto",Classical,89170,Opera,Opera
No,2yaxqzBs3ayn3wfWxUzAkK,Tomaso Albinoni,Adagio in G minor for organ and strings (Arr. R. Giazotto - Transcr. for two guitars A. Lagoya),Classical,103606,Opera,Opera
No,6EZDbjz2X5XzgIZCtbsrXh,Tommy Emmanuel,Lewis & Clark,Classical,87146,Jazz,Jazz
No,6mjy0ucssE70feXrqjAcoK,Tommy Flanagan,Naima,Classical,188671,Jazz,Jazz
No,4hgGXNPuIIZevN8sOMKEqI,Tomás Luis de Victoria,O magnum mysterium,Classical,32914,Classical,Classical
No,5weQtVbwUn0pJuFdtaKmya,Toru Takemitsu,The Last Waltz,Classical,126636,Classical,Classical
No,5zS0EfuqRtfEYN3TleVSiD,Trygve Seim,Ciaccona per Embrik,Classical,87222,Jazz,Jazz
No,2tsrxY6HKzdT6BCmV1O4QJ,Turisas,The March of the Varangian Guard,Classical,119106,Folk,Folk
No,2qOJ2ucNveZ8Di2GVWCBFr,Valentin Silvestrov,Children's Music No. 1: I. Lullaby,Classical,39981,Classical,Classical
No,4pmU8AtVu9qU40Xd9zjEfA,Victor Hely-Hutchinson,A Carol Symphony: Andante quasi lento e contabile,Classical,176545,Classical,Classical
No,2429r9IiXTL6j4zCnDao7v,Vince Guaraldi Trio,The Christmas Song,Classical,51040,Jazz,Jazz
No,3BWlLiQSXXxy3OpL59k7lN,Vince Guaraldi Trio,Christmas Time Is Here - Instrumental,Classical,33158,Jazz,Jazz
No,443NvCjkY7B2LOLW6qzSdR,Vyacheslav Artyomov,Lamentations: I. —,Classical,190781,Classical,Classical
No,3fC1LemAVowRGQU2v7b1jX,Väsen,Lilla Kulturbidragsvalsen,Classical,128124,Folk,Folk
No,1m2RvRqkBd6ouyHSIsBhxO,Wiener Philharmoniker,"Sphärenklänge, Walzer Op.235",Classical,188426,Classical,Classical
No,5r00wpsojd4mBYaQFDvni7,Wilhelm Kempff,"Keyboard Suite No. 1 (Set II) in B-Flat Major, HWV 434: IV. Menuet (arr. W. Kempff for piano)",Classical,46199,Classical,Classical
No,6Y3aidLhwxHdQ8vX1rG7Kb,Wilhelm Stenhammar,"String Quartet No. 5 in C Major, Op. 29, ""Serenade"": II. Ballata: Allegretto scherzando",Classical,171600,Classical,Classical
No,6c4w7qJd1gTmr90spDfUyM,William Fitzsimmons,Fortune - Acoustic,Classical,101668,Folk,Folk
No,0Tiep0tQI4gOxbNOA8MyqQ,William Walton,Orb And Sceptre,Classical,179503,Classical,Classical
No,6O7qFEXmLQcOsV37wrgJDz,William Walton,Symphony No. 1: I. Allegro assai,Classical,180790,Classical,Classical
No,4oa14QBfWRDfJy2agySy0L,William Walton,Symphony No. 1: III. Andante con malinconia,Classical,50325,Classical,Classical
No,2TxrqD5baI1GOmfu3sqpnC,Wolfgang Amadeus Mozart,"Symphony No.35 In D, K.385 ""Haffner"": 2. Andante - Live",Classical,21302,Classical,Classical
No,0K1fOHUHEsv1lnq2yU1VG5,Wolfgang Amadeus Mozart,"Piano Concerto No. 1 in F Major, K. 37: III. Rondo",Classical,137476,Classical,Classical
No,0DdwxsyOk0k8abEQx6Xpxe,Wolfgang Amadeus Mozart,"Concerto No. 2 in E-Flat Major, K.417: III. Rondo. Allegro",Classical,111499,Classical,Classical
No,4AthnYXfw69ptDycVaT7W4,Wolfgang Amadeus Mozart,"Symphony No. 40 in G Minor, K. 550: IV. Allegro assai (Live)",Classical,131362,Classical,Classical
No,3hc7PLcmuZbJGPjhIore1i,Wolfgang Amadeus Mozart,"Sonata For Piano And Violin In E Minor, K.304: 2. Tempo di minuetto",Classical,60785,Classical,Classical
No,5w6AGoRTmtlLK89lhrupBR,Wolfgang Amadeus Mozart,"Piano Sonata No. 14b in C Minor, K. 457: II. Adagio",Classical,44944,Classical,Classical
No,0wCfFD1H3BHuEiPcnulWG0,Wolfgang Amadeus Mozart,"Divertimento in F, K.138: 2. Andante",Classical,85372,Classical,Classical
No,6dBLCSqy4wc0s6HCNZt2H3,Wolfgang Amadeus Mozart,"Piano Concerto No. 6 in B-Flat Major, K. 238: II. Andante un poco adagio",Classical,22066,Classical,Classical
No,44MrFGKGtqZnb7Qph74lDt,Wolfgang Amadeus Mozart,"Oboe Quartet in F Major, K. 370: I. Allegro",Classical,90017,Classical,Classical
No,29nDtcM8YkRaPSiuBvEmdE,Wolfgang Amadeus Mozart,"Piano Sonata No. 8 in A Minor, K. 310: I. Allegro maestoso",Classical,105527,Classical,Classical
No,4NvhecSbk6nWAZFKBIyJQv,Wolfgang Amadeus Mozart,"Adagio in E Major, K. 261 (Cadenza: Julia Fischer)",Classical,40618,Classical,Classical
No,29jQi2gE949GnDMcA1NS2w,Wolfgang Amadeus Mozart,"Adagio in E Major, K. 261",Classical,216587,Classical,Classical
No,3XBQciUm8idlYY3XoxlTiC,Wolfgang Amadeus Mozart,Mozart : Piano Concerto No.1 in F major K37 : I Allegro,Classical,127472,Classical,Classical
No,2q9tF4XX1c9o4iz3EA6Ri0,Wolfgang Amadeus Mozart,"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto. Allegretto",Classical,151460,Classical,Classical
