Selected,instance_id,track_name,track_id,Selected (1),popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,artist_name
No,3515,"Pacifics (Sdtrk ""N.Y. Is Red Hot"")",4PtBhZnsKb4TiM8ymWaIDR,No,46.0,0.228,0.7360,271373.0,0.405,0.00961,F,0.1080,-16.561,Minor,0.3160,180.496,04-Apr,0.8540,empty_field
No,3521,Gangsta,5Za1a8LZ7S19lDiAJHCvap,No,55.0,0.113,0.6440,231773.0,0.935,,G,0.4220,-3.888,Major,0.3450,,04-Apr,0.6030,empty_field
No,3522,Happiness Is,28O7GnxkYLAmMI9LBjep4d,No,40.0,0.93,0.4700,220600.0,0.0769,0.903,C,0.1100,-19.812,Major,0.0360,,04-Apr,0.2370,empty_field
No,3527,Rich White Girls,31Pj335oAm3gGHivCLDBo6,No,64.0,0.309,0.7050,209564.0,0.521,,D,0.3570,-8.307,Major,0.3200,133.718,04-Apr,0.6640,empty_field
No,3535,Come Over,0xfxpkrTYE52QQmbe2cZjC,No,46.0,0.374,0.7280,174891.0,0.53,,F#,0.2550,-8.522,Major,0.1320,114.037,04-Apr,0.5300,empty_field
No,3537,"Stabat Mater: Fac, ut portem Christi mortem",1ED7qu8RGk8LZQZ0J5kxUe,No,8.0,0.988,0.2260,275653.0,0.0404,0.0192,E,0.0588,-24.299,Major,0.0489,103.893,03-Apr,0.0374,empty_field
No,3540,Tiburon English Version,4Dl5lvlBhPXpoAIAP8z5c8,No,35.0,0.0533,0.8410,,0.879,1.08e-06,C,0.0544,-7.806,Major,0.0489,130.182,04-Apr,0.9510,empty_field
No,3541,Chun Swae (feat. Swae Lee),5fS0gAg1YSFvkDxFlmokvJ,No,64.0,0.0656,0.8480,370440.0,0.421,0.00151,A#,0.1360,-8.025,Minor,0.0648,,04-Apr,0.2120,empty_field
No,3543,Again,0WGIBojlsV9GT4A5xwjkE4,No,50.0,0.0371,0.7680,206730.0,0.66,,C,0.1020,-6.388,Minor,0.2510,129.991,04-Apr,0.7630,empty_field
No,3550,Government Center,0TGrfLKlD22IpdyReODbvd,No,33.0,0.192,0.5920,123853.0,0.601,,A,0.0824,-6.946,Major,0.0341,143.476,04-Apr,0.9590,empty_field
No,3562,Your Dick,3tY6QzZAdlghPNfhlgtLIg,No,13.0,0.643,0.3440,293707.0,0.493,,A,0.7030,-9.133,Major,0.0530,121.148,03-Apr,0.3730,empty_field
No,3563,Goat 2.0 (feat. Wale),3VPJc8FXnWjMQpByPnBsf1,No,55.0,0.0199,0.6920,187873.0,0.674,,B,0.0957,-5.576,Minor,0.0955,134.983,04-Apr,0.4850,empty_field
No,3583,Hang Me Up To Dry,4LNFBPTsW7t6Z8bi9zasUp,No,62.0,0.0241,0.5090,218787.0,0.916,0.000402,D,0.3600,-2.793,Major,0.0324,92.432,04-Apr,0.6720,empty_field
No,3585,See Her Pee,1NwbbkO4lSl51te9YZ4qKt,No,23.0,0.00442,0.5130,31573.0,0.694,0.000128,A#,0.0707,-6.192,Major,0.1900,,04-Apr,0.7140,empty_field
No,3600,Merry Christmas Baby,54y9awDIjzpwb1eoiVujzh,No,36.0,0.35,0.7110,155560.0,0.292,,F,0.1280,-14.132,Minor,0.0339,101.391,04-Apr,0.8560,empty_field
No,3601,Power,2nr6wfqIBQG5XDM6vEawAd,No,35.0,0.164,0.6660,230987.0,0.933,,C#,0.7600,-3.464,Minor,0.2880,,04-Apr,0.9440,empty_field
No,3606,Lord Nazi Ruso,7HM1onSgR6op93vH7jNTV5,No,26.0,0.00812,0.2780,188115.0,0.984,5.54e-05,A,0.1330,-5.363,Major,0.0802,94.724,04-Apr,0.2490,empty_field
No,3612,Y U DON'T LOVE ME? (MISS AMERIKKKA),606YPVeUuvXnxJ19SVI0rg,No,52.0,0.598,0.6930,199080.0,0.703,,D,0.5230,-6.360,Minor,0.0667,112.943,04-Apr,0.2240,empty_field
No,3617,Bad Night,2SBWRfQVMPPg1Ke98ustDp,No,22.0,0.656,0.4770,243667.0,0.322,,F,0.1000,-10.579,Major,0.0383,115.396,04-Apr,0.4300,empty_field
No,3622,Buy Stuff,57Z0jiN8guMUcCIvdbM0aQ,No,21.0,0.846,0.5060,72360.0,0.835,,A#,0.3670,-10.481,Minor,0.9530,80.684,04-Apr,0.2810,empty_field
No,3624,Grand Canyon Suite: 1. Sunrise,0YZTGVUAGaD4jHkrN9hR5Z,No,41.0,0.635,0.1000,401307.0,0.159,0.933,A,0.0846,-18.019,Major,0.0346,86.120,04-Apr,0.1180,empty_field
No,3630,Dear Prudence,2BBG2uGJptuZK79xJJoeUx,No,34.0,0.523,0.2770,163067.0,0.388,0.937,G,0.1400,-16.303,Major,0.0368,83.330,04-Apr,0.1440,empty_field
No,3631,Pancakes,0NUkWx28T1g3FZ8opuBtmy,No,54.0,0.486,0.4370,,0.485,0.932,C#,0.1180,-14.493,Minor,0.0422,80.346,04-Apr,0.3690,empty_field
No,3632,Esta Tarde Vi Llover,5qxFudz7A6PGptviHsz4Yd,No,33.0,0.0102,0.4020,,0.951,1.27e-05,D,0.9700,-8.288,Major,0.0969,142.029,04-Apr,0.3470,empty_field
No,3640,Honeymoon Bay,0eXYbO5SxBi5FVUpdTHLFd,No,45.0,0.0891,0.4000,224077.0,0.657,1.1e-05,A,0.1810,-9.314,Major,0.0357,125.234,04-Apr,0.6730,empty_field
No,3641,Uber Everywhere,3iRiQJsQmH0yPIOJn3Y4WQ,No,67.0,0.0542,0.7790,153429.0,0.455,,C#,0.1770,-15.025,Major,0.2800,140.181,04-Apr,0.1970,empty_field
No,3643,"Still Raining, Still Dreaming",3a8NdDDDMSR5CubUZkCica,No,38.0,0.247,0.3640,,0.865,0.0209,D,0.0936,-7.328,Major,0.1140,111.150,04-Apr,0.5540,empty_field
No,3644,"String Quartet No. 22 in B-Flat Major, K. 589: IV. Allegro assai",3a9urnht8HvfFzPwd0ipx6,No,,0.948,0.3980,233387.0,0.15,0.865,A#,0.1510,-17.389,Major,0.0435,148.998,03-Apr,0.4000,empty_field
No,3651,Norma (1997 Digital Remaster): Casta Diva,7pNC5ZIKtwUK0ReSpM3P9f,No,35.0,0.98,0.1830,338779.0,0.115,0.000101,F,0.0928,-17.341,Major,0.0463,,03-Apr,0.0676,empty_field
No,3659,Un Beso,1aj1Qg7QvZJ7GZuSY9ISea,No,70.0,0.586,0.7320,263347.0,0.64,1.81e-05,C,0.1040,-9.859,Major,0.0378,125.015,04-Apr,0.7150,empty_field
No,3660,I-89 - Recorded At Spotify Studios NYC,3GMR3hyv8BccozoebVMve3,No,51.0,0.818,0.5810,180581.0,0.375,1.05e-06,G,0.1090,-11.591,Minor,0.0359,,04-Apr,0.6490,empty_field
No,3661,The Girls (feat. Weege),3X3FBv1Aid3AkVdCkgkpnF,No,30.0,0.164,0.8040,253258.0,0.743,0.00633,E,0.0696,-4.292,Major,0.0344,100.005,04-Apr,0.9400,empty_field
No,3668,Home,2GDTAlUwDdeHTedyji77R2,No,72.0,0.427,0.7410,203732.0,0.547,,A,0.0931,-5.029,Major,0.2530,87.977,04-Apr,0.6150,empty_field
No,3672,Slip Away,0IiB5z6d30qELn5yTe2wjM,No,42.0,0.311,0.6590,212853.0,0.817,0.00123,E,0.6670,-5.700,Major,0.0637,91.050,04-Apr,0.8270,empty_field
No,3674,Monkey Birthday,12v5GBM74fB8WsHJPQRTIe,No,15.0,0.863,0.7320,,0.719,,G#,0.7220,-9.548,Major,0.9420,63.813,03-Apr,0.5600,empty_field
No,3677,The Cycle Of Nature,7ytES33eLYS9WaZLKqWfYM,No,38.0,0.992,0.3880,219000.0,0.275,0.852,E,0.0935,-14.930,Major,0.0424,177.509,03-Apr,0.4540,empty_field
No,3680,Buenas y Malas,1RRfmQzm4Vjva6v36owrJP,No,30.0,0.00524,0.7480,194280.0,0.78,,C#,0.0561,-5.594,Major,0.1340,,04-Apr,0.8990,empty_field
No,3690,Won't Let Go (feat. Will Fraker),0mi3ehpJIIpSMHIAcBGUW8,No,41.0,0.246,0.6530,176299.0,0.375,0.0182,F#,0.1570,-7.764,Minor,0.1770,77.948,04-Apr,0.2390,empty_field
No,3716,Dear Summer,4WbPQ8qumpjMzPS0oubUGU,No,57.0,0.0901,0.5610,173200.0,0.894,,G,0.0881,-4.255,Major,0.5150,82.519,04-Apr,0.6860,empty_field
No,3718,"Souvenir d'un lieu cher, Op. 42, TH 116: III. Mélodie",5TjGqIufpTlnpAFuDLy4dn,No,33.0,0.966,0.1560,211493.0,0.152,0.317,D#,0.0949,-19.119,Major,0.0444,82.330,03-Apr,0.0887,empty_field
No,3725,Beautiful,1oSoSHGwBhtBJWvfb1W6SX,No,37.0,0.789,0.6040,,0.398,0.0403,F,0.0975,-8.020,Minor,0.0257,,04-Apr,0.2670,empty_field
No,3732,Trench Town,4KtbSVSyF14y4ZyuQanwi0,No,43.0,0.0831,0.7360,,0.319,,E,0.1280,-11.364,Minor,0.4060,,04-Apr,0.5670,empty_field
No,3733,Gentle Predator,6F1r9s33BOwgEVU5QdlLSK,No,31.0,0.0917,0.4930,254853.0,0.692,2.46e-06,B,0.0815,-7.842,Major,0.0466,184.021,03-Apr,0.4610,empty_field
No,3738,Pineapple (feat. Gucci Mane & Quavo),1DxaNpUujd8r0rSiv8uCFA,No,69.0,0.0301,0.9640,218261.0,0.555,0.000567,F,0.1280,-6.245,Minor,0.0499,,04-Apr,0.3380,empty_field
No,3749,Perdóname,32IF7BIEXu34cMCnbQbZfn,No,44.0,0.78,0.6390,211179.0,0.378,0.00331,D#,0.1110,-14.166,Minor,0.0661,75.016,04-Apr,0.4110,empty_field
No,3752,Backwoods Badass (Remix) [feat. Redneck Souljers],03V14b8LSbVrdiZLuxzc6X,No,37.0,0.405,0.5800,182500.0,0.837,,B,0.2240,-4.464,Minor,0.3630,173.986,04-Apr,0.2290,empty_field
No,3756,Anime World,6J031jREvWHk8gIBEqKXSi,No,61.0,0.342,0.7380,194361.0,0.489,3.12e-06,F#,0.4880,-8.911,Minor,0.1350,81.050,04-Apr,0.4230,empty_field
No,3761,Llegaron los Avatal,6aGYqNQxZTWR982youMCz8,No,35.0,0.225,0.8110,222912.0,0.5,,D,0.1080,-12.706,Major,0.3100,140.027,04-Apr,0.4730,empty_field
No,3766,New Orleans,1rUHgZy3YOrs3MarByuvJC,No,19.0,0.864,0.4870,,0.722,,C#,0.8660,-10.895,Major,0.9310,94.702,01-Apr,0.3670,empty_field
No,3772,Linda Cançao,4IeUAegXVbETb7FpgNDnSM,No,43.0,0.0605,0.8050,245056.0,0.693,0.831,A,0.0600,-10.266,Minor,0.0409,,04-Apr,0.8610,empty_field
No,3781,Heard It All Before,2U3B9VLLo3XgZDtvUHbA4V,No,53.0,0.0611,0.6980,295827.0,0.925,,D#,0.0950,-4.209,Minor,0.2220,,04-Apr,0.6760,empty_field
No,3793,Willin',3i9uwwYaRFtHAGcIKrVJsp,No,41.0,0.0684,0.5180,182040.0,0.436,1.02e-05,E,0.1430,-10.805,Major,0.0362,141.374,04-Apr,0.5210,empty_field
No,3796,Hypnotize The Moon,4xfAVJL8R7mVYbDk8a9xOY,No,47.0,0.0893,0.6060,,0.587,,G,0.0924,-7.999,Major,0.0228,95.018,03-Apr,0.2570,empty_field
No,3799,Don’t Throw It Away,6PvAGVrBOBlVNdvdi0A7Xt,No,30.0,0.407,0.8450,178160.0,0.676,,A,0.6290,-5.582,Major,0.1060,113.963,04-Apr,0.8340,empty_field
No,3800,"Serse / Act 1 HWV40: ""Ombra mai fu""",7jZ4UZAmg006Qx3rVuF7JI,No,35.0,0.95,0.1220,183267.0,0.137,0.84,E,0.1160,-21.780,Major,0.0427,89.821,01-Apr,0.0458,empty_field
No,3805,The Morning of Our Lives,6ozjqXeuAEnTkPLX1YKtvI,No,46.0,0.672,0.6020,326853.0,0.292,0.00138,A,0.7140,-15.337,Major,0.0786,104.220,04-Apr,0.3150,empty_field
No,3808,Pump It,3YGvqrKaVxqvCFpFrCKrSG,No,68.0,0.0109,0.6460,213067.0,0.923,,A,0.7460,-3.108,Major,0.1690,,04-Apr,0.7400,empty_field
No,3809,"Sink, Florida, Sink - Live",2qDZpzCG8wZXuMeDaXQpG1,No,19.0,0.103,0.3900,,0.925,,C,0.9220,-4.150,Major,0.0638,126.904,04-Apr,0.6460,empty_field
No,3810,Brakelights,2dS6yZm0Oqwf30JNIzb3on,No,64.0,0.597,0.6950,168387.0,0.42,0.0222,G,0.0839,-7.735,Major,0.0385,124.019,03-Apr,0.2570,empty_field
No,3816,"Il Trovatore / Act 3: ""Di quella pira""",3Dtr5e9OQGML2f48A6mw9P,No,47.0,0.975,0.3600,203613.0,0.366,0.00229,C,0.3750,-11.636,Major,0.0683,80.491,04-Apr,0.3860,empty_field
No,3820,Stoned At The Jukebox - Remix,2yzIKORo6wHE3fLcEESCT2,No,40.0,0.145,0.6580,,0.627,,E,0.2960,-7.227,Major,0.0293,108.324,04-Apr,0.7110,empty_field
No,3827,Sudor,3ESjXFvI5GUNFoCCg30u5s,No,30.0,0.00109,0.6290,,0.875,2.3e-05,C,0.1160,-3.864,Major,0.0357,125.024,04-Apr,0.8800,empty_field
No,3834,Wonderful World,0Dy729ORbIQqwozoVLw4KX,No,35.0,0.693,0.6750,125790.0,0.554,,B,0.4080,-8.388,Major,0.0310,128.529,04-Apr,0.8870,empty_field
No,3835,Thunderbolt's Goodnight,3yyYITDgnjAnJ33cn4E9gF,No,60.0,0.849,0.3840,245440.0,0.399,0.012,C,0.0540,-12.368,Major,0.0317,101.209,04-Apr,0.2750,empty_field
No,3841,A Love That Will Last,0goj2jVaUvxQP2zsyt7Xol,No,58.0,0.841,0.6660,212160.0,0.303,0.000711,B,0.0971,-11.028,Minor,0.0356,,04-Apr,0.3420,empty_field
No,3848,Forget About Georgia,0lOgYw2LJqAJZnMwl5jweF,No,45.0,0.236,0.6260,497280.0,0.602,0.0256,G#,0.1840,-6.511,Major,0.0304,,04-Apr,0.3150,empty_field
No,3850,Gang Over Luv,1EiLrPd8JMTcQUr1aLEUKi,No,57.0,0.0408,0.7810,204841.0,0.277,0.000339,G#,0.0754,-9.350,Major,0.3260,,04-Apr,0.3020,empty_field
No,3853,Sensual Seduction,7xAFxmYoRkEHorknyk9RlG,No,56.0,0.00446,0.7560,245520.0,0.834,2.76e-05,B,0.0645,-4.005,Major,0.0770,120.214,04-Apr,0.4650,empty_field
No,3857,"Songs Without Words, Op. 62: No. 6, Allegretto grazioso in A Major ""Spring Song""",1ncAlFWoLLmJDFrLf2860C,No,,0.988,0.1740,,0.162,0.913,A,0.1200,-18.922,Major,0.0364,59.611,04-Apr,0.1830,empty_field
No,3866,First Class,45rOV6sirL8sRbV7oUqzPH,No,64.0,0.581,0.5540,343485.0,0.337,,C#,0.0871,-10.189,Major,0.0351,89.961,04-Apr,0.2160,empty_field
No,3869,Te Lo Pido por Favor,5ASkj3oJrhy0zDL5Wk4tvP,No,66.0,0.115,0.6480,206133.0,0.659,0.000307,D,0.1900,-6.369,Major,0.0259,,04-Apr,0.5320,empty_field
No,3870,Voodoo Woman,44Bb7lLOMkE7gZOdo71N9G,No,35.0,0.369,0.6610,228200.0,0.525,5.76e-06,F,0.0943,-9.420,Minor,0.0382,91.601,04-Apr,0.9640,empty_field
No,3872,Ray Ray's Juke Joint,3ojiuHNoNdI5PrtE5wt3AX,No,46.0,0.171,0.6710,,0.773,3.85e-06,D,0.1250,-4.299,Major,0.0387,85.010,04-Apr,0.6030,empty_field
No,3875,Muerte Instantanea,4sNnCg0ydFsIsvEy0bF1u4,No,30.0,0.399,0.6460,218787.0,0.712,1.11e-06,C#,0.3810,-6.723,Major,0.3780,89.070,04-Apr,0.8070,empty_field
No,3878,Lady Lady,0NbPHisUKFBsTJHa9qEkfR,No,53.0,0.295,0.7110,,0.681,6.47e-06,D,0.1370,-5.188,Major,0.2220,99.694,04-Apr,0.4610,empty_field
No,3892,Break Ya Neck,4laPr385Muc7JizVBqH8Zr,No,70.0,0.443,0.8200,231240.0,0.809,0.00175,E,0.0613,-6.759,Minor,0.2510,83.011,04-Apr,0.7370,empty_field
No,3896,The Have Nots,3a6PN6BRB8PP3ms48s7kU1,No,32.0,0.0545,0.4370,286920.0,0.835,0.374,B,0.2430,-6.867,Minor,0.0354,155.814,04-Apr,0.6930,empty_field
No,3903,Bad Luck,6CX1Q7x7jhgfyswnmx5pBY,No,42.0,0.00022,0.3880,141299.0,0.986,4.99e-05,C#,0.3540,-3.287,Major,0.1930,,04-Apr,0.2660,empty_field
No,3904,Blockia,4SbCZ2W1iOq7GW8YcIccYw,No,60.0,0.206,0.7730,201739.0,0.583,,C#,0.1600,-8.694,Minor,0.0540,138.009,04-Apr,0.3730,empty_field
No,3910,End Of The World,4riDfclV7kPDT9D58FpmHd,No,14.0,0.816,0.5920,66973.0,0.578,4.5e-06,C#,0.8630,-17.931,Minor,0.8940,85.834,03-Apr,0.5940,empty_field
No,3911,NUN FREE (feat. 2forwOyNE),2vj5yttSoDIwjXdjF8DBEv,No,49.0,0.059,0.6820,208193.0,0.534,0.123,C,0.2080,-5.831,Major,0.0410,166.090,04-Apr,0.4460,empty_field
No,3918,Second 2 None (feat. Christine And The Queens),0AuVVVJ4MTiP8SPyCiHQIt,No,46.0,0.676,0.7410,250640.0,0.463,0.00299,D,0.1620,-11.309,Major,0.0990,89.993,04-Apr,0.1800,empty_field
No,3933,My Life,5lJUXSjRjevVy7I3P87wuK,No,51.0,0.125,0.5460,257427.0,0.612,,F,0.0810,-8.064,Minor,0.0537,150.904,04-Apr,0.3640,empty_field
No,3936,Give It All We Got Tonight,4x0Ieo2LOCB2QI4FvKOTGq,No,59.0,0.26,0.5880,,0.642,2.37e-06,G,0.0800,-6.986,Major,0.0266,130.360,04-Apr,0.3240,empty_field
No,3939,Changing of the Guards,4yj3GFjl4u8D4tf8q1ygzN,No,48.0,0.17,0.6070,397093.0,0.717,4.55e-06,F,0.0320,-10.603,Minor,0.0371,124.576,04-Apr,0.8210,empty_field
No,3954,What's Yours is Mine,1hKNmoWOj3ykCxbsEVNccO,No,49.0,0.00645,0.4510,169022.0,0.77,0.137,A,0.0956,-6.081,Major,0.0872,105.844,04-Apr,0.4830,empty_field
No,3955,Rockin' Years,6sHIc9WzQXXuk6maHNMMj5,No,44.0,0.713,0.5820,,0.211,,B,0.1410,-15.670,Major,0.0273,80.601,03-Apr,0.3160,empty_field
No,3958,Baby Your Light Is Out,3X3mfRMRaPJRiIMDMQtSkd,No,37.0,0.491,0.6140,188933.0,0.311,0.0217,D,0.0748,-15.625,Major,0.0596,145.789,04-Apr,0.5000,empty_field
No,3959,Khlorine (feat. Smino),50yYKk1o3W8Tp7skWT2AKv,No,45.0,0.179,0.8180,230701.0,0.472,1.46e-05,C,0.0941,-9.578,Major,0.2930,153.085,04-Apr,0.4720,empty_field
No,3967,Una furtiva lagrima (L´elisir d´amore),4TVlu8gVdYM53SoW3k7S57,No,13.0,0.975,0.2150,250093.0,0.306,0.00133,A#,0.0792,-11.844,Minor,0.0397,87.378,03-Apr,0.1190,empty_field
No,3970,Suite en La: Allemande,26fJRWncO6oFVu31w5rNy3,No,15.0,0.995,0.3060,361720.0,0.0347,0.885,A,0.0979,-30.116,Minor,0.0423,112.465,04-Apr,0.1360,empty_field
No,3972,My Heart Is Broken,6cht5XcHth1nl2JBkrqpgM,No,49.0,7.16e-05,0.4630,269160.0,0.916,0.043,F#,0.5940,-4.344,Major,0.0913,96.443,04-Apr,0.2730,empty_field
No,3980,Netflix/Quinoa - Live,0ftHglic8NcqX8SDdIeNY0,No,24.0,0.859,0.4740,273049.0,0.589,,F#,0.7570,-16.020,Minor,0.9510,84.737,05-Apr,0.4420,empty_field
No,3981,I Alone,2l5SsocmV7cP0VrwpeODGY,No,59.0,0.00252,0.4060,231133.0,0.811,0.00377,F#,0.3750,-7.320,Major,0.0442,90.118,04-Apr,0.1130,empty_field
No,3982,I Wish I Had Somebody,3BHTDlw7RUb1BPeFDlbxrS,No,25.0,0.752,0.5660,286271.0,0.251,0.818,C,0.0764,-17.183,Major,0.0298,96.721,04-Apr,0.6440,empty_field
No,3989,Antología de Caricias,4ns1DVRGWF0Qa44XMTtPDP,No,24.0,0.298,0.8240,209440.0,0.855,1.26e-06,C,0.1750,-5.203,Major,0.0284,125.958,04-Apr,0.9460,empty_field
No,3990,For You,1rtv2GCn8xGsJb3q2a6b96,No,45.0,0.55,0.7470,259160.0,0.557,0.881,G#,0.0816,-8.706,Major,0.0449,103.308,04-Apr,0.3850,empty_field
No,4003,Speak Of The Devil,7LLXLd0pisbEAdIVK502VM,No,41.0,0.202,0.4370,242293.0,0.481,2.08e-06,C,0.2440,-5.895,Major,0.0331,149.566,04-Apr,0.2060,empty_field
No,4005,I'll Be,35ffVv9x4mtzBh5rF1K9sP,No,56.0,0.0156,0.8730,178600.0,0.597,,B,0.3240,-9.161,Minor,0.4170,105.933,04-Apr,0.4740,empty_field
No,4017,Keep It Real,1xkOg49ZxldiM1ioIudwUS,No,39.0,0.375,0.7010,181969.0,0.322,2.52e-05,F,0.0957,-16.283,Minor,0.4950,137.770,04-Apr,0.2200,empty_field
No,4019,Electric Relaxation,1LzNfuep1bnAUR9skqdHCK,No,67.0,0.184,0.8660,,0.534,0.266,B,0.0929,-9.201,Major,0.2290,98.243,04-Apr,0.8410,empty_field
No,4021,Talk My Shit,6hBZ7SdOzwlPj1igeGFOQz,No,53.0,0.0471,0.8610,140693.0,0.349,,F,0.1200,-7.143,Minor,0.6900,149.869,04-Apr,0.1550,empty_field
No,4022,"Rigoletto / Act 2: ""Parmi veder le lagrime""",1FlYPPzFJUNh3KRE36pYbe,No,16.0,0.905,0.2480,156961.0,0.229,0.000442,C#,0.1000,-14.980,Major,0.0419,85.329,04-Apr,0.2110,empty_field
No,4024,Amor de Lejos,1n53EkRAIGh61zNke3rHUo,No,32.0,0.23,0.7130,,0.532,,D,0.0742,-9.054,Minor,0.0268,116.055,04-Apr,0.5670,empty_field
No,4027,It Was Love,4UhXvpnh9q1ILBFAlHLB9r,No,37.0,0.0741,0.3760,,0.833,8.53e-06,C,0.3560,-4.248,Major,0.0415,208.237,04-Apr,0.5470,empty_field
No,4029,Whore! Where Are You?!,6joQ1zE0lhx0UazVTK05Xc,No,13.0,0.532,0.7040,,0.324,,C#,0.3560,-11.996,Major,0.8790,122.647,03-Apr,0.5220,empty_field
No,4043,Night Running,3Xw3yp1iuYl3n8oKmWk7YG,No,59.0,0.066,0.6020,,0.946,1.13e-05,E,0.3880,-2.298,Minor,0.0654,141.925,04-Apr,0.5800,empty_field
No,4053,"Die Entführung aus dem Serail, K. 384, Act III: Welch ein Geschick! Meinetwegen sollst du sterben!",20vQ82uC2ckgVeUsUP0yav,No,12.0,0.971,0.3540,438360.0,0.069,,A#,0.6780,-23.652,Major,0.0803,79.157,04-Apr,0.1220,empty_field
No,4056,Out My Mind,2IFOGwQ5289s0Yywkb0krM,No,34.0,0.145,0.8260,245987.0,0.602,3.01e-05,C,0.0605,-7.642,Major,0.1030,81.011,04-Apr,0.7100,empty_field
No,4061,New Paradise,0zZOHnBVMmuJxCETvXUYlj,No,46.0,0.178,0.8180,410799.0,0.411,0.0526,A#,0.1000,-8.204,Minor,0.0550,119.012,04-Apr,0.7940,empty_field
No,4064,20th CENTURION,5FhOtnrXFT49s80xrer0nd,No,54.0,0.134,0.8330,123350.0,0.74,,A,0.1350,-5.027,Major,0.0929,,04-Apr,0.9520,empty_field
No,4065,Espartaco,4MCjpoWHHv0aRF0OJe4Gua,No,53.0,0.185,0.6740,317075.0,0.767,3.29e-05,F,0.0783,-6.540,Major,0.0957,171.973,04-Apr,0.8350,empty_field
No,4079,Let's Get Married - ReMarqable Remix,3xCsHloPBl211Yi4UEUUcm,No,55.0,0.0121,0.8520,249040.0,0.694,,C#,0.1260,-6.765,Major,0.0653,109.906,04-Apr,0.7890,empty_field
No,4092,Quickly (feat. Brandy),3wDCmcQme2hrvYihP6fI3L,No,39.0,0.231,0.7360,222667.0,0.701,,A#,0.2030,-4.345,Minor,0.1000,99.991,04-Apr,0.7700,empty_field
No,4098,La Noche Perfecta (feat. Nova La Amenaza),5w5fbyYHo5129Ce4c7qeWa,No,36.0,0.39,0.6460,,0.907,,G#,0.3660,-1.817,Minor,0.0773,90.004,04-Apr,0.7850,empty_field
No,4105,Goin' Back,4DUQ7Wh3cCyl8K2Zwivqv7,No,47.0,0.364,0.4960,,0.449,8.48e-06,E,0.1200,-10.230,Major,0.0277,116.181,04-Apr,0.5470,empty_field
No,4114,Mamacita,7s4KJfudoi8wE84JgBwxdN,No,67.0,0.0146,0.8230,274320.0,0.768,1.03e-06,B,0.1270,-6.210,Major,0.0819,115.021,04-Apr,0.2160,empty_field
No,4115,Pay,2hPcapoByAKI2rK6xwFZxC,No,45.0,0.612,0.7050,,0.305,0.706,F#,0.0952,-12.589,Minor,0.0581,126.422,04-Apr,0.0923,empty_field
No,4118,If I Could Fly,6zBUOxn3JQxdyyXBrgg5Zj,No,48.0,0.00446,0.4690,248027.0,0.896,,E,0.1400,-5.007,Minor,0.0367,,04-Apr,0.6630,empty_field
No,4120,Other Side of Things,7A1odihHBrI8n9k0Fefh2j,No,26.0,0.000139,0.6410,186027.0,0.895,0.000217,B,0.0343,-5.867,Major,0.0397,,04-Apr,0.7050,empty_field
No,4125,Somewhere Only We Know,7rGlxkCg8sOGPNa4t5kEcA,No,52.0,0.108,0.5870,,0.854,,D,0.3850,-4.457,Major,0.0503,133.919,04-Apr,0.7950,empty_field
No,4127,Eres Tu,5EPMGpzwuUAutClCLFyGVh,No,33.0,0.0101,0.8970,163013.0,0.69,,F#,0.2700,-8.837,Minor,0.2230,102.954,04-Apr,0.2490,empty_field
No,4135,"San Casimiro, re di Polonia: Al serto le rose (Duetto)",19J3ZzA6qRMJp7F4GEg3gN,No,14.0,0.917,0.3740,178040.0,0.0794,1.75e-05,A,0.2030,-24.964,Major,0.0534,94.655,04-Apr,0.5360,empty_field
No,4141,Best of You,3VmrLy4WZLHDgTXENCIz2p,No,27.0,0.634,0.7750,211556.0,0.53,,E,0.1510,-6.938,Minor,0.0332,134.924,03-Apr,0.6060,empty_field
No,4143,River (feat. Ed Sheeran),1c478uMN61yF2JOXXEtsdw,No,82.0,0.142,0.7480,221013.0,0.749,,G#,0.0713,-5.916,Minor,0.5160,90.090,04-Apr,0.6590,empty_field
No,4144,"Brother, I’m Hungry - Live",67HRSCGK3ZQIxb3Spr1cHQ,No,32.0,0.0587,0.5280,515810.0,0.775,0.0545,G,0.7050,-8.945,Major,0.1340,101.456,04-Apr,0.6440,empty_field
No,4154,Sound & Color,0kxFVCOcAV3Rwwes2f1SSd,No,57.0,0.852,0.5480,183293.0,0.412,0.611,D,0.0854,-7.398,Major,0.0736,114.928,04-Apr,0.1510,empty_field
No,4159,Te Hago el Amor,3oXNIpoUMdk8qGkwCeXqGv,No,36.0,0.481,0.7390,186619.0,0.849,6.59e-06,E,0.4540,-5.449,Major,0.0579,94.970,04-Apr,0.6350,empty_field
No,4174,Christmas All Over Again,1aGECHpgySxBAcLBBMyxlC,No,55.0,0.0611,0.5290,,0.793,,A,0.3690,-8.092,Major,0.0318,138.831,04-Apr,0.7390,empty_field
No,4177,Hands of Time,0ESlDy1JwkPBPXpVtCyqEd,No,42.0,0.0692,0.6760,369347.0,0.45,8.59e-05,D,0.0899,-8.480,Major,0.0334,151.934,04-Apr,0.7210,empty_field
No,4188,Esa Boquita,4mtUOBfy2KjqTOPl7N8esR,No,41.0,0.0492,0.7470,222000.0,0.772,,A,0.0631,-4.975,Major,0.3100,189.799,04-Apr,0.7040,empty_field
