artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Tove Lo,romantics,1hosm7RtBSM2YiJ3qC5fHz,181578,58,0.00462,0.618,211649,0.716,3.73e-06,A#,0.194,-6.46,Major,0.0311,98.017,04/4,0.201,R&B
RAY BLK,Chill Out,68q1GsPHCx2l2fyOTjLAdm,113464,49,0.0699,0.695,278298,0.503,0.000132,B,0.114,-7.661,Minor,0.355,93.644,04/4,0.657,R&B
TobyMac,Unstoppable,4fei1lcVQIfJXmkRqml1bp,188785,40,0.00195,0.516,223720,0.987,2.56e-05,E,0.405,-2.386,Minor,0.132,138.988,04/4,0.38,Alternative
empty_field,104 Degrees,4bNmntjvGyCwOvn0fUUAZB,198515,40,0.00768,0.532,159315,0.715,0.86,G,0.43,-8.447,Major,0.0358,114.974,04/4,0.461,Alternative
TobyMac,City On Our Knees,6y2DHyCYf6azhUfXmnuH6w,130662,46,0.0809,0.507,266547,0.77,0.0776877,C,0.214,-5.018,Major,0.0424,155.945,04/4,0.482,Alternative
Twista,Slow Jamz (feat. Kanye West & Jamie Foxx),21pL3UtIn5uqJ9hXCrSSw4,91555,63,0.373,0.561,215495,0.764,0.0117617,D,0.157,-6.645,Minor,0.138,118.821,04/4,0.598,Pop
Leven Kali,Joy,7xCRdeFZy1zwt2ByDpnFTb,21419,48,0.783,0.688,176065,0.528,0.0273249,F#,0.24,-6.854,Major,0.282,89.016,04/4,0.722,R&B
Tim Atlas,Figure A (NASAYA Remix),5UlGWJZja3bUIqxBLNNsN8,34456,43,0.285,0.744,210798,0.45,1.31e-05,C,0.0908,-6.522,Major,0.0573,112.744,04/4,0.651,R&B
PnB Rock,Rewind,4jsgnWWPKM45CHfju35xqL,205261,58,0.734,0.607,241829,0.4,0.0207679,G,0.114,-8.472,Major,0.0302,114.132,04/4,0.551,Hip-Hop
Kota the Friend,Sedona,1J8AkV9sudelkHWD9OTvaA,111988,47,0.708,0.799,204448,0.563,0.0671008,F,0.148,-7.266,Minor,0.52,160.149,04/4,0.768,Alternative
Mike Shinoda,Over Again,0AwLsPPWgYkib7HCrayqwy,197325,49,0.0592,0.586,251859,0.766,0.000307,C,0.126,-7.492,Minor,0.0694,145.064,04/4,0.126,Alternative
The Marías,Loverboy,48UlszOrUzfprHJfkVOcbb,125936,48,0.808,0.651,73236,0.152,0.422,G,0.117,-18.704,Minor,0.0832,131.088,04/4,0.0746,R&B
empty_field,Back Up,6IsSPWLMSUfpLkX4GitDbF,121522,61,0.147,0.816,241267,0.535,4.53e-06,A,0.176,-8.302,Major,0.338,80.012,04/4,0.435,Pop
Alice In Chains,Voices,4VijLEUxHEzbWKYL5u9wuN,35786,44,0.000143,0.509,297742,0.751,0.157,G#,0.108,-6.963,Major,0.0351,106.001,04/4,0.133,Alternative
Jacob Banks,Worthy,40UOw7Yb86JRLZNlu6yoGS,56266,49,0.701,0.675,197701,0.483,7.99e-06,C,0.115,-8.095,Minor,0.0301,120.19,04/4,0.358,R&B
Anne-Marie,Ciao Adios,54hPqP7efMWTMiaBmnt1Au,102232,71,0.127,0.698,200105,0.882,0.00635387,E,0.15,-3.078,Minor,0.0863,106.083,04/4,0.445,Pop
Koryn Hawthorne,Won't He Do It,0709StHzSeXpdj2zmqF2o2,186048,51,0.12,0.629,209062,0.624,0.0165718,A,0.203,-4.975,Minor,0.0745,116.688,04/4,0.73,R&B
Usher,Love in This Club (feat. Young Jeezy),11npGmmHAsN9i11Vcnwtko,195902,66,0.0572,0.573,262776,0.712,0.0120993,C,0.167,-5.976,Major,0.0732,140.012,04/4,0.346,Pop
SYML,Girl - Acoustic,1SelvzeWuIm8n2yRUpFKl5,186318,70,0.945,0.413,211882,0.272,0.0279,C#,0.112,-11.568,Major,0.0317,109.69,04/4,0.355,Pop
empty_field,Love Less,1OzVp9WglDvtLmpYSA8Piu,119172,45,0.0128,0.441,205436,0.74,0.010894,F,0.127,-5.502,Minor,0.0863,129.344,04/4,0.583,R&B
empty_field,Golden,0E3ZtGLMxFCMRevIX4lI8v,156266,45,0.0924,0.821,252861,0.622,0.000197,B,0.0864,-7.001,Minor,0.0779,115.962,04/4,0.611,R&B
Stone Sour,Bother,7GZu539kKFzPDL1NHFl19d,151949,63,0.388,0.272,240400,0.281,2.29e-05,C#,0.158,-7.634,Major,0.0287,89.914,04/4,0.141,Alternative
Slipknot,Spit It Out,0CLtAB24zCxWFJ9eq1ywh0,76378,63,0.0309,0.331,159773,0.946,5.62e-06,G,0.254,-4.599,Major,0.0775,139.965,04/4,0.534,Alternative
empty_field,Innamission,0D0G8watmsl7du6uoYwDMI,142416,57,0.836,0.754,135361,0.518,0.251654,C,0.461,-8.521,Major,0.321,114.18,04/4,0.423,R&B
Mazzy Star,Fade Into You,0BGx1ZyrjFKniTcVCNoUmo,174340,72,0.245,0.42,295600,0.33,0.000679,A,0.0677,-13.925,Major,0.0275,157.143,03/4,0.175,Pop
De La Soul,Pain,1Ba0ucfKPaRzS3AKvX3X3r,84901,55,0.0452,0.908,221739,0.417,0.0824,A#,0.0895,-8.244,Minor,0.255,104.504,04/4,0.81,Hip-Hop
Chris Brown,Heartbreak on a Full Moon,4d2yxIHWLT1VgW3z4JZhj3,197503,53,0.00786,0.613,246523,0.576,4.63e-06,E,0.106,-7.617,Minor,0.0651,87.988,04/4,0.692,R&B
J. Cole,Hello - Live,3tzOXO0tEqbI4SCrSDhZ4J,61025,49,0.147,0.419,217729,0.459,0.00121,A,0.822,-11.659,Minor,0.101,81.891,04/4,0.174,Hip-Hop
bbno$,thankful,6nO3tr47nr2P7f3hXb8JIo,159527,59,0.796,0.763,174222,0.444,0.00892683,G#,0.104,-7.635,Major,0.0356,135.03,04/4,0.603,Hip-Hop
Sam Hunt,Come Over - Acoustic Mixtape,08GbwiHXQ7BrJl9Oe5m8uY,208139,57,0.809,0.36,241867,0.442,0.0520821,D,0.0864,-7.882,Major,0.0288,83.958,04/4,0.23,Pop
empty_field,Eye 2 Eye,2hK9OTpFbAubb1utwA1yTk,76464,51,0.132,0.751,159019,0.421,0.0291,B,0.105,-10.158,Minor,0.0649,75.497,04/4,0.416,Hip-Hop
Light The Torch,Die Alone,1KAbAYvp25DfVIDLMVTNDC,121162,43,2.21e-05,0.425,232067,0.962,0.00576,C,0.33,-4.501,Minor,0.0803,82.419,04/4,0.367,Alternative
empty_field,Tier,0ygfSHAl7aW40FHDQjSsD8,67730,46,0.00429,0.591,226067,0.942,0.0558,G,0.18,-4.975,Major,0.0576,95.084,04/4,0.456,Alternative
ROLE MODEL,the climb,1t0wnrqyNTB020DpYWTfv7,170261,32,0.181,0.691,166870,0.446,0.234421,E,0.0894,-7.315,Major,0.0429,78.12,04/4,0.213,R&B
Shinedown,Stranger Inside,4fINc8dnfcz7AdhFYVA4i7,117585,44,1.38e-05,0.35,210073,0.974,0.0670826,G#,0.192,-3.247,Major,0.0716,174.025,04/4,0.359,Alternative
UMI,Butterfly,0OT0cCKbSmSMRvyWeqEFBq,145467,58,0.255,0.785,160500,0.27,0.00132,F,0.0953,-14.457,Major,0.0892,131.894,04/4,0.12,R&B
empty_field,Sadderday,0SNIAtRCPVVLoGEPcuHSIc,120535,41,0.489,0.684,216889,0.482,0.0650684,C#,0.156,-11.801,Minor,0.0428,134.994,03/4,0.413,Alternative
empty_field,So Appalled,7frBurCmBc45voTsviaRKh,78663,62,0.255,0.629,241060,0.754,0.0120173,C#,0.63,-5.873,Minor,0.289,87.07,04/4,0.58,Pop
OneRepublic,Let's Hurt Tonight,5BGtVpABsOoOm9G5MhP0fP,127466,67,0.36,0.459,194520,0.706,1.62e-06,F,0.256,-4.467,Major,0.033,65.163,04/4,0.315,Pop
empty_field,Who Came Up Missin,2vG1yrWSMiL6egg6w4e9ma,33151,49,0.0239,0.815,221784,0.395,0.00972,A#,0.0696,-10.676,Minor,0.037,100.018,04/4,0.639,R&B
Badflower,Let The Band Play,0Dc7J9VPV4eOInoxUiZrsL,204914,47,0.00494,0.461,269120,0.511,0.075,F,0.105,-7.863,Major,0.0327,119.131,04/4,0.246,Alternative
Pearl Jam,Garden,7GNyryZ4zOhb5lQPXOWt9j,197572,51,0.0478,0.191,298933,0.707,6.1e-05,G,0.295,-6.846,Major,0.0345,82.7,04/4,0.179,Alternative
empty_field,Flash Delirium,3Atqd1vV2Y9QFWEQmta4Av,150950,45,0.0826,0.575,255907,0.804,0.000363,A,0.0681,-3.933,Minor,0.0626,122.08,04/4,0.399,Alternative
Mahalia,Surprise Me,1AAQejvxF7QiXbXfmCCdnJ,149321,56,0.19,0.681,219340,0.495,0.0188,G,0.102,-8.06,Major,0.0657,108.112,04/4,0.263,Alternative
Daughtry,Waiting for Superman,5klu8niS7EQm1EqjlsSBSm,112069,56,0.0029,0.555,266960,0.682,0.0776877,C,0.0662,-5.711,Major,0.0269,105.987,04/4,0.383,Alternative
Modest Mouse,The World At Large,75FAk9JQHHLecKEZ8OZxpK,175651,56,0.0961,0.523,272507,0.477,0.000106,F#,0.101,-9.076,Major,0.0254,76.973,04/4,0.249,Alternative
The Goo Goo Dolls,Long Way Down,5pDrHGMPYS6gCsvTB9CX0D,50374,42,0.00105,0.326,179777,0.926,0.0666772,B,0.15,-6.033,Minor,0.104,168.49,04/4,0.462,Alternative
empty_field,HEAVEN,5N5fp1lYSORdZbWanACki9,153122,56,0.0751,0.518,261114,0.725,2.39e-05,G#,0.09,-7.492,Major,0.129,144.032,04/4,0.328,Pop
Whitney Houston,I Have Nothing,2ZmWHHrgxOHzFWQYtxzqpw,185425,73,0.576,0.54,289160,0.401,0.0483391,C,0.164,-10.499,Major,0.0364,152.974,03/4,0.24,R&B
Kid Trunks,Woah (Freestyle),3wdNoGUmY7s28T8a4MIQ9J,96827,62,0.00809,0.748,312788,0.372,0.0599415,C,0.138,-6.677,Major,0.0417,130.052,04/4,0.0769,Hip-Hop
KYLE,Babies (feat. Alessia Cara),6WrOZ59ScdQXE24zcYNyyA,50917,64,0.121,0.672,258538,0.543,8.05e-05,F#,0.331,-7.07,Major,0.0335,90.025,04/4,0.198,Hip-Hop
DaniLeigh,All I Know,5QnM8r0kqFdM84k18aFE2V,46096,60,0.0621,0.384,163747,0.667,0.0456495,C,0.33,-8.126,Minor,0.516,121.569,04/4,0.72,R&B
XXXTENTACION,Off the Wall!,27LwQcH2Im0mZG3ivFa7HT,123129,69,0.123,0.834,203494,0.374,0.0179686,C#,0.134,-10.173,Major,0.333,140.001,04/4,0.545,Hip-Hop
ROLE MODEL,play the part,57NIHMNrG38ovpXif0DuDn,201669,55,0.44,0.743,192067,0.486,4.28e-05,D#,0.144,-7.347,Major,0.0374,109.015,04/4,0.346,R&B
Alessia Cara,All We Know,0E1MfZDJRLMFhebTjDGKN0,158603,56,0.0483,0.47,203693,0.792,2.08e-06,E,0.129,-4.788,Major,0.0972,150.956,04/4,0.409,R&B
empty_field,Flaming Hot Cheetos,26OnbIFxDF3Dw63TpYwGlI,198408,74,0.865,0.817,123884,0.551,0.000151,G,0.101,-9.33,Minor,0.133,109.966,04/4,0.142,Pop
empty_field,Feeling Good,2m0M7YqCy4lXfedh18qd8N,125363,63,0.533,0.535,237333,0.548,1.48e-06,C#,0.123,-6.51,Major,0.037,115.144,03/4,0.477,Pop
Tom Misch,Movie,0wb21I1NV5uVUolRXIqlJF,64877,67,0.391,0.785,357357,0.379,0.0161,G,0.267,-11.446,Major,0.0732,122.043,03/4,0.182,R&B
Rich The Kid,Bring It Back,6SzbbQUOx85hxpqsesoMfx,149670,65,0.0317,0.863,169489,0.613,0.00944398,C#,0.106,-6.005,Major,0.101,85.012,04/4,0.411,Hip-Hop
Ginuwine,Pony,0JNdS1n0ifOP25XvhwAMgM,181613,74,0.00186,0.749,251733,0.605,0.0381,G#,0.115,-9.359,Minor,0.086,142.024,04/4,0.966,Pop
Mac Miller,Fight the Feeling,4YMQXzscifAREG0a7KNGhB,20662,64,0.111,0.569,301769,0.881,0.0179686,B,0.655,-5.875,Minor,0.366,148.07,04/4,0.812,Hip-Hop
Mudvayne,Dig,5qrBqJbXycgKR92G0HZiCu,43818,60,9.62e-05,0.623,162293,0.983,0.0617,B,0.261,-3.548,Minor,0.151,134.975,04/4,0.271,Alternative
Stwo,Haunted,7n1UFPbFnAwIBsV14BC17A,77816,49,0.402,0.623,224843,0.377,0.0166,G#,0.105,-10.287,Minor,0.0816,122.591,05/4,0.397,R&B
Los Prisioneros,Tren Al Sur,73jjKuOwafFQli1PWLPw1x,111611,58,0.00418,0.585,338253,0.624,0.0229,A,0.0765,-8.966,Minor,0.0746,180.503,04/4,0.728,Alternative
T-Pain,U Up,4H1gNQXwVzFN0XkiTUoJLP,118746,55,0.0076,0.647,157390,0.484,0.0325815,A,0.438,-10.316,Major,0.301,85.366,04/4,0.154,R&B
empty_field,It All Feels Right,4IoqDx6XDIYql4ZMYD4JtI,41619,50,0.000304,0.316,245880,0.748,0.0139,D,0.608,-8.187,Major,0.0413,175.602,04/4,0.256,Alternative
empty_field,Sugar Walls,3CbnA6S33amyRNmgmfi33H,80990,44,0.612,0.634,123000,0.526,0.0102,C#,0.127,-10.281,Minor,0.0531,86.78,04/4,0.729,Alternative
empty_field,Jesus Built My Hotrod,2uTG00P1DkhB97pdITkl2O,61969,48,4.33e-06,0.541,269425,0.91,0.597,C,0.79,-5.114,Major,0.0529,125.076,03/4,0.397,Alternative
Childish Gambino,You See Me,1Gvb2qDyodCVORCiSvFXkD,160492,51,0.048,0.672,195373,0.804,0.00109788,D,0.0831,-6.685,Major,0.534,69.748,04/4,0.686,Hip-Hop
Machine Head,Is There Anybody out There?,621W0YFtYurfPC6hwvmWgc,210408,54,0.00532,0.408,272666,0.953,0.0776877,G,0.338,-3.883,Major,0.226,177.94,04/4,0.291,Alternative
Counting Crows,A Long December,75tWMAX7gSbs3VNKgvlOST,73253,60,0.469,0.398,295067,0.591,0.000588,F,0.337,-6.925,Major,0.0298,106.306,04/4,0.425,Alternative
empty_field,Six,6tGwVehjwcJMhkRIpMao55,137579,48,0.000139,0.238,202440,0.963,0.0057,D,0.104,-3.41,Minor,0.0838,95.85,04/4,0.204,Alternative
JID,Somebody,2TTmk2xlPcdzQnrTHJQP8G,172475,52,0.477,0.567,298131,0.558,1.17e-05,G,0.658,-9.281,Major,0.474,76.037,04/4,0.511,Hip-Hop
2Pac,Wonda Why They Call U B____,7hglw5IUxLN1wIpKDb2saZ,104995,56,0.0731,0.792,251621,0.876,0.00510153,E,0.351,-2.856,Minor,0.228,101.277,04/4,0.457,Hip-Hop
empty_field,Play Wit Yo' Bitch,0gZcsiDyY4PUxUiYw8CcF9,36426,61,0.00476,0.784,310399,0.457,0.00788375,C#,0.25,-7.615,Major,0.314,75.961,04/4,0.281,Pop
Kelly Rowland,Like This,0I6rPjtBatbnqWzqvQhvp4,144707,59,0.00193,0.676,215853,0.73,0.0487848,C#,0.0627,-5.963,Major,0.267,178.117,04/4,0.489,R&B
OneRepublic,If I Lose Myself,4vHf3mf0iZgEmkdHyLTSE9,28566,56,0.0969,0.482,241640,0.713,0.00515753,D,0.111,-6.017,Major,0.0487,140.069,04/4,0.263,Pop
Tinashe,No Drama (feat. Offset),6QZtmgaUkxWk3Rlq3Upll6,194837,62,0.196,0.748,199627,0.658,0.00642,G,0.109,-4.656,Minor,0.0526,143.954,04/4,0.448,R&B
Marshmello,Chasing Colors (feat. Noah Cyrus),1GWaTHoZ8jTml0WAcDQTei,166017,73,0.000483,0.573,195200,0.951,0.00451,D#,0.172,-1.376,Minor,0.0421,150.063,04/4,0.408,Pop
Dillon Francis,Coming Over,12q3V8ShACq2PSWINMc2rC,43212,66,0.227,0.631,178333,0.661,1.43e-06,F,0.166,-5.5,Minor,0.0999,174.031,04/4,0.698,Pop
Devvon Terrell,She A Dub,73YofZuIMmCeWVpfhetgCO,199966,54,0.0403,0.618,181463,0.913,0.0493887,C#,0.176,-3.019,Major,0.0338,150.698,04/4,0.437,R&B
Tori Kelly,Don't You Worry 'Bout A Thing,1DylszI7qE7CB0yNugUxV6,59911,58,0.0222,0.617,241387,0.832,1.92e-05,C#,0.116,-4.192,Major,0.0942,127.022,04/4,0.573,R&B
empty_field,Good Girls Go Bad (feat. Leighton Meester),5JKFRVmhzFPvso4eYeOHFd,143129,64,0.0116,0.594,196413,0.874,0.0342012,C,0.549,-3.716,Major,0.0815,119.964,04/4,0.628,Pop
Rvssian,Pablo (with Sfera Ebbasta & Rich The Kid feat. Moneybagg Yo & Lil Baby) - Remix,5Z01UMMf7V1o0MzF86s6WJ,52720,60,0.0775,0.79,195774,0.677,0.0301748,F#,0.128,-5.522,Minor,0.0494,140.077,04/4,0.366,Hip-Hop
empty_field,Ego - Remix,7o76PBf6KmvWPo2sJtdSYt,85580,43,0.0989,0.574,283933,0.421,0.0483391,C#,0.0568,-5.443,Major,0.174,78.781,04/4,0.341,R&B
Mac Miller,In The Air,2PzWUwFXApjQBZzKMl4Hd6,153888,49,0.874,0.65,173691,0.417,0.00153,G#,0.104,-10.374,Major,0.0419,141.071,04/4,0.438,Hip-Hop
empty_field,Surf Wax America,65YOJsKu65cKdqoxDKaOez,166535,49,0.000327,0.411,186440,0.922,0.11,F#,0.277,-7.441,Major,0.102,165.034,04/4,0.294,Alternative
Leaving Austin,Nothing but You,6VGKfZmYkkMsd2pij0jNiF,37052,57,0.00478,0.59,190040,0.889,0.0270893,B,0.132,-4.354,Minor,0.035,124.972,04/4,0.66,Pop
empty_field,Flex,5PkX5JJ5iBoj3kQG1ZxsKW,143679,62,0.48,0.75,240460,0.594,0.00515753,C,0.166,-5.619,Minor,0.282,130.104,04/4,0.255,Pop
BTS,Pied Piper,7h4RBE1rGeHMoU7722HGVY,146553,69,0.2,0.583,248551,0.712,0.0148166,D,0.268,-4.942,Minor,0.0326,94.051,04/4,0.776,Pop
empty_field,Wander With Me,4pufpcO8KDHalIp3Uh8GEU,171048,56,0.584,0.8,287228,0.427,0.0371,F#,0.104,-7.923,Major,0.0346,118.25,04/4,0.218,R&B
Sabrina Claudio,We Have Time,34SkftuGmkUqiMJF5FvDpV,189979,53,0.726,0.611,199311,0.355,0.0339589,C,0.104,-7.577,Minor,0.154,85.112,04/4,0.221,R&B
empty_field,I'll Follow You,7BQ9t4oG9P7AuuCkJO7VmM,28634,57,0.00193,0.537,257967,0.692,0.0695818,A#,0.114,-4.159,Major,0.0315,125.037,03/4,0.286,Alternative
G-Eazy,Complete,75EokCY14cefojSgs2wYst,39455,55,0.00954,0.615,188920,0.549,0.000101,D,0.109,-7.34,Major,0.112,144.099,04/4,0.123,Hip-Hop
Kendrick Lamar,u,3KTfo3gRpDLh19ZZR9bFV6,157583,60,0.26,0.406,268493,0.798,0.0139502,B,0.461,-5.585,Minor,0.432,71.547,04/4,0.58,Hip-Hop
Passion Pit,Little Secrets,0x6h4q8yhkqWw3HAx2cj3O,91233,61,0.00345,0.597,238973,0.786,0.0560864,F,0.0909,-4.248,Major,0.0419,118.918,04/4,0.666,Pop
Jordan Ward,Okok (Hibachi),5glXTXNIkUMLIDJVMEBLFQ,47188,49,0.309,0.894,133152,0.475,0.000138,B,0.111,-8.346,Major,0.131,144.202,04/4,0.571,Alternative
The Pharcyde,Passin' Me By,1g8lVIsEkDaGD1nKw6fwUb,42554,68,0.0903,0.759,303493,0.756,2.36e-06,E,0.265,-8.145,Minor,0.266,138.693,04/4,0.613,Hip-Hop
empty_field,Rabbit Heart (Raise It Up),4thpkbbdkv9VDVdMCgMwUk,155814,45,0.0553,0.607,257107,0.853,3e-05,A,0.301,-3.524,Minor,0.0443,116.977,04/4,0.389,Alternative
Bryce Vine,Sour Patch Kids,0fXwSdtKBapFX1OnP37dmy,198042,61,0.017,0.483,204324,0.777,1.94e-05,E,0.209,-5.049,Major,0.0618,153.054,04/4,0.572,Pop
Queen Naija,Mama's Hand,1BIC9FaLm26SUhXBx7AUm3,53074,62,0.129,0.35,240157,0.581,1.67e-06,C#,0.0795,-4.946,Minor,0.0806,164.233,04/4,0.214,Pop
Tori Kelly,Psalm 42,7b4yGtR0rujvLi5EBfKKJ2,156590,58,0.219,0.382,334497,0.441,0.0483391,G#,0.144,-9.489,Major,0.0556,97.3821,04/4,0.133,R&B
Migos,Kelly Price (feat. Travis Scott),6KtLECDztnah63TNmV4Plw,187997,68,0.53,0.745,363934,0.685,0.0359886,E,0.176,-5.7,Minor,0.0313,121.977,04/4,0.437,Hip-Hop
Foreign Air,Echo,6P4zikcL6LoBzh8OB7RSsR,61720,47,0.0223,0.619,220747,0.805,0.000586,G,0.0838,-6.643,Major,0.034,113.651,04/4,0.45,Alternative
empty_field,make daddy proud,2g0BAZVaLlK8GeTVzF6hQ6,109798,64,0.167,0.825,208235,0.496,0.00646037,E,0.081,-7.225,Minor,0.0529,102.049,03/4,0.767,Pop
Danny Ocean,Epa Wei,6MLiQIWMaTaaOB04R1VC0k,82010,80,0.233,0.688,205278,0.82,0.00824273,F#,0.091,-4.715,Minor,0.155,107.833,04/4,0.804,Hip-Hop
J. Cole,BRACKETS,3vHZogGuw36HLk1BeGLhZq,144243,69,0.19,0.675,315771,0.567,1.77e-06,A#,0.175,-9.147,Minor,0.263,84.039,04/4,0.658,Pop
Sonder,Baldwin Park,3cwREafAVNjUEt0hdrNVkt,60220,40,0.626,0.725,157196,0.297,0.777,F,0.191,-11.694,Minor,0.05,125.008,03/4,0.391,Alternative
Kid Rock,First Kiss,6CVACDMihgq3vRUjue13xo,32906,51,0.00388,0.615,280347,0.889,0.0473199,E,0.0947,-2.539,Major,0.0371,131.96,04/4,0.659,Alternative
empty_field,SUPERDUPERKYLE (feat. MadeinTYO),0HOq63A8H2BMIJzGFdWs79,157682,64,0.0192,0.764,211805,0.678,0.0271977,F#,0.123,-5.339,Minor,0.0717,160.002,04/4,0.545,Hip-Hop
empty_field,Challenge,2SiqlgLMfKQbczSMRp8drY,92483,43,0.196,0.572,223128,0.67,2.15e-05,B,0.184,-6.516,Minor,0.0398,148.192,04/4,0.507,Alternative
Guy,Let's Chill,5VZ8Y1eQAvLc64YP4fPlBl,44495,55,0.0791,0.574,323827,0.399,0.166252,A#,0.0383,-12.866,Minor,0.0363,74.555,04/4,0.52,Hip-Hop
empty_field,Istanbul,0j14D2Jp4i9zg9KKm9aSBk,188244,72,0.0801,0.688,153813,0.748,0.00453,F,0.136,-9.39,Minor,0.0377,114.144,04/4,0.892,Pop
Lil Baby,Anyway (feat. 2 Chainz & Gucci Mane),6wjFOT6TdseZlWzTUtLz1y,214062,66,0.0555,0.874,160677,0.552,0.0122601,D,0.279,-5.997,Major,0.383,140.098,04/4,0.231,Pop
empty_field,Helium,1Dc6Mb9u2az5sQOvqfOqX7,158148,71,0.51,0.435,252320,0.401,0.024231,E,0.077,-6.721,Major,0.0301,136.837,04/4,0.133,Pop
Collective Soul,Better Now,75Nt1Z4pO0RMZblsfXEm89,25250,36,0.0107,0.673,235398,0.809,0.000825,B,0.0212,-5.28,Minor,0.0362,123.018,04/4,0.964,Alternative
Snoh Aalegra,Time,0UphrXnd33DurcqOmXSkJv,212020,50,0.963,0.42,224066,0.224,0.0650684,C#,0.109,-6.994,Major,0.0384,97.749,04/4,0.114,Alternative
SAINt JHN,GOD BLESS THE RATCHETS,02wmEyZ3biRECnBbRwWliU,135936,54,0.0995,0.783,221277,0.474,0.106,A,0.155,-7.123,Major,0.0932,141.004,04/4,0.0818,Hip-Hop
Kacey Musgraves,Golden Hour,19kYCpVLpjGTKCALa3K8rD,169846,72,0.0952,0.611,214394,0.555,0.0154927,F#,0.11,-6.372,Minor,0.0274,88.969,04/4,0.413,Pop
Tom Misch,Your Love,4usvynbYaFqgm4olpzEp9u,28541,54,0.277,0.861,254735,0.463,0.00332,F,0.0599,-9.22,Major,0.118,116.038,04/4,0.261,R&B
Avenged Sevenfold,Almost Easy,58VdGNeOtEul00gQptE9jb,108120,59,3.56e-05,0.378,234093,0.959,0.000138,F#,0.102,-4.615,Major,0.062,174.932,04/4,0.338,Alternative
JPEGMAFIA,Thug Tears,0vZkrHkot2xT6JJlPH2EaO,56119,50,0.26,0.881,233950,0.79,0.000223,A#,0.313,-5.768,Minor,0.298,138.964,04/4,0.779,Alternative
Joji,XNXX,11tIPf6hU1RF5Z3gm2o2rU,170274,69,0.257,0.388,127318,0.52,0.185,D,0.113,-8.354,Major,0.0593,84.851,04/4,0.196,R&B
Chris Brown,Kiss Kiss,7dPS5GUShBVTcAhM1nLRF9,146727,64,0.0219,0.769,251160,0.52,0.0483391,C#,0.0762,-5.14,Major,0.212,140.112,03/4,0.58,R&B
MKTO,Hands off My Heart / Places You Go,4tenV69B6InQxCVMcqWpA0,167375,60,0.0802,0.722,359098,0.712,0.0560864,F#,0.11,-6.099,Minor,0.0323,114.997,04/4,0.591,Pop
A.CHAL,TYPE,5iJfzXKvQXlYOBtEQhEmpA,41039,57,0.00294,0.8,199366,0.76,0.206,C#,0.0983,-7.882,Major,0.104,108.01,04/4,0.223,Hip-Hop
Gucci Mane,Solitaire (feat. Migos & Lil Yachty),1zi38GzmpovisMBKoHud87,148961,61,0.0425,0.809,136147,0.585,0.0179686,B,0.108,-6.935,Minor,0.321,138.026,04/4,0.367,Hip-Hop
empty_field,Aléjate de Mí,559261quLx4Iuiz1PjmvgY,168157,69,0.161,0.457,258533,0.536,0.00515753,C#,0.0969,-8.372,Minor,0.0482,145.681,04/4,0.25,Pop
P!nk,Don't Let Me Get Me - Radio Edit,5EjfGgOtvmbmsgXoONmsY5,101664,62,0.00264,0.544,210627,0.849,0.00646037,C,0.0371,-4.778,Minor,0.094,98.376,04/4,0.589,Pop
Lloyd,Feels So Right,2OeUi9qx7gEqA3Yzs4atUu,168865,46,0.0884,0.669,289493,0.485,1.36e-05,D,0.169,-8.459,Major,0.0423,118.707,04/4,0.224,R&B
Smino,SKEDOS,7qQMiNcXYmkx6G3sZ5ljDm,54194,48,0.687,0.861,165811,0.494,2.57e-06,A,0.348,-7.669,Major,0.374,107.027,04/4,0.569,R&B
Machine Gun Kelly,At My Best (feat. Hailee Steinfeld),6MElv8Nj9yxhrJh1ssCCDd,148882,64,0.00273,0.524,256016,0.772,0.000169,G,0.224,-6.696,Minor,0.152,169.855,04/4,0.237,Pop
Tee Grizzley,On My Own,3JLdkKiCWX6HPVPAXwAYHw,162916,53,0.0386,0.752,232727,0.644,0.0160973,G#,0.103,-6.839,Minor,0.0568,131.956,04/4,0.398,Hip-Hop
Tori Kelly,Daydream,7zrH5Yxm0GYeQAKyy4ctp5,22884,48,0.203,0.691,249069,0.439,0.0397917,E,0.46,-8.814,Major,0.113,87.831,04/4,0.301,R&B
Tay-K,Murder She Wrote,2YxoC2dYOotjqt08dEifsc,204996,57,0.156,0.712,126344,0.726,0.0179686,G#,0.292,-7.987,Major,0.273,146.766,04/4,0.771,Hip-Hop
From Ashes to New,My Name,3y9zMGuxWS8xkpOxNPfiMZ,72841,53,0.0634,0.666,217535,0.909,2.98e-06,D#,0.209,-5.204,Major,0.11,116.302,04/4,0.655,Alternative
Daughter,Smother,70v5mCvyPRquTyU7qTIU81,45757,58,0.925,0.507,240560,0.138,0.0777,C#,0.12,-16.447,Major,0.0334,124.983,04/4,0.115,Pop
Juicy J,Let Me See (feat. Kevin Gates & Lil Skies),2tbvAGoLMQgjvfgW7naBiE,190889,69,0.00229,0.871,244461,0.798,0.0120993,B,0.234,-3.775,Major,0.203,140.049,04/4,0.527,Pop
empty_field,Get Geeked,6UI6aabe8NSRgTVySHn6CP,147010,66,0.0285,0.955,105093,0.507,1.19e-06,A,0.135,-10.34,Major,0.216,127.983,04/4,0.314,Hip-Hop
