instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
189288,empty_field,Campus Life,7C6JnGZRj0HMIF06rlz9Mb,12,0.886,0.562,146959,0.633,,A,0.593,-7.751,Major,0.925,87.347,05/4,0.619,Comedy
164477,Monty Python,Spam Song,4atsB8EjUKY1kWg8KVag9h,25,0.878,0.44,33267,0.375,0.0927,E,0.281,-13.201,Minor,0.0497,124.095,04/4,0.609,Comedy
72062,empty_field,I love a Dog,1j4ewjVn06IgpL4anY5jE0,18,0.864,0.587,131360,0.877,,D#,0.687,-6.926,Major,0.782,85.058,03/4,0.455,Comedy
183813,empty_field,Disability,0B4fFt3yD4kZr7xPdg6cp7,28,0.768,0.541,603600,0.827,,C#,0.249,-13.141,Major,0.926,109.746,03/4,0.256,Comedy
176523,empty_field,Smoking,2CBsK876b5MGc6PXorYiaB,18,0.876,0.463,330160,0.678,0.00000151,D,0.682,-15.527,Major,0.909,96.96,03/4,0.134,Comedy
114855,empty_field,"Skeeters, Spiders and Lookalikes",7lP05iTBv13VMeInPcHXZ6,29,0.8,0.459,275494,0.822,,D#,0.891,-10.685,Major,0.948,86.4,04/4,0.179,Comedy
123187,empty_field,I Want Stomach Flu (Because I Love to Poo),1wEeNtO7z41aUqC80shxqK,13,0.775,0.578,100040,0.259,,G,0.126,-11.297,Minor,0.125,171.552,04/4,0.77,Comedy
38570,empty_field,Los Gallegos,4MdqeHuOO4RbtfYmBP9mD9,18,0.34,0.445,293087,0.442,,A,0.253,-17.109,Major,0.579,92.946,04/4,0.492,Comedy
102919,empty_field,The Green Mafia,77lxrKgYoLuHorNeZqHQog,24,0.68,0.751,,0.495,,G,0.923,-13.425,Major,0.929,113.825,05/4,0.565,Comedy
191072,empty_field,Banter #1,2fRNh0nHx2WQUyoAz5bhL2,41,0.83,0.525,34507,0.958,,A,0.956,-3.946,Major,0.933,151.816,04/4,0.785,Comedy
32753,empty_field,Cigarettes - Live At Dangerfield's/1989,38uZvN4zFXVFMMeOWAyHj0,12,0.768,0.534,136600,0.272,,C,0.697,-20.134,Major,0.883,167.113,04/4,0.587,Comedy
40489,Lisa Lampanelli,"Lesbians, Fur & Fun",6JzvfFCIFT1CbbHE1pDNBU,12,0.924,0.579,88939,0.447,,F,0.894,-13.534,Major,0.943,86.814,01/4,0.421,Comedy
183459,empty_field,Sanctity of Life,4rT8kuttYfh9sYQZA6xoqK,27,0.782,0.544,229973,0.648,,E,0.778,-14.914,Major,0.945,,03/4,0.449,Comedy
99549,empty_field,10 Year Bender,4sx30qSHWacpU4my5WHC4K,27,0.936,0.617,434947,0.605,,A,0.972,-9.804,Major,0.938,,03/4,0.441,Comedy
87640,empty_field,Red Wine,0JKEqtJ98HmE3UEgyuuzz9,27,0.615,0.664,35991,0.836,,C,0.698,-6.815,Minor,0.93,65.669,03/4,0.663,Comedy
195162,empty_field,America Walks in a Club,51qWzz8tfP9AK7q4b9JxP8,11,0.887,0.505,266040,0.634,,G,0.969,-10.572,Major,0.951,78.457,05/4,0.483,Comedy
45045,empty_field,Dice On Redheaded Men - Live At Govenors/1991,09PAOMUiAjZho9HVkd5umo,10,0.769,0.511,42800,0.662,,C#,0.95,-12.132,Major,0.869,145.169,04/4,0.667,Comedy
149531,empty_field,Southern Accent - Remastered Version,12Ns5IphkblPmHxpRILG9t,21,0.774,0.625,146893,0.82,,C,0.977,-9.537,Major,0.937,,03/4,0.189,Comedy
187975,empty_field,Big Finish,4pTB18dbtjTTCLkybdylX6,11,0.849,0.465,582120,0.933,,D#,0.928,-8.461,Minor,0.94,93.285,04/4,0.0652,Comedy
38497,empty_field,That's What I Do (skit),2QzNLv0eGX3Vx5v7XHU6Yb,39,0.784,0.547,311840,0.729,,A#,0.677,-12.306,Major,0.915,111.738,04/4,0.334,Comedy
191832,empty_field,Something Cool To Say To M.I.A.,56pKYnSA0CyayMJWcEU5kH,34,0.814,0.646,40907,0.397,,G#,0.868,-14.764,Major,0.922,111.984,03/4,0.83,Comedy
209094,empty_field,Do You Think I'm Sexy,2w7O4XCRoIJrwF1NqKL9TM,13,0.623,0.53,177040,0.777,,G,0.916,-17.391,Major,0.924,102.036,03/4,0.138,Comedy
207770,empty_field,Hiking,2J29SdJDNI2thBHV9ecrkT,25,0.83,0.462,202320,0.713,,G#,0.985,-17.075,Major,0.943,77.409,04/4,0.0849,Comedy
179246,empty_field,Short Arms - Live At The Majestic Theater/2007,2fbPS5ZiUfVLmqxjOVIY4S,22,0.857,0.431,117080,0.973,0.00000613,F#,0.696,-7.938,Major,0.904,,03/4,0.0614,Comedy
184115,empty_field,Homeschooler,6PECN7ogaP2XbSmJUt9TvT,22,0.859,0.563,200453,0.657,,G#,0.458,-12.662,Major,0.94,94.178,04/4,0.472,Comedy
171417,empty_field,"Hospital (Remastered) - Live at Circle Star Theatre, San Carlos, CA. 12/81",77DNM5p5oyiT0A09iyFdq2,21,0.7,0.533,616960,0.63,,A,0.936,-13.211,Minor,0.923,75.803,04/4,0.117,Comedy
173739,empty_field,Christmas Presents - Live at The Madison Square Garden / 1990,6L2Eoo8Dzx60hARXy7TCic,15,0.811,0.57,84200,0.923,,D,0.88,-11.294,Major,0.78,99.221,04/4,0.479,Comedy
22330,empty_field,I'm Not A Man,1ppYVrM6Hbmod2O231XbL0,11,0.86,0.611,228720,0.701,,A,0.854,-6.21,Major,0.938,80.49,04/4,0.506,Comedy
51854,empty_field,Death,03yib980AUBlXsJ8JJz54l,33,0.848,0.325,229467,0.987,0.00000669,D#,0.91,-8.202,Minor,0.8,80.311,01/4,0.0307,Comedy
58948,empty_field,Drugs,34amXZ4cfmT9cU3OI6MYSm,16,0.699,0.468,169349,0.927,,F#,0.781,-8.998,Major,0.921,88.4,01/4,0.345,Comedy
73641,empty_field,The White House,0EA5OHB3vRGc3e0NGFfa50,13,0.831,0.422,80600,0.503,,E,0.927,-17.467,Major,0.936,169.193,04/4,0.38,Comedy
178412,Tig Notaro,Little Titties,2vM4NAIRlw3zK9znqoNsKj,25,0.903,0.488,,0.789,,F,0.699,-11.011,Minor,0.918,67.864,03/4,0.384,Comedy
158601,empty_field,Tennessee,621ALAYuQFMnpBBdKXXAnS,30,0.731,0.625,309120,0.272,0.00246,E,0.152,-12.295,Major,0.0399,141.119,04/4,0.218,Comedy
103991,empty_field,Two Kinds Of Mexicans,2rGKDKRx0d4Om8dVXefrNd,14,0.765,0.531,,0.744,,C#,0.13,-11.142,Major,0.948,94.584,03/4,0.456,Comedy
47072,empty_field,We Love Food,6wWaVoUOzLQJHd3bWAUpdZ,13,0.728,0.552,335600,0.322,,F#,0.937,-19.297,Minor,0.947,,03/4,0.521,Comedy
97553,empty_field,Really Warm,4fzFt8mhAjiZ3RQO3JxImi,17,0.994,0.704,133573,0.198,0.0101,A#,0.178,-17.891,Minor,0.952,133.085,03/4,0.506,Comedy
26530,empty_field,Moving Forward? Not Exactly.,70IMcZg6o0t9S0YSj6u2ce,12,0.891,0.666,3059427,0.245,,C,0.356,-15.716,Major,0.958,90.301,04/4,0.804,Comedy
121992,empty_field,Intro / Humor,1BjsVSENUJy4x2NRNrTOWf,10,0.799,0.529,160080,0.672,,B,0.932,-9.387,Major,0.936,171.732,04/4,0.743,Comedy
135761,empty_field,Meet Your Maker,5kBY4SnufBqgYruhjrAFE1,28,0.693,0.529,197453,0.584,,D,0.683,-15.546,Major,0.963,69.483,03/4,0.229,Comedy
104125,empty_field,Where Are You Going?,79OHuiNbjDmlz3xjYMNcaA,14,0.817,0.506,258800,0.866,,C#,0.677,-8.721,Minor,0.782,,03/4,0.569,Comedy
188109,empty_field,Other People's Kids,1bAZV1EBTRi9t1cVg75i8t,38,0.813,0.545,497973,0.96,,C#,0.885,-4.965,Minor,0.918,139.282,05/4,0.263,Comedy
69672,Kyle Cease,The News Is Planning To Kill You,34JRUZIuDLn2cL8sOqrFtK,13,0.762,0.599,151080,0.92,,F,0.876,-4.055,Minor,0.739,87.425,03/4,0.557,Comedy
86461,empty_field,"Lindsay, the President, and the Army",5l3n3nqDpxx5SFNYZf7eG6,22,0.765,0.602,,0.689,,A#,0.73,-6.664,Major,0.929,91.836,04/4,0.582,Comedy
32039,Patton Oswalt,Creative Racism,0iOdaj2vKjANrveYhFUPD4,11,0.76,0.544,104080,0.5,,C#,0.735,-11.789,Minor,0.945,65.443,03/4,0.675,Comedy
125393,Jeff Dunham,Canine Companions,4QeoDcR16IHpmmgFGQDrCp,29,0.8,0.578,651627,0.798,,G#,0.924,-15.37,Major,0.934,125.95,03/4,0.186,Comedy
212093,Alonzo Bodden,Pakistani Bike Baby,1fJL0EgvPrLIltnF0d3CbR,15,0.922,0.629,215973,0.517,,C,0.218,-10.407,Minor,0.96,169.795,03/4,0.495,Comedy
24589,empty_field,Fun Family,0T54HCPrirVSYfgit3Ug2L,43,0.842,0.516,150107,0.865,0.000154,D,0.575,-10.777,Major,0.932,89.484,03/4,0.192,Comedy
45576,Eugene Mirman,Hello And Several Jokes On Topics Ranging From Elevators To Goofing Around On A Whale Watch,4phAi8DUyHHLRP3VRW8JQQ,32,0.79,0.558,,0.381,,C#,0.752,-16.52,Major,0.946,73.315,03/4,0.42,Comedy
66338,Kyle Kinane,This Track is Not Called Something 2 Dance 2,3Gg1GRIvP09nsMY82At99a,36,0.728,0.58,579925,0.807,,F#,0.873,-5.733,Minor,0.939,82.711,04/4,0.443,Comedy
69098,Larry The Cable Guy,The Right To Bare Arms / Family In Sanford,2PZaBRrWBhFUij7tvGzZgN,26,0.882,0.637,504493,0.536,,B,0.976,-11.975,Major,0.899,114.886,03/4,0.289,Comedy
175519,empty_field,Talk to the Animals,5azJUob8ahbXB3M9YFwTpd,13,0.944,0.515,153093,0.693,,E,0.412,-12.659,Major,0.961,165.844,04/4,0.195,Comedy
133889,empty_field,Titties & Beer - Live,2AkbpHqE8STBmNDekA4Uxa,38,0.924,0.388,,0.494,,E,0.843,-11.552,Major,0.136,152.245,05/4,0.632,Comedy
159364,empty_field,Wedding Cake,46LI9mnlQ8fJHH47ioBubg,19,0.792,0.589,359360,0.657,,A,0.378,-15.692,Major,0.912,137.748,03/4,0.435,Comedy
68889,empty_field,El Chacal,1qkAVlXyGe798NWgVuYea7,30,0.908,0.612,,0.412,,C#,0.797,-12.87,Minor,0.949,141.921,05/4,0.531,Comedy
210558,Demetri Martin,"Senses, Halloween",47eTImOdtmthXkvWiQO1PE,35,0.893,0.406,,0.892,0.00000921,F#,0.743,-10.141,Major,0.949,43.359,04/4,0.335,Comedy
217571,empty_field,S.I.N.G.L.E.,6uzfO4Nl3imrQEEbUN8kBY,21,0.755,0.535,,0.785,,F#,0.977,-9.925,Major,0.954,85.256,01/4,0.115,Comedy
83453,empty_field,Food from Heaven,3vYQTgxQWWM4VIDHi7qhQ5,12,0.888,0.644,82307,0.412,,F#,0.954,-17.949,Minor,0.941,73.441,05/4,0.484,Comedy
35448,Bill Hicks,Childbirth is Not a Miracle,6lzLjIOyWTyTJvk0jraYee,13,0.947,0.608,132058,0.369,,D,0.877,-13.224,Major,0.878,,04/4,0.456,Comedy
105858,empty_field,Equal Pay,6RXkmgoSfHxJ7EVQ0LHLsv,29,0.705,0.587,110333,0.721,,F#,0.673,-11.062,Minor,0.942,101.348,04/4,0.12,Comedy
57690,empty_field,Sex on Trial,3iDEpvKi4vTUwNGLyZoKjD,17,0.756,0.546,,0.522,,B,0.738,-18.493,Major,0.943,,05/4,0.371,Comedy
60148,empty_field,The Man with One Red Shoe,3dHzaEV80wc0b6c6WDX7Hh,17,0.838,0.515,249243,0.538,,C#,0.959,-17.72,Major,0.867,102.239,03/4,0.583,Comedy
150090,empty_field,Shark Frenzy,7MbDIe9Vwex6RQjtnAJTWw,32,0.829,0.658,191480,0.88,,F#,0.749,-7.941,Major,0.928,122.053,04/4,0.499,Comedy
187210,empty_field,Play Your Cards Wrong - Live,08aOCFquXzFdiwKQ5uOAh5,20,0.842,0.516,,0.375,,G,0.134,-11.118,Major,0.0352,145.964,04/4,0.803,Comedy
125501,empty_field,Home School,2tUBqZG2AbRi7Q0BIrVrEj,17,0.852,0.632,,0.21,,F#,0.753,-24.153,Major,0.938,,05/4,0.423,Comedy
154732,empty_field,Extremely Extreme,20DnfZyOMP1M3HQAxUqWsj,29,0.826,0.565,,0.684,,A#,0.696,-7.996,Minor,0.927,76.325,03/4,0.566,Comedy
24625,empty_field,"Buddhism, Feminism, And Math",6DlxKKGouSnE2N6tYqJz9W,19,0.86,0.577,204907,0.868,,D,0.752,-10.231,Major,0.878,121.188,03/4,0.345,Comedy
54936,Patton Oswalt,Creative Depression,5GeoH7SNAXjROFwmNVFhPO,33,0.901,0.615,398557,0.813,,A#,0.762,-7.741,Major,0.933,107.72,03/4,0.181,Comedy
211683,empty_field,Hipsters,7tgEm1rQTA603HnZYRDgKL,26,0.816,0.628,,0.402,,D,0.749,-16.951,Minor,0.922,71.061,03/4,0.658,Comedy
103685,empty_field,Laura & Barbara Bush,7nvPBAS6golNB0yewmAUsB,18,0.856,0.407,196773,0.969,0.00205,F#,0.696,-11.769,Major,0.748,75.368,04/4,0.0306,Comedy
22735,empty_field,What Sex Is That Thing?,0Zo1IjeFf5xSRqXE4xFcJE,21,0.833,0.488,88533,0.954,,G#,0.851,-11.292,Minor,0.928,,05/4,0.0766,Comedy
134350,empty_field,Chimp Fear,6FJWCQkxU5cMYO5eUVcCUu,13,0.694,0.601,202600,0.938,,D,0.456,-5.234,Major,0.923,,04/4,0.533,Comedy
112880,empty_field,In the Streets,0aPZbnkMoWJaJ5CNVLCj8S,31,0.903,0.453,190598,0.768,0.00000542,F,0.763,-10.933,Minor,0.956,65.325,04/4,0.236,Comedy
33095,Wyatt Cenac,Dumb Thoughts,67mxBlnkGnmVHc0YkDU1zw,41,0.825,0.433,502320,0.958,,C#,0.695,-5.769,Minor,0.95,69.839,03/4,0.199,Comedy
127508,empty_field,European Adventure,5KY6d5iKuC5UL9ViY1L6OU,16,0.802,0.581,287360,0.642,,C#,0.864,-12.982,Minor,0.961,,05/4,0.214,Comedy
23246,empty_field,Candy Bars,1MAm4ag10SAkMlfDfaAzk4,46,0.744,0.547,124907,0.878,,B,0.917,-10.684,Major,0.916,111.661,03/4,0.305,Comedy
173260,Doug Stanhope,Suicidal Species,4Qw41GUmS4rF7GR3am9Rt6,20,0.72,0.641,144933,0.527,,A#,0.914,-7.488,Minor,0.944,160.47,01/4,0.836,Comedy
131731,empty_field,Piss the Pants Monster,4siFdX3QLfjtzg1HHgCPW7,11,0.558,0.623,294706,0.535,,C#,0.898,-10.809,Major,0.918,114.865,04/4,0.381,Comedy
177279,empty_field,"Pink Island, Necrophiliac, and Mushrooms",2Rc5i1prwcSG7XV844zrWx,15,0.824,0.603,56973,0.864,,E,0.639,-5.237,Major,0.92,148.836,04/4,0.322,Comedy
194074,empty_field,Deer Hunting,5ZjoBQz36ZfeX7anX28XW7,29,0.702,0.525,,0.683,,C#,0.924,-12.548,Major,0.927,91.543,04/4,0.239,Comedy
162552,empty_field,Languages,113KKjCvrHlwfEuTd6RdHE,26,0.882,0.607,145320,0.74,,D,0.821,-10.873,Major,0.913,124.687,04/4,0.4,Comedy
136670,empty_field,Married Couples,2nXb9T60PmVud5z1jYd38Z,24,0.71,0.519,67373,0.764,,A#,0.654,-15.817,Major,0.903,131.685,03/4,0.0363,Comedy
143582,empty_field,The Xanax Story,2L5Jc6Yuw5GoKd67cIbIlg,45,0.703,0.517,550400,0.857,,E,0.438,-6.882,Minor,0.947,,03/4,0.316,Comedy
136226,empty_field,"Hey, Wait A Minute",0Z5oEza6OKWhXJBVnlCWzl,11,0.844,0.494,145373,0.531,0.000987,D#,0.864,-13.715,Major,0.621,92.276,04/4,0.0894,Comedy
165649,empty_field,Dude With A Sword,2Bc7hzJcTjSQ7Ns4n8qobW,11,0.804,0.414,196693,0.973,,A,0.829,-4.426,Major,0.819,82.248,03/4,0.557,Comedy
84914,Ralphie May,Mormons & Jehovah's Witness,7elvVSpLm4Wjq0mZQ3CLym,17,0.865,0.615,,0.533,,A#,0.899,-14.233,Major,0.897,,01/4,0.607,Comedy
80757,empty_field,El Perro Bermúdez,5wugRpu6UTWbRUNk3lTb1T,22,0.827,0.534,224929,0.538,,B,0.422,-13.1,Minor,0.909,75.929,03/4,0.6,Comedy
23905,empty_field,Walrus,0c0Z5agmnSibjIWjdZV6R1,24,0.71,0.48,134933,0.918,,D,0.914,-4.706,Minor,0.73,76.477,04/4,0.511,Comedy
200988,empty_field,Alien Abduction,1NbRWGX7hybvzBU1Y5ysVa,12,0.768,0.685,115307,0.423,,C,0.738,-15.326,Major,0.914,,03/4,0.432,Comedy
23251,John Heffron,Braces and Headgear,0VZFUulbRB0RGBgW2z9PDp,17,0.719,0.527,182933,0.668,,C#,0.899,-8.901,Minor,0.947,,03/4,0.326,Comedy
55251,empty_field,"Atlanta, GA",5Tid2Xf8oFUtJeZBSNXBBe,10,0.979,0.568,142587,0.663,0.000134,E,0.658,-12.513,Minor,0.906,85.444,03/4,0.44,Comedy
159743,empty_field,Exhibit A,5jBnOelpuWcJ7OTxM65ZEM,14,0.865,0.562,289973,0.497,0.0000029,F#,0.72,-11.046,Major,0.956,,04/4,0.445,Comedy
96003,empty_field,Tiger Woods,3bPlMzfHJMYqdAC80NLPTb,29,0.711,0.537,340107,0.673,,F#,0.604,-9.602,Major,0.955,55.144,04/4,0.367,Comedy
70510,empty_field,Future Pope,00sydAz6PeOxYzwG1dRIPi,30,0.868,0.539,,0.531,0.00000325,F,0.71,-18.946,Minor,0.915,,01/4,0.452,Comedy
210254,empty_field,Charlie Freak,1mggAh6xgnKUT6ukw3AU9A,31,0.688,0.633,164853,0.537,,E,0.287,-12.827,Minor,0.0306,131.639,04/4,0.736,Blues
181782,empty_field,Next To Me,4dz2HlGbb3owfHRi7EWR01,19,0.237,0.653,301627,0.617,0.164,D,0.103,-6.117,Major,0.0402,185.644,04/4,0.696,Blues
28733,empty_field,Please Don't,6KDABpl64wpfl2Tygeim2l,39,0.00000142,0.319,252693,0.866,0.756,D,0.155,-4.722,Minor,0.0359,109.626,04/4,0.554,Blues
91922,Phish,Tweezer - Reprise,6ICO15x60YUecFTl6BfaCk,31,0.321,0.27,159733,0.928,0.691,G,0.193,-7.832,Major,0.0451,188.518,04/4,0.562,Blues
162499,empty_field,Los Angeles,392COIitLMUIOwLDEq7Yh7,44,0.0871,0.608,144821,0.791,0.00000181,G,0.0868,-5.441,Major,0.0306,92.743,04/4,0.722,Blues
47781,Robert Plant,What Is and What Should Never Be,2j5AMkbTet4BvTWhKrPOta,25,0.0975,0.29,326787,0.904,0.229,A,0.828,-5.157,Major,0.249,,04/4,0.346,Blues
208547,empty_field,Fairweather Friends,5pQMeUIDHp7ioCgDK9PyAt,45,0.0115,0.189,223387,0.8,0.000108,B,0.852,-3.818,Minor,0.0931,,04/4,0.322,Blues
102798,empty_field,Freedom - TROY NōKA Remix,6xUqRrKXyw3GIPnRHzXk0o,37,0.0083,0.561,232907,0.884,,D,0.351,-5.31,Major,0.151,154.157,04/4,0.331,Blues
48144,empty_field,So Beautiful,6OfDNbhNDDBi1t6VIrsMua,,0.0632,0.559,,0.67,,B,0.124,-4.668,Minor,0.0482,123.741,04/4,0.587,Blues
63078,empty_field,Come with me now,15BlympuVSfZFROojEMY2M,37,0.102,0.661,211626,0.729,0.0000204,A#,0.0578,-5.561,Minor,0.0486,103.971,04/4,0.719,Blues
185338,empty_field,The Chokin' Kind,45RrFn6tVyVfVZtupoVEDG,27,0.496,0.69,,0.506,0.00304,G#,0.0883,-12.531,Major,0.0556,98.781,04/4,0.848,Blues
88789,empty_field,Rockin' All Over The World,09QyGlxA0Ja6D1dGIjl55c,44,0.129,0.617,217453,0.962,0.00171,C,0.511,-5.314,Major,0.0449,131.434,04/4,0.968,Blues
104321,empty_field,I Don't Get By,231lcr4D706utKev04nqL5,29,0.304,0.553,,0.797,0.117,C,0.237,-4.977,Major,0.032,80.009,04/4,0.759,Blues
137613,empty_field,Steamer Lane Breakdown,1P87E4P0fbh5uKoLNWCkV2,31,0.0538,0.569,205893,0.792,0.769,G,0.0833,-14.294,Major,0.0307,121.954,04/4,0.925,Blues
213233,empty_field,Come a Little Closer - Unpeeled,0MpSj2qDLCP5C2ZUHi53aT,40,0.0353,0.297,,0.801,0.0000019,C#,0.961,-5.357,Minor,0.059,153.826,04/4,0.358,Blues
194450,empty_field,Sleep,6s56ddRP5sXSSCGh37oB6l,26,0.9,0.628,,0.237,0.00936,C,0.131,-14.848,Major,0.0391,,04/4,0.315,Blues
155817,Gary Clark Jr.,I Got My Eyes on You (Locked & Loaded),1lC6WJxyW5pH18gZGKU9QJ,43,0.129,0.545,311053,0.592,0.00000362,D#,0.0639,-4.582,Minor,0.0648,139.516,04/4,0.347,Blues
72412,empty_field,C'mon C'mon,5IVHpWPnvFokx0zDJC8yhf,49,0.0787,0.491,133547,0.966,,F,0.281,-3.896,Major,0.133,,04/4,0.48,Blues
84623,empty_field,Is You Is Or Is You Ain't (My Baby),0gONO4K0PVRlBy8WJDGAUs,30,0.346,0.731,198173,0.272,,A#,0.136,-14.853,Minor,0.0728,117.451,04/4,0.584,Blues
104083,empty_field,Victims Of Comfort,1NghHeg0wE32eBYrQBVQXL,26,0.842,0.597,,0.255,,D,0.105,-12.595,Major,0.0466,115.077,05/4,0.375,Blues
166875,empty_field,Segue 2 – Live at Spotify NYC,4WCHpSArnEJrCTOd2HeDxn,27,0.835,0.514,,0.477,,A,0.694,-18.286,Major,0.884,89.257,01/4,0.43,Blues
101140,ZZ Top,Blue Jean Blues,0BP2RFjKRSmNtkJW3f1nhR,29,0.115,0.473,339600,0.454,0.0129,A,0.0836,-8.505,Minor,0.0436,126.91,03/4,0.499,Blues
129495,Benjamin Booker,I Thought I Heard You Screaming,3QuTLjEgI5v5gL7VxoE05e,27,0.92,0.543,,0.0782,0.0000239,D,0.1,-15.757,Major,0.0322,98.469,04/4,0.282,Blues
20146,empty_field,The Poet and the Painter,5JU7FgGJqgGPUaJA2nhZvm,35,0.00293,0.316,,0.601,0.0102,F,0.189,-9.278,Major,0.0483,172.035,04/4,0.51,Blues
139530,empty_field,Tired of Being Alone,43mAbdlwkCFKSFF0pvbz4s,65,0.339,0.772,172320,0.397,0.00541,G,0.0753,-8.585,Major,0.0391,97.964,04/4,0.617,Blues
86273,Phish,Rift,40iqc94M52SdqnifRSqRWh,32,0.304,0.403,,0.838,0.0125,C,0.622,-9.686,Major,0.0473,151.37,04/4,0.578,Blues
195077,empty_field,You're Pretty Good Looking (For a Girl),3hfh3VfPtFVtB9KnuNtJXo,37,0.696,0.484,109720,0.852,0.0000174,B,0.0724,-5.66,Major,0.0524,117.018,04/4,0.876,Blues
127200,empty_field,Sleep Song - Late Show - Live,0Dq9mVpQjKXWWARmfNFtt4,,0.82,0.535,362930,0.229,0.101,E,0.682,-16.685,Major,0.103,109.006,04/4,0.353,Blues
34988,empty_field,Lights Down Low,3jyQkNxhXQURUkCCjQml0P,38,0.872,0.635,140160,0.335,0.602,F#,0.181,-14.186,Minor,0.0831,171.766,04/4,0.556,Blues
171992,empty_field,What They Say,0IqJyZCHwfjHNYmxn6mQKl,37,0.688,0.566,166240,0.57,0.00000173,D,0.0943,-6.42,Major,0.0329,83.403,04/4,0.96,Blues
127260,The Heavy,What Makes A Good Man?,2xJMyY73iOeQVUDj5gJX3c,54,0.000259,0.456,,0.803,0.000368,D,0.291,-4.265,Major,0.0786,186.15,04/4,0.333,Blues
128517,empty_field,Abulia and Akrasia,2oD8x1fEyuglgsbytkBhWI,28,0.746,0.419,,0.401,0.0617,C,0.26,-9.311,Minor,0.0363,,04/4,0.417,Blues
28359,empty_field,Wherever I Lay My Bone,21Ft8ME799DMZjxNwmui6Z,20,0.0829,0.929,260173,0.311,0.00000328,B,0.0556,-14.4,Minor,0.197,,04/4,0.773,Blues
22978,empty_field,Burnin' Sky - 2017 Remaster,4UoB59D0giPmZaPlGQVYpw,37,0.308,0.436,,0.532,0.00395,C,0.208,-10.766,Major,0.0476,190.113,04/4,0.845,Blues
67827,empty_field,Bug,0wORsYmBuE9hMmxY0NXEei,34,0.215,0.454,306427,0.464,0.0316,C,0.114,-8.907,Major,0.0255,77.39,04/4,0.573,Blues
181891,empty_field,Tide Turns,2XcG1nMjOCvyVTqx7zw5NA,36,0.0105,0.656,261387,0.64,0.0000969,C,0.105,-7.194,Major,0.0288,92.069,04/4,0.535,Blues
158336,empty_field,Bodhisattva,0q7WoAuExuuPftDuxDJ5iK,44,0.128,0.54,318360,0.772,0.00589,C,0.0753,-11.172,Major,0.0455,109.802,04/4,0.811,Blues
160876,empty_field,Janitor,66olzBxCgKlpFRB1LKH5pO,31,0.167,0.453,,0.459,0.00405,E,0.113,-9.33,Major,0.0295,103.221,04/4,0.188,Blues
38522,empty_field,I Love You More Than You'll Ever Know,3OVLPcUPS0HbMeAeMP0jZ4,21,0.211,0.4,634480,0.345,0.000997,C,0.144,-6.627,Minor,0.0305,97.467,03/4,0.112,Blues
113721,MC5,Kick out the Jams,0iOZM63lendWRTTeKhZBSC,39,0.0565,0.329,181760,0.806,0.21,C#,0.355,-11.925,Major,0.0596,142.625,04/4,0.619,Blues
195515,empty_field,You Can't Always Get What You Want,45iMwUi9OBJlEIsTJ4AStR,28,0.151,0.594,280827,0.641,0.000478,A,0.0477,-11.022,Major,0.137,91.645,04/4,0.503,Blues
177411,empty_field,Willie and Laura Mae Jones,3JyDlAIvSTxK37tpgWRKTD,28,0.615,0.615,,0.525,,A#,0.491,-12.729,Minor,0.196,83.687,04/4,0.767,Blues
31564,Santana,Marathon,6OrQTgcKRfADbOm8xQmS1H,27,0.452,0.369,369920,0.371,0.0000365,C#,0.0785,-7.692,Major,0.0271,132.241,03/4,0.0677,Blues
99275,Albert King,Born Under A Bad Sign,0zhtTDPiMU1s0DZJNRlDXw,23,0.0469,0.34,,0.763,0.00427,F#,0.104,-4.091,Major,0.0349,186.23,04/4,0.797,Blues
185406,Fantastic Negrito,Lost in a Crowd,5fyAyaATYirkgFxYx3E0LL,29,0.156,0.533,300211,0.501,0.000134,B,0.229,-6.936,Minor,0.0476,169.484,03/4,0.355,Blues
185040,empty_field,Ride a White Swan - 2016 Remaster,5w8RYioPTG1IARJ35ka1MM,28,0.716,0.315,133800,0.496,0.0468,C#,0.0871,-8.326,Major,0.0323,,04/4,0.812,Blues
109264,Steppenwolf,The Pusher,2RLTFQvRCMnP0L0yvnZA8p,51,0.222,0.474,352907,0.382,0.0195,C,0.149,-13.291,Major,0.0252,,04/4,0.69,Blues
190473,empty_field,Endless Parade,6ICHw8oreNfa8PdyUDKaDQ,34,0.196,0.559,,0.66,0.00126,C,0.283,-8.291,Minor,0.0343,151.682,04/4,0.557,Blues
195056,empty_field,Om Sweet Om,6cMi5pgJ5q4KjZTSESRAef,30,0.388,0.77,215493,0.565,0.000179,C,0.0846,-7.185,Major,0.0333,,04/4,0.266,Blues
100645,empty_field,Worried Down With The Blues,4uQ7wYsuL0DryknoDc11Hk,26,0.0586,0.481,523960,0.539,0.0564,F,0.102,-6.666,Major,0.0364,139.733,03/4,0.542,Blues
129326,empty_field,All For Us,6jWFsJT5IYVKCJEQ55L29W,35,0.323,0.613,215107,0.385,0.00328,G#,0.0645,-11.863,Major,0.0561,169.888,04/4,0.688,Blues
140879,empty_field,Wish You Were Here,1883mCuSqnfnrWoq8i3myH,34,0.907,0.655,,0.446,0.401,C,0.18,-14.248,Major,0.0261,,04/4,0.48,Blues
