Selected,genre,instance_id,track_name,artist_name,NLRNG (Alternative),NLRNG (Blues),NLRNG (Classical),NLRNG (Comedy),NLRNG (Folk),NLRNG (Hip-Hop),NLRNG (Jazz),NLRNG (Opera),NLRNG (Pop),NLRNG (R&B)
No,Blues,1270.0,Heat Of The Sun,Kenny Wayne Shepherd,0.00710101,0.895724,0.0146733,0.0186806,0.0135994,0.000784105,0.0434799,0.00212559,0.000669283,0.0031631
No,Hip-Hop,1271.0,Too Bad,IshDARR,0.106751,0.00722028,0.00303451,0.00161888,0.0152207,0.536826,0.0191954,0.0011937,0.0522126,0.256727
No,R&B,1272.0,Complain - Remix,Garnett Silk,0.149925,0.0753595,0.0100542,0.0102522,0.115494,0.0381812,0.24699,0.0034094,0.00664761,0.343687
No,Pop,1273.0,SKELETONS,Travis Scott,0.0261089,0.00541313,0.00110855,0.00058235,0.0259288,0.065989,0.00222818,0.000601762,0.823429,0.0486103
No,Pop,1274.0,Alarm - Marshmello Remix,empty_field,0.0735437,0.00692351,0.00181638,0.00112062,0.0243997,0.140164,0.00650578,0.00104123,0.6528,0.0916855
No,Pop,1275.0,Who Hurt You?,empty_field,0.0240793,0.00559062,0.00064989,0.000976628,0.0319784,0.140703,0.00423793,0.000809831,0.663995,0.126979
No,Blues,1276.0,Buzzkill(er),The Dead Weather,0.012841,0.876392,0.0221133,0.00834183,0.0217147,0.00218716,0.0490321,0.00134528,0.00124479,0.00478754
No,R&B,1277.0,Call You Mine (feat. Geologic Of The Blue Scholars),Jeff Bernat,0.172153,0.0197128,0.00273252,0.00279846,0.0849314,0.141487,0.0475027,0.00204847,0.128443,0.398191
No,Folk,1278.0,Tougher Than The Rest - Recorded At Sound Stage Studios Nashville,Midland,0.231083,0.0639633,0.00883781,0.00236025,0.54095,0.00935134,0.0539425,0.00174499,0.0224562,0.0653106
No,Pop,1279.0,Suddenly I See,empty_field,0.0249213,0.00663376,0.000856151,0.000675344,0.0380991,0.0508771,0.0025484,0.00067492,0.824257,0.0504567
No,Blues,1280.0,Fatman,G. Love & Special Sauce,0.0219227,0.590608,0.0264909,0.245837,0.0263428,0.00667029,0.0595578,0.00617588,0.00471636,0.0116789
No,Folk,1281.0,Your Silent Face - 2015 Remastered Version,New Order,0.201417,0.145619,0.0224496,0.00432059,0.42744,0.00945585,0.110244,0.00298625,0.0134967,0.0625709
No,Hip-Hop,1282.0,I Could Never,Drakeo the Ruler,0.0642766,0.00518498,0.00136194,0.00210005,0.0130297,0.543573,0.0392952,0.00123967,0.0270292,0.302909
No,Hip-Hop,1283.0,Dreamcatcher (feat. Swae Lee & Travis Scott),Metro Boomin,0.024848,0.00293374,0.000578275,0.000989204,0.00940734,0.449207,0.00632755,0.00078595,0.37562,0.129302
No,Folk,1284.0,Midnight Rider,Sharon Jones & The Dap-Kings,0.207465,0.185647,0.0170844,0.00519362,0.380764,0.0158274,0.102266,0.00243078,0.0122341,0.0710875
No,Hip-Hop,1285.0,Déjame,empty_field,0.154262,0.00892768,0.00244353,0.00206906,0.0255868,0.403547,0.0379438,0.00143977,0.060807,0.302973
No,Pop,1286.0,When I'm Gone,empty_field,0.0755078,0.0133075,0.0025028,0.00188104,0.0564424,0.196087,0.0131762,0.001665,0.471762,0.167668
No,Hip-Hop,1287.0,Battas,Mazde,0.112839,0.00789405,0.00209613,0.00218065,0.028846,0.374114,0.0363417,0.00164072,0.111796,0.322251
No,Blues,1288.0,Groove Again,Katchafire,0.0103727,0.747223,0.0107849,0.015063,0.0271155,0.00204564,0.176479,0.00213518,0.000689138,0.00809235
No,Classical,1289.0,Rodeo: V. Hoe Down,empty_field,0.00136099,0.00546254,0.897337,0.000870103,0.00479468,0.000768314,0.0215778,0.0650877,0.00149175,0.00124915
No,Blues,1290.0,"Ulaalaaehh (Remix) [feat. Baby Rasta, Alexio & Lyan]",empty_field,0.0162469,0.808864,0.0178429,0.02699,0.0264505,0.00281358,0.0839836,0.00290733,0.00169905,0.0122021
No,Folk,1291.0,I'm A Man,Bo Diddley,0.0605223,0.254777,0.0153873,0.0049668,0.465306,0.00845269,0.126467,0.00356555,0.0183483,0.042208
No,Jazz,1292.0,Since I Lost My Baby,Luther Vandross,0.0686501,0.157831,0.0276334,0.011436,0.126929,0.0148978,0.351103,0.0059831,0.00337268,0.232164
No,Blues,1293.0,Open All Night,The Urge,0.00516305,0.91851,0.00801312,0.0201257,0.0109345,0.000571833,0.0323526,0.00149426,0.000420038,0.00241491
No,Pop,1294.0,Let’s Call It Off (feat. Peter Bjorn and John),Drake,0.0379417,0.00581899,0.00109938,0.000876809,0.0266171,0.0935922,0.00426182,0.000813137,0.760329,0.0686495
No,Blues,1295.0,Wicked Annabella,Dave Davies,0.0044822,0.923247,0.0084674,0.0182067,0.0111298,0.000556951,0.0298878,0.00156327,0.000429775,0.00202941
No,Opera,1296.0,"La traviata, Act II: Ne rispondi d'un padre all'affetto? No, non udrai rimproveri",Giuseppe Verdi,0.000624211,0.00257258,0.0404766,0.00155084,0.000633286,0.000532353,0.00099512,0.951322,0.00042916,0.000863772
No,Blues,1297.0,Hallelujah I Love Her So,Ray Charles,0.0277695,0.473818,0.0230048,0.0197554,0.0606209,0.0108552,0.340596,0.00451008,0.00297052,0.0361001
No,Folk,1298.0,Sea Of Love,Langhorne Slim,0.0796704,0.0298984,0.00456675,0.00171732,0.528156,0.0104717,0.041019,0.00195977,0.215977,0.0865632
No,Blues,1299.0,Gal a Weh Do You,Vybz Kartel,0.081804,0.360754,0.0239204,0.0135603,0.0785877,0.0324989,0.310344,0.00372431,0.00778023,0.0870267
No,Blues,1300.0,Seconds feat. Joe Duckie & DJ Fitchie,Fat Freddy's Drop,0.0126221,0.466108,0.024927,0.00624676,0.0471552,0.00341125,0.418531,0.00303021,0.00109912,0.0168689
No,Blues,1301.0,It Aint Cheatin Til U Get Caught,T.K. Soul,0.00635869,0.891484,0.00996294,0.0263104,0.0148481,0.000916681,0.0432997,0.00205161,0.000622624,0.00414558
No,Hip-Hop,1302.0,WHOLE lotta GUAP,Lil Yachty,0.0394421,0.00194112,0.00107545,0.00110132,0.00288281,0.799231,0.0162526,0.000734935,0.0544513,0.0828876
No,Comedy,1303.0,Sweet Tea,Hal Sparks,0.00085667,0.00211641,0.000541432,0.991854,0.00065096,0.000674678,0.00118039,0.000729317,0.00045883,0.000937248
No,Pop,1304.0,Hurting,SG Lewis,0.0629747,0.0054166,0.00101626,0.0013431,0.0239512,0.201658,0.00882066,0.0010722,0.488755,0.204992
No,Pop,1305.0,Yacht Club (feat. Juice WRLD),Lil Yachty,0.0230823,0.00214761,0.000548618,0.000787567,0.00640712,0.314648,0.00520221,0.000689764,0.566732,0.0797549
No,Classical,1306.0,Symphony No.5 In C Sharp Minor: 2. Stürmisch bewegt. Mit größter Vehemenz - Bedeutend langsamer - Tempo I subito,Gustav Mahler,0.00093738,0.0029626,0.92353,0.000462663,0.00491702,0.000512289,0.0231737,0.0411907,0.00150381,0.000810021
No,Blues,1307.0,This Ol' Cowboy,The Marshall Tucker Band,0.100302,0.380012,0.0194404,0.0141294,0.357031,0.00383497,0.0843839,0.00362587,0.00578465,0.0314559
No,Classical,1308.0,"Violin Concerto No. 1 in G Minor, Op. 26: 1. Vorspiel (Allegro moderato)",empty_field,0.00145282,0.0050737,0.882216,0.00081825,0.0066584,0.000792815,0.0294117,0.070212,0.00199037,0.00137378
No,Hip-Hop,1309.0,Freak Hoe,Future,0.100548,0.00364756,0.00131229,0.00135544,0.0099256,0.525865,0.0187048,0.000988062,0.100416,0.237237
No,Jazz,1310.0,How High,Kneebody,0.0132921,0.165007,0.142457,0.0053521,0.0451885,0.00431178,0.587015,0.0184441,0.00271257,0.0162196
No,R&B,1311.0,Rise,Ollie,0.157585,0.0384174,0.00778135,0.00472235,0.147475,0.0840068,0.0901855,0.00307545,0.0341903,0.432561
No,R&B,1312.0,Problems In Us,Col3trane,0.12119,0.00994491,0.00168471,0.00216263,0.0447529,0.100146,0.0550037,0.00124539,0.0116059,0.652263
No,R&B,1313.0,It's been a while,Loco,0.1135,0.0138773,0.00196539,0.00245125,0.0675718,0.132625,0.0199637,0.00164943,0.113982,0.532414
No,Blues,1314.0,Chech to Check,empty_field,0.0305696,0.44604,0.0166412,0.00844653,0.0485374,0.00755076,0.409088,0.00225312,0.0018669,0.0290067
No,Opera,1315.0,Hänsel und Gretel: Abendsegen (Arr. Joseph Twist),Engelbert Humperdinck,0.000792136,0.00230244,0.0583392,0.00144275,0.00123846,0.000631222,0.00197117,0.931341,0.000849436,0.00109241
No,Alternative,1316.0,Blood,Breaking Benjamin,0.645078,0.0216353,0.0106812,0.00107121,0.0736158,0.0433909,0.00840615,0.00107999,0.136458,0.0585832
No,R&B,1317.0,Lucy The Tease,Allan Rayman,0.167731,0.00617834,0.00189827,0.00191682,0.0154796,0.357981,0.0324071,0.00128779,0.0441367,0.370983
No,Folk,1318.0,Good Will Come to You,Fruit Bats,0.162621,0.137166,0.0115846,0.00606363,0.515165,0.00671038,0.0910551,0.00267859,0.00962172,0.0573337
No,R&B,1319.0,Make You Fall In Love,Hue,0.108534,0.00482267,0.00111318,0.00131114,0.0232525,0.0680026,0.0189718,0.000674467,0.00704921,0.766268
No,Opera,1320.0,Catalani: La Wally: Entro la folla che intorno s'aggira - Act Two,Renata Tebaldi,0.00249729,0.00630753,0.0776657,0.0115489,0.00183963,0.00205395,0.00382979,0.890142,0.00138476,0.00273004
No,Comedy,1321.0,Gay People,Joe Rogan,0.0114264,0.00876499,0.00303933,0.928592,0.00532145,0.0112792,0.0109101,0.00263616,0.00618076,0.0118491
No,Pop,1322.0,Come Out And Play (Keep ‘Em Separated),The Offspring,0.0823268,0.013427,0.00303951,0.00127365,0.0519078,0.111313,0.0061661,0.00121474,0.613183,0.116148
No,Comedy,1323.0,Stuff About Rap and Some Other Things,Hannibal Buress,0.000903038,0.0021896,0.000563147,0.99147,0.000681328,0.000713607,0.00125051,0.000751317,0.000483973,0.000993605
No,Jazz,1324.0,O Little Town Of Bethlehem,Nat King Cole,0.0112216,0.0785721,0.250224,0.00506306,0.0693375,0.00351345,0.44527,0.11676,0.00779083,0.0122476
No,Blues,1325.0,Sinfonico Presenta: Me Compre Un Full - Las Ovejas Negras Remix,Brray,0.0130282,0.754055,0.0200502,0.117141,0.0222406,0.00212042,0.056875,0.00503521,0.00146927,0.00798466
No,Alternative,1326.0,Girlfriend,Matthew Sweet,0.488239,0.0572722,0.0154845,0.00166099,0.316899,0.0118384,0.0314598,0.00135489,0.0218396,0.0539515
No,Blues,1327.0,Santa Claus Is Coming To Town - Stereo,The Supremes,0.00703468,0.897979,0.0108815,0.0166631,0.0173665,0.000929787,0.0429618,0.00178214,0.000781519,0.00362008
No,Classical,1328.0,Danzon No.2,Arturo Márquez,0.00144984,0.00504684,0.886857,0.000748507,0.0071365,0.000770839,0.0363451,0.0583876,0.0019328,0.00132512
No,Alternative,1329.0,"Father, Father",empty_field,0.43128,0.0795968,0.0240866,0.00290244,0.200771,0.0349067,0.0669128,0.00177987,0.0166229,0.141141
No,Opera,1330.0,"L'Arlésienne, Suite No. 1, WD 40: I. Prélude",Georges Bizet,0.0016238,0.00418474,0.144853,0.00187529,0.00408808,0.00112338,0.00736946,0.830885,0.00197005,0.0020272
No,Opera,1331.0,"Le triomphe de l'amour, LWV 59: Air d'Apollon",Jean-Baptiste Lully,0.000999497,0.0035573,0.059423,0.00186203,0.00138614,0.000761867,0.00220744,0.927716,0.000763926,0.00132262
No,Alternative,1332.0,Dark Side,empty_field,0.530445,0.0381976,0.017402,0.00197225,0.144893,0.0445145,0.0298589,0.00149139,0.026174,0.165051
No,R&B,1333.0,Lens,Frank Ocean,0.0880922,0.014768,0.00176495,0.0024675,0.0853149,0.132224,0.0228992,0.00183731,0.30274,0.347891
No,Blues,1334.0,All I'm Asking,empty_field,0.0176879,0.812273,0.0142901,0.012736,0.0523825,0.00224844,0.0734741,0.00242377,0.00330501,0.00917908
No,Hip-Hop,1335.0,Deseos - Remix,empty_field,0.0291418,0.00241306,0.00069468,0.000943526,0.00616143,0.503611,0.0072196,0.000773999,0.346699,0.102343
No,Opera,1336.0,"Madama Butterfly, Act II: E Izaghi ed Izanami (Suzuki, Butterfly)",Giacomo Puccini,0.00067621,0.00243889,0.0471785,0.00143875,0.000841241,0.00056279,0.00130517,0.944063,0.000555919,0.000939979
No,Alternative,1337.0,God Of Thunder,Eagles Of Death Metal,0.662096,0.0686218,0.0320177,0.0018279,0.154389,0.00899011,0.0268353,0.0012473,0.00744565,0.0365286
No,R&B,1338.0,Sounds of Her Mind,empty_field,0.215667,0.00576397,0.0019285,0.00136333,0.0301788,0.153068,0.0254111,0.000845414,0.0232032,0.54257
No,Alternative,1339.0,Your Cover's Blown,Belle & Sebastian,0.444756,0.0909131,0.0476493,0.00366287,0.16598,0.0256749,0.0664829,0.00235577,0.013162,0.139363
No,Hip-Hop,1340.0,Z4L (with Bari & Jay2),Smino,0.0298931,0.00122997,0.000550847,0.00081954,0.0024742,0.723287,0.0114194,0.000618317,0.129909,0.0997981
No,Alternative,1341.0,War,empty_field,0.751643,0.035691,0.0175705,0.000934966,0.0913041,0.0230337,0.0120403,0.000839064,0.0253545,0.0415888
No,Hip-Hop,1342.0,Where The Hood At,DMX,0.0229403,0.00188577,0.000832909,0.000689261,0.00336972,0.733437,0.00552952,0.000586022,0.172082,0.0586474
No,Alternative,1343.0,Closer,Lemaitre,0.375215,0.0239838,0.0107671,0.00162686,0.0977934,0.0942729,0.0158703,0.00158322,0.257866,0.121021
No,Folk,1344.0,Mala Vida,empty_field,0.181138,0.171248,0.0138599,0.00532014,0.457771,0.0128127,0.0755723,0.00278083,0.0210767,0.0584199
No,Hip-Hop,1345.0,Yesterday,empty_field,0.0805465,0.00590983,0.00156837,0.00171842,0.0197954,0.433907,0.0219398,0.00113329,0.05719,0.376291
No,Hip-Hop,1346.0,Tiempo de Vernos,Maldy,0.0588172,0.00532038,0.00151523,0.00140818,0.0147391,0.403083,0.0103792,0.00116883,0.333583,0.169985
No,Jazz,1347.0,Shadow Dancing,Andy Gibb,0.101546,0.158361,0.0137521,0.00576564,0.283592,0.0141707,0.302016,0.00319103,0.00535015,0.112257
No,Blues,1348.0,Leather Jacket,empty_field,0.00457161,0.92121,0.00772268,0.0228876,0.0101963,0.000472392,0.02906,0.00153864,0.000313785,0.00202729
No,Alternative,1349.0,Use Me,The Goo Goo Dolls,0.424459,0.101654,0.0243628,0.00231416,0.288855,0.0185404,0.053825,0.0016014,0.01728,0.0671083
No,Hip-Hop,1350.0,War Child,Hollywood Undead,0.167233,0.00923209,0.00287503,0.00175527,0.02457,0.369525,0.0141362,0.00142257,0.213074,0.196176
No,R&B,1351.0,CPR,Summer Walker,0.082029,0.00583975,0.00115856,0.00185579,0.025426,0.332189,0.0203644,0.00129043,0.170855,0.358992
No,Opera,1352.0,"Manon Lescaut / Act 3: ""Presto! In fila!""",empty_field,0.000552809,0.00238082,0.0336674,0.0015003,0.000513794,0.000479714,0.000789135,0.958987,0.000356962,0.000771844
No,Hip-Hop,1353.0,Legend,G-Eazy,0.0284241,0.0023287,0.000683828,0.000907647,0.00580392,0.603558,0.00727344,0.000729658,0.241787,0.108503
No,Jazz,1354.0,Linda Guajira,Mongo Santamaria,0.0161704,0.135829,0.0194253,0.00293387,0.0627655,0.00271892,0.734194,0.00228539,0.000667191,0.0230106
No,Comedy,1355.0,Dear Daniel,empty_field,0.00202165,0.00618018,0.00170884,0.978185,0.00180317,0.0014497,0.00338418,0.00190362,0.000969041,0.00239506
No,Folk,1356.0,Closer,Nick Wilson,0.077539,0.0464976,0.00631227,0.00190821,0.714198,0.00380805,0.0670662,0.00197411,0.0252393,0.0554569
No,R&B,1357.0,Infinito,empty_field,0.314095,0.00653856,0.00188954,0.00205444,0.0239858,0.119533,0.0543914,0.0011399,0.02065,0.455722
No,Classical,1358.0,Une Barque Sur L'océan from Miroirs,André Laplante,0.00114433,0.00342616,0.920785,0.000491629,0.00661078,0.000568106,0.0294262,0.0347657,0.00178461,0.000997551
No,Jazz,1359.0,Back To You,KOLIDESCOPES,0.0993772,0.113393,0.0211302,0.00646779,0.231974,0.014024,0.319181,0.00447413,0.00768257,0.182296
No,Blues,1360.0,Steady Rocking,Alton Ellis,0.011235,0.730713,0.0165354,0.0096037,0.040412,0.00258302,0.17452,0.00262236,0.00140383,0.0103712
No,Opera,1361.0,"Requiem, K. 626. Rex Tremendae Majestatis",empty_field,0.00209633,0.00644467,0.285914,0.00228551,0.00522382,0.00141338,0.0117233,0.680095,0.00236613,0.00243796
No,Classical,1362.0,Variation XVIII,Sergei Rachmaninoff,0.000882282,0.00277521,0.925972,0.000460182,0.00438202,0.000488968,0.0206128,0.0422066,0.00145188,0.000768062
No,Opera,1363.0,"Messa di Gloria, Op.posth., Gloria: Gratias agimus tibi",Giacomo Puccini,0.000521053,0.00207609,0.0399747,0.00132377,0.000512442,0.000464514,0.000802177,0.953195,0.000387815,0.000742897
No,Classical,1364.0,The Charlatan Suite (Arr. K. Brion for Wind Band): IV. Mazurka,John Philip Sousa,0.00257545,0.0099761,0.896421,0.00109308,0.0110547,0.00111742,0.0437153,0.0292118,0.00217141,0.00266382
No,R&B,1365.0,Mi Amor Es Pobre (feat. Ken-Y & Arc Angel),Tony Dize,0.173938,0.179108,0.0213331,0.0130312,0.175964,0.0273521,0.144565,0.00452003,0.014663,0.245526
No,Blues,1366.0,Why So Much Hatred?,The Barrymores,0.00483161,0.924198,0.0075363,0.0202381,0.0102061,0.000544561,0.0285228,0.00141819,0.000375361,0.00212876
No,Blues,1367.0,Judge Not,The Interrupters,0.175565,0.411599,0.0305928,0.032034,0.107729,0.0139568,0.129957,0.00561822,0.00584761,0.0871
No,Hip-Hop,1368.0,I Hit These Licks for You Momma (feat. Yoshi Thompkins),Bass Santana,0.067307,0.0030828,0.00102728,0.00147815,0.00729753,0.535619,0.0231921,0.000939324,0.0388104,0.321247
No,Hip-Hop,1369.0,FALL BACK,Duckwrth,0.0254394,0.00102849,0.000499472,0.000683927,0.00173498,0.820672,0.0107868,0.000495671,0.0514436,0.0872151
No,Hip-Hop,1370.0,Crabs In A Bucket,Vince Staples,0.121614,0.00732684,0.00211003,0.00162495,0.0208251,0.519751,0.02392,0.00111147,0.044103,0.257614
No,Opera,1371.0,"Das Rheingold, WWV 86A, Scene 2: Was sagst du? Ha! Sinnst du Verrath?",Richard Wagner,0.000657307,0.00245518,0.0491626,0.00149222,0.000738366,0.000555852,0.00116211,0.942369,0.00050401,0.000903505
No,Classical,1372.0,"Grand Sonata in A Major, MS 3: II. Romanze",Niccolò Paganini,0.00131964,0.00436487,0.924991,0.000584666,0.00616537,0.000655209,0.02845,0.0307752,0.00145446,0.00123984
No,Jazz,1373.0,Here Comes the Sun,Imaginary Future,0.113428,0.0577249,0.00906528,0.00304898,0.297602,0.0209857,0.326434,0.00302784,0.0201085,0.148575
No,Alternative,1374.0,Who I Am,Toro y Moi,0.350054,0.0264825,0.0153448,0.00213028,0.0510358,0.0734225,0.256134,0.00158371,0.0198477,0.203965
No,R&B,1375.0,Seconds,empty_field,0.211601,0.0292454,0.00949034,0.00299578,0.0795293,0.0665196,0.259225,0.00253961,0.0152038,0.32365
No,R&B,1376.0,Y'all Want a Single,Korn,0.173843,0.0100832,0.00439247,0.00194059,0.0344677,0.0841011,0.0309981,0.00105303,0.0137475,0.645373
No,Pop,1377.0,Esta Noche,Mike Bahía,0.0160178,0.00318167,0.000541622,0.000520932,0.0132023,0.098008,0.00187905,0.000512622,0.821361,0.044775
No,Alternative,1378.0,Upside Down,empty_field,0.696368,0.0263349,0.0168401,0.000805736,0.152942,0.0192758,0.0166663,0.000769456,0.0211353,0.0488627
No,Comedy,1379.0,Last Girlfriend,Christopher Titus,0.000937996,0.00224803,0.000587164,0.991142,0.000703258,0.000747154,0.00131039,0.000774646,0.000508939,0.00104076
No,Hip-Hop,1380.0,B.L.O.W.,Tory Lanez,0.0387377,0.00182028,0.000990583,0.000828454,0.00363853,0.787835,0.0136959,0.000590872,0.0450533,0.106809
No,Alternative,1381.0,Los Hijos Bastardos De La Globalización,Ska-P,0.402989,0.0692353,0.0223237,0.00359524,0.128145,0.0383925,0.111137,0.00221239,0.0143316,0.207639
No,Jazz,1382.0,The Daybreak,Flitz&Suppe,0.104164,0.0160265,0.0049589,0.00230933,0.0257819,0.206793,0.369321,0.00204881,0.0557261,0.21287
No,Pop,1383.0,Jessie's Girl,Rick Springfield,0.018457,0.00441328,0.000613739,0.000573382,0.0205066,0.066019,0.0020081,0.00056572,0.844002,0.0428407
No,Blues,1384.0,Dust My Broom,Taj Mahal,0.00392344,0.925216,0.00672228,0.0200649,0.0104535,0.000468645,0.0293906,0.00144336,0.000339005,0.00197827
No,Comedy,1385.0,Beijing KFC,empty_field,0.000888691,0.00215512,0.000552257,0.991611,0.000667936,0.000703895,0.00122882,0.000738875,0.000477573,0.000975909
No,Comedy,1386.0,The $48 Firework,Jim Breuer,0.000866272,0.00213644,0.000549792,0.991755,0.000658366,0.000683446,0.00119627,0.000738444,0.000465456,0.000950189
No,Alternative,1387.0,One More Red Light,Cassadee Pope,0.720176,0.024141,0.0198267,0.0009768,0.0860925,0.0333364,0.0176608,0.000903485,0.0218475,0.0750387
No,Blues,1388.0,Lullaby,empty_field,0.0054303,0.901475,0.00853329,0.0289746,0.0125993,0.000657527,0.0370088,0.00188142,0.000485258,0.00295402
No,Pop,1389.0,Goodbyes,Jorja Smith,0.0710008,0.0169437,0.00288728,0.00249888,0.111216,0.0844514,0.023285,0.00224522,0.401789,0.283683
No,Alternative,1390.0,The Days Of The Phoenix,AFI,0.60486,0.123094,0.0673937,0.00217494,0.121788,0.011593,0.0286624,0.00149549,0.00854181,0.0303966
No,R&B,1391.0,Carnations,Rothstein,0.29954,0.0322615,0.00567067,0.00298301,0.166073,0.0688452,0.0716108,0.00205561,0.0301984,0.320762
No,R&B,1392.0,My Song 5,HAIM,0.13534,0.0219467,0.00355486,0.00346878,0.0532556,0.0571526,0.0486079,0.00150346,0.00791384,0.667256
No,Opera,1393.0,"Ciganské melodie, Op.55, B. 104 - Arr. by Jiri Teml: 4. Kdyz mne stara matka",Anna Netrebko,0.00059839,0.00232449,0.0450652,0.00140628,0.000652117,0.000517555,0.00103297,0.947095,0.000465425,0.000842265
No,Hip-Hop,1394.0,Be Without You - Kendu Mix,Mary J. Blige,0.0353819,0.00319953,0.00088577,0.00105683,0.00828748,0.468356,0.00730542,0.000882947,0.352595,0.122049
No,R&B,1395.0,Not To Much - Remastered 2016,Don Omar,0.110317,0.00231211,0.000832552,0.000997129,0.0103168,0.123681,0.0181475,0.000564396,0.0143718,0.718459
No,Classical,1396.0,"Rossini: Guillaume Tell, Act 3 Scene 3: ""Sois immobile, et vers la terre"" (Guillaume)",Gioachino Rossini,0.00118567,0.00521885,0.769109,0.00133617,0.00227128,0.000833062,0.00835774,0.209327,0.00117911,0.00118196
No,Hip-Hop,1397.0,Quiet Storm (feat. Bigga Rankin),empty_field,0.0362538,0.0012089,0.000555787,0.000824233,0.00236245,0.760867,0.0141644,0.000572016,0.045203,0.137989
No,Alternative,1398.0,Perfect Insanity,empty_field,0.795311,0.0386148,0.0278142,0.000809667,0.0843853,0.00892058,0.011645,0.000690533,0.00796032,0.0238487
No,Hip-Hop,1399.0,Coming Off,Busta Rhymes,0.0428668,0.00171834,0.00108891,0.000796515,0.00295894,0.78247,0.0138582,0.000605968,0.0591799,0.0944565
No,Folk,1400.0,For Sale? - Interlude,Kendrick Lamar,0.26357,0.0660332,0.0132675,0.00309611,0.318117,0.0377798,0.0438523,0.0028071,0.0871469,0.16433
No,Folk,1401.0,When You Look Like That,Thomas Rhett,0.264176,0.0538572,0.00755844,0.00257332,0.26566,0.0493555,0.0212864,0.00222404,0.228763,0.104545
No,Pop,1402.0,Black or White - Single Version,Michael Jackson,0.0349858,0.00815347,0.00117106,0.000814944,0.0409674,0.0641263,0.00339249,0.000793242,0.794739,0.0508567
No,Jazz,1403.0,Miro el Reloj,Farruko,0.0421805,0.170114,0.0260356,0.00683776,0.0660638,0.00763499,0.605567,0.00338088,0.00204694,0.0701384
No,Hip-Hop,1404.0,R.I.C.O. (feat. Drake),Meek Mill,0.0252756,0.0017511,0.000572113,0.000822757,0.00440404,0.448909,0.00673406,0.000695522,0.427953,0.0828827
No,Alternative,1405.0,Roll with the Changes,REO Speedwagon,0.586189,0.0836994,0.0569622,0.00205312,0.173973,0.0106365,0.0320566,0.00192582,0.0157847,0.0367194
No,Comedy,1406.0,Heart Of The Dreamer,Steve Martin,0.0446777,0.229387,0.133569,0.249161,0.0810383,0.00901117,0.135256,0.0605504,0.00658889,0.05076
No,Blues,1407.0,Some Days You Gotta Dance,empty_field,0.0678299,0.50931,0.0225571,0.0207392,0.190047,0.00320534,0.150862,0.0042557,0.00378236,0.0274118
No,Hip-Hop,1408.0,Really Doe,empty_field,0.0441271,0.00196806,0.00120446,0.000827644,0.00275781,0.804777,0.011155,0.000648645,0.0576923,0.0748417
No,R&B,1409.0,I Am Who Am (Killin' Time) [feat. Niki Randa],Mac Miller,0.28664,0.0269307,0.00880143,0.0030171,0.0844699,0.163677,0.0394209,0.00225613,0.03609,0.348697
No,Folk,1410.0,This Woman's Work - Live from MTV Unplugged,Maxwell,0.148566,0.0750789,0.0332687,0.00770981,0.317422,0.0191836,0.12685,0.0123368,0.0374296,0.222154
No,Hip-Hop,1411.0,Domo23,empty_field,0.0354973,0.00128402,0.000600281,0.000910283,0.00267962,0.675974,0.0126607,0.000682934,0.152709,0.117002
No,Alternative,1412.0,Real Good Man,Tim McGraw,0.443015,0.0621147,0.0193231,0.0014316,0.372768,0.0120722,0.0275351,0.00115236,0.0179436,0.0426451
No,Pop,1413.0,Dope New Gospel (feat. Nivea),Lil Wayne,0.0422662,0.00306524,0.000892702,0.00111771,0.00913924,0.376097,0.00818736,0.000895021,0.433471,0.124869
No,R&B,1414.0,Maria Don't Call Me,Santino Le Saint,0.210101,0.0101422,0.00279836,0.00173089,0.0457685,0.195924,0.0175226,0.00128221,0.0945717,0.420159
No,Folk,1415.0,Thinking Of A Place,The War On Drugs,0.150111,0.0386732,0.00754136,0.00195087,0.451807,0.024459,0.0372754,0.00206092,0.190992,0.0951292
No,Classical,1416.0,Doctor Gradus ad Parnassum from Children's Corner - Instrumental,empty_field,0.00177465,0.00785589,0.705617,0.00189494,0.00389254,0.00118028,0.0136811,0.260527,0.00178335,0.00179293
No,Jazz,1417.0,Give It All You Got,Chuck Mangione,0.0127094,0.115248,0.0193127,0.0024804,0.0331291,0.00221952,0.794934,0.00187542,0.000524467,0.0175674
No,Hip-Hop,1418.0,Alaska,YBN Cordae,0.027238,0.00098428,0.000533007,0.000820142,0.00188172,0.693101,0.0124708,0.000607971,0.196549,0.0658135
No,Blues,1419.0,Baby Don't Go,empty_field,0.0139082,0.871215,0.0187879,0.0121812,0.0209125,0.00244733,0.0499348,0.00183923,0.0017883,0.00698549
No,Blues,1420.0,One Love/ People Get Ready - Original Version,The Wailers,0.0101658,0.753002,0.0202065,0.0256462,0.0227148,0.00178904,0.154012,0.0036574,0.000904487,0.00790157
No,Blues,1421.0,Come Home Soon,SHeDAISY,0.0180599,0.463078,0.0803789,0.00999442,0.0583506,0.00437414,0.333477,0.0104088,0.00483703,0.0170409
No,Folk,1422.0,Swinging Doors,empty_field,0.227024,0.148054,0.0154416,0.0096775,0.2332,0.0207905,0.152494,0.0041489,0.0129071,0.176263
No,Opera,1423.0,Porpora: Polifemo: Placidetti zefiretti,Nicola Porpora,0.000497321,0.00208956,0.0379144,0.00132291,0.000470976,0.000451039,0.000755404,0.955419,0.00036318,0.00071649
