artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster,t-SNE-y,t-SNE-x,DBSCAN Core
Ola Gjeilo,Ecce Novum,79o5osBtATdWV0Vl5vrbY5,23006,32,0.982,0.113,253973,0.0948,0.821,F,0.0991,-19.434,Major,0.0365,91.368,03-Apr,0.0416,Classical,CL1,22.2251,-71.8216,1
Antonín Dvořák,"Rusalka, Op. 114, B. 203, Act I: Hou, hou, hou (Live)",1Ud6moTC0KyXMq1Oxfien0,134168,32.7529,0.973,0.391,307601,0.158,0.000369,A,0.0865,-18.276,Major,0.045,138.195,04-Apr,0.224,Classical,CL1,-49.9785,13.4717,1
Yo-Yo Ma,Hard Times Come Again No More,30eW6IlBK3wCwcB8TsPXua,188112,34,0.814,0.289,220333,0.117,3.68e-05,D,0.103,-17.084,Major,0.036,74.744,04-Apr,0.414,Classical,CL1,6.34261,8.80162,1
Pyotr Ilyich Tchaikovsky,Tchaikovsky / Arr Stetsuk : 12 Children's Songs Op.54 : X Lullaby in a Storm,6xTq7uN0EV8Q1n5mBtWp0m,150613,32,0.957,0.154,138987,0.0583,0.906,F,0.144,-23.603,Minor,0.0408,85.856,03-Apr,0.0731,Classical,CL1,12.5432,-71.9055,1
Erik Satie,3つのジムノペディ 第1番,1z5UFKy8gJpVDf09lCtPOr,74872,49,0.996,0.542,198000,0.0055,0.909,E,0.0692,-35.181,Minor,0.189,79.274,03-Apr,0.313,Classical,CL1,-75.1406,-12.099,1
Frederick Delius,3 Small Tone Poems: No. 3. Spring Morning,7eku3RQWLOSrsxjgt0Y3FS,125567,40,0.967,0.118,307601,0.0288,0.9,A,0.0683,-26.022,Major,0.0393,104.518,03-Apr,0.0355,Classical,CL1,-62.1054,30.3378,1
empty_field,Miserere - Live At Night Of The Proms,07N3Zecc4vUmcWtCj2B4mj,214316,33,0.614,0.252,307601,0.643,0.000693,D,0.987,-6.413,Major,0.0401,80.236,03-Apr,0.23,Classical,CL1,-3.86619,8.50732,1
Joe Hisaishi,海の見える街,1HDOZwPRRFSS3wR3V11ykT,27540,34,0.978,0.504,241551,0.232,0.953,G,0.104,-15.818,Major,0.0463,104.781,04-Apr,0.322,Classical,CL1,37.75,40.366,1
Battle Beast,Let It Roar,5PbFD3AIyunz5HxocduA9e,111807,40,7.04e-06,0.414,222293,0.994,0.205,B,0.183,-3.295,Minor,0.119,90.041,03-Apr,0.178,Classical,CL6,-30.755,46.6359,1
Frédéric Chopin,"Nocturnes, Op. 62: No. 1 in B major. Andante",13AemnAXTNRr5JWL2h1Xfc,208965,32,0.994,0.251,307601,0.00784,0.95,B,0.131,-31.625,Major,0.0491,76.265,04-Apr,0.0604,Classical,CL6,-29.3958,63.5031,1
empty_field,Villanelles (feat Chris Thile),2GoOioZVtOF1iMYfnzkreg,217531,36,0.928,0.557,187130,0.303,0.0228,G,0.238,-13.723,Major,0.0341,122.259,04-Apr,0.525,Classical,CL1,33.5112,34.2897,1
Wolfgang Amadeus Mozart,"""Ch'io mi scordi di te... Non temer, amato bene"", K.505",3dTpCTapp53S88tyMOVosR,76576,47,0.988,0.362,574694,0.113,0.000122,D#,0.208,-16.998,Major,0.0441,101.117,04-Apr,0.215,Classical,CL1,58.4019,-31.1125,1
empty_field,"Mass in C Minor, K.427 ""Grosse Messe"": Qui tollis",5KbBGUpIZd6gVFUU8tqYiQ,50599,48,0.981,0.258,242427,0.209,0.635,G,0.114,-18.558,Major,0.0405,56.329,04-Apr,0.0388,Classical,CL1,40.044,48.8903,1
empty_field,"Requiem, K. 626: Kyrie",2HDacpEddhWjYTcADPIEQL,212438,39,0.933,0.195,307601,0.276,0.823,A,0.108,-20.918,Minor,0.0382,84.238,04-Apr,0.306,Classical,CL1,-40.6314,30.8423,1
Ludwig van Beethoven,"Symphony No. 5 in C Minor, Op. 67: I. Allegro con brio - Remastered",3K4HG9evC7dg3N0R9cYqk4,78208,29,0.974,0.322,362147,0.386,0.915,C,0.0714,-14.763,Minor,0.0462,94.201,04-Apr,0.126,Classical,CL1,-7.41049,61.8642,1
empty_field,"Rinaldo, HWV 7a, Act III (Ed. G. Sechi): Marcia [Live]",6SPINsQn68w9HCV6gAK9Ve,63238,4,0.923,0.647,36906,0.26,0.745,C#,0.13,-15.901,Major,0.0487,109.202,04-Apr,0.81,Classical,CL1,-37.4433,-54.4765,1
Alexander Scriabin,"2 Pieces for the Left Hand, Op. 9: No. 2. Nocturne in D-Flat Major",1WzURQZuikUxVd0xiHMTKN,136521,36,0.99,0.226,248520,0.04,0.855,C#,0.105,-28.415,Major,0.0411,75.599,04-Apr,0.0447,Classical,CL1,-31.6334,-47.6141,1
empty_field,"The Nutcracker, Op.71 : No. 10 The Magic Castle on the Mountain of Sweets",6yvFEvuyXW7f3WDZezvNaF,172043,25,0.953,0.147,256080,0.176,0.866,E,0.108,-23.026,Major,0.0376,75.349,03-Apr,0.112,Classical,CL1,-70.9534,-23.1408,1
GALNERYUS,HUNTING FOR YOUR DREAM,2khs94jHAVzUm3Pu4mAMmv,42014,53,3.82e-06,0.275,324453,0.925,8.54e-06,B,0.0877,-3.532,Major,0.0598,177.988,04-Apr,0.358,Classical,CL6,-27.4756,47.1009,1
empty_field,"Symphony No. 9 in D Minor, Op. 125 - ""Choral"": 4b. Allegro assai - Live",3xINh6YqkLfucEtjoa4x7D,39182,33,0.966,0.197,307601,0.0604,0.95,D,0.277,-19.014,Major,0.034,138.839,04-Apr,0.241,Classical,CL1,13.8523,5.00994,1
Gustav Mahler,"Symphony No. 2 in C Minor ""Resurrection"": 2. Andante moderato. Sehr gemächlich",0wn9pIh3R0BU0eDM7T12dK,125832,13,0.91,0.23,656773,0.0363,0.233,G#,0.0878,-24.889,Major,0.0419,88.948,04-Apr,0.115,Classical,CL5,69.6672,1.91874,1
Samuel Barber,"Barber: Adagio for Strings, Op. 11a",5j6DzUeiRFiVFcH6xZV2br,173294,44,0.955,0.115,383787,0.114,0.917,A#,0.0904,-20.418,Minor,0.0436,89.295,04-Apr,0.0354,Classical,CL1,30.4495,-13.4477,1
Johann Sebastian Bach,"Unaccompanied Cello Suite No. 3 in C Major, BWV 1009: VI. Gigue",4ti5I6Wxmj8CNpAxVHKohx,159834,38,0.974,0.484,177973,0.102,0.881,G,0.112,-22.186,Major,0.0674,115.785,01-Apr,0.596,Classical,CL4,-10.5648,-38.0361,1
Aaron Copland,Down a Country Lane,49jFLDbGCgUVPbmKHDBO9Q,140663,40,0.989,0.0639,174000,0.0555,0.845,F,0.113,-21.05,Major,0.0487,70.231,03-Apr,0.0375,Classical,CL1,23.1466,-70.6766,1
Claude Debussy,"12 Etudes, L.136: 11. Pour les Arpèges composés",7BilkHwC8zy0Mv67wsGiUM,102758,29,0.989,0.215,288000,0.0125,0.937,C#,0.0804,-32.538,Major,0.0436,72.677,01-Apr,0.0421,Classical,CL4,-13.3228,-44.7672,1
Gustav Mahler,"Symphony No. 5 in C-Sharp Minor / Pt. 2: 3. Scherzo (Kräftig, nicht zu schnell) - Live",3HfEgAaf0koxBpBB8NvGda,193621,25,0.964,0.185,1.14849e+06,0.134,0.747,G,0.0479,-19.679,Minor,0.0602,104.518,04-Apr,0.0867,Classical,CL1,29.7329,17.33,1
Léo Delibes,"Lakmé / Act 1: Viens, Mallika, ... Dôme épais (Flower Duet)",49wio1u4fkz2ZbEsLEtmto,187014,34,0.973,0.227,403333,0.152,0.000117,B,0.899,-20.499,Major,0.0699,104.518,04-Apr,0.0395,Classical,CL6,-28.0135,57.1582,0
Wolfgang Amadeus Mozart,"Requiem in D Minor, K. 626: IIId. Sequence No. 4, Recordare, Jesu pie (Live)",0mlj31UA17kT0eG48emCJ1,45971,13,0.991,0.163,307601,0.193,0.00568,F,0.201,-20.829,Major,0.0457,74.375,04-Apr,0.0792,Classical,CL1,19.5879,-54.5337,1
Ludwig van Beethoven,"Fidelio, Op. 72, Act I: Gut Söhnchen, gut (Live)",1Dgkx4N3sXqSQofYJkIwmh,207471,32.7529,0.97,0.351,374707,0.117,0.62427,F,0.159,-22.346,Major,0.0494,136.154,04-Apr,0.243,Classical,CL1,15.2562,-45.5377,1
Carl Philipp Emanuel Bach,I. Andantino,3GQB276gyo4aTO6DsNIDKf,129963,32.7529,0.896,0.415,307601,0.126,0.000135,A,0.0735,-20.506,Minor,0.0406,118.053,04-Apr,0.312,Classical,CL1,-42.6422,29.7007,1
Ryuichi Sakamoto,Goodbye to Hawk,4MuoE4t1lp2Nkg7b2218Dr,213403,29,0.982,0.089,221037,0.00772,0.953,E,0.101,-34.393,Minor,0.0451,104.518,04-Apr,0.0362,Classical,CL1,-70.4796,1.25518,1
Camille Saint-Saëns,"Sonate pour basson avec accompagnement piano, Op. 168: I. Allegretto moderato",6naswbTJc2tIpbsyQUJDcT,141660,38,0.993,0.137,307601,0.0279,0.969,G,0.108,-25.642,Major,0.0418,104.518,04-Apr,0.0797,Classical,CL1,36.4042,46.4224,1
Edward Elgar,"Pomp & Circumstance, Marches #1,2,3, & 4",1oINJUWROwSmP7Z3S9056B,141469,34,0.604,0.291,382227,0.335,0.839,G,0.0856,-15.067,Major,0.0489,104.518,04-Apr,0.187,Classical,CL1,34.0193,44.9532,1
empty_field,千と千尋の神隠し組曲(IV. ふたたび),7efL8Jm6ZJFfJNAANmRVwj,110837,35,0.972,0.224,142867,0.201,0.902,F,0.15,-9.759,Major,0.0298,104.518,03-Apr,0.121,Classical,CL1,21.2463,-70.1783,1
Nobuo Uematsu,"Phantom Forest (From ""Final Fantasy VI"")",4vELW2hK9eb9R7Q0BNJ3Vh,27420,34,0.809,0.187,254813,0.219,0.842,A#,0.119,-17.044,Major,0.0358,139.423,04-Apr,0.0379,Classical,CL1,42.9426,-11.3972,1
Jóhann Jóhannsson,De Luce Et Umbra,1fppesaoMgxSd0oo2j1skF,161011,41,0.154,0.0906,148600,0.17,0.777,E,0.127,-20.966,Minor,0.038,104.518,05-Apr,0.0394,Classical,CL2,2.24452,-21.7103,1
Georg Philipp Telemann,"Concerto for Flute and Violin in E Minor, TWV 52:e3: I. No indication",6Zg6LBZv4vORQoM0Qoqidk,214310,40,0.899,0.474,162427,0.276,0.0049,A#,0.206,-17.277,Minor,0.0388,79.083,04-Apr,0.653,Classical,CL1,29.8552,-8.59615,1
Alexander Borodin,Symphony No.2 in B minor: 3. Andante,6xg3lj92CvJkAesQJiQRH6,79449,30,0.977,0.106,529173,0.0373,0.849,C#,0.0716,-23.31,Major,0.0414,104.518,04-Apr,0.0337,Classical,CL1,-33.8164,-45.8864,1
Avantasia,Lay All Your Love On Me,5dlixfWzEbcyaY9cwjU7Hg,186149,40,0.000159,0.558,263800,0.913,2.36e-05,D,0.306,-4.025,Minor,0.046,132.969,04-Apr,0.495,Classical,CL1,-17.9948,11.4826,1
Luciano Pavarotti,'O sole mio,1yqMgZNrevsWMLWfO2PRp5,97178,48,0.948,0.265,201427,0.27,0.126,A,0.148,-13.995,Major,0.0371,73.309,03-Apr,0.278,Classical,CL1,-63.2302,28.1298,1
Ludwig van Beethoven,"Symphony No.5 In C Minor, Op.67: 3. Allegro",6cMswWRv4lAU3mh5lclgCc,138030,31,0.926,0.304,289400,0.0972,0.327,C,0.596,-21.299,Minor,0.0532,85.203,04-Apr,0.211,Classical,CL1,-0.154583,56.7964,1
Andrea Bocelli,"Time To Say Goodbye (Con te partirò) - Live At Central Park, New York/2011",58RWYT5MGo8e4Y3WAZHh9g,136145,31,0.936,0.23,253991,0.305,1.67e-06,G,0.744,-9.827,Major,0.0318,85.786,03-Apr,0.446,Classical,CL1,48.5427,24.1137,1
Hector Berlioz,"L'enfance du Christ, Op. 25, H. 130, Pt. 3 ""L’arrivée à Saïs"": Entrez, pauvres Hébreux",2CDaNp2WpDWeoVno8EAZhr,55090,4,0.981,0.348,249400,0.0956,0.773,C,0.073,-28.346,Major,0.0412,115.82,04-Apr,0.262,Classical,CL1,-4.75118,43.1155,1
Giuseppe Verdi,"Falstaff, Act II Pt. 1: È sogno? o realtà? (Live)",48oDwlqf9jv7xAIQYrDAxt,214888,32.7529,0.952,0.313,386373,0.175,0.00235,C,0.649,-18.786,Minor,0.0586,140.001,04-Apr,0.141,Classical,CL1,-0.268411,56.777,1
Frédéric Chopin,"Andante spianato & Grande polonaise brillante, Op. 22",5Qt2O8XP5PXnWVk2JqaBdo,89465,39,0.99,0.314,771507,0.156,0.888,G,0.127,-21.371,Major,0.0377,105.789,04-Apr,0.0377,Classical,CL1,30.9162,43.8884,1
Antonio Vivaldi,"Concerto per la solennità di San Lorenzo, RV 556 : II. Largo e cantabile",6OwwTVRndoy9aoDxsmrteR,108256,41,0.939,0.153,183733,0.00658,0.000272,F#,0.09,-27.202,Minor,0.0527,66.083,04-Apr,0.18,Classical,CL3,-28.1609,-22.0581,1
empty_field,The Eyes Of The White Tower,3diH91ElFLqpc9hx2qbRSM,30548,38,0.821,0.0802,273240,0.0991,0.881,E,0.152,-22.773,Minor,0.0433,104.518,04-Apr,0.0345,Classical,CL1,-70.646,-2.20069,1
Sergei Prokofiev,"Piano Concerto No. 5 in G Major, Op. 55: IV. Larghetto",3caAScUKgfFRRmnHjjNMRo,75294,39,0.952,0.168,474880,0.0127,0.875,D#,0.0929,-26.473,Major,0.0403,64.072,04-Apr,0.0363,Classical,CL1,60.3086,-34.4774,1
empty_field,"Nocturnal After John Dowland, Op. 70 (Reflections on ""Come, Heavy Sleep""): VIII. Passacaglia",3DneCEkBhWz7Qy92mcNzW0,121174,32,0.982,0.353,244467,0.0855,0.874,C,0.121,-24.043,Major,0.0475,104.518,04-Apr,0.0943,Classical,CL1,-1.8635,37.1543,1
Frédéric Chopin,"Nocturne in E Minor Op. 72, No. 1",4hn4WePKQxs3CuF1C2bThC,108280,28,0.992,0.327,214800,0.0234,0.911,B,0.0773,-29.681,Major,0.0498,121.354,04-Apr,0.058,Classical,CL6,-28.3589,63.0856,1
Antônio Carlos Jobim,If You Never Come To Me (Inútil Paisagen),6wIjQNc12WD1EoTlX0VmM6,77605,32,0.786,0.309,307601,0.178,0.000731,C,0.106,-16.756,Major,0.032,96.085,04-Apr,0.114,Classical,CL1,3.44818,36.9348,1
Wolfgang Amadeus Mozart,"Symphony No. 25 in G Minor, K. 183: IV. Allegro (Live)",7ryYzbk0RmdHeuRouFh5F4,161262,32.7529,0.963,0.392,374587,0.315,0.683,G,0.236,-16.146,Minor,0.124,96.368,04-Apr,0.534,Classical,CL1,33.6542,21.9006,1
Frédéric Chopin,"Nocturne No. 2 in E Flat, Op. 9",5krOROgmf8adn3SJzeKLZy,206561,38,0.99,0.389,285933,0.00952,0.899,A#,0.0748,-32.432,Major,0.0349,92.074,04-Apr,0.0738,Classical,CL1,44.5061,-14.0423,1
empty_field,Memoro De La Stono​~​Distant Worlds (Final Fantasy XI),3RRNfOkg9pA3kPuQQwZ5d5,120166,40,0.944,0.194,307601,0.21,0.00494,A,0.284,-11.436,Minor,0.0333,87.056,03-Apr,0.0722,Classical,CL1,-50.84,35.9261,1
Ludwig van Beethoven,"Sonata No. 23 ""Appassionata"" in F Minor, Op. 57: I. Allegro assai",70Kii6q4YNEV7FBUjyehlc,119865,29,0.985,0.314,625107,0.164,0.894,F,0.0834,-19.728,Minor,0.0422,111.517,04-Apr,0.0392,Classical,CL1,4.42196,-68.1952,1
Franz Schubert,"String Quartet No. 14 in D Minor, D. 810 ""Death and the Maiden"" (Arr. R. Franz for Piano Duo): III. Scherzo. Allegro molto - Trio",367A1QDC0RFLVfAIwLdYsj,21997,28,0.995,0.459,251522,0.0976,0.876,D,0.0825,-23.984,Major,0.0411,127.933,01-Apr,0.227,Classical,CL4,-9.58748,-41.0361,1
Wolfgang Amadeus Mozart,"Violin Concerto No. 4 in D Major, K. 218 - Cadenza: Giovanni Sollima: 3. Rondeau (Andante grazioso - Allegro ma non troppo)",0u94Om0IXFT4DZO9CUMWr2,210352,28,0.966,0.402,444788,0.0639,0.416,D,0.0868,-22.973,Major,0.0597,94.362,04-Apr,0.427,Classical,CL1,7.96011,10.2501,1
Frédéric Chopin,"Piano Concerto No. 2 in F Minor, Op. 21: III. Allegro vivace",0VVMYrDOTj2MQSXID2WMTI,127022,33,0.975,0.334,532613,0.119,0.903,F,0.15,-22.37,Minor,0.0366,110.228,04-Apr,0.161,Classical,CL1,4.17064,-68.0489,1
Ludwig van Beethoven,"Diabelli Variations, Op. 120: Variation 23. Allegro assai",6MDUd9cJ6Aj0825T73ccI8,172187,25,0.968,0.223,53093,0.232,0.805,C,0.306,-24.017,Major,0.0339,157.607,04-Apr,0.708,Classical,CL1,-0.963628,44.5088,1
Emmanuel Pahud,"Molino: Duo No. 3, Op. 16: I. Andantino",0JRab5KK5TKRiUuLiRw0WD,41609,28,0.983,0.238,98320,0.0414,0.742,G,0.0989,-25.18,Major,0.0452,104.518,04-Apr,0.325,Classical,CL1,39.0332,42.5798,1
Luciano Pavarotti,"Martha / Act 3: ""M'appari""",6QLh3oOA1AKocLHFH6j7qA,38208,33,0.984,0.206,208507,0.217,0.000758,F,0.0835,-13.392,Major,0.0403,81.149,04-Apr,0.0993,Classical,CL1,18.5674,-54.7994,1
Johann Sebastian Bach,Concerto for three violins BWV 1064R: Concerto for three violins BWV 1064R: III. Allegro,4SZyJEFaSPvX4Oe1ToTBCn,104791,32,0.821,0.403,259493,0.296,0.000278,C#,0.0608,-15.304,Major,0.0394,96.857,04-Apr,0.723,Classical,CL1,-38.359,-52.0818,1
Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 2: No. 21g, Da Pilatus das Wort hörete",14g6foD6sxO1qgkDKuPgWv,158033,16,0.933,0.446,80609,0.0917,0.62427,G#,0.185,-26.467,Major,0.0694,107.208,05-Apr,0.377,Classical,CL13,71.1954,-5.92215,1
Eric Whitacre,Five Hebrew Love Songs: Lárov (Mostly),6yEi29GbmSo9ndwHeZ5EaO,186980,25,0.979,0.3,58133,0.123,0.118,G,0.359,-21.855,Major,0.039,94.516,03-Apr,0.221,Classical,CL1,49.4554,23.6953,1
Orden Ogan,Vampire in Ghost Town,4XnZuYWAIxsNIRRjJWNdQo,100990,40,1.22e-05,0.387,307601,0.965,0.102,F#,0.161,-3.776,Major,0.0771,160.005,04-Apr,0.259,Classical,CL3,-30.0053,-4.49393,1
George Gershwin,Piano Concerto in F: III. Allegro agitato,0cOohRgFL2Q3sfAwsy2TIB,122830,29,0.94,0.354,307601,0.176,0.856,F,0.301,-18.541,Minor,0.0347,104.518,04-Apr,0.277,Classical,CL1,4.02227,-66.6606,1
Wolfgang Amadeus Mozart,"Piano Concerto No. 13 in C Major, K. 415: III. Allegro",0uPBJolEn505OX2G3BV9Hf,99302,9,0.954,0.379,556333,0.152,0.711,C,0.717,-25.128,Major,0.0463,140.166,03-Apr,0.257,Classical,CL1,10.4037,59.8898,1
empty_field,Pines of Rome,5NYuN6UEnXiwuXs3fKN6Ik,192081,28,0.787,0.108,1.27579e+06,0.117,0.821,B,0.931,-20.346,Major,0.0395,82.274,03-Apr,0.0565,Classical,CL6,-40.9874,60.5015,0
Jacques Offenbach,"Les contes d'Hoffmann, Act II: Enfin je vais savoir pourquoi (Live)",4cjUGuzNOxZesE6pFO7CJ1,142199,32.7529,0.948,0.412,100427,0.0269,0.62427,D,0.226,-29.821,Minor,0.0667,121.121,04-Apr,0.118,Classical,CL1,-7.42858,-14.4346,1
Evgeny Kissin,"Lilacs No. 5, Op. 21",3308hstupmMUcRwbam0EPs,39998,33,0.992,0.314,130973,0.0785,0.968,G#,0.676,-26.066,Major,0.0359,67.952,04-Apr,0.182,Classical,CL5,74.4348,4.62922,1
Wolfgang Amadeus Mozart,"Exsultate, jubilate, K. 165: III. Alleluja",1jwpYTvAgcwIB4xWp2Adr4,172856,28,0.979,0.433,158093,0.0728,0.000187,F,0.1,-22.487,Major,0.0482,128.948,04-Apr,0.252,Classical,CL1,15.9985,-55.8562,1
empty_field,Gianni Schicchi: O mio babbino caro (Arr. for Violin and Orchestra),01Q4wU19hamqnhNjtuvTyI,142278,27,0.974,0.145,206213,0.161,0.836,C#,0.205,-18.022,Major,0.0598,166.595,03-Apr,0.0753,Classical,CL1,-28.3668,-62.3455,1
Franz Liszt,"Liebestraume, S541/R211 : No. 3: Nocturne in A-Flat Major",33Te0rwuoSFzoIg2qpEfNI,129637,63,0.991,0.343,270000,0.0342,0.92,G#,0.1,-25.591,Major,0.0406,60.228,03-Apr,0.0378,Classical,CL5,84.404,0.295148,1
Thomas Blug,My House Is Green,54VYxYYV1kGkVKYOZVzuDD,95804,37,0.00946,0.527,242013,0.853,0.00265,G,0.285,-6.398,Major,0.0382,97.014,04-Apr,0.379,Classical,CL1,-11.5889,19.6723,1
Kronos Quartet,My Tresses in the Wind,5ntkXZWsq8mFiH2Tmiizzp,209351,15,0.975,0.212,213253,0.0434,0.0013,B,0.0894,-16.142,Major,0.0421,104.518,01-Apr,0.0399,Classical,CL12,-7.45389,-32.3618,1
empty_field,Koto Song - previously unreleased,5l1xKdt8ewRYj7Xce7kTcY,174891,32,0.908,0.642,360373,0.0995,0.451,A#,0.7,-24.26,Minor,0.0451,117.172,04-Apr,0.48,Classical,CL1,31.689,-5.95521,1
Claude Debussy,"Estampes, L. 100: Jardins sous La Pluie",5r1ymvJlufzBln5yuMzRSO,139621,32,0.993,0.257,191507,0.0593,0.948,C#,0.108,-23.896,Minor,0.0363,104.424,04-Apr,0.0399,Classical,CL1,-41.0097,-60.8429,1
Alisa Weilerstein,"Sonata in B Minor for Solo Cello, Op. 8 (Bonus Track)",0RbFTtKxduqa9RG53rJ3C3,44869,30,0.919,0.163,226187,0.224,0.762,B,0.142,-14.853,Minor,0.048,104.518,04-Apr,0.0573,Classical,CL6,-34.9113,54.5033,1
Sergei Prokofiev,"Peter and the Wolf, Op. 67: Peter Catches the Wolf",4VoQLhggAJth4QO0lq6u42,42816,24,0.667,0.438,109640,0.209,0.00178,A,0.353,-15.683,Minor,0.242,123.073,04-Apr,0.181,Classical,CL1,-50.9004,26.1212,0
Edward Elgar,"Variations on an Original Theme, Op. 36 'Enigma': Variation XIV. Finale: Allegro Presto ""E.D.U.""",4scBZxDDejxFsiNaHoroQw,162895,8,0.92,0.182,307601,0.317,0.841,G,0.0908,-12.619,Major,0.0357,87.977,04-Apr,0.153,Classical,CL1,34.0034,43.941,1
Franz Liszt,"3 Etudes de Concert, S.144: No. 3 in D Flat ""Un sospiro"" (Allegro affettuoso)",2NqWzpSpr26LnDVhHNwgYn,109795,29,0.985,0.235,307601,0.127,0.909,C#,0.136,-21.247,Major,0.0415,174.008,04-Apr,0.0344,Classical,CL1,-30.7038,-44.2295,1
empty_field,Heart In A Cage,6NJ5Q5QujNwwsst5mdSEfF,216932,46,0.869,0.504,263160,0.434,0.0034,G,0.274,-10.201,Major,0.0414,138.422,04-Apr,0.494,Classical,CL1,33.2855,34.0489,1
John Dowland,The Frog Galliard,1MKUcXTBVS5QP49Es4wt7M,89687,39,0.989,0.311,130267,0.158,0.888,E,0.101,-21.102,Major,0.0571,104.518,03-Apr,0.519,Classical,CL1,-70.7522,-19.7806,1
Ludwig van Beethoven,"Piano Concerto No. 1 in C Major, Op. 15: III. Rondo. Allegro scherzando",7laJx5tDtvm3Mkj832oxSb,119369,22,0.985,0.39,509547,0.165,0.899,C,0.0618,-19.466,Major,0.0344,148.675,04-Apr,0.448,Classical,CL1,-3.15757,42.3747,1
Maria Callas,Norma (1997 Digital Remaster): Casta Diva,0X0M2gKo5g70sOUZqUJERL,177937,35,0.98,0.183,338779,0.115,0.000101,F,0.0928,-17.341,Major,0.0463,168.902,03-Apr,0.0676,Classical,CL1,19.1812,-67.4457,1
Johannes Brahms,"Symphony No. 1 in C Minor, Op. 68: I. Un poco sostenuto - Allegro (Recorded 1955)",29Srmzqyig5Tg5EitFXsb8,149843,32.7529,0.944,0.237,728947,0.0931,0.823,C#,0.121,-19.37,Major,0.0377,112.461,04-Apr,0.0407,Classical,CL1,-32.8738,-44.3823,1
empty_field,Sonata for Solo Harp: I. Allegretto,6NVI8uSMMbVAjt0FzL4GFL,54174,30,0.99,0.238,307601,0.0535,0.909,C#,0.108,-28.126,Major,0.0495,83.686,04-Apr,0.0642,Classical,CL1,-33.4957,-48.1339,1
Franz Joseph Haydn,"Symphony No. 99 in E-Flat Major, Hob.I:99: II. Adagio",6B8u39PiqDh5EMwSNMRhUa,183487,31,0.982,0.25,457027,0.0264,0.504,G,0.0943,-21.332,Major,0.0411,114.675,04-Apr,0.0787,Classical,CL1,32.695,45.6991,1
Kurt Atterberg,"Symphony No. 3 in D Major, Op. 10, ""West Coast Pictures"": I. Soldis (Sun Smoke)",7368lgtNBp0j3gqAnGIe2r,134992,24,0.882,0.0863,509067,0.015,0.68,G,0.158,-25.112,Major,0.0403,84.379,04-Apr,0.0372,Classical,CL1,35.0048,48.7156,1
empty_field,"Symphony No. 5 in C Minor, Op. 67: 3. Allegro",6KuqAtoeVzxAYOaMveLNpH,133540,32,0.935,0.279,309467,0.0837,0.521,C#,0.25,-20.421,Major,0.0442,81.506,04-Apr,0.197,Classical,CL1,-36.4703,-47.1713,1
Franz Liszt,"Eine Symphonie zu Dantes Divina Commedia, S109/R426, ""Dante Symphony"": II. Purgatorio: Lamentoso -",6Qv4VR1PqYLyf5smYqZfRh,141586,28,0.956,0.208,311000,0.0247,0.792,E,0.0788,-25.402,Minor,0.0411,104.518,04-Apr,0.0398,Classical,CL1,-71.1999,0.487818,1
Tomaso Albinoni,"Oboe Concerto in D Minor, Op. 9 No. 2: II. Adagio",7beCV7ZQ2N7XsOyRQluHJK,142493,32.7529,0.96,0.16,307601,0.084,0.843,A#,0.119,-21.254,Major,0.0453,74.948,04-Apr,0.0695,Classical,CL1,41.0507,-12.417,1
Johann Sebastian Bach,"Herz und Mund und Tat und Leben, Cantata BWV 147: Jesu, Joy Of Man's Desiring (Arr. For Piano By Myra Hess)",2VQc9orzwE6a5qFfy54P6e,166896,37,0.996,0.235,243373,0.014,0.883,G,0.0659,-29.457,Major,0.0427,178.535,03-Apr,0.299,Classical,CL1,53.3409,29.2318,1
Gioachino Rossini,Il barbiere di Siviglia: Overture (Sinfonia),0iQPnK3bi7O27c5T2HBTdr,104860,31,0.96,0.35,307601,0.302,0.875,E,0.115,-12.727,Major,0.0447,92.779,04-Apr,0.366,Classical,CL1,-55.9824,-20.077,1
empty_field,"Symphony No.4 In E Minor, Op.98: 4. Allegro energico e passionato - Più allegro",5z6xHjCZr7a7AIcy8sPBKy,167675,51,0.967,0.174,554000,0.15,0.84,E,0.113,-17.478,Minor,0.0403,79.299,04-Apr,0.0582,Classical,CL1,-68.1827,-0.86318,1
Antonín Dvořák,"Rusalka, Op. 114, B. 203, Act I: Ta voda studi! (Live)",2rpVmxAGGc18wpBREaoE0R,47597,32.7529,0.98,0.357,192653,0.137,2.34e-06,A#,0.585,-20.368,Minor,0.12,67.097,04-Apr,0.0556,Classical,CL1,31.8035,-7.16104,1
Johann Sebastian Bach,"Choral ""Jesu, meine Freude"" de la Cantate ""Herz und Mund Tat und Leben"" en sol majeur, BWV 147",5W5FVsgGCe3T9nIMkiXqNo,94008,56,0.995,0.298,209600,0.0357,0.864,G,0.123,-31.271,Major,0.0403,104.518,04-Apr,0.425,Classical,CL1,41.8194,45.1342,1
Ólafur Arnalds,For Now I Am Winter,19plwOsYLdF68361d17aAb,83899,33,0.992,0.0652,285680,0.0126,0.966,D,0.0894,-30.1,Minor,0.0378,69.677,05-Apr,0.0363,Classical,CL2,8.53782,-19.1715,1
