artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster
empty_field,Concerto for three violins BWV 1064R in D Major: Concerto for three violins BWV 1064R in D Major: II. Adagio,2tCpFaTovcti9psJSbIDBH,211357,33,0.619,0.159,369482,0.104,3.1e-05,A#,0.279,-18.748,Minor,0.0387,69.024,04-Apr,0.0784,Classical,Class3
Christoph Willibald Gluck,Orfeo ed Euridice (Orphée et Eurydice) - Arranged for cello and piano / Act 2: Dance of the Blessed Spirits (Reigen seliger Geister),2TYfPBSXeAJQgP1CpkXDUP,105726,32,0.995,0.204,228507,0.0541,0.88,B,0.111,-24.714,Minor,0.0486,130.192,04-Apr,0.0606,Classical,Class1
Antonio Vivaldi,"The Four Seasons, Violin Concerto No. 3 in F Major, RV 293 'L'autunno/Autumn': III. Allegro",6GsAD8PgHxmEuIPTG8GP3M,152120,31.0279,0.927,0.462,194907,0.182,0.602,C,0.119,-16.15,Major,0.0474,157.907,03-Apr,0.434,Classical,Class7
Johann Sebastian Bach,"The Well-Tempered Clavier, Book II: Fugue No. 20 in A Minor, BWV 889",5zbkoIgrBO5VjrQIEChlre,85527,29,0.962,0.621,93773,0.149,0.934,A,0.1,-22.674,Minor,0.0383,79.943,04-Apr,0.541,Classical,Class7
Frédéric Chopin,"Waltzes, Op. 64: III. Moderato in A-Flat Major",44cu9kZrEX3fUBZkgVwvTO,181303,29,0.993,0.337,174542,0.117,0.916,G#,0.138,-21.245,Major,0.0495,67.733,03-Apr,0.323,Classical,Class1
Wolfgang Amadeus Mozart,"Le nozze di Figaro, K. 492 (Excerpts Sung in German): Warum gabst bis heute",7msUsozEfRrk9ZDvk1ncgR,193022,28,0.983,0.348,184093,0.123,0.864345,A#,0.135,-20.012,Major,0.0503,87.2783,04-Apr,0.233,Classical,Class1
empty_field,El Danubio Azul - Vals,4VKVAlGG8qCZlnpJAbxJP3,109670,37,0.969,0.217,503667,0.25,0.904,D,0.122,-12.028,Major,0.038,83.607,04-Apr,0.189,Classical,Class6
Ludwig van Beethoven,"Quartet VIII No.2 In E minor, Op.59: III. Allegretto",1Rg5mGReo4Miw27mFBHV9X,101734,25,0.936,0.262,465533,0.048,0.4,E,0.0917,-22.389,Major,0.0562,81.13,04-Apr,0.175,Classical,Class6
empty_field,Es ist ein Ros entsprungen,2itR8VHeTVKInnMPec8mj8,63499,31,0.991,0.27,151413,0.0913,0.0341,G,0.0519,-22.53,Major,0.0407,92.639,04-Apr,0.253,Classical,Class3
Johann Sebastian Bach,"Suites for Cello, Suite No. 1 in G Major BWV 1007: Gigue",5zXYLv6EA6IfiHIaqBamGi,162945,31,0.985,0.583,131147,0.0764,0.889,G,0.143,-21.222,Major,0.0922,123.132,03-Apr,0.536,Classical,Class7
empty_field,It's a Long Way to Tipperary - 1914,5fuEPYYSRCyprhMa5qFG9F,98476,33,0.995,0.524,197880,0.279,0.000116,C,0.217,-13.099,Major,0.0969,117.239,04-Apr,0.808,Classical,Class7
empty_field,"Requiem in D Minor, K. 626 (Süssmayr - Dutron 2016 completion): IV. Ordinario - Benedictus - Osanna",1RPFnPCvtBc46BFVOnzmPx,154946,31,0.979,0.178,283627,0.114,0.00034,D,0.131,-22.704,Minor,0.0506,174.447,04-Apr,0.0676,Classical,Class3
Antonín Dvořák,"Serenade for Strings in E Major, Op. 22, B. 52: III. Scherzo. Vivace",5TM2eqdzfWPHklI7YnBmsD,212037,29,0.825,0.279,357867,0.196,0.904,F,0.0717,-16.711,Major,0.0375,130.188,04-Apr,0.0818,Classical,Class6
empty_field,"Violin Concerto No. 2 in D Major, K. 211 - Cadenza: Giovanni Sollima: 1. Allegro moderato",6Vur2D5ks3pdAZqqmLIeab,79223,31,0.973,0.422,506565,0.0488,0.703,D,0.113,-23.858,Major,0.0509,72.945,04-Apr,0.319,Classical,Class6
empty_field,3 Gymnopédies: No.1 Lent et douloureux,0cBSk9ckSooiWjK6C0G7Qw,38437,25,0.995,0.54,219000,0.00365,0.947,G,0.0716,-36.472,Major,0.24,138.75,04-Apr,0.196,Classical,Class5
Charles Ives,Piano Sonata No. 1: IVb. Allegro - Presto,1VAwnMFpVRc0CvdRRsHDrP,167145,31,0.979,0.412,225054,0.236,0.862,F,0.137,-18.97,Major,0.0448,119.541,04-Apr,0.132,Classical,Class7
Frédéric Chopin,"12 Etudes, Op.10 : No. 3 In E ""Tristesse""",0Liyh3dbN7aKcPGC1jDxCS,58921,29,0.993,0.415,260200,0.0542,0.896,E,0.0728,-21.366,Major,0.0482,65.023,03-Apr,0.0382,Classical,Class1
Johann Sebastian Bach,"Concerto for Harpsichord, Strings, and Continuo No.1 in D minor, BWV 1052: 3. Allegro (Transcr. for Mandolin and Orchestra by Avi Avital)",53Wg2UOwBczmqUHWotWbkm,152560,28,0.85,0.608,466520,0.323,0.037,D,0.248,-17.81,Minor,0.0348,116.202,03-Apr,0.738,Classical,Class7
Akira Ifukube,GODZILLA appears / [TERROR OF MECHAGODZILLA],0vvN1zOg005YYLvNxbTz5R,27157,26,0.989,0.77,82373,0.141,0.955,A,0.125,-11.104,Minor,0.0397,94.895,04-Apr,0.571,Classical,Class7
Pyotr Ilyich Tchaikovsky,"The Sleeping Beauty, Op. 66: Panorama",5CwZU4BVFX0dyqG1gKfHHr,112731,35,0.966,0.102,179467,0.0948,0.934,G,0.11,-26.411,Major,0.0407,79.738,03-Apr,0.291,Classical,Class1
Steve Vai,Speed,59nGOVKxK03Axonfu6v7Ml,193858,40,5.17e-05,0.469,225520,0.959,0.868,D,0.385,-8.231,Major,0.0511,133.995,04-Apr,0.46,Classical,Class4
Sergei Rachmaninoff,All By Myself - 2012 Version,6vN8OSs94LyeF9ysnSa4mw,55491,40,0.616,0.308,234680,0.404,0.000138,D,0.0849,-7.426,Minor,0.0322,112.488,04-Apr,0.0367,Classical,Class3
Max Bruch,"Violin Concerto No. 1 in G Minor, Op. 26: I. Vorspiel (Allegro moderato)",1nXTamSiUx7ggY709koe05,138859,32,0.827,0.159,558547,0.139,0.0826,G,0.31,-15.816,Minor,0.0429,173.292,04-Apr,0.0602,Classical,Class3
DragonForce,Valley of the Damned - 2010 Edition,5T2AwbeUDXYbhjiDrD0s3e,216469,31,0.000912,0.0918,432293,0.97,0.000696,G,0.533,-3.037,Major,0.105,200.3,04-Apr,0.202,Classical,Class4
empty_field,"Fidelio, Op. 72, Act II: Alles ist bereit - Ich gehe das Signal zu geben (Live)",3twatOPdtffhCxGTFzYVuk,161249,33.289,0.663,0.463,75320,0.00623,0.547486,C#,0.366,-37.819,Major,0.114,126.649,03-Apr,0.157,Classical,Class1
Gabriel Fauré,"Dolly, Op.56: 1. Berceuse",4ljALrblJ6OyrXFH0PzXwK,70241,23,0.996,0.436,98358.5,0.00666,0.88,E,0.094,-33.563,Major,0.043,117.151,04-Apr,0.278,Classical,Class7
Franz Liszt,"La Danza (Tarantella napoletana), S424/9 (after Gioacchino Rossini, Soirées musicale)",27Im69mBeh72kYv2eNNiFI,209990,30,0.982,0.307,249333,0.26,0.852,F,0.137,-18.236,Major,0.0408,148.426,04-Apr,0.271,Classical,Class7
Howard Shore,The Thief,5Jq4WWh3EKkxRfwAHiAMcS,157750,33,0.723,0.253,260853,0.109,0.641,B,0.0721,-21.238,Minor,0.0355,113.484,04-Apr,0.0894,Classical,Class1
empty_field,My Allied Ocean,2lFoxhUEGpKoSHetkKHIAw,172532,42,1.7e-05,0.464,246600,0.985,7.87e-05,C#,0.1,-5.389,Major,0.139,89.984,04-Apr,0.236,Classical,Class4
Hammerfall,My Sharona,5eXuYIItrgzdWRWzhMD9kP,81316,38,0.00194,0.547,236893,0.873,0.0242,G,0.0766,-4.035,Minor,0.0477,145.058,04-Apr,0.524,Classical,Class4
Ralph Vaughan Williams,Fantasia on a Theme by Thomas Tallis,6Oy3pSVSyAaBk5awm4tA0j,42392,36,0.793,0.0994,973800,0.121,0.827,G,0.335,-17.763,Major,0.0433,83.1423,04-Apr,0.0378,Classical,Class6
empty_field,"Serenade for String Orchestra in C Major, Op. 48, TH 48: I. Pezzo in forma di Sonatina",7y8X0Z04gJCKtfrnSAMywJ,144578,32,0.94,0.319,583653,0.333,0.886,C,0.102,-16.185,Major,0.0411,106.22,03-Apr,0.193,Classical,Class6
empty_field,"Les Chansons des roses: No. 2. Contre qui, rose",1pwy1QgUguLCykSAmLPMIQ,54513,28,0.984,0.0695,246600,0.0087,0.02,A#,0.103,-35.457,Minor,0.0505,77.05,04-Apr,0.0323,Classical,Class3
Ludwig van Beethoven,"Piano Sonata No. 26 in E-Flat Major, Op. 81a ""Les Adieux"": 1. Das Lebewohl (Adagio - Allegro)",50b1SWqzBcwIpBropLMh0o,190816,28,0.992,0.403,272919,0.0516,0.891,D#,0.0761,-23.254,Major,0.0466,129.535,03-Apr,0.225,Classical,Class1
empty_field,"Violin Sonata in D Minor, Op. 9: II. Andantino tranquillo e dolce",4WotdarBrxRKhpp5fJEn6g,34878,28,0.922,0.236,442600,0.0514,0.227,F#,0.0851,-20.667,Minor,0.045,80.267,04-Apr,0.0396,Classical,Class3
Antônio Carlos Jobim,Dindi,5dqWpLBecEnallSWbXlUUz,79940,34,0.744,0.347,211907,0.191,0.0626,F,0.257,-16.797,Major,0.0358,78.058,04-Apr,0.187,Classical,Class3
Ludwig van Beethoven,"Triple Concerto in C Major for Piano, Violin and Cello, Op. 56: III. Rondo alla polacca",1R9EHsvzpXwOvlGkgDmE55,171745,24,0.952,0.351,793893,0.0638,0.356,C,0.0617,-24.707,Major,0.0401,100.922,03-Apr,0.302,Classical,Class6
Franz Liszt,"Ständchen (From Schwanengesang, D957)",2niUiaoJDCzNldW0pV66zb,79150,56,0.994,0.311,375920,0.0075,0.943,D,0.0877,-30.619,Major,0.0397,68.138,03-Apr,0.0387,Classical,Class1
empty_field,Spiegel im spiegel,1kBM7AURqQTIXFePNVpEwP,192714,51,0.833,0.142,503893,0.0649,0.00894,F,0.102,-28.618,Major,0.0363,89.338,03-Apr,0.0684,Classical,Class3
Carl Nielsen,"Symphony No. 5, Op. 50, FS 97, CNW 29: I. Adagio",3jM9wxKC0G9ocb5K8o1W7i,174862,24,0.93,0.0931,578493,0.188,0.892,G,0.31,-19.58,Major,0.0382,87.659,03-Apr,0.038,Classical,Class6
George Frideric Handel,"Handel : Suite in F major HWV348, 'Water Music' : VIII Air",1jjaIw5aCDFXmX82m01bl8,190226,28,0.97,0.174,230426,0.0136,0.54,E,0.348,-29.853,Major,0.0466,78.731,04-Apr,0.185,Classical,Class1
Peter Schmalfuss,2 Legenden: La prédication aux oiseaux,2gJyWH8pWPLvOObQ7eOpyY,42953,32,0.985,0.334,596240,0.0431,0.946,E,0.178,-26.986,Major,0.0509,66.242,04-Apr,0.0536,Classical,Class6
Giacomo Puccini,"La Bohème / Act 1: ""Che gelida manina""",3bY3cy5r1ALCTHSHGasSlO,44875,44,0.985,0.233,285893,0.304,0.0649,G#,0.297,-11.993,Major,0.0477,84.952,04-Apr,0.0963,Classical,Class3
Michael Haydn,"Symphony No. 33 in B-Flat Major, P. 24: I. Vivace",7uvYjfi2HTv9TsPs8Oppvn,195781,30,0.944,0.422,372000,0.271,0.935,A#,0.148,-15.292,Major,0.0345,147.783,03-Apr,0.461,Classical,Class7
Leonard Bernstein,West Side Story: Act I: Something's Coming,0b889dNiVBOUvnURFb9rcx,30781,41,0.547,0.468,152427,0.159,0.000128,C,0.224,-12.585,Major,0.0427,72.273,04-Apr,0.381,Classical,Class3
Ludwig van Beethoven,"Piano Sonata No. 30 in E Major, Op. 109: I. Vivace ma non troppo",4XpozCpvdflxWMoAu70qs2,141874,36.6432,0.984,0.254,224729,0.0436,0.849,E,0.104,-26.005,Major,0.0397,102.916,04-Apr,0.0689,Classical,Class1
Johann Sebastian Bach,"Cello Suite No. 3 in C Major, BWV 1009: III. Courante",2Q3pOWudJRxNk37OKitkCD,65975,30,0.935,0.38,147467,0.157,0.802,G,0.154,-24.751,Major,0.0483,97.9384,01-Apr,0.871,Classical,Class7
Michael Haydn,Ave Regina caelorum,4U610tMMVnQAWFao8cGxCa,111320,28,0.994,0.111,564120,0.147,0.0709,B,0.0566,-22.979,Major,0.0544,80.7192,03-Apr,0.0386,Classical,Class3
empty_field,"Serenade No. 2 in A Major, Op. 16: V. Rondo. Allegro",7lFgli7y2vo7sjgynHZzBP,212230,32.3952,0.994,0.388,374427,0.075,0.906,A,0.0938,-21.382,Major,0.0403,105.114,04-Apr,0.297,Classical,Class7
Luigi Boccherini,"Quintet in E Major, Op.11, No.5, G.275: 3. Minuetto - (Ferris Bueller's Day Off)",7uw3Vvwl7qcHrcho6RUXaz,150102,37,0.922,0.434,222507,0.0222,0.000437,A,0.123,-28.244,Major,0.0353,93.03,04-Apr,0.386,Classical,Class3
empty_field,"Piano Sonata No. 12 in F Major, K. 332: I. Allegro",1NiRTHrrLE8glprRVRtKYf,148332,29,0.994,0.349,244594,0.0575,0.92,C,0.0784,-22.831,Major,0.0399,155.374,03-Apr,0.221,Classical,Class7
Ludwig van Beethoven,"Piano Concerto No.5 in E flat major Op.73 -""Emperor"": 2. Adagio un poco mosso",1fnRwgZLgAYMM1dVL1oqwG,132397,23,0.986,0.159,525000,0.0261,0.959,B,0.104,-27.854,Major,0.0408,78.373,04-Apr,0.0436,Classical,Class6
Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. III, Scène XIV - ""Allons, il est trop tard! ... Je connais donc enfin""",2UJ9eh4cex6ulccBrskJXd,142997,31.0279,0.966,0.344,287227,0.265,0.0105,F,0.091,-20.139,Major,0.0792,99.574,01-Apr,0.394,Classical,Class3
empty_field,"Symphony No. 6 in B Minor, Op. 54: 2. Allegro - Live at Symphony Hall, Boston / 2017",5WO1gmX6aI6kToQggDkolN,213734,36,0.767,0.35,384493,0.122,0.861,A,0.0911,-18.524,Minor,0.0385,107.785,01-Apr,0.187,Classical,Class1
empty_field,Konzertstück Op.86 In F For 4 Horns And Orchestra: 1. Lebhaft -,3m2PJz5pPCbU1Myu6Uano8,176392,39,0.989,0.331,235353,0.109,0.829,F,0.0934,-16.826,Major,0.0437,74.352,04-Apr,0.13,Classical,Class1
Franz Joseph Haydn,1. Vivace,3PEGbwuHNo1K0VIpe84SXQ,92867,36,0.96,0.383,482164,0.158,0.76,C,0.106,-17.385,Minor,0.0517,152.599,03-Apr,0.169,Classical,Class6
Eric Johnson,Forty Mile Town,2vrdFGkhlH3or3y3eozMoB,159157,28,0.547,0.47,253200,0.335,1.09e-06,C,0.234,-16.039,Major,0.0467,75.844,04-Apr,0.227,Classical,Class3
Franz Liszt,"Eine Symphonie zu Dantes Divina Commedia, S109/R426, ""Dante Symphony"": I. Inferno: Andante amoroso: Tempo rubato - Piu ritenuto -",7fNgvjjHs5bG2Ky2ClaMpV,188685,29,0.951,0.195,222000,0.0373,0.875,F#,0.137,-27.059,Major,0.0432,67.033,04-Apr,0.0375,Classical,Class1
Jean Sibelius,"Finlandia, Op. 26",6is8O0NV3moGc2eV0WbCtV,47738,37,0.933,0.181,507973,0.188,0.887,G#,0.0989,-19.208,Major,0.0392,74.637,04-Apr,0.041,Classical,Class6
Frederick Delius,North Country Sketches,7cdOiZBLqp31qFjMTBAXTL,66466,33,0.689,0.165,245613,0.019,0.942,F#,0.345,-32.441,Minor,0.0406,111.264,04-Apr,0.0332,Classical,Class1
Richard Strauss,"Morgen!, Op. 27 No. 4",3XbVHYWuExnkyJZQMdIhFz,54489,44,0.984,0.27,210800,0.0189,0.00415,G,0.0883,-29.784,Major,0.0489,127.935,04-Apr,0.0385,Classical,Class3
Haken,The Good Doctor,0sxEHZ8WEPPTWGFXYBdB3O,89024,46,0.000119,0.396,235973,0.891,0.00499,E,0.172,-5.138,Minor,0.0772,159.632,04-Apr,0.381,Classical,Class4
Buckethead,Dawn Appears,2gSVKxPDww9Eep5rdvtdem,65527,29,0.832,0.533,381341,0.537,0.0202,G,0.101,-10.021,Minor,0.0268,160.061,04-Apr,0.181,Classical,Class7
empty_field,All Gone,0OpSuQroFFam4VyjxzjAGf,196145,43,0.993,0.43,73120,0.0232,0.019,G,0.125,-25.227,Minor,0.0753,71.99,04-Apr,0.036,Classical,Class3
Robert Schumann,"Symphonic Etudes for Piano, Op. 13: Étude VIII. Sempre marcatissimo",0zOyZSm2YOcrjb7gxL75o8,192849,13,0.995,0.378,94093,0.183,0.914,C#,0.11,-18.252,Minor,0.038,94.995,04-Apr,0.234,Classical,Class7
Carl Orff,"Carmina Burana, II. In taberna (Version for Soloists, Choruses, 2 Pianos & Perc.): Estuans interius",4UdUTHpcinSteiZfEsi2CR,167768,32.5911,0.986,0.401,145280,0.221,8.67e-05,A,0.119,-18.954,Minor,0.0913,74.789,04-Apr,0.592,Classical,Class7
Borodin Quartet,"Souvenir De Florence, Op. 70: III. Allegretto Moderato",5op53ANI4exiWqFHKuwWxd,32250,26,0.86,0.484,380160,0.223,0.785,A,0.184,-18.077,Minor,0.0462,85.475,04-Apr,0.209,Classical,Class7
John Philip Sousa,"March of the Pan Americans: No. 17, Paraguay",01UYpHuzHi4eB9PAbDoPY2,53252,33.9155,0.978,0.363,171213,0.0847,0.828,G#,0.205,-20.635,Major,0.0377,110.662,04-Apr,0.484,Classical,Class7
Johann Sebastian Bach,"St. John Passion, BWV 245, Pt. 2: No. 18c, Barrabas aber war ein Mörder",3d2vAXkmkIca1B5oj0seZB,176525,16,0.938,0.381,30631,0.311,0.00065,B,0.336,-18.816,Minor,0.0692,63.147,04-Apr,0.416,Classical,Class3
empty_field,The Rite of Spring: Part One: Adoration of the Earth: Spring Rounds,7rfiXyFb5M9BqdkvKvVEiB,179815,31,0.937,0.205,244107,0.0296,0.874,A#,0.11,-19.826,Minor,0.0388,134.933,05-Apr,0.0559,Classical,Class1
Ludwig van Beethoven,"Piano Sonata No.14 in C sharp minor, Op.27 No.2 -""Moonlight"": 1. Adagio sostenuto",5tztLBvTlNC15Np2tnQ5Ll,99790,29,0.995,0.177,456733,0.0278,0.915,D,0.0971,-40.286,Major,0.035,44.974,04-Apr,0.307,Classical,Class1
Wolfgang Amadeus Mozart,"Concerto No. 4 in E-Flat Major, K.495: I. Allegro Maestoso",7yMiX7n9SBvadzox8T5jzT,85878,24,0.988,0.38,490600,0.0772,0.948,D#,0.312,-20.233,Major,0.0403,125.793,04-Apr,0.208,Classical,Class6
Herbert Howells,A Spotless Rose,15IYFI3Mm58gOH7dLmKI3w,213615,26,0.989,0.113,219747,0.0715,0.265,F#,0.108,-31.734,Minor,0.0567,74.647,01-Apr,0.0629,Classical,Class3
empty_field,"Violin Partita No. 1 in B Minor, BWV 1002: VI. Double",4RA4cqU3GAFfBnWG5S6QMC,203051,23,0.995,0.223,206813,0.00875,0.0487,B,0.213,-27.271,Minor,0.0548,82.296,05-Apr,0.372,Classical,Class3
Ludwig van Beethoven,"Diabelli Variations, Op. 120: Variation 2. Poco allegro",3bt6gBOA41MHQfXy0Jf855,86710,28,0.994,0.35,54480,0.0921,0.915,C,0.137,-39.429,Major,0.0469,164.884,04-Apr,0.878,Classical,Class7
Chris Thile,Watch 'At Breakdown,2DISZdRVH6nd5XXWe3ZByk,138580,24,0.945,0.326,238293,0.47,0.883,G,0.13,-12.898,Major,0.032,152.632,04-Apr,0.559,Classical,Class7
empty_field,"Prelude and Fugue in C Major, BWV 846: Prelude",5HaCCCKJquEsamhLwDEFEz,161201,27,0.991,0.214,156093,0.0183,0.909,C,0.0552,-36.638,Major,0.0417,123.349,04-Apr,0.331,Classical,Class1
empty_field,"Passion Week, Op. 13: Of Thy Mystical Supper",1o6DclZHw0HomxXEQR1ijX,181566,29,0.994,0.0742,283653,0.0554,0.614,D,0.114,-25.578,Minor,0.039,79.635,04-Apr,0.0367,Classical,Class1
Hariprasad Chaurasia,Raga Jhinjhoti in Rupak Tal (7 beats) and Tintal (16 beats),34Ga20vIH4vN9neqWG8Tok,140713,36,0.729,0.385,1.26949e+06,0.528,0.462,G,0.0823,-16.205,Major,0.0443,143.401,01-Apr,0.279,Classical,Class6
Pyotr Ilyich Tchaikovsky,"The Nutcracker, Op.71 : Overture",2oHxuNlj8cdpqxpum3DWkj,31119,28,0.97,0.541,352251,0.0973,0.966,A#,0.0572,-22.074,Major,0.0399,114.272,04-Apr,0.285,Classical,Class7
Sergei Rachmaninoff,"Prelude in G minor, Op.23, No.5 : Alla marcia",0Rhl31nc6W2Kpa758hLXN6,144014,32,0.975,0.354,265520,0.135,0.829,G,0.129,-21.559,Minor,0.0403,112.522,04-Apr,0.106,Classical,Class1
Friedrich Gulda,Concerto for Cello & Wind Band: Ii. Idylle,4uQqahi1iUP35xE2qGdKdo,189679,29,0.972,0.154,450413,0.0118,0.847,A#,0.0709,-31.067,Major,0.0467,87.1424,03-Apr,0.0524,Classical,Class1
Guillaume Dufay,O tres piteulx – Omnes amici eius,1gJA27xiMdENwoAVN7kMlo,212264,33,0.992,0.215,285557,0.0923,0.156,E,0.142,-21.131,Major,0.0456,108.691,04-Apr,0.0858,Classical,Class3
empty_field,"Concerto for Lute and 2 Violins in D Major, RV 93: I. Allegro giusto",4Y35XZQXXqNRbaiRCDTB6r,119585,32,0.962,0.479,197293,0.129,0.72,C#,0.085,-18.887,Major,0.0343,133.184,04-Apr,0.658,Classical,Class7
empty_field,Samwise the Brave,5W9Al2ewPfzbWHOV2BAtBR,96207,47,0.805,0.0646,226000,0.0883,0.899,G,0.117,-20.109,Major,0.0447,65.689,04-Apr,0.0376,Classical,Class1
Aaron Jay Kernis,"String Quartet No. 2, ""musica instrumentalis"": I. Overture",3qq7parQQaohn9N7qKrKtE,182748,21,0.981,0.352,691293,0.188,0.729,A#,0.085,-15.831,Major,0.0483,97.408,01-Apr,0.242,Classical,Class6
Philip Glass,Echorus,0CJvDUBeEL1Rmpx7MH28CQ,84030,37,0.948,0.277,351467,0.0182,0.271,C,0.125,-24.333,Major,0.0463,120.822,04-Apr,0.037,Classical,Class3
Van Canto,Hymn (Bonus Track),1NSjV4Ji9MKtUQDXHAH4k0,36872,30,0.372,0.577,136173,0.601,0.167021,A#,0.118,-9.361,Major,0.0442,101.968,04-Apr,0.349,Classical,Class4
Pablo Casals,Song of the Birds,5bFFJhiXofiXrgJWeaipN1,169107,35,0.931,0.1,222053,0.0832,0.891,D,0.123,-26.671,Major,0.052,68.289,04-Apr,0.0246,Classical,Class1
Robert Schumann,"Piano Concerto in A Minor, Op. 54: II. Intermezzo. Andantino grazioso (Live)",6vHyPhg8fgclBiY8QN68wp,205331,32.0532,0.99,0.234,268480,0.0125,0.808,F,0.0632,-32.925,Major,0.0357,92.263,03-Apr,0.123,Classical,Class1
empty_field,Symphony in C: Adagio,3WhJRBmTMpIuTyl5KBZV1t,85134,30,0.952,0.231,749225,0.021,0.514,A,0.0682,-26.946,Minor,0.0429,124.816,03-Apr,0.041,Classical,Class6
Gustav Mahler,"Symphony No. 8 in E-Flat Major - ""Symphony of a Thousand"" / Pt. 1: ""Gloria sit Patri Domino""",7kMfu3KUydmrFVGEAhjtyl,39367,4,0.957,0.217,367056,0.485,0.84,D#,0.204,-9.399,Major,0.0385,125.739,03-Apr,0.174,Classical,Class6
Sergei Rachmaninoff,"Preghiera (Arr. By Fritz Kreisler From Piano Concerto No. 2 In C Minor, Op. 18, 2nd Movement)",0DW3HWn2qCPc5e0Chh8cOU,201239,40,0.97,0.221,329653,0.0612,0.491,C,0.0661,-21.344,Major,0.0392,87.1424,03-Apr,0.0692,Classical,Class1
Pyotr Ilyich Tchaikovsky,"Swan Lake, Op. 20, TH 12, Act I ""Terrace in Front of the Palace of Prince Siegfried"": Act I The terrace in front of the palace of Prince Siegfried: No. 1. Scene",0Dak6Pn4FQk6FhxnxlLXfv,44274,38,0.847,0.478,171133,0.366,0.947,D,0.0756,-17.539,Major,0.0433,79.283,04-Apr,0.221,Classical,Class7
Elena Kats-Chernin,Biqui,2rJFFUEl1LURkV0b0OARXx,47038,42,0.996,0.45,233960,0.00274,0.967,A,0.0722,-36.215,Major,0.0619,131.059,03-Apr,0.0666,Classical,Class1
Johann Sebastian Bach,"Sonata for Viola da Gamba No. 3 in G Minor, BWV 1029: III. Allegro",46HZ8l9wPo9JNsk7dZLamb,132004,27,0.92,0.55,195907,0.139,0.924,G,0.111,-26.115,Minor,0.0389,110.746,04-Apr,0.722,Classical,Class7
Johann Sebastian Bach,"Concerto for 2 Violins in D Minor, BWV 1043: I. Vivace",6holGuk1jKHTdWyWBOZi8l,183162,35,0.96,0.539,232293,0.375,0.00285,G,0.469,-14.299,Minor,0.0554,93.528,04-Apr,0.86,Classical,Class7
Vincenzo Bellini,Norma / Act 1: Casta Diva,1z33QOn2Hcq9SfI5pES25L,153003,39,0.983,0.277,357262,0.0623,0.118,F,0.108,-23.719,Major,0.0507,67.194,03-Apr,0.039,Classical,Class3
Frédéric Chopin,"Andante Spianato And Grande Polonaise brilliante, Op. 22",6apE2ezK4oIwOHjuS56zRX,68065,48,0.973,0.339,823787,0.245,0.926,D#,0.1,-18.292,Major,0.0364,103.031,03-Apr,0.106,Classical,Class6
empty_field,"Symphony No. 6 in F, Op.68 'Pastoral': V. Allegretto (Shepherds' Hymn)",5wiaM9i69lgCNqfbhNEMOR,188700,34,0.97,0.0747,405920,0.075,0.918,C,0.0859,-19.136,Major,0.0412,73.327,03-Apr,0.0434,Classical,Class1
Lü Wencheng,Autumn Moon on a Calm Lake (pinghu qiuyue),0eti3iRdEgUxwcIcN2N9DY,115372,38,0.99,0.309,242507,0.0218,0.86,C#,0.0956,-27.531,Major,0.0362,61.551,04-Apr,0.0961,Classical,Class1
Running Wild,Riding the Storm,3zUfY4U1LricDyETxHx84n,178411,42,1.84e-05,0.295,387733,0.974,0.728,D,0.175,-4.098,Minor,0.0844,187.34,04-Apr,0.201,Classical,Class4
Igor Stravinsky,"Stravinsky: Suite After Themes, Fragments and Pieces by Giambattista Pergolesi: Serenata: Larghetto",1LoP88I4cknj2kNIHMoxUR,88769,38,0.988,0.316,189107,0.00383,0.00641,F,0.0657,-31.602,Minor,0.0399,75.113,04-Apr,0.124,Classical,Class3
Hector Berlioz,"La Damnation de Faust, Op. 24, H. 111: Pt. IV, Scène XX - Dans le ciel. ""Laus! Hosanna!"" - Apothéose de Marguerite. ""Remonte au ciel, âme naïve""",1SbCz9OOWcRPwwrdNEOhcg,100377,31.0279,0.969,0.173,327866,0.0356,0.682,C#,0.0772,-30.136,Major,0.0442,118.7,04-Apr,0.0335,Classical,Class1
Johann Pachelbel,"Cannon in D - Piano (Also, Canon, or Kanon)",22mQzUCkUPc78n9LufLQUQ,73149,36,0.994,0.531,148480,0.13,0.892,D,0.127,-15.01,Major,0.0512,121.736,04-Apr,0.356,Classical,Class7
Claude Debussy,Claude Debussy: Clair de lune (Suite bergamasque),41aUjewahboe3Beuq9g0wL,203074,29,0.989,0.315,355240,0.00257,0.936,C#,0.127,-36.877,Major,0.0607,109.696,03-Apr,0.0548,Classical,Class1
Claude Debussy,Rêverie,6Tb8Fse6LfJ0CRZVlNjHF5,35585,51,0.995,0.251,373810,0.00904,0.922,F,0.0779,-31.599,Major,0.0406,62.225,04-Apr,0.0819,Classical,Class1
Georg Philipp Telemann,"Trio in B Minor, TWV 42:h6: I. Largo",1I9VxWO4FHPIzsIxOTnd6V,145775,9,0.757,0.0816,369482,0.0554,0.312,A#,0.108,-19.406,Minor,0.0391,74.907,04-Apr,0.0703,Classical,Class3
