artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Georges Bizet,"Bizet: Carmen, WD 31, Act 2 Scene 5: No. 17b, Cantabile, ""La fleur que tu m'avais jetée"" (Don José)",4G3YqgEEGQe5EhhGiNpUZJ,opera7,158263,15,0.982,0.241,225507,0.207,0.00226,C#,0.114,-16.353,Major,0.0374,86.885,01-Apr,0.0735,Opera
Richard Wagner,巡礼の合唱「タンホイザー」より - オルガン編曲版,2kGntpOYRA73L12osPFxxf,opera5,150873,7,0.937,0.0743,182660,0.0653,0.951,E,0.0803,-18.539,Major,0.0403,176.124,03-Apr,0.0398,Opera
empty_field,Puccini: Gianni Schicchi - O mio babbino caro,3jtUoPEhfc3p9utDkKHwyj,opera2,158492,14,0.983,0.184,233963,0.141,0.012,G#,0.106,-19.544,Major,0.0472,81.349,04-Apr,0.0383,Opera
Jean-Baptiste Lully,Entrée - Air pour les Paysans et Paysanes,7gmX4qFZ8tIxLlipHatQOo,opera8,163760,31,0.992,0.435,108280,0.0481,0.925,C,0.114,-25.667,Major,0.0323,67.601,04-Apr,0.388,Opera
Georges Bizet,"Carmen, WD 31 (Excerpts): Overture",5Gx2SIkIWdSzdxnvfO3TJy,opera1,175145,7,0.732,0.33,139104,0.357,0.948,D,0.298,-18.289,Minor,0.0443,126.338,04-Apr,0.698,Opera
Engelbert Humperdinck,"Humperdinck : Hänsel und Gretel : Act 1 ""Hotta! Himmel, die Mutter"" [Stepmother, Gretel, Hänsel]",0LDxxm74Lr0M8yIpegMKOw,opera8,35126,6,0.93,0.421,143600,0.134,5.73e-05,F,0.138,-19.438,Major,0.0582,101.74,01-Apr,0.209,Opera
Giacomo Puccini,Vissi d'arte,7A1dkV9p6d9IH2NiV5yCsQ,opera7,140968,23,0.989,0.178,196893,0.238,0.000218,D#,0.113,-12.127,Major,0.0401,78.764,03-Apr,0.0746,Opera
empty_field,Donizetti: Una furtiva lagrima,1pxXCLQzTQiY3xEz1uNnRP,opera3,98398,15,0.991,0.304,279842,0.0652,0.878,A#,0.109,-20.647,Major,0.0385,96.366,03-Apr,0.0811,Opera
Jussi Björling,Nämnar Du Sverige,3I9rCzT70uNNEzPurOYMaG,opera4,182356,14,0.934,0.301,189760,0.377,0.255,C#,0.725,-10.161,Major,0.0408,75.379,05-Apr,0.325,Opera
Richard Wagner,Das Rheingold: Prelude,1VZLEW5ZfcAbKZ94XQiSZF,opera3,164338,30,0.932,0.11,577333,0.0506,0.953,G#,0.216,-28.789,Major,0.0485,76.559,03-Apr,0.0285,Opera
empty_field,'O paese d' 'o sole,67wcAJeaNwGm0fcB4HzzYm,opera7,201480,10,0.936,0.26,156571,0.354,0.292,G,0.318,-12.122,Minor,0.037,95.342,04-Apr,0.299,Opera
Charles Gounod,La Reine Du Matin,6Ic78nak5XUHGkjxowRbLq,opera5,158630,8,0.975,0.282,190840,0.393,2.23e-06,D#,0.157,-7.318,Major,0.0387,168.786,03-Apr,0.36,Opera
Richard Wagner,Die Walküre / Zweiter Aufzug: Vorspiel,0SqgZ5KpfX24W8ZeGzOle2,opera4,87839,7,0.917,0.154,136640,0.396,0.945,C,0.581,-11.23,Major,0.0304,84.597,04-Apr,0.0782,Opera
Ruggero Leoncavallo,"Pagliacci / Act 1: ""Un grande spettacolo!""",2iptAVf9jZerlywLwiGhak,opera5,106782,17,0.972,0.384,453414,0.189,0.000228,G,0.0951,-19.16,Major,0.0487,124.189,04-Apr,0.267,Opera
Georges Bizet,"Carmen, WD. 31, Act II: Les tringles des sistres tintaient",5pAcOedvyoNapkvQFJUgnr,opera1,54900,11,0.766,0.421,240893,0.247,0.000368,C,0.117,-17.6,Major,0.105,101.877,04-Apr,0.298,Opera
Giuseppe Verdi,"Aida: ""O terra addio"" - Remastered",7hqboBA08HiOvLPd3Ahjod,opera7,188596,5,0.995,0.23,244267,0.137,7.62e-05,F#,0.0923,-13.131,Major,0.0402,76.507,03-Apr,0.165,Opera
Giuseppe Di Stefano,Fenesta che lucive,3NcJu9876GBJuNU6vJOrbb,opera2,217028,18,0.995,0.303,173600,0.0418,0.00372,G,0.0863,-15.963,Minor,0.0418,88.289,03-Apr,0.243,Opera
Jules Massenet,"""Frère, voyez le beau bouquet!...Du gai soleil, plein de flamme...Heureux! Pourrai-je l'être encore?...Du gai soleil""",4TKjQ87mCaNhuhxhgu4U3h,opera2,160107,8,0.962,0.278,204507,0.179,0.00268,A,0.14,-18.822,Major,0.104,79.205,04-Apr,0.114,Opera
Jules Massenet,"Massenet: Thaïs, Act 2: ""Ah ! je suis seule ... Dis moi que je suis belle"" (Thäis)",4fr8ygBowOit90Ulee5MRw,opera2,97976,18,0.968,0.256,365973,0.0589,0.00182,F,0.157,-22.501,Major,0.0436,89.019,01-Apr,0.0386,Opera
Richard Wagner,"Die Walküre / Dritter Aufzug: ""Du zeugtest ein edles Geschlecht""",5knPRxPR2RuXY0JQC7M0EO,opera4,194708,4,0.972,0.332,333427,0.151,0.000668,C,0.606,-18.699,Minor,0.0458,83.205,04-Apr,0.07,Opera
empty_field,"Nabucco / Act 3: Va', pensiero (Chorus Of The Hebrew Slave)",6nQ5z2EDrltb8MZs3HhfgL,opera3,55536,19,0.986,0.217,279842,0.0431,0.798,C#,0.0961,-22.82,Major,0.0423,131.769,03-Apr,0.0829,Opera
Philippe Jaroussky,"Sanctissima Virgo (Sacrae cantiones una, duabusque vocibus coninendae, 1618, J. Cassiani, Modena)",190IqlryWu91WBKeDgZqZz,opera7,160987,24,0.95,0.256,196880,0.0695,0.00113,G,0.114,-17.889,Minor,0.0393,77.83,04-Apr,0.204,Opera
empty_field,Dolente immagine di Fille mia,2PyorPr6Hzdnmxm85lrohB,opera2,56194,11,0.993,0.281,257191,0.0194,7.84e-06,E,0.0635,-26.11,Minor,0.071,85.356,03-Apr,0.111,Opera
empty_field,"Il barbiere di Siviglia / Act 1: No.1 Introduzione: ""Piano, pianissimo""",3oXsQsoPCFTW1vXW0D7eB9,opera2,63181,2,0.975,0.336,177667,0.0306,0.0194,D,0.0794,-32.3,Major,0.0397,102.79,03-Apr,0.194,Opera
Gaetano Donizetti,"La fille du regiment: Act I: Introduction: Silenzio, silenzio (Chorus, Ortensio, Marchesa)",0oiCeOPwm4zhwfyIpAE37y,opera5,141220,4,0.972,0.324,352720,0.214,0.000428,D,0.0691,-19.166,Major,0.062,134.786,04-Apr,0.136,Opera
Friedrich von Flotow,"Martha: Martha, Act III: Ach so fromm (M'appari tutt'amor)",2qoLCpTRYv6h8Vx94hxkvl,opera2,32818,6,0.974,0.24,226067,0.0714,0.000273,C,0.114,-21.474,Major,0.0423,94.9473,04-Apr,0.108,Opera
Giacomo Puccini,"La Rondine, Atto III: ""Nella tua casa""",6mK142Lubl6sISSO0AICJI,opera7,90055,20,0.963,0.187,371413,0.227,0.00929,D#,0.0892,-18.323,Minor,0.0412,85.863,03-Apr,0.039,Opera
Richard Wagner,"Lohengrin, WWV 75: Prelude To Act I - Live",05pVGZezCYm0BCs1FQRkEA,opera3,30400,24,0.817,0.066,559996,0.0232,0.891,A,0.117,-29.646,Major,0.0434,72.592,05-Apr,0.029,Opera
Dietrich Fischer-Dieskau,D. 911: Op. 89 : Täuschung,3zwckXvKBZOYLO8M0vF9z2,opera8,76826,17,0.985,0.444,87893,0.169,2.37e-05,A,0.0775,-14.483,Major,0.0933,80.359,03-Apr,0.29,Opera
Jules Massenet,"""Werther! Werther!..qui m'aurait dit...Ces lettres ...ah!""",46XzvI0GXvRwK7LV6vdn2v,opera2,181819,4,0.963,0.264,401587,0.179,2.9e-05,A,0.102,-16.41,Minor,0.0509,94.9745,04-Apr,0.0384,Opera
Pietro Mascagni,"Mascagni: Cavalleria rusticana: ""Regina coeli""",1RNZLo1oCpUsdZ14BoSv4I,opera7,64262,26,0.959,0.22,276733,0.335,0.0815,G,0.117,-13.508,Major,0.042,52.473,04-Apr,0.0868,Opera
Gioachino Rossini,Act II: Tanti affeti in tal momento,3472LOuCYPgdY4PvT0wxE0,opera5,83943,10,0.974,0.419,486387,0.173,0.000119,D#,0.0687,-16.852,Major,0.0761,126.474,03-Apr,0.248,Opera
Georges Bizet,"Carmen, WD 31 / Act 4: ""Carmen, un bon conseil""",2eKV5ctkPkHOol3u2j4HLy,opera8,200771,4,0.902,0.335,113160,0.232,0.0888,A#,0.151,-15.127,Major,0.0415,138.838,04-Apr,0.429,Opera
Georges Bizet,"Carmen, WD. 31, Act I: Monsieur le brigadier?...Ma mère, je la vois!",1tE4qd2M1T11U2FZL2IyvU,opera2,78183,10,0.96,0.234,551533,0.13,1.17e-05,C,0.102,-19.741,Major,0.0518,75.55,04-Apr,0.11,Opera
empty_field,"The Barber of Seville, Act II Scene 1: Quando mi sei vicina (Bartolo)",2hfR9FIdzAhrWIm3F6Um5s,opera2,134140,8,0.956,0.296,61907,0.103,4.86e-05,G,0.131,-26.421,Major,0.0578,87.631,03-Apr,0.207,Opera
Ambrosian Opera Chorus,La Traviata - Extraits: Prélude,0Ms6Qt4qlD36LO3j01LpYb,opera1,173632,14,0.863,0.261,237107,0.278,0.831,B,0.351,-12.997,Major,0.0358,116.795,04-Apr,0.0534,Opera
empty_field,Macbeth / Act 3: Ballet Music,5r1emHieZVIGLAZtuEpbf5,opera3,41712,11,0.952,0.221,562000,0.157,0.907,F,0.33,-17.163,Major,0.0416,81.082,04-Apr,0.119,Opera
Richard Wagner,"Das Rheingold, WWV 86A / Erste Szene: ""He he! Ihr Nicker!""",53wf3AP9oOzIJbQBwwmbVN,opera4,36208,11,0.91,0.374,78158,0.118,3.54e-05,F,0.575,-21.667,Major,0.062,80.427,04-Apr,0.183,Opera
Giacomo Puccini,"Madama Butterfly, Act II: Povera Butterfly (Suzuki, Sharpless, Butterfly)",0h0BIUrAch3T6DVV6bFTKX,opera2,96314,14,0.943,0.377,159240,0.126,2.28e-05,C,0.272,-20.972,Major,0.0469,59.856,03-Apr,0.223,Opera
empty_field,"Manon Lescaut, Atto III:""Presto! In fila!... Non v'avvicinate! No, pazzo son!""",0M6CaHA4db6d3adTqFBkSY,opera7,174528,16,0.967,0.261,214467,0.312,0.47,E,0.135,-13.599,Minor,0.0507,84.177,04-Apr,0.193,Opera
Giuseppe Verdi,"""Tu...Amonasro!...tu!...il Re?""",0oh8Q5oEd1soXkjaMECmbs,opera7,81484,15,0.958,0.35,172835,0.418,0.00253,D,0.25,-9.15,Major,0.0562,84.774,04-Apr,0.275,Opera
Gaetano Donizetti,Rita: Rita: Allegro io son,5cQffjWJzgnmEtTzKW6dnh,opera5,77327,6,0.983,0.366,241308,0.209,0.00266,E,0.081,-17.762,Major,0.0614,162.884,03-Apr,0.223,Opera
Peter Schreier,"J.S. Bach: Schweigt stille, plaudert nicht BWV 211/ Kaffee-Kantate (Coffee Cantata)/4. Satz",1hMBWwMWlXywAVTb2I6juT,opera8,141018,11,0.886,0.435,291280,0.186,0.0139,E,0.186,-17.43,Minor,0.0609,110.229,03-Apr,0.229,Opera
Giacomo Puccini,"La Bohème, Act I: Io resto per terminar l'articolo (Rodolfo, Marcello, Colline, Schaunard)",3cR19PDGb6w48V96kMaZOf,opera5,153744,13,0.946,0.287,67707,0.0515,1.56e-06,F#,0.184,-30.258,Major,0.115,174.821,01-Apr,0.0785,Opera
Bryn Terfel,Smile,14fRrLJwF9Ca6n5SXMbs5M,opera7,53389,16,0.926,0.299,279842,0.267,0.0054,D#,0.265,-18.976,Major,0.0463,112.069,05-Apr,0.151,Opera
Giuseppe Verdi,Rigoletto / Act 2: Parmi veder le lagrime (Duca),7mF4zfu2ooxUAyYtPYHXoQ,opera5,87916,8,0.936,0.277,374180,0.195,1.35e-06,F#,0.0922,-18.75,Major,0.0583,168.777,03-Apr,0.243,Opera
Richard Wagner,"Die Walküre, WWV 86B: Vorspiel...Hojotoho! Hojotoho! - Live",4lHV9B7VCqNVbBq2aie7ho,opera2,129368,17,0.953,0.28,517027,0.142,0.0238,G,0.139,-23.271,Major,0.0513,88.318,03-Apr,0.105,Opera
Giuseppe Verdi,Rigoletto / Act 1: Gualtier Maldè ... Caro nome... / Miratela,0TnCrXaJoS0SqT3IZbsBG5,opera2,112403,11,0.971,0.253,412721,0.0295,0.00824,E,0.0604,-27.261,Major,0.0762,69.938,04-Apr,0.0531,Opera
Jean-Baptiste Lully,Les Folies d'Espagne,5I1RLZDjJhUzYH5GrzSoKa,opera3,152945,26,0.977,0.342,172000,0.0366,0.811,C#,0.0686,-18.924,Minor,0.0378,95.664,03-Apr,0.338,Opera
empty_field,"Puccini: La rondine, Act 3: ""Senti?… anche il mare respira sommesso"" (Magda, Ruggero)",0qGWKKIvod6ksJC0MBJsOn,opera2,162435,27,0.968,0.226,218800,0.0389,0.00329,A#,0.113,-27.899,Major,0.0459,83.484,03-Apr,0.0473,Opera
Plácido Domingo,Un nuevo siglo,0YFA0boMX3HBAZS1QfHKRR,opera7,84988,12,0.983,0.255,234600,0.407,0.0223,D#,0.128,-9.96,Major,0.039,86.908,04-Apr,0.352,Opera
Renata Scotto,La Traviata - Act. Ii - Che Fai?... Amami Alfredo!...,7m6NKiP2uUoDzWS1GxBfFt,opera7,162362,16,0.985,0.295,157000,0.255,0.173,D,0.121,-14.059,Minor,0.0534,79.507,04-Apr,0.141,Opera
Jean-Philippe Rameau,Suite en Sol: Les Sauvages,4RnvS1tmh1ERhjXX6dxv95,opera8,135289,23,0.993,0.485,106253,0.179,0.873,G,0.121,-23.236,Minor,0.0398,97.004,04-Apr,0.759,Opera
Jacques Offenbach,"Les contes d'Hoffmann, Epilogue: Voilà quelle fut l'histoire de mes amours (Live)",7sJjCMmpVOpRka9ozwGfUW,opera5,133915,12.1567,0.952,0.282,229520,0.17,0.000146,G,0.143,-22.984,Minor,0.0916,146.524,04-Apr,0.0675,Opera
Georges Bizet,"Carmen, WD 31, Act III: Holà! José! (Live)",3Y6XWs8xMlCngyIxNOFnsp,opera2,129573,9,0.968,0.243,166680,0.0699,0.00107,C#,0.315,-25.003,Major,0.0444,95.048,05-Apr,0.155,Opera
Luciano Pavarotti,Caro mio ben,4XRkQloZFcRrCONN7ZQ49Y,opera5,137545,22,0.973,0.249,184000,0.142,0.00713,F,0.37,-18.412,Major,0.0454,121.648,05-Apr,0.144,Opera
Katherine Jenkins,"We'll Gather Lilacs (From ""Perchance to Dream"")",3yrs0VXWsn5b82MTu37BS6,opera1,104789,22,0.792,0.173,205865,0.241,0.271493,F,0.137,-12.873,Major,0.0345,177.513,04-Apr,0.118,Opera
Gioachino Rossini,"Il barbiere di Siviglia (The Barber of Seville): Act I Duetto: All'idea di quel metallo (Figaro, Conte)",3RHZzTT1RhYV6zicKUc4FM,opera8,104748,15,0.967,0.458,515093,0.239,2.54e-05,G,0.317,-20.431,Major,0.108,133.624,04-Apr,0.398,Opera
empty_field,"Violin Sonata in B-Flat Major, T. So 32: IV. Allegro",3VvMt06n54rCppoJ9G3Oa2,opera8,93160,15,0.904,0.319,252382,0.312,2.23e-05,A,0.126,-14.408,Major,0.0502,96.724,01-Apr,0.874,Opera
empty_field,Requiem: IX. Confutatis,3723hh92hbdijpc1zeOnQC,opera2,95140,17,0.946,0.288,327120,0.0626,0.0014,C#,0.12,-25.345,Minor,0.0524,80.626,04-Apr,0.0971,Opera
Léo Delibes,Lakmé: Blumenduett (Lara Croft Tomb Raider): Viens Mallika ... Dome epais le jasmin (Flower Duet) (Someone To Watch Over Me),3EK4tGkSiO5xvvB5sM4tln,opera5,22686,4,0.968,0.234,404000,0.0398,2.99e-06,B,0.0715,-24.376,Major,0.0516,170.519,05-Apr,0.038,Opera
Gaetano Donizetti,Lucia di Lammermoor: Act III: Ohimè! Sorge il tremendo fantasma... Ardon gli incensi,57nJz8TYy8dgTFAO8iKwYW,opera5,40436,13,0.985,0.247,523373,0.0917,0.0243,C,0.114,-21.196,Minor,0.0564,174.758,04-Apr,0.04,Opera
Wolfgang Windgassen,"Götterdämmerung, Act I, Scene 9: ""Was nahmst du am Eide nicht teil?"" (Siegfried, Hagen, Gunther, Gutrune)",51ggHC0tSgltBPY2YOdVio,opera7,98898,6,0.962,0.263,206413,0.41,0.00726,G#,0.151,-12.078,Major,0.0363,97.1637,04-Apr,0.305,Opera
Giuseppe Verdi,"La traviata / Act 1: ""E strano!"" - ""Ah, fors'è lui""",1OFwonKakt742uE5Y5wp6e,opera2,101873,8,0.986,0.275,413600,0.047,0.000821,F,0.0686,-23.708,Minor,0.0739,83.468,04-Apr,0.0377,Opera
Umberto Giordano,Amor ti vieta,5BnCBXjaHOL0DSyt6xh1uR,opera7,125523,15,0.985,0.264,118533,0.238,0.478,C,0.131,-13.633,Major,0.0398,67.516,04-Apr,0.158,Opera
Alban Berg,"Violin Concerto ""To The Memory Of An Angel"": 1. Andante - Allegro",2WDvW3o8WeGN4v4cpsYVhT,opera3,141375,18,0.944,0.141,690400,0.0806,0.288,G,0.108,-24.498,Major,0.043,86.4041,04-Apr,0.0364,Opera
empty_field,Puccini: Gianni Schicchi: Povero buoso!... Povero cugino!... Povero zio!,3AaSeA8JrDnFe1d6v1gc4B,opera8,157525,10,0.993,0.438,175469,0.15,0.659,D#,0.458,-16.843,Minor,0.049,117.054,03-Apr,0.301,Opera
empty_field,Norma / Act 1: Fine al rito,0GOndH3OVIzoWOBI9JfPWd,opera2,126864,11,0.974,0.439,281456,0.124,7e-05,A#,0.0914,-16.564,Major,0.118,70.918,05-Apr,0.0828,Opera
empty_field,"Lakmé: Blumenduett (Lara Croft Tomb Raider): Lakme: Dome epais, le jasmin (Flower Duet)",7yTt2LCXmLFbERuC4cSL88,opera5,90202,22,0.968,0.224,334800,0.0427,3.19e-06,B,0.102,-24.141,Major,0.054,170.675,05-Apr,0.039,Opera
empty_field,The Last Rose of Summer,1WZF0qOJI6xJ5TOWB5pkaO,opera2,35683,11,0.987,0.341,183707,0.0907,0.188,F#,0.063,-20.867,Major,0.0562,71.554,04-Apr,0.057,Opera
Dawn Upshaw,Purcell: An Evening Hymn on a Ground,40v7JnpZYzRrKa1MebINlT,opera2,99317,9,0.974,0.273,245600,0.0151,0.0296,F#,0.108,-26.823,Major,0.0428,87.932,03-Apr,0.105,Opera
empty_field,"Verdi: Macbeth, Act 1 Scene 5: No. 4, Scena e Cavatina, ""Nel di della vittoria … Vieni! T'affretta! … Duncano sarà qui?"" (Lady Macbeth)",14q1CWouLEjFT6zu5re8hR,opera5,148519,14,0.972,0.269,461680,0.173,5.2e-05,C#,0.1,-14.59,Major,0.0517,166.463,03-Apr,0.0963,Opera
Jules Massenet,"""Et moi, Werther, et moi je t'aime!""",6B2eg0tgYeRtpaGT4w7wt0,opera2,122647,5,0.952,0.221,226827,0.144,0.000477,C,0.146,-14.867,Major,0.0448,74.221,04-Apr,0.0374,Opera
empty_field,"Tosca / Act 1: ""Mario! Mario! Mario!"" ""Son qui!"" - ""Mia gelosa!""",7Acur2wTSDp7KqWodWG1Dd,opera5,89471,8,0.971,0.333,798093,0.153,1.78e-05,G#,0.238,-16.788,Major,0.0482,129.612,03-Apr,0.0687,Opera
Pietro Mascagni,"Cavalleria rusticana: ""Tu qui, Santuzza?"" (Duetto) - ""Fior la giaggolo""",0lZxd99ZIjA0zUdQAY3FXr,opera4,169471,16,0.966,0.364,220748,0.287,8.24e-05,F,0.791,-13.933,Major,0.0465,107.935,03-Apr,0.225,Opera
Tomaso Albinoni,Adagio For Strings And Organ In G Minor,2JknWUrnGsGYOh62EQNktb,opera3,163102,41,0.86,0.0736,363564,0.0775,0.745,C,0.16,-23.085,Minor,0.0369,78.928,04-Apr,0.0371,Opera
Richard Wagner,"Die Walküre, WWV 86B / Erster Akt: ""Die so leidig Los dir beschied""",6VZ10jug9GcFvNjd6w8kSI,opera5,99149,6,0.956,0.218,281519,0.114,0.00226,G#,0.393,-21.421,Major,0.0562,170.164,04-Apr,0.049,Opera
Richard Wagner,"Tannhäuser - Paris version / Act 2: Dich, teure Halle, grüß ich wieder",621d2gH9rEDEvHf5HbxYDR,opera2,177280,9,0.955,0.158,211123,0.154,0.006,G,0.138,-18.081,Major,0.0484,78.23,04-Apr,0.0399,Opera
Richard Wagner,"Die Walkure: Act III Scene 1: Walkurenritt: Hojotoho! Heiaha! (Gerhilde, Helmwige, Waltraute, Schwertleite, Ortlinde, Siegrune, Grimgerde, Rossweisse)",6RzWLoLXILbymbk5bJMMKz,opera4,44348,37,0.961,0.268,519587,0.296,0.104,E,0.652,-17.576,Minor,0.0418,91.062,03-Apr,0.162,Opera
Giacomo Puccini,Chi il bel sogno di Doretta from La rondine,1HhJodOwR85impMgF6eCql,opera2,132405,7,0.951,0.268,198933,0.219,0.0133,F,0.105,-18.472,Major,0.0601,81.765,04-Apr,0.0383,Opera
Jules Massenet,"Meditation From ""Thais""",2bsQmQLEE2hTffwu1EsB5T,opera3,103860,25,0.992,0.415,281456,0.0684,0.897,E,0.0908,-19.043,Minor,0.0391,71.876,04-Apr,0.102,Opera
Amilcare Ponchielli,"La Gioconda / Act 4: ""Suicidio! In questi fieri momenti""",7c1iI6dwdCpHGYT8DGEfab,opera2,60907,14,0.987,0.244,274853,0.1,0.0567,F#,0.104,-20.387,Minor,0.0464,97.057,01-Apr,0.0365,Opera
Jessye Norman,Dido and Aeneas: Dido's Lament,3SZwCb3pLqVYNJAfh6yF3O,opera7,134948,29,0.995,0.31,289467,0.218,0.229,C,0.105,-15.191,Minor,0.0498,88.84,04-Apr,0.0366,Opera
Giuseppe Verdi,"Rigoletto / Act 1: ""Partite? ... Crudele!"" - ""In testa che avete, Signor di Ceprano"" (Duca, Contessa di Ceprano / Rigoletto, Borsa, Coro)",0IEBoUX5XvoP5pZkUJ4qQ0,opera2,161456,11,0.92,0.401,283190,0.0912,1.51e-05,G#,0.263,-23.803,Major,0.0896,80.318,03-Apr,0.28,Opera
empty_field,Aida / Act 2: Marcia,1J02p0AlYptTfos2M3hLW6,opera4,130562,40,0.921,0.315,363227,0.326,0.906,F,0.592,-15.975,Minor,0.0467,147.88,04-Apr,0.271,Opera
Ruggero Leoncavallo,"Mattinata, Op. 5",4tVP4vWk5BVSHErNhzfSrn,opera7,187989,37,0.919,0.37,117600,0.257,0.000957,E,0.274,-15.982,Major,0.0418,71.521,03-Apr,0.216,Opera
Giacomo Puccini,"La Rondine, Atto I: ""Parigi! È la città dei desideri""",2idmlkd8oUaQvYEtINpLBX,opera5,217427,15,0.974,0.195,176547,0.129,0.152,F#,0.11,-20.984,Major,0.044,171.113,05-Apr,0.112,Opera
Emmerich Kálmán,"Die Csárdásfürstin (the Gypsy Princess), Act II: Tanzen möcht ich",3DgtslFVMym5qbN2FuDJXd,opera5,183787,5,0.889,0.228,160867,0.245,7.04e-05,D,0.0791,-12.505,Major,0.0362,173.482,03-Apr,0.454,Opera
empty_field,Gianni Schicchi: O Simone?,7eKmtIGGwNv1RbwrLWuvmz,opera2,204631,14,0.976,0.294,228667,0.19,0.000233,C,0.137,-20.279,Major,0.163,63.461,04-Apr,0.269,Opera
Georges Bizet,L'Arlésienne Suite No. 1: I. Prelude: Allegro deciso (Tempo di Marcia) - Andantino,2oVFNRsHg2gofrzDylZU0j,opera3,196497,7,0.971,0.355,202627,0.0852,0.831,G,0.103,-17.756,Minor,0.0415,125.539,04-Apr,0.137,Opera
Jean-Baptiste Lully,Trios pour le coucher du Roi: Sarabande,18tdT5x5BBvdyUX16xnL55,opera1,32273,13,0.736,0.161,237502,0.179,8.41e-05,B,0.308,-14.523,Major,0.0419,78.715,03-Apr,0.312,Opera
Giacomo Meyerbeer,"Meyerbeer: Le Pardon de Ploërmel, Act 2: ""Comme cette nuit est lente à se dissiper !... Ombre légère"" (Dinorah)",7blGKXKxgMmrZbUXUySTlW,opera5,158322,7,0.975,0.343,500187,0.0837,0.00962,C#,0.274,-21.04,Major,0.0756,164.324,03-Apr,0.0963,Opera
empty_field,"Carmen, WD 31, Act I: Où me conduirez-vous? (Live)",4MZEZz8MqVgvIMXU6AVP22,opera5,100179,14,0.818,0.28,105221,0.00976,0.272796,C#,0.203,-36.729,Major,0.0597,170.565,03-Apr,0.231,Opera
Georges Bizet,Carmen: Prelude - les Toreadors - Habanera - Danse Boheme - Chanson du Toreador,36lkJSDyMEZoWTqtRj8Q8q,opera8,189734,23,0.988,0.445,389787,0.214,0.887,D,0.0542,-15.113,Minor,0.0394,148.033,04-Apr,0.319,Opera
Umberto Giordano,"Giordano: Andrea Chénier, Act 4: ""Come un bel dì di maggio"" (Chénier)",66tYxA2RBooo0Y6kBj7W7F,opera7,180002,22,0.974,0.239,205733,0.186,0.0031,B,0.118,-15.974,Minor,0.0341,90.474,04-Apr,0.218,Opera
Gioachino Rossini,Se Il Mio Nome Saper Voi Bramate,1AcJJerSHcXCnevx9oSoWe,opera4,66521,14,0.986,0.3,167133,0.0949,0.0811625,C,0.592,-22.426,Major,0.0765,84.986,04-Apr,0.339,Opera
Giuseppe Verdi,"Falstaff, Act III Scene 2: ""Odo un soave passo!""",1cvV7wnlnfLbRqTtOXb3ea,opera8,161679,6,0.93,0.513,78840,0.164,4.94e-05,C,0.232,-23.254,Major,0.199,136.966,04-Apr,0.445,Opera
Richard Wagner,"Das Rheingold / Erste Szene: ""Lugt, Schwestern! Die Weckerin lacht in den Grund""",539hqMQimmO5nyZbYayP7q,opera2,149325,11,0.893,0.233,349200,0.173,3.3e-06,G,0.422,-19.841,Major,0.0471,81.596,03-Apr,0.0578,Opera
Giovanni Felice Sances,Lagrimosa beltà,6gU9OKjOE7ghfEd55oRO57,opera2,137185,8,0.968,0.279,213667,0.0448,0.0118,G,0.0832,-25.069,Major,0.0442,113.582,01-Apr,0.147,Opera
empty_field,"Götterdämmerung, WWV 86D, Prologue: Orchesterzwischenspiel ""Tagesgrauen""",1TXs87J1Rxud9mmxSqFlYM,opera3,85133,12,0.935,0.104,239333,0.00578,0.958,A#,0.309,-22.384,Minor,0.0434,91.583,04-Apr,0.0392,Opera
Tomaso Albinoni,"Concerto for 2 Oboes in D Major, Op. 7, No. 8: III. Allegro",4cm8usBj5rcoBumvG00ifu,opera8,87237,17,0.966,0.395,111610,0.148,0.398,D,0.269,-16.367,Major,0.0385,87.6862,03-Apr,0.769,Opera
Richard Wagner,"Das Rheingold, WWV 86A, Scene 3: Dort, die Kröte, greife sie rasch!",4hl45i5exN6hgxFXPFMmbE,opera5,139155,10,0.894,0.136,242027,0.0311,0.742,G,0.114,-28.691,Major,0.0389,167.394,04-Apr,0.0636,Opera
empty_field,"Gianni Schicchi: Lauretta mia, staremo sempre qui",5Ssv6DaKrW0HczVqx6zXdl,opera2,211560,10,0.969,0.317,298676,0.119,0.000445,F#,0.109,-18.258,Major,0.0482,77.096,01-Apr,0.152,Opera
Gioachino Rossini,"William Tell Overture: Finale, ""March Of The Swiss Soldiers""",3V9cM3nCH2G66afoDi0snu,opera1,171569,23,0.834,0.302,211433,0.333,0.468,E,0.175,-19.571,Major,0.0372,146.184,04-Apr,0.577,Opera
Giacomo Puccini,Gianni Schicchi (Arr. for Cello and Orchestra): O mio babbino caro,1Ir0qn7wNZ636Q4WUHKZZp,opera3,78662,15,0.973,0.0828,142907,0.124,0.916,G#,0.118,-19.142,Major,0.0456,76.667,03-Apr,0.055,Opera
Jules Massenet,Piano Concerto in E Flat (1992 Digital Remaster): II.Largo,52Dw5hXeylenurLTKoFJfZ,opera3,127212,5,0.987,0.325,517760,0.075,0.822,B,0.0993,-20.066,Major,0.035,111.264,04-Apr,0.0352,Opera
