Selected,artist_name,track_name,track_id,Cluster,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,blackbear,Idfc,2zFF6jG5hQArbzcXz3KUWk,Pop_Cluster7,80176,80.000,0.611,0.63,245172.000,0.5,4.04e-05,C#,0.114,-8.755,Minor,0.0611,144.871,04/4,0.315,Pop
No,empty_field,All About That Bass,24q6bzBY4GzhSzy60l7wdr,Pop_Cluster6,190593,68.000,0.0476,0.811,188754.000,0.879,1.91e-06,A,0.109,-3.724,Major,0.0514,134.064,04/4,0.962,Pop
No,empty_field,Start This Shit Off Right (feat. Ashanti & Mack Maine),4u4zhkU8wAcf2YoE4j39OO,Pop_Cluster6,205019,61.000,0.0206,0.865,280309.000,0.568,0.00788375,C,0.186,-5.112,Major,0.241,90.985,04/4,0.881,Pop
No,empty_field,Killing Spree,6OgnHRdbS3CDWxrSdBVcKc,Pop_Cluster1,145918,61.000,0.0304,0.856,206613.000,0.758,0.0140136,C#,0.105,-5.783,Minor,0.227,124.073,04/4,0.18,Pop
No,Leona Lewis,Bleeding Love,7BNSa5qN0dDg81ySZze6S6,Pop_Cluster5,62509,80.000,0.188,0.638,262467.000,0.656,0.00694222,F,0.146,-5.886,Major,0.0357,104.036,04/4,0.225,Pop
No,empty_field,El Problema,5FUkeL8EMmVQ8uuArVWSc0,Pop_Cluster6,191172,64.000,0.388,0.814,184267.000,0.76,0.00714132,G,0.146,-5.909,Minor,0.052,118.675,03/4,0.877,Pop
No,Kali Uchis,Killer,6WrFxpHC8M3tSJIJkdB2Qp,Pop_Cluster3,70952,60.000,0.129,0.622,209070.000,0.638,1e-05,C,0.362,-6.291,Major,0.043,140.005,04/4,0.646,Pop
No,Chris Brown,With You,4QczAMpo49owCaNZgtoIvv,Pop_Cluster6,148201,68.000,0.143,0.659,252160.000,0.696,0.00788375,D#,0.13,-4.291,Major,0.071,86.001,04/4,0.665,Pop
No,T.I.,Fuck Nigga,7IMEujWDpHQdMxtEGWDp2m,Pop_Cluster6,57886,63.000,0.0615,0.743,197956.000,0.784,0.00635387,F#,0.0892,-4.713,Minor,0.188,136.996,04/4,0.928,Pop
No,Ella Mai,She Don't (feat. Ty Dolla $Ign),26FMUsZ9sAg6BKZq24yLsG,Pop_Cluster5,60489,75.000,0.268,0.65,213223.000,0.478,0.0117617,G,0.177,-7.512,Minor,0.05,118.383,04/4,0.147,Pop
No,21 Savage,Mad Stalkers,1JDDXUhFhwqu6mjZzQH6Yn,Pop_Cluster1,90530,66.000,0.147,0.9,260835.000,0.365,0.185,A#,0.179,-6.395,Minor,0.235,135.003,04/4,0.136,Pop
No,Rex Orange County,4 Seasons,7s61CkW9KFKc4E4R0BVoiq,Pop_Cluster5,68549,66.000,0.217,0.505,301773.000,0.458,0.0173848,G,0.116,-7.87,Major,0.0392,123.922,04/4,0.17,Pop
No,MNEK,Colour,17XrcBu8qwZgV1gFAYfWBj,Pop_Cluster6,23794,68.000,0.408,0.683,201420.000,0.782,0.0108369,C,0.236,-2.989,Major,0.0497,100.954,04/4,0.673,Pop
No,empty_field,Gooey,2JuWEcRAVurR3ySo62OEfN,Pop_Cluster7,60891,71.000,0.736,0.487,289307.000,0.369,3.75e-05,B,0.0925,-13.424,Minor,0.0406,183.114,04/4,0.106,Pop
No,Rex Orange County,Sunflower,2cfyIpX3urxAaisFLPBd8S,Pop_Cluster3,44349,80.000,0.646,0.384,211552.000,0.765,0.00352,F#,0.522,-4.463,Major,0.0579,142.491,04/4,0.567,Pop
No,Frank Ocean,Pink + White,2acK24b60RQD2zBpW0Zsrw,Pop_Cluster7,96546,77.000,0.67,0.544,184516.000,0.552,4.57e-05,A,0.415,-7.45,Major,0.0991,159.738,03/4,0.554,Pop
No,Michael Jackson,Billie Jean,0pfuQHU0YfhmaHJ99W9lDb,Pop_Cluster6,135037,83.000,0.0236,0.92,293827.000,0.654,0.0158,B,0.0359,-3.051,Minor,0.0401,117.046,04/4,0.847,Pop
No,Camila Cabello,All These Years,1TnUURhehaoMWKAqQtirm6,Pop_Cluster7,104158,75.000,0.609,0.732,164373.000,0.436,0.0140721,C#,0.108,-7.409,Minor,0.117,118.658,04/4,0.475,Pop
No,Taylor Swift,I Did Something Bad,2O9x2l88iCRQ9ouWUsZxpK,Pop_Cluster5,154397,73.000,0.0679,0.696,238253.000,0.602,2.11e-05,C,0.0696,-6.156,Minor,0.159,82.989,04/4,0.305,Pop
No,Lorde,Supercut,0wKdFtNl28SrP97OmU0vaO,Pop_Cluster5,150869,63.000,0.219,0.562,277506.000,0.437,2.18e-05,C,0.0806,-10.229,Major,0.052,124.852,04/4,0.15,Pop
No,Gunna,Speed It Up,23qPdCbUE48qC7eA1xwLpX,Pop_Cluster6,58269,80.000,0.0394,0.912,179022.000,0.587,0.01,G,0.111,-7.395,Major,0.0582,143.027,04/4,0.435,Pop
No,Bryan Adams,(Everything I Do) I Do It For You,2LesjfnNo5Pa6YMsycC2bc,Pop_Cluster5,112920,67.000,0.0816,0.519,394133.000,0.372,4.67e-05,C#,0.0652,-12.635,Major,0.0284,131.227,04/4,0.298,Pop
No,Lil Wayne,Used 2,4mWXbXwlZmZqMolLZASjC7,Pop_Cluster1,54223,64.000,0.337,0.678,240199.000,0.666,0.00788375,F,0.115,-6.949,Major,0.487,87.634,04/4,0.523,Pop
No,Rihanna,Umbrella,76MSB9fAR5jXVcBXdK5xMy,Pop_Cluster2,136839,82.000,0.00864,0.583,275987.000,0.829,0.00443456,C#,0.0426,-4.603,Major,0.134,174.028,04/4,0.575,Pop
No,Aminé,HICCUP (feat. Gunna),0tyTUUwlkBSJfVzoQJHosv,Pop_Cluster1,199782,61.000,0.0755,0.74,179307.000,0.408,0.0511251,G#,0.152,-9.595,Major,0.224,118.865,04/4,0.615,Pop
No,Chris Brown,Loyal,0MPiWYtzcQtFnZ9LwH69MK,Pop_Cluster6,64729,75.000,0.0228,0.845,264947.000,0.506,1.03e-06,C#,0.0879,-5.971,Major,0.0409,99.051,04/4,0.647,Pop
No,Shontelle,Impossible - Main,7aaHlvqJoea0S46e3YPVEX,Pop_Cluster6,88492,70.000,0.385,0.599,214394.000,0.624,0.0148166,G#,0.125,-3.631,Major,0.0343,90.034,04/4,0.539,Pop
No,empty_field,MoshPit (feat. Juice WRLD),52LSGarudzJBjuGj6sKBul,Pop_Cluster1,101151,79.000,0.394,0.769,164038.000,0.627,0.0140721,G,0.106,-4.064,Major,0.262,157.938,04/4,0.49,Pop
No,Future,Extra Luv,2brSDrINh5q6UalMp4qpnV,Pop_Cluster1,168145,61.000,0.188,0.831,246173.000,0.573,0.000883,E,0.109,-6.408,Minor,0.221,118.565,04/4,0.229,Pop
No,empty_field,"Hold On, We're Going Home",6dlw8Uhym4Jhab0a7HFUeD,Pop_Cluster5,196687,72.000,0.00415,0.776,227880.000,0.413,2.68e-05,F#,0.0724,-7.438,Minor,0.0952,100.003,04/4,0.287,Pop
No,Florida Georgia Line,Round Here,1Dv8LlG8o8zPDqOV7PUUp0,Pop_Cluster2,144491,66.000,0.00385,0.523,219571.000,0.954,1.65e-06,C#,0.243,-3.051,Major,0.0374,141.982,04/4,0.901,Pop
No,empty_field,Trouble,1rv4qh7gTwYU40pryejvVE,Pop_Cluster5,100632,71.000,0.189,0.561,273427.000,0.547,0.00157,B,0.17,-7.496,Minor,0.0321,139.755,04/4,0.19,Pop
No,empty_field,"That's On Me (Remix) (feat. 2 Chainz, T.I., Rich The Kid, Jeezy, Boosie Badazz & Trapboy Freddy)",4BVm9zEoX4Z73LeFAab0PC,Pop_Cluster1,96661,66.000,0.0193,0.827,352977.000,0.623,0.00515753,E,0.0589,-6.199,Minor,0.35,131.904,04/4,0.357,Pop
No,Noah Cyrus,Lately,1Ph2vX0dNoisuWlguYpl49,Pop_Cluster7,173937,60.000,0.657,0.572,193480.000,0.361,0.0342012,F#,0.278,-12.198,Major,0.0418,99.611,04/4,0.549,Pop
No,NCT,GO,4BPYg883lIpUtDqCdeoELv,Pop_Cluster6,28739,63.000,0.308,0.76,189890.000,0.928,0.00872375,G#,0.072,-3.645,Minor,0.215,131.985,04/4,0.673,Pop
No,Nick Jonas,Bacon,6L5ks2ivQVCLnI4JmIr9NT,Pop_Cluster6,209369,63.000,0.0751,0.709,182947.000,0.698,0.00714132,C#,0.272,-5.181,Major,0.0788,118.782,04/4,0.754,Pop
No,Conan Gray,Generation Why,5oheUEVCpJllnImTs5nNiS,Pop_Cluster5,145821,70.000,0.347,0.561,274106.000,0.684,2.93e-06,A,0.122,-8.235,Major,0.0669,81.977,04/4,0.528,Pop
No,empty_field,Wake Up,11WVHlpPUHxg7CmbBxWJRr,Pop_Cluster2,94695,68.000,0.12,0.252,335333.000,0.8,0.0538,C,0.118,-4.845,Major,0.0368,113.445,04/4,0.29,Pop
No,Quinn XCII,Worst,1ujXeMHsAmlrwjOoolo49i,Pop_Cluster1,209374,58.000,0.476,0.542,215495.000,0.459,0.0119087,E,0.115,-8.354,Major,0.271,118.748,04/4,0.594,Pop
No,John Mellencamp,Hurts So Good,2RpMHnKzl9tUM8I7DBsjqJ,Pop_Cluster6,213056,68.000,0.0475,0.812,218960.000,0.724,4.5e-05,A,0.109,-5.321,Major,0.0355,118.565,04/4,0.969,Pop
No,empty_field,Silence,6qBjkG0b9r7tuVDFl68uiT,Pop_Cluster2,202214,86.000,0.256,0.52,180823.000,0.761,4.96e-06,E,0.17,-3.093,Major,0.0853,151.586,04/4,0.286,Pop
No,Silk,Freak Me,1H5N26VqHR4JhuaRKY2I0u,Pop_Cluster5,67755,61.000,0.0295,0.697,216657.000,0.608,0.0119087,E,0.276,-10.976,Minor,0.0463,118.639,04/4,0.725,Pop
No,Maroon 5,Best 4 U,34UfbFy1jckcIwmbymvqwx,Pop_Cluster5,67762,56.000,0.127,0.526,239751.000,0.608,0.00788375,A#,0.113,-5.776,Minor,0.169,93.311,04/4,0.372,Pop
No,Lindsey Stirling,Crystallize,2A9WVU9kAMihZLckBYyxd3,Pop_Cluster5,66476,57.000,0.000856,0.44,258800.000,0.623,0.0586,C,0.103,-8.228,Major,0.0316,140.006,04/4,0.0563,Pop
No,empty_field,A Thousand Years,1uigwk5hNV84zRd5YQQRTk,Pop_Cluster4,68736,64.000,0.989,0.23,275973.000,0.217,0.892,A#,0.0844,-13.464,Major,0.0386,157.084,03/4,0.156,Pop
No,Logic,Never Been,2nXdwNjPLt1F51vCBWSnnX,Pop_Cluster3,158877,60.000,0.11,0.664,247133.000,0.795,4.53e-06,A#,0.575,-6.083,Minor,0.0448,101.079,04/4,0.64,Pop
No,j-hope,P.O.P (Piece Of Peace) pt.1,3ORfa5ilEthp2U0TRcv7kv,Pop_Cluster2,38721,63.000,0.00652,0.547,202049.000,0.845,2.4e-06,F#,0.0604,-5.293,Major,0.0866,175.816,04/4,0.67,Pop
No,Tory Lanez,TAlk tO Me (with Rich The Kid),4VHTOWCMRnKAgg4a9AKdwQ,Pop_Cluster6,98988,76.000,0.0591,0.731,184490.000,0.657,0.00714132,C,0.0874,-8.56,Major,0.0434,159.97,04/4,0.49,Pop
No,Kendrick Lamar,Alright,18JosZY3HzD3lMy6iOOSAY,Pop_Cluster1,127164,73.000,0.0742,0.796,219333.000,0.766,0.00619403,G,0.0827,-5.974,Major,0.238,118.956,04/4,0.558,Pop
No,John Mayer,Love on the Weekend,1L0ATb2CZgUjvcrzd5JjQH,Pop_Cluster7,39784,69.000,0.623,0.718,212320.000,0.583,0.000662,G,0.0612,-7.884,Major,0.0288,119.97,04/4,0.422,Pop
No,Rihanna,We Ride,2tjlQlXV6Dgm4fKk08rHuh,Pop_Cluster2,49192,63.000,0.00175,0.394,189894.000,0.744,0.0122171,F,0.308,-5.465,Minor,0.276,126.815,04/4,0.772,Pop
No,empty_field,Work Out,4AyoAGuhE8gydBPrczuhbl,Pop_Cluster1,35267,65.000,0.492,0.678,243180.000,0.659,0.00443456,C#,0.106,-4.694,Major,0.312,173.988,04/4,0.675,Pop
No,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",26adeQG9Ytsh3aUUkN9mo8,Pop_Cluster6,137011,71.000,0.301,0.702,207455.000,0.659,0.00201,E,0.218,-6.766,Minor,0.13,118.565,04/4,0.843,Pop
No,Marshmello,Find Me,4aXOFlciX7kvfAenBGBs4W,Pop_Cluster2,72365,67.000,0.00012,0.557,180000.000,0.889,0.000225,C,0.325,-4.045,Major,0.0499,118.565,04/4,0.173,Pop
No,Omar Apollo,Unbothered,5l9c6bJmzvftumhz4TMPgk,Pop_Cluster5,212231,66.000,0.271,0.641,124954.000,0.487,0.00223,D,0.133,-7.098,Major,0.03,108.933,04/4,0.322,Pop
No,empty_field,See U Later,5Y2n3nsmawlo3kv19gBu0l,Pop_Cluster3,118787,64.000,0.0376,0.741,198867.000,0.926,0.419371,A,0.582,-3.968,Minor,0.112,106.99,04/4,0.571,Pop
No,empty_field,nobody's home,3aVe7N2RgYAUo7gTq3tYTD,Pop_Cluster5,179092,57.000,0.195,0.704,192508.000,0.518,0.0128629,A,0.16,-8.928,Major,0.0901,79.827,04/4,0.527,Pop
No,Tinie Tempah,Written In The Stars (feat. Eric Turner),1V74wTLLjQh46TWMIuJI0l,Pop_Cluster2,124306,56.000,0.0587,0.644,214394.000,0.945,0.00510213,G,0.184,-3.534,Major,0.0717,91.017,04/4,0.573,Pop
No,Aminé,SHINE,5RXqnZB37wzll5IPQLcBX4,Pop_Cluster1,70891,69.000,0.314,0.704,150000.000,0.517,6.36e-06,F,0.174,-7.999,Minor,0.312,139.857,04/4,0.443,Pop
No,5 Seconds of Summer,Lie To Me - Acoustic,1sgCslTqPXV7FEtKLkTOlG,Pop_Cluster6,190247,63.000,0.147,0.653,155477.000,0.493,0.0140721,A#,0.0852,-6.392,Major,0.0296,154.892,04/4,0.853,Pop
No,Billie Marten,Cursive,3cR4v4R9tl8vZkOAgqiMQh,Pop_Cluster7,101685,63.000,0.935,0.494,240400.000,0.267,5.58e-05,C,0.128,-11.54,Major,0.0308,115.117,03/4,0.166,Pop
No,Young Thug,High (feat. Elton John),2cZrrQMjB63c0iIugYH9zS,Pop_Cluster5,61046,73.000,0.223,0.759,195160.000,0.498,5.84e-05,A#,0.406,-10.615,Major,0.0776,126.972,04/4,0.244,Pop
No,Meek Mill,Tic Tac Toe (feat. Kodak Black),0DXkc9ei2BlPTglvkzgRen,Pop_Cluster1,137102,70.000,0.00902,0.821,185261.000,0.72,7.07e-06,A#,0.158,-4.606,Minor,0.222,150.039,04/4,0.285,Pop
No,Selena Gomez,The Heart Wants What It Wants,65lskbT8WoXr7GT3YVjRqW,Pop_Cluster6,170426,73.000,0.053,0.616,227360.000,0.789,0.0106211,G,0.142,-4.874,Minor,0.0377,83.066,04/4,0.621,Pop
No,empty_field,Miss Independent,3tqKjFPcpsgAWgyHhp0E7W,Pop_Cluster6,194632,70.000,0.522,0.673,232000.000,0.683,0.00758153,C#,0.235,-5.693,Major,0.115,171.86,04/4,0.713,Pop
No,Panic! At The Disco,Say Amen (Saturday Night),3AWt8TeNEOjHdngJpwsREI,Pop_Cluster3,177296,77.000,0.167,0.491,189187.000,0.867,0.0128629,F#,0.458,-2.313,Minor,0.103,123.608,04/4,0.602,Pop
No,empty_field,This Week,2Z8SpRWDcWCrRBBoX6z80Z,Pop_Cluster1,147701,67.000,0.00214,0.891,196864.000,0.525,0.00994778,A#,0.0887,-7.666,Minor,0.214,118.995,04/4,0.15,Pop
No,Miguel,How Many Drinks?,6TrNRd98WksT9Kkmx9uj6R,Pop_Cluster5,60163,61.000,0.00311,0.379,272987.000,0.608,0.000614,C,0.248,-7.011,Minor,0.134,81.822,04/4,0.241,Pop
No,One Direction,Rock Me,1drLQNS9D5z9lBP4DbtO2R,Pop_Cluster2,214925,63.000,0.0354,0.503,200040.000,0.917,0.000700271,G#,0.28,-3.595,Major,0.055,168.018,04/4,0.79,Pop
No,empty_field,You Don't Know Me - Radio Edit,6yfevNaJRNz4D1QdnLh8gd,Pop_Cluster6,99084,76.000,0.163,0.877,213947.000,0.658,0.00497783,B,0.108,-6.055,Minor,0.132,118.809,04/4,0.693,Pop
No,Ed Sheeran,Take It Back,05vU0jW7ZkWiPShxlM0OU7,Pop_Cluster6,151674,65.000,0.318,0.754,223346.000,0.613,0.0120173,F,0.335,-6.342,Major,0.229,113.196,04/4,0.904,Pop
No,Ricky Martin,Vente Pa' Ca,19LT4ZUEeoUdimKE04WJJg,Pop_Cluster6,64280,75.000,0.00431,0.663,259196.000,0.92,1.69e-05,B,0.101,-4.07,Minor,0.226,99.935,04/4,0.533,Pop
No,Lil Wayne,How To Love,53wzLGt39mLri3icn6YLbA,Pop_Cluster2,84841,68.000,0.000177,0.644,240307.000,0.661,5.14e-06,B,0.108,-6.093,Major,0.0418,154.001,04/4,0.272,Pop
No,Ludacris,Rollout (My Business),4v4Pwi4iID9TnVWQ4SfW9e,Pop_Cluster3,103544,59.000,0.0942,0.919,296587.000,0.677,0.00515753,D,0.594,-8.642,Major,0.254,131.05,04/4,0.875,Pop
No,Lil Baby,Never Needed No Help,1X1DWw2pcNZ8zSub3uhlNz,Pop_Cluster5,151182,68.000,0.0467,0.713,195635.000,0.495,0.0342012,F,0.215,-6.885,Minor,0.11,130.044,04/4,0.426,Pop
No,Lil Baby,No Friends (feat. Rylo Rodriguez),72j4sT00Cqup2RLRkpIrFC,Pop_Cluster1,209246,65.000,0.00112,0.645,222254.000,0.595,0.0127078,G,0.084,-6.876,Major,0.258,159.929,04/4,0.461,Pop
No,J. Cole,Change,1bCMeYi91d4TH2Z5tJMW0c,Pop_Cluster7,82438,69.000,0.642,0.58,288121.000,0.519,0.00116,B,0.0936,-10.653,Minor,0.251,107.401,04/4,0.242,Pop
No,empty_field,Rewrite The Stars (with James Arthur & Anne-Marie),22Dcjh2nHMd22PRPOUfuFA,Pop_Cluster3,101104,83.000,0.237,0.67,223346.000,0.743,0.0148166,A#,0.465,-4.993,Major,0.0393,125.944,04/4,0.571,Pop
No,Sam Smith,I've Told You Now,7wsEZh68qX7jY0dziXMb0H,Pop_Cluster7,52774,61.000,0.637,0.661,214394.000,0.381,8.16e-05,E,0.0976,-8.052,Minor,0.0355,86.078,04/4,0.19,Pop
No,Bryson Tiller,Been That Way,7ikHJI8Kd19vI10imjaNzW,Pop_Cluster2,83027,65.000,0.0303,0.528,199320.000,0.759,0.00635387,F#,0.103,-6.476,Major,0.284,183.276,05/4,0.801,Pop
No,empty_field,Screwed (feat. Zoë Kravitz),55CenVQ4alvDJ1PS8aYB0m,Pop_Cluster5,58398,60.000,0.0441,0.73,302492.000,0.681,0.000245,G#,0.27,-7.582,Minor,0.0405,106.017,04/4,0.446,Pop
No,DNCE,Toothbrush,6S2P0iPqpItJCREgVj7sqp,Pop_Cluster3,147149,73.000,0.133,0.558,231813.000,0.801,0.00758153,G,0.392,-5.795,Major,0.131,105.006,04/4,0.831,Pop
No,empty_field,Secrets,2gFXQQ7dDY4lquHpUNeDTM,Pop_Cluster3,135551,72.000,0.0155,0.665,265600.000,0.771,9.6e-06,C,0.46,-5.779,Major,0.0533,142.789,04/4,0.764,Pop
No,Lloyd,Get It Shawty - Main,1TsBTEIa4jJD7tgD3j6C40,Pop_Cluster1,103711,59.000,0.133,0.825,208500.000,0.909,0.401188,F,0.0508,-4.009,Minor,0.267,128.003,04/4,0.625,Pop
No,Kid Ink,Body Language (feat. Usher & Tinashe),0CKPLoYW0nsAnjnr00HRWV,Pop_Cluster5,122864,65.000,0.0144,0.884,206187.000,0.53,0.0140136,F,0.095,-5.776,Minor,0.0379,99.021,04/4,0.262,Pop
No,Kiana Ledé,Show Love,6chZg1OMXz9VN3MQCr4cNf,Pop_Cluster1,136665,58.000,0.281,0.725,178107.000,0.469,0.0140721,D,0.122,-8.066,Minor,0.357,167.036,04/4,0.47,Pop
No,Tinashe,Like I Used To,2OUR8g12h5qsGDs1v5lqvp,Pop_Cluster5,41702,66.000,0.571,0.717,187537.000,0.599,8.99e-06,B,0.102,-6.156,Major,0.115,159.78,04/4,0.385,Pop
No,Twenty One Pilots,Chlorine,6w4MlvpuxtbjGdL9YeTx89,Pop_Cluster3,35325,82.000,0.0735,0.609,215863.000,0.674,0.06,A#,0.345,-7.388,Minor,0.0548,118.565,04/4,0.315,Pop
No,empty_field,Nap of a star,48wMTk5P8xP4lRuVA5uLsD,Pop_Cluster7,147177,69.000,0.407,0.626,243013.000,0.451,1.12e-06,G,0.104,-9.062,Major,0.0259,140.033,04/4,0.355,Pop
No,empty_field,By Design,3nwtQ4kyKCJzD2sMo2krm0,Pop_Cluster6,115034,62.000,0.0599,0.756,205875.000,0.853,0.000562,A,0.115,-5.92,Minor,0.0525,100.004,04/4,0.419,Pop
No,P!nk,Sober,6LoC0DAzeIET4iA9gXG2Ly,Pop_Cluster5,186009,58.000,0.0753,0.609,214394.000,0.791,0.0165465,F#,0.21,-4.887,Major,0.0312,90.948,04/4,0.395,Pop
No,Hannah Montana,Rock Star,29gsi1zZrZxdStACmTQB0Z,Pop_Cluster2,97461,57.000,0.00864,0.492,205461.000,0.934,1.08e-06,D,0.289,-3.822,Major,0.125,160.877,04/4,0.637,Pop
No,Michael Ray,Get To You,2yOj1pyRC3NcvQyeZ3yAcL,Pop_Cluster2,141465,62.000,0.334,0.486,192532.000,0.565,0.00041,D#,0.105,-5.655,Major,0.0326,167.938,04/4,0.21,Pop
No,SYML,Where's My Love,5PMKzsUsTpZZGsCcJBuhP2,Pop_Cluster7,80458,72.000,0.853,0.598,202107.000,0.343,0.0219,C,0.123,-11.04,Minor,0.025,103.984,04/4,0.419,Pop
No,empty_field,Freestyle,247kHAmvz2M4RcoYFTSUYU,Pop_Cluster6,140768,79.000,0.212,0.877,162053.000,0.514,0.0140721,D,0.154,-5.585,Minor,0.0657,118.488,04/4,0.272,Pop
No,A$AP Ferg,Plain Jane REMIX,0PRAynf0wuQ4UCgwCXTE4b,Pop_Cluster1,211610,70.000,0.0588,0.791,202636.000,0.839,6.26e-05,B,0.259,-4.284,Major,0.266,170.113,04/4,0.383,Pop
No,Hozier,Work Song,0iQ8JTV7oHtaTlAOYYq2et,Pop_Cluster7,83004,70.000,0.749,0.531,229720.000,0.363,0.0360104,A#,0.112,-7.672,Major,0.0608,121.412,04/4,0.259,Pop
No,Heart,Barracuda,5L6q4CEKGfIll2AzS3K1Rb,Pop_Cluster5,184254,73.000,0.015,0.547,261933.000,0.691,0.105,E,0.144,-13.553,Minor,0.0369,137.148,04/4,0.667,Pop
No,Joey Bada$$,Love Is Only a Feeling,5Y7a8iWIawp1QTbevGeH1V,Pop_Cluster3,144184,64.000,0.53,0.629,152041.000,0.676,0.000325,C#,0.701,-7.088,Minor,0.191,118.565,04/4,0.497,Pop
No,Bahamas,Lost In The Light,231vYn4oS6mkY7LTPmf96i,Pop_Cluster7,28497,61.000,0.793,0.597,236720.000,0.267,0.0014,D,0.111,-8.796,Major,0.0309,75.535,04/4,0.246,Pop
No,Thirty Seconds To Mars,Walk On Water,3BXXkwyhsHM0EPApHMhQC5,Pop_Cluster2,115960,70.000,9.16e-05,0.495,195364.000,0.787,0.338339,G#,0.167,-6.89,Major,0.0368,140.003,04/4,0.388,Pop
No,High School Musical Cast,Just Wanna Be With You - Original Version,0WYu8rbVUHBoMjxm5UPkB8,Pop_Cluster2,86214,62.000,0.312,0.547,156187.000,0.723,0.0140721,D,0.112,-4.804,Minor,0.0323,118.647,04/4,0.377,Pop
No,Sam Smith,Midnight Train,0RRHJfdRb0EQ8yuf7nZCSi,Pop_Cluster5,56475,63.000,0.368,0.706,214595.000,0.597,2.19e-05,E,0.193,-7.076,Major,0.0632,96.026,04/4,0.393,Pop
No,Green Day,21 Guns,3vCPrxIgEwG2uJAoYsYXVu,Pop_Cluster3,117640,75.000,0.0518,0.268,321093.000,0.742,0.0173848,F,0.626,-4.939,Major,0.0355,159.779,04/4,0.416,Pop
No,Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",3D1wKTxMs1u8CWstA69k00,Pop_Cluster6,49964,78.000,0.0525,0.715,207333.000,0.655,0.00646037,C,0.115,-6.425,Major,0.137,95.078,04/4,0.531,Pop
No,Pet Shop Boys,West End Girls - 2001 Remaster,6CUxhtTkH0fSwfmsiOKPNV,Pop_Cluster2,32441,58.000,0.0114,0.648,223346.000,0.947,0.0567,E,0.105,-6.617,Minor,0.0369,113.255,04/4,0.602,Pop
No,Kip Moore,More Girls Like You,4E0CDL8y82NHasSj2fH0D7,Pop_Cluster6,166320,65.000,0.00825,0.555,248551.000,0.746,0.0148166,D,0.0796,-5.522,Major,0.033,75.01,04/4,0.712,Pop
No,Nicki Minaj,Truffle Butter,3ClguHW7ndoVp2ARyXXi9M,Pop_Cluster6,130578,67.000,0.0525,0.896,219227.000,0.672,3.14e-05,A#,0.12,-6.875,Minor,0.0479,105.098,04/4,0.523,Pop
No,empty_field,There She Goes,2EsEHF8uuAMcxPis3xdXTf,Pop_Cluster2,85871,65.000,0.000856,0.498,205944.000,0.789,5.83e-06,A#,0.104,-5.724,Major,0.0319,120.176,04/4,0.455,Pop
No,empty_field,Run,6Z5LVruDKWT9CHFvwq57Qg,Pop_Cluster5,146414,66.000,0.123,0.705,228192.000,0.382,0.0106211,G#,0.102,-9.819,Minor,0.0694,109.977,04/4,0.453,Pop
No,Robyn,Ever Again,4ePtNwzOgm6LXVhzXtbjxw,Pop_Cluster5,76640,61.000,0.0229,0.942,264027.000,0.539,0.000276,E,0.0887,-10.442,Minor,0.0866,118.565,04/4,0.727,Pop
No,Logic,100 Miles and Running (ft. Wale & John Lindahl),3OYZWMm5m2DEwq2Tc1ukTh,Pop_Cluster3,94912,67.000,0.556,0.844,353453.000,0.935,0.000131277,G,0.42,-3.585,Major,0.0641,118.999,04/4,0.958,Pop
No,A$AP Rocky,Sundress,2nEpvW2uZT9uhpThjHD71g,Pop_Cluster6,198980,77.000,0.176,0.721,158206.000,0.704,3.71e-06,F#,0.143,-6.364,Major,0.0606,125.004,04/4,0.735,Pop
No,Johnny Orlando,What If,3aLL7ks2lkz9YklnnWYqrI,Pop_Cluster5,71747,65.000,0.189,0.735,219187.000,0.584,0.00619403,C#,0.125,-5.047,Major,0.14,93.016,04/4,0.395,Pop
No,George Ezra,Barcelona,2O7Xvtzy7CkV6w8sNd1La5,Pop_Cluster5,168932,62.000,0.32,0.629,188960.000,0.572,0.000853,F,0.109,-9.332,Major,0.0307,93.997,04/4,0.182,Pop
No,empty_field,Life Itself,1xzYnAPqSqHAck6XOBXmVE,Pop_Cluster3,112788,65.000,0.0147,0.699,281407.000,0.67,0.22,C#,0.356,-6.219,Major,0.0347,111.988,04/4,0.556,Pop
No,Julia Michaels,Happy,1ieiOxk5Je0GJBIscCB4H8,Pop_Cluster5,66906,66.000,0.0476,0.688,191600.000,0.617,0.0128629,E,0.222,-5.365,Major,0.108,63.114,04/4,0.487,Pop
No,empty_field,Hear Me Now,2Sh4sAOfnSHEVKFyysxzat,Pop_Cluster7,62807,76.000,0.546,0.778,194840.000,0.463,0.00289,B,0.0731,-7.603,Major,0.0389,118.565,04/4,0.496,Pop
No,Britney Spears,Oops!...I Did It Again,2TVL1IQLoQEkLBse1CvrPt,Pop_Cluster6,177563,77.000,0.3,0.751,211160.000,0.834,1.77e-05,C#,0.355,-5.444,Minor,0.0437,115.682,04/4,0.894,Pop
No,empty_field,On Bended Knee,2UVbBKQOdFAekPTRsnkzcf,Pop_Cluster5,161658,59.000,0.413,0.626,329800.000,0.532,0.0560864,G#,0.116,-8.097,Major,0.0351,116.621,04/4,0.197,Pop
