artist_name,track_name,track_id,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,Cluster
Thin Lizzy,Cold Sweat,1yEODXY84WoEl9hS0t1B8v,188354,28,0.000147,0.364,186573,0.727,0.693,B,0.18,-15.566,Major,0.0666,139.627,04-Apr,0.353,Blues,B6
Bad Company,Can't Get Enough - Single Edit)(2015 Remastered Version,6t1bOJ5MZ7mcr4cCERQxEC,154854,34,0.209,0.634,211320,0.726,0.084,C,0.288,-8.936,Major,0.0392,126.019,04-Apr,0.791,Blues,B1
Colin James,Surely (I Love You),3S8RczG3x1ZKaapl9r4n7g,210521,28,0.455,0.533,221600,0.822,0.00297,D#,0.226,-5.919,Major,0.0824,142.007,04-Apr,0.541,Blues,B3
Sister Rosetta Tharpe,Rock Daniel (VD129),4bWKI0jOP1LH2EHnXammso,120952,30,0.887,0.523,197531,0.462,0.118,A#,0.68,-11.471,Major,0.073,173.331,04-Apr,0.961,Blues,B1
Robert Johnson,Me and the Devil Blues,4eNnMvUrSu2TRpySjVC0Pv,182210,44,0.931,0.717,154667,0.111,0.000163,B,0.107,-13.805,Major,0.0873,82.181,04-Apr,0.15,Blues,B5
The Heavy,Same Ol',7zw0jBh5Khn08DkDP93yyh,114714,41,0.000217,0.552,239904,0.826,0.00171,F,0.11,-4.482,Minor,0.031,77.974,04-Apr,0.666,Blues,B1
Willie Mitchell,Groovin',3465mHTLMmvwanjSBtQ9w5,150579,35,0.407,0.579,179107,0.397,0.832,F,0.099,-8.565,Major,0.0367,169.486,04-Apr,0.778,Blues,B6
The Orlons,The Wah Watusi,5igNZ7BXMvuyAOQuWmLUxY,139424,31,0.144,0.764,150240,0.675,0.000493,E,0.0759,-6.084,Minor,0.0404,134.086,04-Apr,0.875,Blues,B1
The Black Keys,Run Right Back,0Zx18yzTGGy0YwTd6yuIWY,210036,53,0.03,0.511,197000,0.766,0.00752,D,0.221,-5.445,Minor,0.0473,79.963,04-Apr,0.632,Blues,B3
"Crosby, Stills, Nash & Young",Helpless,4yN6xPLopmTLvc27pO9LIE,151259,56,0.86,0.538,217133,0.258,0.00599,D,0.134,-13.603,Major,0.0309,112.921,04-Apr,0.376,Blues,B5
Levon Helm,Growing Trade,5uMTA9SIe0sE4dnHHSHaYz,85379,29,0.617,0.642,262347,0.614,0.133033,A,0.0916,-7.576,Major,0.0421,111.345,04-Apr,0.534,Blues,B1
Ella Fitzgerald,Angel Eyes,5BZfYR4t0exnBiHjQEkqKj,69099,26,0.991,0.334,201800,0.0115,0.000212,A,0.0791,-21.169,Minor,0.041,81.5932,03-Apr,0.131,Blues,B5
Jimmie Vaughan,Midnight Hour,017nSBNU2XHwMV0NCWZCqg,94923,38,0.104,0.626,223256,0.58,0.00501,C#,0.0598,-6.739,Major,0.0353,110.858,04-Apr,0.933,Blues,B1
Buddy Guy,The Blues Is Alive And Well,2quUNMpm15tAyUAg9faubH,82028,40,0.568,0.641,313547,0.539,0.00186,G,0.12,-5.69,Minor,0.0264,95.942,04-Apr,0.699,Blues,B1
Rival Sons,Gypsy Heart,4IqBQb19dX4HcPWZZreYhS,41380,32,0.000185,0.192,208960,0.912,0.00513,E,0.301,-5.063,Major,0.0947,168.46,04-Apr,0.507,Blues,B3
Andy Frasco & the U.N.,Can't Force Love,1AaN8oIJlgTUFSZ2tYndWe,188844,22,0.227,0.573,214343,0.443,0.0147196,B,0.116,-7.24,Major,0.028,71.999,04-Apr,0.264,Blues,B5
Santana,"Waiting - Live at The Woodstock Music & Art Fair, August 16, 1969",1ce13xKtKSXTK1gcWt0dsC,118681,29,0.765,0.338,284427,0.598,0.839,C,0.459,-13.432,Major,0.101,91.594,03-Apr,0.678,Blues,B6
Lead Belly,Black Girl (In the Pines),7EgepRT1cbuiqg7C8j6iz2,96665,26,0.961,0.588,129560,0.245,9.97e-05,F,0.149,-9.547,Major,0.036,126.433,03-Apr,0.67,Blues,B5
Phish,Fuego,5oADwpLUg3ZQDxPrrfNoRc,56517,27,0.0307,0.329,554560,0.865,0.0671,D,0.101,-8.058,Major,0.0536,86.283,04-Apr,0.509,Blues,B3
John Lee Hooker,The Motor City Is Burning,7Lj9bCk02JddWGMqLdavHo,127147,25,0.0738,0.43,169467,0.639,2.06e-05,C#,0.344,-10.989,Minor,0.127,49.341,04-Apr,0.905,Blues,B1
Peter Frampton,Do You Feel Like I Do,6yOqIZAtBkEmdLeSGsiYzY,136541,32,0.596,0.642,373040,0.269,0.00635,F#,0.108,-14.599,Major,0.0392,95.613,04-Apr,0.296,Blues,B5
Eric Clapton,Hold on I'm Coming,38nNeYynBC9Q42IVn0I0zn,125303,37,0.0756,0.47,245525,0.904,0.00106,D,0.248,-5.389,Major,0.0486,180.311,04-Apr,0.553,Blues,B3
empty_field,No Money Down - Edit,4mzLssXGxtRfWhzJCda8W6,150883,31,0.7,0.409,184653,0.459,0.000273,C,0.103,-8.405,Major,0.0383,143.922,04-Apr,0.603,Blues,B5
Thee Oh Sees,Enrique El Cobrador,7HeNkGF2VQ0OLsGtvCEyaH,73582,35,8.19e-06,0.378,233400,0.794,0.082,G,0.0974,-5.612,Major,0.045,124.763,04-Apr,0.265,Blues,B3
Jonny Lang,The Levee,7hkbknrCTeWR7wEK4X4cvX,183319,18,0.00717,0.591,222867,0.705,1.1e-05,D,0.144,-6.447,Major,0.0307,91.652,04-Apr,0.55,Blues,B1
The Dead Weather,Lose The Right,1mkHu2pBitH6dGfGxxI9pE,149651,28,0.0512,0.348,198453,0.793,3.53e-05,F,0.091,-6.944,Major,0.0727,135.936,04-Apr,0.574,Blues,B3
John Lee Hooker,Boom Boom,2SGW2reRU2ZvIinJAhAogC,113060,52,0.62,0.441,152351,0.455,0.00187,A#,0.135,-14.207,Major,0.0485,160.9,04-Apr,0.918,Blues,B5
The Kills,The Last Goodbye,2C2Ge1a3EFA6gFT6aOZtmW,147897,31,0.972,0.515,201316,0.281,0.00949,C#,0.108,-7.845,Major,0.0264,98.251,03-Apr,0.105,Blues,B5
John Mayer Trio,I Got A Woman - Live In Concert,5t2OI5jm7ujn3QirMeBzhf,211444,38,0.00539,0.602,460133,0.816,0.0494,A,0.689,-7.579,Major,0.0537,92.801,04-Apr,0.453,Blues,B2
empty_field,Waiting All Night,2tv9NLUuxw0rgmue6Jw8YE,39826,28,0.22,0.452,298120,0.791,0.169,F,0.124,-9.515,Minor,0.0363,149.497,04-Apr,0.589,Blues,B3
Steely Dan,Kings,6jg3Om6ZBMKlylforWGPEC,208327,49,0.498,0.615,225933,0.629,6.01e-05,A,0.135,-10.322,Minor,0.044,75.68,04-Apr,0.697,Blues,B1
Clutch,Spacegrass,1cbdRc9ncBcCvzJFTCnF1T,119765,44,0.668,0.438,392493,0.361,0.00045,A,0.0793,-10.333,Major,0.0437,113.969,04-Apr,0.229,Blues,B5
empty_field,Big Boss Man,3xHa0sSafOt8EB9qfCHIB5,49844,39,0.791,0.774,241803,0.442,0.000747,A,0.0834,-8.728,Major,0.0308,114.413,04-Apr,0.885,Blues,B1
Keb' Mo',Oklahoma,1IGb9DyW0T3xrPM7iwG6Up,128630,39,0.438,0.737,293107,0.708,0.00194,B,0.1,-5.922,Minor,0.0309,131.995,04-Apr,0.619,Blues,B1
Thee Oh Sees,Toe Cutter - Thumb Buster,0luAWRh8WwE8SrrrSHmScK,122771,46,0.0002,0.398,212600,0.828,0.742,G#,0.0984,-8.511,Major,0.057,109.308,04-Apr,0.463,Blues,B6
Stevie Ray Vaughan,"Mary Had A Little Lamb - Live at Ripley's Music Hall, Philadelphia, PA, Oct. 20, 1983",7v3MkCal9v1Bw0N31X33qA,92912,26,0.0784,0.566,179413,0.63,0.549,B,0.381,-13.091,Major,0.0411,124.875,04-Apr,0.846,Blues,B6
Howlin' Wolf,I Ain't Superstitious (feat. Eric Clapton),5zUGr7GcNo7UNjvkNYkjiH,134493,31,0.0671,0.59,210827,0.853,0.000204,C,0.122,-7.781,Major,0.0346,96.417,04-Apr,0.806,Blues,B1
Death From Above 1979,White Is Red,6SoSCS4Jk3Do17eaiVkQCP,102922,31,0.00297,0.552,267840,0.886,0.0408,F,0.0881,-4.13,Major,0.0662,117.01,04-Apr,0.393,Blues,B3
The Gories,Nitroglycerine,7zjVZdRtsQcyjISYINrLza,94235,26,0.0186,0.363,232627,0.902,0.000114,D#,0.373,-14.837,Minor,0.083,171.375,04-Apr,0.574,Blues,B3
Solomon Burke,Everybody Needs Somebody to Love,6DnLYyBa0kESEj1Foq1tik,45280,55,0.0511,0.625,166187,0.548,0.119533,C#,0.176,-10.118,Major,0.0351,75.756,04-Apr,0.879,Blues,B1
empty_field,Blueboy,47cQCF21TczFSmGfpd7c07,92927,40,0.146,0.81,244067,0.68,0.00136,A,0.322,-6.592,Major,0.0362,117.184,04-Apr,0.972,Blues,B1
empty_field,Wicked Ones,2ujnd9Wl8uFdJmDq495h7A,152430,59,0.0353,0.587,172516,0.635,0.0675868,F,0.331,-5.47,Major,0.0377,96.519,04-Apr,0.591,Blues,B1
empty_field,Secret Plans,7rzja9bo3uucVXzVDSBOWi,165843,26,0.0257,0.418,142813,0.942,0.0342,F,0.118,-3.448,Minor,0.0694,128.83,04-Apr,0.89,Blues,B3
empty_field,Open Up,7h34yDOHC7jYGKVEU79Tj9,78370,26,0.102,0.366,230947,0.792,6.44e-05,E,0.325,-7.247,Major,0.069,139.187,04-Apr,0.192,Blues,B3
Deep Purple,Pictures of Home - 2012 Remaster,6WUjz18yIeTGDR1E69WHtf,143168,27,0.229,0.445,304120,0.922,0.471,G,0.203,-8.589,Major,0.0764,148.965,04-Apr,0.805,Blues,B6
The Black Keys,Heavy Soul,5mCQirG6bW3iDN0gpdoxrP,162018,38,0.53,0.432,128893,0.617,0.00553,C,0.122,-3.125,Minor,0.049,98.326,04-Apr,0.873,Blues,B1
The Sideshow Tragedy,Number One,5CQHU35O0vIjjIragKMXSz,124587,30,0.0206,0.606,191893,0.897,0.000105,D#,0.273,-8.702,Minor,0.0584,112.318,04-Apr,0.721,Blues,B1
Black Pistol Fire,Suffocation Blues,3OPyBURwMyd6zGM9DKyhVv,212294,55,0.000839,0.282,161054,0.843,3.02e-05,B,0.0699,-6.002,Minor,0.114,175.798,04-Apr,0.418,Blues,B3
Billie Holiday,If You Were Mine (with Teddy Wilson & His Orchestra),2mGIPYhZ1iC3GUBiXmYgA8,111585,36,0.968,0.615,189867,0.115,0.00061,G#,0.127,-16.557,Major,0.0397,105.704,04-Apr,0.404,Blues,B5
The Derek Trucks Band,Kickin' Back,6U37z8FSQqPoqp68Oj5WQN,156808,23,0.0121,0.39,530693,0.732,0.017,G#,0.0811,-10.279,Major,0.0661,128.182,04-Apr,0.766,Blues,B3
Mary Wells,You Beat Me To The Punch,7d3rnd3esd5eufJG5ZFQd2,136471,25,0.787,0.735,165360,0.62,0.119533,B,0.191,-8.412,Minor,0.0353,113.519,04-Apr,0.968,Blues,B1
Phish,Ocelot,7fTaBnmq3A9XbUPnlDYqt6,84188,33,0.0198,0.633,215440,0.63,1.07e-05,C#,0.235,-7.807,Minor,0.0337,145.125,04-Apr,0.713,Blues,B1
Joanne Shaw Taylor,Summertime,4jTiyLlOJVJj3mCr7yfPQD,179448,33,0.226,0.457,333388,0.525,0.142,D,0.0947,-8.182,Major,0.0261,139.432,03-Apr,0.265,Blues,B3
Santana,Just Feel Better (feat. Steven Tyler),3GLbv2ULF7zB2yimGeuslJ,70178,47,0.0777,0.436,252307,0.869,0.0696938,C,0.0895,-3.156,Minor,0.0457,99.5065,04-Apr,0.456,Blues,B3
empty_field,Be My Friend,6rr2RkaxXjxrkM36bSfG7i,212202,39,0.388,0.443,346373,0.515,0.00118,G#,0.15,-11.449,Major,0.0338,133.995,04-Apr,0.497,Blues,B3
Justin Townes Earle,Ain’t Got No Money,1beqtQO0aIc1dWsXr97Iji,199596,37,0.418,0.445,185096,0.655,5.19e-06,D,0.0829,-7.402,Minor,0.0694,108.406,04-Apr,0.62,Blues,B1
KONGOS,I Want to Know,0PA1VaXJShM4UVFTEw3JBc,139736,44,0.149,0.581,223233,0.744,1.68e-05,B,0.0969,-6.561,Major,0.0538,158.05,04-Apr,0.813,Blues,B1
Joe Bonamassa,High Water Everywhere - Live,3N4S0A78sQb97fyqDo3MZE,118219,25,0.141,0.518,307360,0.786,0.113,D,0.724,-13.238,Major,0.0572,146.033,04-Apr,0.526,Blues,B2
Jorma Kaukonen,Waiting for a Train - Early Show - Live,6l3nBR2TKwEVKRSdreWjHw,129466,37.207,0.845,0.514,397721,0.289,0.202,G,0.895,-14.374,Major,0.0391,120.314,04-Apr,0.474,Blues,B2
Little Walter,Juke,3DZyYCtCW6xeo1sNuBerrv,108842,43,0.751,0.566,164893,0.657,0.896,E,0.156,-10.33,Major,0.0693,145.359,04-Apr,0.643,Blues,B6
empty_field,Black Train,4novMmedjP9sZpTKO2SCr8,204162,3,0.0989,0.275,274467,0.809,0.874,G,0.34,-12.913,Major,0.0661,127.865,04-Apr,0.418,Blues,B6
Walter Trout,Please Love Me,1Xa1VKLC4WHWcXsfuzvIop,145420,36,0.195,0.362,227040,0.862,0.00852,G,0.164,-5.013,Major,0.0779,121.895,04-Apr,0.633,Blues,B3
empty_field,Lay Down Sally,1SMrYfZFJoVw7Jc8K9F4T7,62059,57,0.598,0.69,236093,0.5,0.0288,E,0.11,-16.145,Minor,0.0909,191.539,04-Apr,0.586,Blues,B5
Eric Clapton,Can't Let You Do It,5diEWDpG3UcV9ebB4ExPSG,62498,29,0.326,0.83,223256,0.466,0.0135,B,0.067,-13.261,Minor,0.0317,99.679,04-Apr,0.915,Blues,B1
Larry Davis,Texas Flood,56Wm4FC8snVRpF6vYseJ9A,73023,42,0.906,0.472,163373,0.29,7.4e-05,G#,0.266,-12.131,Major,0.0292,100.646,03-Apr,0.547,Blues,B5
B.B. King,It's My Own Fault - Live At Western Recorders Studio1/1974,1LMumEBP1qOFxpGLWAygsB,169537,23,0.654,0.56,216523,0.169,1.74e-05,C#,0.285,-21.191,Major,0.114,93.233,01-Apr,0.686,Blues,B5
The Band,Theme from the Last Waltz - Concert Version,0HNhfGGE2n702ieqFxQV5M,143808,36,0.615,0.229,234067,0.533,0.0252,A,0.711,-8.26,Major,0.0674,65.524,04-Apr,0.348,Blues,B2
MC5,Kick Out The Jams (Original Uncensored Version),39cJRmtH6YSpRyOYd2ibba,34812,41,0.0606,0.345,183824,0.811,0.0466,C#,0.357,-11.948,Minor,0.0654,142.834,04-Apr,0.625,Blues,B3
empty_field,Love in a Minor Key,5TTLIG6IKMMcLR3iLYHHYb,136574,36,0.00355,0.502,214149,0.833,0.0870963,C,0.38,-5.053,Minor,0.0621,85.034,04-Apr,0.611,Blues,B3
"Albert Hammond, Jr.",101,6u6lq3YGK1h7VfjeQjDTdf,185512,32,0.000886,0.524,207173,0.778,0.579,E,0.242,-3.645,Major,0.036,135.206,04-Apr,0.528,Blues,B6
Santana,Wishing It Was (feat. Eagle-Eye Cherry),3j0AJtgJuItaUtwBocD5VQ,126672,38,0.155,0.577,291080,0.897,0.313,F,0.087,-5.771,Major,0.0813,159.442,04-Apr,0.775,Blues,B3
The California Honeydrops,Lead Me Home,4nGv4gHzjX9RvNoOKdI0QR,155830,36,0.468,0.477,235587,0.373,0.0578,E,0.184,-9.082,Major,0.0266,153.031,03-Apr,0.519,Blues,B5
empty_field,Hurry Up and Wait,3DiRnA7UDlUPrGDOF9Zb4u,97607,44,0.00356,0.563,204808,0.874,0.528,G,0.288,-6.501,Major,0.0511,122.995,04-Apr,0.499,Blues,B6
Radio Moscow,Brian Cycles,0qLt7pQhm8LDxFgI0YXdlY,121391,30,0.00033,0.385,203493,0.934,0.749,E,0.142,-6.104,Minor,0.0586,106.438,04-Apr,0.491,Blues,B6
"Crosby, Stills & Nash",Helplessly Hoping,36F2YId6vVQtZ2vfpbVIpf,122518,64,0.914,0.567,157893,0.159,0.0817354,G,0.111,-13.648,Major,0.0331,146.913,04-Apr,0.436,Blues,B5
empty_field,When The Hunter Gets Captured By The Game,6XHikJpK06NoXaFwkH4tPL,149313,41,0.525,0.753,169213,0.575,4.81e-05,B,0.103,-8.783,Minor,0.0369,117.014,04-Apr,0.686,Blues,B1
empty_field,Champagne and Wine,3KrIrB6iFJO56q83D8QHsF,151991,32,0.582,0.733,184298,0.118,3.73e-05,F#,0.0819,-18.628,Minor,0.0418,161.516,04-Apr,0.781,Blues,B5
The Cramps,Can Your Pussy Do the Dog?,2PmGtDUyJIpYBEtI1hQIVp,65032,31,0.0242,0.279,202627,0.98,0.00127,C,0.324,-5.259,Major,0.173,145.08,04-Apr,0.273,Blues,B3
The Neville Brothers,Brother John / Iko Iko,0ZO3xca4fN38Be1un20nc9,155590,23,0.263,0.782,336093,0.552,0.0469651,G,0.361,-13.953,Major,0.412,81.097,04-Apr,0.969,Blues,B4
Dead Moon,Walking on My Grave,1GC1MIaRMW3kfVK9VyD5Ii,101371,33,0.0457,0.634,188141,0.713,0.0868,C#,0.171,-6.234,Major,0.0294,137.38,04-Apr,0.889,Blues,B1
Lightnin' Hopkins,The Howling Wolf,4sHOAALFZiNa4wukjPSBpq,93341,27,0.66,0.569,232733,0.294,0.000944,D,0.16,-12.714,Major,0.0709,93.033,04-Apr,0.224,Blues,B5
Buffalo Springfield,A Child's Claim to Fame,7C42SEj9dgxj0j5mPL1YyA,188506,30,0.435,0.492,131760,0.531,1e-05,G,0.125,-8.021,Major,0.0291,117.889,04-Apr,0.818,Blues,B1
Queens of the Stone Age,The Vampyre of Time And Memory,4cqYUqmKMcb3q1tdImVpGW,114772,51,0.088,0.551,214587,0.385,0.00221,A,0.133,-8.958,Minor,0.0274,142.047,04-Apr,0.375,Blues,B3
B.B. King,When Love Comes To Town,63rva3TBizr6x1Yp5uwKfD,196446,37,0.324,0.501,293222,0.769,6.15e-05,G#,0.978,-10.618,Major,0.133,153.516,04-Apr,0.751,Blues,B2
Cage The Elephant,House Of Glass,4mIK86tlE404Sne1K92TWr,159324,55,0.00239,0.526,154880,0.926,0.219,F#,0.072,-2.537,Minor,0.139,146.895,04-Apr,0.552,Blues,B3
empty_field,Earth Angel (Will You Be Mine),7qutQ8aRNhVcXR9Gnv2SF2,83181,48,0.867,0.326,179427,0.186,0.15873,G#,0.166,-12.146,Major,0.0357,105.529,04-Apr,0.458,Blues,B5
John Mayer Trio,Who Did You Think I Was - Live In Concert,4qV94iGIOJjCswEJfPB8tf,82346,38,0.000379,0.232,189160,0.968,0.136,G,0.938,-5.597,Major,0.102,188.686,04-Apr,0.419,Blues,B2
Wendell B,Good Man,2J0vsaCV8V0Cmml8D90QxX,188626,22,0.44,0.608,291084,0.498,0.0306309,A,0.0765,-6.395,Major,0.306,180.1,04-Apr,0.453,Blues,B4
Dion & The Belmonts,I Wonder Why,78PncQfYJWDy6ISqPECz4p,118451,49,0.569,0.506,141387,0.699,0.0464897,A#,0.158,-3.834,Major,0.0348,103.463,04-Apr,0.901,Blues,B1
Howlin' Wolf,Goin' Down Slow,12VPr7FUnYrSB3GX77ymJm,30829,28,0.682,0.527,207333,0.417,0.000642,D,0.868,-14.285,Major,0.0416,81.931,01-Apr,0.733,Blues,B2
Faces,Glad and Sorry,5HyEZuHvWhqpZXKtln6KpL,216113,41,0.567,0.572,184298,0.484,0.299,E,0.12,-9.444,Major,0.0358,167.333,04-Apr,0.823,Blues,B1
Jeff Beck,Live In The Dark,2UDumaw7osnyjH7RZ2DLpB,77790,35,0.00152,0.269,227320,0.782,0.00151,F#,0.183,-5.422,Minor,0.0932,135.936,04-Apr,0.473,Blues,B3
empty_field,Master Charge,1kfrMlDWz5YJzybZ37kz7w,164596,25,0.249,0.768,311960,0.506,1.79e-05,D#,0.0644,-15.107,Minor,0.0569,96.024,04-Apr,0.648,Blues,B1
empty_field,King Of The World,4riDfclV7kPDT9D58FpmHd,52096,38,0.0736,0.463,300107,0.637,0.0349,G,0.171,-11.958,Major,0.047,128.98,04-Apr,0.694,Blues,B3
Joe Bonamassa,Mainline Florida - Live,5M7oG2AkWKwz3BqdwdWDDI,37634,35,0.0151,0.489,421219,0.889,0.247,A,0.866,-6.916,Major,0.0382,120.183,04-Apr,0.703,Blues,B2
Jackie Wilson,(I Can Feel Those Vibrations) This Love Is Real,0Ls4WLphg1obbq7wTPiy7k,91316,33,0.429,0.63,190979,0.8,0.0851043,D,0.3,-6.002,Major,0.15,127.108,04-Apr,0.736,Blues,B1
empty_field,Life By the Drop,0esvPCTkCP1W4R5QTwLBha,152202,30,0.773,0.668,272006,0.165,1.13e-05,F#,0.0778,-12.045,Minor,0.0385,96.468,04-Apr,0.511,Blues,B5
Wendell B,Yall Aint Ready,3QqTmV1zpTNEAMviQFUFkW,84860,20,0.317,0.838,221627,0.376,0.094399,A#,0.348,-9.126,Minor,0.265,84.989,04-Apr,0.743,Blues,B4
empty_field,Crazy He Calls Me,7uWtudnEgzCZY3cs6DvAuw,186297,52,0.849,0.483,201316,0.145,3.5e-06,C#,0.214,-14.423,Major,0.039,113.078,04-Apr,0.284,Blues,B5
North Mississippi Allstars,Katrina,3LjJr1IolOMogtis2rhIBC,71201,26,0.851,0.596,185967,0.14,0.00198,C,0.0948,-13.349,Major,0.0273,80.955,04-Apr,0.431,Blues,B5
Ana Popovic,Lives That Don't Exist,7bB7fngxpJZ3yj8Rjj3Idt,158635,40,0.0929,0.715,235453,0.92,0.0696938,D,0.296,-4.189,Major,0.0849,103.511,04-Apr,0.798,Blues,B1
JJ Grey & Mofro,A Night To Remember,6rujTb9hJa0XdUNtPftz4M,65380,30,0.0249,0.706,223256,0.502,0.0559,C,0.0804,-7.502,Major,0.0562,112.435,04-Apr,0.785,Blues,B1
empty_field,Gotta Move On,7MTgPSMzHyT9RsNUMiDvAX,120527,26,0.179,0.31,280440,0.718,1.7e-06,G#,0.336,-3.837,Major,0.0706,185.561,03-Apr,0.274,Blues,B3
Aynsley Lister,Home,3bygXv7MxNgL7zJFq7Cg9W,216415,30,0.127,0.264,391560,0.613,0.00757,F,0.349,-7.092,Minor,0.0594,209.627,03-Apr,0.248,Blues,B3
Joe Bonamassa,Love Is A Gamble,0V82wcNlunw76nvvmPL9tk,198774,32,0.00313,0.251,215333,0.691,0.00719,C,0.0818,-6.773,Major,0.039,201.144,03-Apr,0.517,Blues,B3
Peter Frampton,(I'll Give You) Money - Live,63h9LeZ3BaERQ2Sv8QCdx4,95098,29,0.00942,0.318,346493,0.91,0.000714,D,0.971,-5.337,Major,0.0651,143.253,04-Apr,0.563,Blues,B2
empty_field,Backbone,18vwG2NjmKmXQeFABh215H,136651,21,0.101,0.678,183270,0.842,0.0255,B,0.205,-9.381,Major,0.0296,91.6763,04-Apr,0.707,Blues,B1
empty_field,Before You Hit The Ground,07ibc51SJsgfwe9Ndg5daD,20945,34,0.181,0.722,234427,0.873,0.00281,A,0.136,-5.856,Major,0.0901,92.399,04-Apr,0.837,Blues,B1
Varetta Dillard,"Easy, Easy Baby",4RWaTLTG6SBhZVHkFVR6h0,143819,35,0.635,0.785,158640,0.363,0.0817354,A#,0.0537,-8.018,Major,0.0356,118.587,04-Apr,0.682,Blues,B1
Billie Holiday,You're My Thrill,00i9cVjuQ1GDMuhoG48v1g,199684,32,0.62,0.285,204493,0.223,0.00315,A,0.278,-13.804,Major,0.0347,140.672,04-Apr,0.115,Blues,B5
The Black Crowes,Stare It Cold,3TwMU0E13ENUMxlPbR4u4d,45308,32,0.000802,0.367,313760,0.981,0.0015,G,0.159,-3.029,Major,0.0463,122.319,04-Apr,0.651,Blues,B3
Sonic Youth,100%,22wxe2Yc9JzihICXYLGAQ7,87947,42,0.00146,0.448,149360,0.88,0.005,G,0.41,-9.894,Major,0.0581,136.365,04-Apr,0.404,Blues,B3
Jeff Healey,Hoochie Coochie Man,4tK4Z83bohNtZEWdoevmAq,158267,24,0.00326,0.48,428933,0.628,7.89e-05,D,0.712,-8.322,Major,0.034,107.01,04-Apr,0.638,Blues,B2
Rufus Thomas,Mashed Potatoes,1OppEieGNdItZbE14gLBEv,72585,33,0.622,0.832,143493,0.487,0.000256,C,0.164,-9.637,Major,0.11,122.945,04-Apr,0.46,Blues,B1
Larkin Poe,Hard Time Killing Floor Blues,5gGPTjXzDNqtBkCs74RIUQ,183438,29,0.687,0.566,221927,0.556,5.66e-06,B,0.186,-5.848,Major,0.027,99.044,04-Apr,0.355,Blues,B5
The Dead Weather,Gasoline,4R2G436BkOEPHs96ZdOEBU,61898,31,0.00259,0.421,164827,0.903,0.172,E,0.127,-2.358,Minor,0.16,128.547,04-Apr,0.478,Blues,B3
White Denim,Street Joy,7IMK1ikz0idnl1xc6oAwjM,207182,31,0.0776,0.623,216400,0.535,0.0068,B,0.157,-8.689,Minor,0.0321,106.231,04-Apr,0.438,Blues,B1
"Blood, Sweat & Tears",Hi-De-Ho,62mwgXfhmtFGrhScesajmu,84854,35,0.693,0.371,263800,0.252,5.64e-05,C,0.162,-14.479,Major,0.0379,112.76,04-Apr,0.425,Blues,B5
Tab Benoit,Medicine,1CmCob9pSPgoxPAlMBXuVb,177018,30,0.124,0.536,347467,0.66,0.259,A,0.351,-6.387,Major,0.0336,115.755,04-Apr,0.66,Blues,B3
Bonnie Raitt,I Can't Make You Love Me,6YjAKDg1M1RSkX7ssL0dOO,127886,62,0.846,0.588,332960,0.149,9.65e-05,G,0.236,-16.728,Minor,0.0319,124.689,04-Apr,0.113,Blues,B5
Ted Nugent,Cat Scratch Fever,6EQxZoqEiQPQwapC7xc9au,79220,56,0.0049,0.549,219400,0.916,0.123,E,0.104,-4.185,Minor,0.034,127.131,04-Apr,0.632,Blues,B3
Eric Clapton,When My Heart Beats Like a Hammer,28AC8LLnTiLbFeDDYrgUAr,51690,47,0.482,0.61,429520,0.543,0.209,F,0.156,-5.498,Major,0.0301,130.965,03-Apr,0.433,Blues,B3
empty_field,Do Anything You Want to Do,1JQ2g36EDQB3RAkCEhQ6dE,115958,25,0.371,0.496,232493,0.79,0.0716,A#,0.124,-9.169,Minor,0.13,154.975,04-Apr,0.393,Blues,B3
Sir Charles Jones,Is There Anybody Lonely,2VZDujZxmIDhW1G2sPsKqQ,164763,35,0.64,0.791,279507,0.44,0.00851208,C,0.0926,-8.443,Major,0.0416,112.472,04-Apr,0.553,Blues,B1
Thin Lizzy,Running Back,3Ulh8AlXmYztutPMN59e0s,142474,39,0.396,0.461,192840,0.75,0.0278,A,0.26,-8.995,Major,0.0633,134.599,04-Apr,0.782,Blues,B1
Chris Rea,Fool (If You Think It's Over),4mdyVTV7Tr5YDFnD2kvSM4,215584,32,0.312,0.722,284533,0.412,2.5e-05,E,0.0448,-14.3,Minor,0.0267,105.927,04-Apr,0.91,Blues,B1
Santana,Whole Lotta Love,3td69vL9Py7Ai9wfXYnvji,159880,51,0.0437,0.406,231360,0.988,0.0637,A,0.0664,-2.72,Major,0.0926,100.038,04-Apr,0.24,Blues,B3
Steely Dan,Aja,0lemt4Ehj6OE0xcqGxTiTA,72039,47,0.0421,0.546,480467,0.484,0.0205,G,0.0525,-13.237,Major,0.0316,117.099,04-Apr,0.317,Blues,B3
Bad Company,"Silver, Blue & Gold - 2017 Remaster",4I58cb3XnFa0gWpupjgmvF,22812,44,0.604,0.607,216523,0.572,3.53e-06,C#,0.0915,-8.138,Major,0.0274,113.928,04-Apr,0.744,Blues,B1
empty_field,Daisy Mae,3WB3A1Et0ieNTNcq6qVNGN,59099,50,0.64,0.478,176053,0.403,0.00156,E,0.0943,-7.87,Minor,0.0302,170.93,03-Apr,0.389,Blues,B5
