artist_name,genre,instance_id
Skinshape,Jazz,4109
Brian Posehn,Comedy,4111
Wiz Khalifa,Hip-Hop,4112
Jon Bellion,Pop,4116
JAY Z,Hip-Hop,4121
Khalid,Pop,4122
Georges Bizet,Opera,4123
Jean-Philippe Rameau,Opera,4124
A$AP Rocky,Hip-Hop,4126
Rittz,Hip-Hop,4129
Frédéric Chopin,Classical,4131
Kendrick Lamar,Hip-Hop,4133
Bunbury,Alternative,4134
Steve Martin,Comedy,4136
Finger Eleven,Alternative,4137
Frank Ocean,Alternative,4138
Milky Chance,Pop,4139
Pyotr Ilyich Tchaikovsky,Classical,4145
Abhi The Nomad,Hip-Hop,4147
Ron Gallo,Blues,4148
Alessandro Scarlatti,Opera,4149
The Wood Brothers,Blues,4150
Jill Scott,R&B,4151
Ivan B,Hip-Hop,4152
Sonata Arctica,Classical,4153
Eric Darius,Jazz,4155
Giacomo Meyerbeer,Opera,4156
Boston,Folk,4157
Robert Plant,Blues,4160
Carly Simon,Folk,4161
Machine Gun Kelly,Hip-Hop,4164
Christian French,Pop,4165
Migos,Hip-Hop,4167
Landon Cube,Hip-Hop,4168
The Lumineers,Folk,4170
Meek Mill,Hip-Hop,4171
John Allred,Jazz,4175
Giacomo Puccini,Opera,4176
Rodney Dangerfield,Comedy,4178
Cheat Codes,Pop,4179
Abhi The Nomad,Hip-Hop,4180
Gallant,R&B,4182
Robert Johnson,Blues,4186
Paul Desmond,Jazz,4187
Taj Mahal,Blues,4189
Ab-Soul,Hip-Hop,4190
SZA,Hip-Hop,4192
Ñejo,Hip-Hop,4193
Ray Charles,Blues,4196
The National,Folk,4199
Famous Dex,Hip-Hop,4201
Charles Gounod,Opera,4202
Bryson Tiller,R&B,4203
Ry Cooder,Blues,4206
Compay Segundo,Jazz,4207
Sinead Harnett,R&B,4208
Rex Orange County,Pop,4210
Philip Glass,Classical,4212
Steve Hofstetter,Comedy,4213
"Tyler, The Creator",Hip-Hop,4214
Tomaso Albinoni,Opera,4215
Eminem,Hip-Hop,4216
Bleachers,Pop,4220
Jaden Smith,Hip-Hop,4222
Richard Wagner,Opera,4223
Lyves,R&B,4224
Bad Company,Blues,4225
Riff Raff,Hip-Hop,4229
Sarah Vaughan,Jazz,4230
Lil Wayne,Hip-Hop,4231
Rick Ross,Hip-Hop,4232
Johann Sebastian Bach,Classical,4233
Solange,R&B,4235
Cheech & Chong,Comedy,4238
JAY Z,Hip-Hop,4240
The Head and the Heart,Folk,4242
William Singe,R&B,4246
Rittz,Hip-Hop,4247
The Toilet Bowl Cleaners,Comedy,4248
Frank Zappa,Jazz,4249
Jim Gaffigan,Comedy,4250
Gorillaz,Alternative,4251
Thelonious Monk,Jazz,4253
Antonín Dvořák,Classical,4254
The 1975,Alternative,4255
Jean-Philippe Rameau,Opera,4256
Léo Delibes,Opera,4257
Francis Poulenc,Classical,4258
Dr. John,Blues,4260
Jamie Foxx,R&B,4261
Jewel,Folk,4263
G Herbo,Hip-Hop,4264
Omarion,R&B,4265
Kathy Griffin,Comedy,4266
Johann Sebastian Bach,Classical,4267
ScHoolboy Q,Hip-Hop,4268
Avicii,Pop,4269
Maroon 5,Pop,4270
$uicideBoy$,Hip-Hop,4271
Sturgill Simpson,Alternative,4273
Aer,Pop,4276
Yandel,Hip-Hop,4277
The Seeds,Blues,4279
Juicy J,Hip-Hop,4280
Maldy,Hip-Hop,4281
B.o.B,R&B,4282
Hopsin,Hip-Hop,4283
Brandy,R&B,4284
Héctor Lavoe,Jazz,4285
KEY,Hip-Hop,4286
Cultura Profética,Alternative,4287
Chuck Berry,Blues,4288
A Tribe Called Quest,Jazz,4291
Erykah Badu,R&B,4294
Jorja Smith,R&B,4295
Have Mercy,Alternative,4297
Giacomo Meyerbeer,Opera,4301
Chuck Berry,Blues,4304
Stan Getz,Jazz,4305
Dave Brubeck,Classical,4306
MARINA,Alternative,4307
Dru Hill,R&B,4308
Giuseppe Verdi,Opera,4309
Creed,Alternative,4310
will.i.am,Pop,4312
Arizona Zervas,Hip-Hop,4316
Acoustic Alchemy,Jazz,4317
Louis Prima,Blues,4318
Sade,R&B,4323
John Heffron,Comedy,4325
Frank Ocean,Alternative,4327
Raveena,Alternative,4328
Jazmine Sullivan,R&B,4330
Iggy Azalea,Hip-Hop,4331
Frank Ocean,Alternative,4332
Lady Gaga,Pop,4333
Cage The Elephant,Blues,4336
Creed,Alternative,4340
The Jerky Boys,Comedy,4343
Joe List,Comedy,4345
Edward Sharpe & The Magnetic Zeros,Folk,4346
Art Garfunkel,Folk,4347
Richard Pryor,Comedy,4348
Robert Schumann,Classical,4352
Chromatics,Alternative,4354
Maldita Vecindad Y Los Hijos Del 5to. Patio,Alternative,4355
James MacMillan,Classical,4356
The Vines,Blues,4357
The Head and the Heart,Folk,4359
Kehlani,R&B,4361
Otis Redding,Blues,4362
blackbear,Pop,4363
Steely Dan,Blues,4365
Gregg Karukas,Jazz,4368
The Hunna,Folk,4370
Thelonious Monk,Jazz,4371
Barns Courtney,Alternative,4372
Denzel Curry,Hip-Hop,4375
Gioachino Rossini,Opera,4376
$uicideBoy$,Hip-Hop,4377
Supersuckers,Blues,4378
Devin Townsend Project,Jazz,4379
Ekali,Pop,4380
Richard Wagner,Opera,4382
Tape Five,Jazz,4386
bLAck pARty,R&B,4387
Kirko Bangz,R&B,4388
Marty Robbins,Folk,4389
Tom Rosenthal,Folk,4390
Los Cafres,Alternative,4391
Wynton Marsalis Septet,Jazz,4392
Casper Magico,Hip-Hop,4393
Giuseppe Verdi,Opera,4394
Huncho Jack,Hip-Hop,4395
Skillet,Alternative,4397
Antonio Vivaldi,Classical,4399
Black Rebel Motorcycle Club,Blues,4401
Merl Saunders,Blues,4402
Sonny Boy Williamson II,Blues,4403
Big Sean,R&B,4404
The White Stripes,Blues,4405
My Bloody Valentine,Folk,4406
Giuseppe Verdi,Opera,4407
Quinn XCII,Pop,4408
Pete Rock & C.L. Smooth,Alternative,4409
Gente De Zona,Hip-Hop,4410
The Lumineers,Folk,4411
Roy Woods,R&B,4412
Blake Mills,Folk,4414
Nirvana,Alternative,4415
Sturgill Simpson,Alternative,4419
Al Jarreau,Jazz,4421
The Heavy,Blues,4424
Digable Planets,Jazz,4425
The Originals,Blues,4426
Daddy Yankee,Hip-Hop,4427
Donny Hathaway,Jazz,4428
Antonio Vivaldi,Classical,4433
Wolfgang Amadeus Mozart,Classical,4435
Giuseppe Verdi,Opera,4437
Nujabes,Jazz,4438
Tomaso Albinoni,Opera,4439
Nick Jonas,R&B,4442
The Cat Empire,Jazz,4443
Mike Birbiglia,Comedy,4444
Georges Bizet,Opera,4446
Vincenzo Bellini,Opera,4449
Pouya,Hip-Hop,4450
Kodak Black,Hip-Hop,4451
Lil Uzi Vert,Pop,4453
Melodiesinfonie,Jazz,4454
Antonio Vivaldi,Classical,4456
Russell Peters,Comedy,4457
Lil Yachty,Hip-Hop,4458
Johann Sebastian Bach,Classical,4460
Jon Bellion,Pop,4461
Bass Santana,Hip-Hop,4463
Lauv,Pop,4464
Of Monsters and Men,Folk,4465
The Afters,Alternative,4468
Jeffrey Ross,Comedy,4469
Otis Redding,Blues,4471
Dizzy Gillespie,Jazz,4474
Pat The Bunny,Folk,4475
Francis and the Lights,R&B,4476
Jean-Philippe Rameau,Opera,4479
Solange,R&B,4482
BEXEY,Hip-Hop,4483
Ella Fitzgerald,Jazz,4484
Giuseppe Verdi,Opera,4486
Metro Boomin,Hip-Hop,4487
Sum 41,Alternative,4488
Sergei Prokofiev,Classical,4489
cleopatrick,Blues,4491
"Tyler, The Creator",Hip-Hop,4492
Staind,Alternative,4493
George Lopez,Comedy,4494
John Fogerty,Blues,4496
Fetty Wap,Hip-Hop,4497
John Mayer,Pop,4498
The Miracles,Blues,4499
Pyotr Ilyich Tchaikovsky,Classical,4500
Ryan Caraveo,Hip-Hop,4501
Tomaso Albinoni,Opera,4502
Jeff Buckley,Folk,4504
Wolfgang Amadeus Mozart,Classical,4507
Majid Jordan,R&B,4508
blackbear,Pop,4511
Igor Stravinsky,Classical,4512
Handbook,Jazz,4517
Cheech & Chong,Comedy,4519
Jeff Buckley,Folk,4522
Breaking Benjamin,Alternative,4523
dvsn,R&B,4530
Chris Rock,Comedy,4532
Destroyer,Folk,4534
Billie Eilish,Pop,4536
Four Tops,Folk,4538
Bent,Jazz,4539
Dispatch,Pop,4541
Ajmw,Jazz,4545
Zion & Lennox,Hip-Hop,4546
Coldplay,Pop,4547
Southern Avenue,Blues,4548
Against All Authority,Folk,4549
Jean-Baptiste Lully,Opera,4552
T.I.,Hip-Hop,4553
Myq Kaplan,Comedy,4556
J Balvin,Pop,4557
Los Cafres,Alternative,4559
Bahamas,Folk,4560
Adriel Favela,Pop,4562
Volbeat,Alternative,4563
Tomaso Albinoni,Opera,4564
Týr,Folk,4565
Jean-Yves Thibaudet,Classical,4566
Zbigniew Preisner,Classical,4567
Future,Hip-Hop,4568
Mitski,Folk,4569
James Morrison,Folk,4571
Richard Pryor,Comedy,4577
Aziz Ansari,Comedy,4578
Scott McKenzie,Folk,4582
"Orchestra Del Teatro Alla Scala, Milano",Opera,4584
Peter Bradley Adams,Folk,4585
TGT,R&B,4590
Natasha Mosley,R&B,4591
Noriel,Hip-Hop,4599
The 1975,Alternative,4601
Andy Timmons,Classical,4602
Rage Against The Machine,Alternative,4603
Eric Lindell,Blues,4606
Montrose,Blues,4608
Caro Emerald,Jazz,4609
Usher,R&B,4610
GoldLink,Alternative,4612
Dan Auerbach,Blues,4615
GoldLink,Alternative,4616
King Khan and the Shrines,Blues,4618
Rihanna,R&B,4619
Jonathan McReynolds,R&B,4620
Henry Jamison,Folk,4621
Jerry Garcia,Blues,4623
Sy Ari Da Kid,R&B,4625
Ravyn Lenae,R&B,4627
Cassadee Pope,Pop,4632
Club des Belugas,Jazz,4633
Four Tops,Folk,4635
Wolfgang Amadeus Mozart,Classical,4636
Bo Diddley,Blues,4637
Aer,Pop,4638
Bad Brains,Alternative,4639
JJ Grey & Mofro,Blues,4640
Drake,Hip-Hop,4641
David Guetta,Pop,4642
James Blake,R&B,4643
Tech N9ne,Hip-Hop,4644
Pantera,Alternative,4645
Ta-ku,Alternative,4646
Good Charlotte,Alternative,4647
Leo Brouwer,Classical,4648
Wyatt Cenac,Comedy,4651
Grace Potter & The Nocturnals,Blues,4653
Joseph & Maia,Folk,4655
Chris Hardwick,Comedy,4657
Ella Vos,Pop,4660
Dermot Kennedy,Folk,4661
Hal Sparks,Comedy,4663
Nina Simone,Blues,4664
Tyga,Hip-Hop,4665
Sarah Vaughan,Jazz,4666
Bad Brains,Alternative,4667
311,Alternative,4668
Andy Mineo,Hip-Hop,4669
Mike WiLL Made-It,Hip-Hop,4670
Marques Houston,R&B,4671
The Record Company,Blues,4672
Yung Pinch,Hip-Hop,4673
Lebrado,Blues,4674
Sir Sly,Alternative,4675
Bill Charlap Trio,Jazz,4676
Xavier Wulf,Hip-Hop,4677
Malibu Ken,Alternative,4679
Gioachino Rossini,Opera,4680
John Mulaney,Comedy,4684
Jean-Philippe Rameau,Opera,4687
Kodak Black,Hip-Hop,4689
Giacomo Puccini,Opera,4690
Tedeschi Trucks Band,Blues,4691
Richard Wagner,Opera,4694
Against Me!,Folk,4696
Johann Sebastian Bach,Classical,4697
Alicia Keys,R&B,4699
Tyga,Hip-Hop,4700
Slick Rick,Alternative,4702
Gary Gulman,Comedy,4706
Run–D.M.C.,Hip-Hop,4711
Future,Hip-Hop,4712
Pablo Francisco,Comedy,4713
Kygo,Pop,4714
Ella Fitzgerald,Jazz,4715
Herbie Hancock,Jazz,4716
Johann Sebastian Bach,Classical,4717
Gioachino Rossini,Opera,4720
Earl Sweatshirt,Hip-Hop,4721
Jinsang,R&B,4723
George Formby,Comedy,4724
Shirley Bassey,Jazz,4726
PnB Rock,Hip-Hop,4727
Jack Garratt,R&B,4728
Aziz Ansari,Comedy,4729
Hollyn,Alternative,4731
Kid Cudi,Hip-Hop,4735
Nengo Flow,Hip-Hop,4737
The California Honeydrops,Blues,4741
MF DOOM,Alternative,4745
Young Dolph,Hip-Hop,4748
Giuseppe Verdi,Opera,4749
Blue Öyster Cult,Blues,4750
Gavin Turek,R&B,4751
Brian Posehn,Comedy,4754
Reik,Pop,4755
Maluma,Pop,4756
The Bouncing Souls,Folk,4757
Seafret,Folk,4758
Linda Ronstadt,Folk,4759
Samuel Barber,Classical,4760
EARTHGANG,Hip-Hop,4762
Lewis Del Mar,Alternative,4764
Yuna,Alternative,4765
2 Chainz,Hip-Hop,4768
Tori Kelly,R&B,4770
John Pinette,Comedy,4771
Belly,Hip-Hop,4774
Lil Jon,Hip-Hop,4777
The Bouncing Souls,Folk,4778
Aminé,Hip-Hop,4779
Korn,Alternative,4782
Gucci Mane,Hip-Hop,4785
Third Eye Blind,Alternative,4789
Don Rickles,Comedy,4790
Frank Ocean,Alternative,4795
Chris Hardwick,Comedy,4796
Logic,Hip-Hop,4797
The Cat Empire,Jazz,4799
Rascal Flatts,Pop,4800
Kendrick Lamar,Hip-Hop,4801
HONNE,R&B,4802
Morcheeba,Jazz,4804
The Blues Brothers,Blues,4805
Vedo,R&B,4806
Queensrÿche,Classical,4807
Derek & The Dominos,Blues,4808
Richard Wagner,Opera,4810
Polo Polo,Comedy,4811
Daveed Diggs,Hip-Hop,4813
Spillage Village,Hip-Hop,4814
Migos,Hip-Hop,4816
Gladys Knight & The Pips,Pop,4818
Young Dolph,Hip-Hop,4821
Kesha,Pop,4822
MercyMe,Alternative,4825
Joseph,Folk,4826
Blind Guardian,Classical,4829
Ruth Ann Swenson,Opera,4833
Al Madrigal,Comedy,4835
"Earth, Wind & Fire",Jazz,4836
Antonín Dvořák,Classical,4837
D.L. Hughley,Comedy,4838
The Contortionist,Jazz,4839
Cam’ron,Pop,4840
Al Green,Blues,4843
Bo Burnham,Comedy,4845
Sango,R&B,4850
Steppenwolf,Blues,4851
Jackie Kashian,Comedy,4852
Foy Vance,Folk,4854
Newsboys,Alternative,4856
Three Dog Night,Blues,4857
Wale,R&B,4858
Still Woozy,Alternative,4860
A$AP Rocky,Hip-Hop,4862
Kodak Black,Hip-Hop,4863
gianni & kyle,Pop,4864
The Jones Girls,Jazz,4867
Trivium,Alternative,4871
Eugene Mirman,Comedy,4872
Blood Orange,R&B,4873
Weezer,Alternative,4875
Night Riots,Alternative,4876
Dane Cook,Comedy,4877
Dorothy Ashby,Jazz,4878
Drake,Hip-Hop,4879
Richard Wagner,Opera,4883
Waka Flocka Flame,Hip-Hop,4884
Inspector,Alternative,4887
Franco Escamilla,Comedy,4889
Taylor Swift,Pop,4890
The Flatliners,Folk,4891
Ghostemane,Hip-Hop,4892
Chris Brown,R&B,4893
Brandi Carlile,Folk,4895
Snoh Aalegra,Alternative,4896
Rostam,Folk,4899
Chris Lane,Pop,4901
SoMo,R&B,4904
The Strokes,Alternative,4906
Eric Johnson,Classical,4908
Caribou,Folk,4909
Avenged Sevenfold,Alternative,4910
Eugene Mirman,Comedy,4911
Jill Scott,R&B,4913
Ryan Stout,Comedy,4916
Paul Mooney,Comedy,4917
Dispatch,Pop,4918
Kodak Black,Hip-Hop,4919
Ray Charles,Blues,4923
Anthony Hamilton,R&B,4924
Howlin' Wolf,Blues,4925
Dustin Tebbutt,Folk,4927
Annie Lennox,Folk,4929
Black Flag,Alternative,4932
Erykah Badu,R&B,4934
CNCO,Pop,4936
The Atomic Bitchwax,Blues,4938
Ash Walker,Jazz,4941
Richard Wagner,Opera,4943
Vanessa Carlton,Folk,4944
Francis Poulenc,Classical,4945
Richard Wagner,Opera,4946
Madonna,Pop,4947
Wolfgang Amadeus Mozart,Classical,4948
LEGADO 7,Pop,4951
Al Jarreau,Jazz,4952
Giuseppe Verdi,Opera,4953
Eminem,Hip-Hop,4955
The Avett Brothers,Folk,4956
Zara Larsson,R&B,4957
SURAN,R&B,4958
Tig Notaro,Comedy,4959
John Heffron,Comedy,4960
Giuseppe Verdi,Opera,4961
Gov't Mule,Blues,4964
Jonathan McReynolds,R&B,4967
Florence + The Machine,Folk,4968
Deodato,Jazz,4972
Dawes,Folk,4973
Bahamas,Folk,4975
Fran Hevia,Comedy,4976
Vince Staples,Hip-Hop,4978
Carnage,Hip-Hop,4980
Yelawolf,Hip-Hop,4983
Eminem,Hip-Hop,4984
Simon Dominic,R&B,4987
Rachel Feinstein,Comedy,4988
Sara Bareilles,Folk,4992
The Who,Blues,4996
Robert Randolph & The Family Band,Blues,4997
Gaetano Donizetti,Opera,4998
Darryl Lenox,Comedy,5001
Robert Schumann,Classical,5002
Swoope,Hip-Hop,5006
Robin Williams,Comedy,5009
Deep Purple,Blues,5010
Dispatch,Pop,5011
De La Ghetto,Hip-Hop,5014
Black Pistol Fire,Blues,5015
Paul Mooney,Comedy,5018
Georges Bizet,Opera,5019
J Balvin,Pop,5020
François Couperin,Classical,5024
Maurice Ravel,Classical,5025
bbno$,Hip-Hop,5027
Wolfgang Amadeus Mozart,Classical,5030
Donell Jones,R&B,5033
Granger Smith,Pop,5037
Ezra Collective,Jazz,5039
anders,R&B,5040
Against Me!,Folk,5041
Lukas Nelson and Promise of the Real,Blues,5043
The Avett Brothers,Folk,5044
Major Lazer,Pop,5045
dvsn,R&B,5046
Migos,Hip-Hop,5047
50 Cent,Hip-Hop,5050
Georges Bizet,Opera,5053
Otis Redding,Blues,5054
Norah Jones,Jazz,5056
Horace Silver,Jazz,5057
Frank Caliendo,Comedy,5058
The Del-Vikings,Blues,5061
Ludwig van Beethoven,Classical,5063
Tyrone Davis,Blues,5064
Father John Misty,Folk,5065
Gaetano Donizetti,Opera,5066
112,R&B,5067
Jonas Blue,Pop,5068
Mel Waiters,Blues,5069
Ra Ra Riot,Folk,5071
Joe Cocker,Blues,5073
Dave Koz,Jazz,5074
Childish Gambino,Hip-Hop,5075
Eminem,Hip-Hop,5076
OSHUN,R&B,5079
The Stooges,Blues,5080
Anthony Hamilton,R&B,5081
Tay-K,Hip-Hop,5082
YG,Hip-Hop,5083
Anton Bruckner,Classical,5085
Logic,Hip-Hop,5088
Rich The Kid,Hip-Hop,5094
Joyner Lucas,Hip-Hop,5095
Smash Into Pieces,Alternative,5096
Catfish and the Bottlemen,Alternative,5103
Rage Against The Machine,Alternative,5104
Andrea Bocelli,Classical,5105
SOHN,R&B,5107
John Mayer,Pop,5111
Rival Sons,Blues,5115
Enrico Caruso,Opera,5117
Kid Ink,Hip-Hop,5118
Kina Grannis,Folk,5119
Ne-Yo,R&B,5122
Charles Gounod,Opera,5123
Florence + The Machine,Folk,5125
Cartel De Santa,Hip-Hop,5126
The Supremes,Folk,5129
Dmitri Shostakovich,Classical,5138
Héctor Lavoe,Jazz,5142
Red Hot Chili Peppers,Alternative,5143
Ray Charles,Blues,5146
Joaquín Rodrigo,Classical,5148
Tedashii,Hip-Hop,5149
The Marvelettes,Blues,5151
Edward Elgar,Classical,5153
Claudio Monteverdi,Classical,5154
Lynyrd Skynyrd,Blues,5156
Wolfgang Amadeus Mozart,Classical,5158
The Lawrence Arms,Folk,5159
Giacomo Puccini,Opera,5162
Britt Nicole,Alternative,5163
Drake,Hip-Hop,5164
Alexis y Fido,Hip-Hop,5168
Victorious Cast,Pop,5169
The Toilet Bowl Cleaners,Comedy,5170
Johannes Brahms,Classical,5171
Daddy Yankee,Hip-Hop,5172
Jack White,Blues,5174
Patton Oswalt,Comedy,5175
Gunna,Hip-Hop,5176
Keb' Mo',Blues,5177
Dr. John,Blues,5180
Doug Benson,Comedy,5182
"Tito ""El Bambino""",Hip-Hop,5183
Kevin Abstract,Hip-Hop,5184
Christina Aguilera,R&B,5188
Ludwig van Beethoven,Classical,5192
Wu-Tang Clan,Hip-Hop,5193
George Carlin,Comedy,5196
Jazz Cartier,Hip-Hop,5198
Smooth Jazz New York,Jazz,5199
Benny Benni,Hip-Hop,5201
Built To Spill,Folk,5204
Nickelback,Alternative,5206
Limp Bizkit,Alternative,5207
Paul Desmond,Jazz,5208
Jackie Kashian,Comedy,5210
Ravi Shankar,Classical,5211
Dawes,Folk,5213
XXXTENTACION,Hip-Hop,5214
Lil Uzi Vert,Pop,5215
Smash Mouth,Alternative,5216
John Heffron,Comedy,5217
Myq Kaplan,Comedy,5219
Grizzly Bear,Folk,5220
Derez De’Shon,R&B,5222
LION BABE,R&B,5223
Sweet,Blues,5224
Charles Gounod,Opera,5225
Lady Antebellum,Pop,5226
J.J. Cale,Blues,5229
Maribou State,R&B,5230
Lil Uzi Vert,Pop,5231
Olivia O'Brien,R&B,5236
Chris Brown,R&B,5237
MF DOOM,Alternative,5239
Disturbed,Alternative,5241
Michael Lington,Jazz,5243
India.Arie,R&B,5244
Morphine,Blues,5246
Meshuggah,Jazz,5250
SoMo,R&B,5251
Slipknot,Alternative,5252
Mandolin Orange,Folk,5254
Christopher Titus,Comedy,5255
Mac Miller,Hip-Hop,5256
Pietro Mascagni,Opera,5257
Nas,Hip-Hop,5258
The Mighty Mighty Bosstones,Pop,5261
offonoff,R&B,5263
Eminem,Hip-Hop,5264
Jill Scott,R&B,5265
MC Magic,Hip-Hop,5267
Katt Williams,Comedy,5268
Citizen,Alternative,5271
AFI,Alternative,5272
Ten Years After,Blues,5275
Rihanna,R&B,5276
Dave Brubeck,Classical,5277
Edvard Grieg,Classical,5278
Sam Smith,Pop,5281
Colin James,Blues,5282
Gordon Lightfoot,Folk,5286
C.W. Stoneking,Blues,5287
The White Stripes,Blues,5289
Washed Out,Alternative,5292
oofoe,Jazz,5294
Arin Ray,R&B,5297
Animals As Leaders,Jazz,5300
Jhene Aiko,R&B,5303
Tomaso Albinoni,Opera,5308
Roy Woods,R&B,5314
24hrs,R&B,5316
Post Malone,Pop,5317
Lewis Black,Comedy,5318
Mobb Deep,Hip-Hop,5321
LCD Soundsystem,Alternative,5325
Alice In Chains,Alternative,5326
Jimi Hendrix,Blues,5327
Kevin Gates,Hip-Hop,5328
Lemon Jelly,Jazz,5329
Phish,Blues,5331
Lord Huron,Folk,5332
Marty Robbins,Folk,5336
Frank Ocean,Alternative,5337
311,Alternative,5338
Hank Williams,Folk,5339
Wiz Khalifa,Hip-Hop,5341
The Cult,Alternative,5343
Cheat Codes,Pop,5344
Robert Glasper Experiment,Jazz,5345
Paris,Hip-Hop,5346
O Rappa,Alternative,5348
Foo Fighters,Alternative,5349
Deltron 3030,Alternative,5350
The Notorious B.I.G.,Hip-Hop,5351
Gaetano Donizetti,Opera,5353
Makaveli,Hip-Hop,5358
Dread Mar I,Alternative,5360
Boney James,Jazz,5361
Thievery Corporation,Jazz,5362
Unknown Mortal Orchestra,Folk,5363
6LACK,Hip-Hop,5365
J. Tillman,Folk,5366
Days Of The New,Alternative,5367
R.K.M & Ken-Y,Hip-Hop,5371
Rainbow Kitten Surprise,Folk,5374
Georges Bizet,Opera,5375
Ruggero Leoncavallo,Opera,5381
Drake,Hip-Hop,5382
Irma Thomas,Blues,5383
Bigg Robb,Blues,5384
Phosphorescent,Folk,5387
Greg Laswell,Folk,5388
John Scofield,Blues,5389
NF,Hip-Hop,5391
Gioachino Rossini,Opera,5394
Tower Of Power,Jazz,5395
Rakim,Hip-Hop,5396
Against Me!,Folk,5397
One Direction,Pop,5399
Leon Russell,Blues,5402
Monty Python,Comedy,5403
The Jerky Boys,Comedy,5404
Lil Jon,Hip-Hop,5408
Chris Brown,R&B,5410
Patton Oswalt,Comedy,5414
Young Nudy,Hip-Hop,5416
Raveena,Alternative,5417
M. Ward,Folk,5419
Shania Twain,Pop,5420
Richard Wagner,Opera,5423
Joe Bonamassa,Blues,5424
The Cat Empire,Jazz,5425
Trey Songz,R&B,5426
Paula Poundstone,Comedy,5427
Mac Miller,Hip-Hop,5428
Etta Bond,R&B,5429
Waka Flocka Flame,Hip-Hop,5435
John Mellencamp,Folk,5436
$uicideBoy$,Hip-Hop,5437
Bill Burr,Comedy,5439
Rodney Carrington,Comedy,5442
Drake,Hip-Hop,5444
Marty Robbins,Folk,5445
Teedra Moses,Alternative,5446
Soda Stereo,Alternative,5449
Ty Dolla $ign,R&B,5453
SiR,R&B,5454
Nat King Cole,Jazz,5455
Warren Zevon,Alternative,5457
The Beach Boys,Folk,5458
Alabama Shakes,Folk,5459
The Civil Wars,Folk,5462
Drake,Hip-Hop,5464
Plini,Jazz,5466
Franz Lehár,Opera,5467
Richard Pryor,Comedy,5468
The-Dream,R&B,5469
Joe Derosa,Comedy,5471
Robert DeLong,Alternative,5473
Cotton Jones,Folk,5475
Jowell & Randy,Hip-Hop,5476
Lil Baby,Hip-Hop,5478
Mary Wells,Blues,5479
311,Alternative,5481
Wishbone Ash,Blues,5482
Connan Mockasin,Folk,5484
Big K.R.I.T.,Alternative,5485
Richard Wagner,Opera,5486
Big Sean,R&B,5488
Tinashe,R&B,5489
"Tyler, The Creator",Hip-Hop,5490
Tall Black Guy,Jazz,5493
Steve Harvey,Comedy,5496
Dorothy Ashby,Jazz,5497
Felix Mendelssohn,Classical,5500
Iggy Azalea,Hip-Hop,5501
Ryan Sickler,Comedy,5504
Flyleaf,Alternative,5506
Kurt Metzger,Comedy,5514
Florence + The Machine,Folk,5518
Ying Yang Twins,Hip-Hop,5519
Kiri Te Kanawa,Opera,5520
Nujabes,Jazz,5521
Drake,Hip-Hop,5522
J Alvarez,Hip-Hop,5523
Alonzo Bodden,Comedy,5524
Macklemore & Ryan Lewis,Pop,5525
The Raconteurs,Blues,5527
Fifth Harmony,R&B,5528
MARINA,Alternative,5529
Bhad Bhabie,Pop,5530
Gaetano Donizetti,Opera,5531
Johannes Brahms,Classical,5532
Hunter Hayes,Pop,5533
Vallis Alps,Folk,5536
Pat Metheny,Jazz,5538
Panic! At The Disco,Pop,5541
Philharmonia Orchestra,Opera,5544
KAYTRANADA,R&B,5545
Gary Hoey,Blues,5547
The Electric Swing Circus,Jazz,5549
Gustav Mahler,Classical,5550
DPR LIVE,R&B,5551
Jodeci,R&B,5553
Sum 41,Alternative,5554
Big Sean,R&B,5555
Lil Yachty,Hip-Hop,5557
Craig David,R&B,5558
Jóhann Jóhannsson,Classical,5559
Etta James,Blues,5561
Drake,Hip-Hop,5562
Sheryl Crow,Folk,5563
Joe Derosa,Comedy,5565
Frédéric Chopin,Classical,5566
India.Arie,R&B,5569
Giuseppe Verdi,Opera,5571
Emily King,R&B,5572
Tony Dize,Hip-Hop,5573
Faith No More,Alternative,5574
David Cross,Comedy,5576
Ja Rule,R&B,5577
Giovanni Battista Sammartini,Classical,5580
Art Blakey & The Jazz Messengers,Jazz,5581
DEAN,R&B,5582
Leprous,Classical,5583
Korn,Alternative,5584
Benny Benni,Hip-Hop,5587
Little Feat,Blues,5588
Jai Paul,Alternative,5589
Charles Gounod,Opera,5590
Karina Gauvin,Opera,5591
SG Lewis,R&B,5599
Future,Hip-Hop,5600
Big Bill Broonzy,Blues,5601
alayna,Alternative,5602
Steve Hofstetter,Comedy,5605
Sammie,R&B,5607
SUNMI,Pop,5608
Christian Scott aTunde Adjuah,Jazz,5610
Jessie Ware,R&B,5611
Ben Howard,Folk,5612
little hurricane,Blues,5615
Joe Zimmerman,Comedy,5619
El Gran Combo De Puerto Rico,Jazz,5620
Kirk Franklin,R&B,5621
G-Eazy,Hip-Hop,5626
Amber Mark,R&B,5627
Matt Stell,Pop,5628
"Albert Hammond, Jr.",Blues,5629
Doug Stanhope,Comedy,5630
Francesco Cavalli,Opera,5631
Adolphe Adam,Opera,5632
Kesha,Pop,5633
Ryan Singer,Comedy,5634
SBTRKT,R&B,5635
Fleet Foxes,Folk,5636
Bill Hicks,Comedy,5640
Stephen Lynch,Comedy,5642
N.E.R.D,Hip-Hop,5646
The Mountain Goats,Folk,5648
Grizfolk,Alternative,5650
Vicente Garcia,Alternative,5651
