Selected (1),artist_name,track_name,track_id,Selected (2),Selected,instance_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
No,empty_field,"Symphony No. 2 ""The Age of Anxiety"", Pt. 2: The Dirge - The Masque - The Epilogue (Live)",35K3Lf0ueeQ38V3nJOJjuj,No,No,99884,0,0.881,0.2,1.00844e+06,0.126,0.353,C#,0.623,-20.132,Major,0.0426,,04/4,0.0395,Classical
No,Philharmonia Orchestra,Lloyd: Symphony No. 5 in B Flat: Rondo,705jBVz6E3ze72vhgYXW5c,No,No,163973,29,0.824,0.332,540227,0.059,0.561,D,0.112,-28.785,Major,0.0397,110.74,01/4,0.0845,Classical
No,Robert Schumann,"Kinderszenen, Op. 15: II. Kuriose Geschichte",1w29UTa5uUvIri2tWtZ12Y,No,No,124135,0,0.996,0.412,57827,0.16,0.894,D,0.145,-24.11,Major,0.057,137.234,03/4,0.338,Classical
No,Antonio Vivaldi,"Stabat Mater, RV. 621: Stabat Mater, RV. 621: Stabat Mater dolorosa",6KIRQmWPWZWFthkxg13I8x,No,No,151283,42,0.911,0.0961,174760,0.0625,0.0657,E,0.0936,-23.993,Minor,0.0458,172.664,03/4,0.0603,Classical
No,Pyotr Ilyich Tchaikovsky,"Swan Lake, Op.20, Act I: 9. Finale (Andante)",4qC1f6x5noHkw5ZMBuvhx1,No,No,90776,33,0.886,0.176,159373,0.189,0.829,B,0.0829,-19.049,Major,0.0358,81.97,04/4,0.169,Classical
No,Iron Savior,The Last Frontier,5MMZJtHOiH1RmQSSe3DJdg,No,No,159382,40,1.48e-05,0.423,205147,0.931,0.241,F,0.217,-5.681,Minor,0.0503,145.003,04/4,0.4,Classical
No,empty_field,"Les contes d'Hoffmann, Act II: Qu'as-tu donc? (Live)",3griMd2FSimhnvHWOveakD,No,No,39770,0,0.97,0.316,157213,0.108,3.32e-06,G,0.453,-28.891,Minor,0.0901,84.836,01/4,0.2,Classical
No,empty_field,"Falstaff, Act II Pt. 2: Quand'ero paggio (Live)",2YFfcJF038SQMtHUwOKO6P,No,No,44997,0,0.964,0.477,121640,0.203,0.000445,E,0.463,-23.095,Major,0.186,123.683,04/4,0.304,Classical
No,Gabriel Garzón-Montano,Jardin,7079nY1EuvdfIxaMYaTjR9,No,No,38339,30,0.976,0.719,187427,0.291,0.868,C,0.0763,-13.256,Minor,0.101,98.251,01/4,0.664,Classical
No,Aaron Copland,4 Dance Episodes from Rodeo: I. Buckaroo Holiday,1AU8s5RMGA6mzHsFn06Iaa,No,No,57393,22,0.938,0.402,,0.413,0.873,F,0.367,-13.347,Major,0.0638,128.917,04/4,0.291,Classical
No,Johann Sebastian Bach,Violin Concerto BWV 1042 in E Major: Violin Concerto BWV 1042 in E Major: III. Allegro assai,113pHPsGwyeklEjLhnB3ZT,No,No,60277,34,0.867,0.548,158480,0.255,,D#,0.11,-15.078,Major,0.0354,98.625,01/4,0.766,Classical
No,Arcangelo Corelli,"Sonata Da Chiesa No. 4 in F Major, Op. 5: II. Allegro",0mDMkHZFXMJQ50ujhyHWqZ,No,No,112504,33,0.881,0.427,143680,0.38,0.414,E,0.12,-13.799,Major,0.0376,121.695,04/4,0.39,Classical
No,Frédéric Chopin,"Preludes, Op. 28: No. 2 in A Minor (Lento)",5fhWcUABGBIqW1m6nqxo3m,No,No,151520,26,0.994,0.287,,0.0034,0.948,E,0.0631,-37.171,Minor,0.0473,95.443,04/4,0.0474,Classical
No,Glenn Gould,"6 Bagatelles, Op. 126: No. 1 in G Major. Andante con moto",3Tows9RnoAq9CmMJaII2cO,No,No,116473,0,0.991,0.327,158077,0.0178,0.924,G,0.104,-32.531,Major,0.0341,96.317,04/4,0.315,Classical
No,Gustav Holst,"Holst: The Planets, Op. 32: Jupiter, the Bringer of Jollity: Allegro giouoso",0e2J9pDOhEzaEUcRZ62EMZ,No,No,145201,45,0.945,0.229,479160,0.266,0.919,C,0.095,-13.969,Major,0.0464,75.13,04/4,0.179,Classical
No,John Cage,In a Landscape (1948),0slhAYaAXnXSMJyEvpk0kO,No,No,179168,38,0.995,0.362,583000,0.034,0.923,D,0.0732,-33.011,Minor,0.0441,,04/4,0.236,Classical
No,Jean Sibelius,II. Andante,1f9INE3upWBEyjwPNuBlZa,No,No,46593,0,0.969,0.161,198040,0.0486,0.00104,D#,0.117,-21.013,Minor,0.0398,86.202,04/4,0.164,Classical
No,Vladimir Horowitz,"Piano Concerto No. 3 in D Minor, Op. 30: I. Allegro",0TPdDzUFV5mAvm9PSgacnD,No,No,148633,54,0.976,0.233,,0.168,0.9,A#,0.105,-21.091,Major,0.0341,69.013,04/4,0.0635,Classical
No,Nobuo Uematsu,Fisherman's Horizon (Final Fantasy VIII),4sDwyiwzuMCJDJPEqtx7M9,No,No,26096,40,0.969,0.144,,0.233,0.931,F,0.128,-12.497,Minor,0.0386,66.876,04/4,0.0399,Classical
No,Antonín Dvořák,"Violin Sonatina in G Major, Op. 100, B. 183: IV. Finale. Allegro",1UiKUFbCfgbVjwY8W657Pv,No,No,141160,0,0.961,0.247,357547,0.114,0.108,D,0.304,-19.417,Major,0.0389,80.647,04/4,0.261,Classical
No,Antonín Dvořák,"String Quartet No.1 in E Minor (""From My Life""): String Quartet No.1 in E Minor (""From My Life""): IV. Finale: Vivace",53KjgbrsKcLqTW4cstj06g,No,No,20110,33,0.945,0.426,344292,0.216,0.394,B,0.313,-19.69,Major,0.0574,128.015,04/4,0.102,Classical
No,empty_field,Church of Xotic Dance,6wl1PQIy9Ay6HKA2PNIPFj,No,No,94913,33,0.365,0.579,440853,0.619,0.81,G,0.174,-9.679,Major,0.0424,131.846,04/4,0.225,Classical
No,Frédéric Chopin,"Andante spianato and Grande Polonaise in E-Flat Major, Op. 22: Grande Polonaise",4p3ilGFElXPYzCYpvGl5fS,No,No,134886,22,0.99,0.372,546107,0.144,0.857,D#,0.118,-20.717,Major,0.0319,101.357,04/4,0.166,Classical
No,Ludwig van Beethoven,"Beethoven: Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2, ""Moonlight"": I. Adagio sostenuto",0sKAZF2T0hD3SfEr0U0rqX,No,No,162019,28,0.994,0.268,,0.00305,0.904,C#,0.12,-41.594,Minor,0.037,63.798,04/4,0.157,Classical
No,Wolfgang Amadeus Mozart,"String Quartet No. 14 in G Major, K. 387: II. Menuetto: Allegro",1vcmEqKQAHlnV2fcNdJjEt,No,No,141134,22,0.98,0.271,541867,0.0998,0.547,G,0.395,-17.689,Major,0.0452,132.957,03/4,0.168,Classical
No,Johann Sebastian Bach,"Suite No. 4 in E-Flat Major, BWV 1010: III. Courante",19xm5TUa0em5pgHIfPR0FB,No,No,81114,0,0.93,0.419,223053,0.104,0.73,D,0.101,-22.483,Major,0.0476,127.173,01/4,0.507,Classical
No,empty_field,"Ave Maria, D839 (""Ellens Gesang III"") [Orchestral Version]",7pVAdbWP9gQZvnOIqBL6Cl,No,No,198793,34,0.939,0.181,287840,0.293,0.000359,A#,0.145,-16.326,Major,0.0419,98.005,04/4,0.155,Classical
No,Pantera,Cemetery Gates,582YjxdRTGri2bdGlG7xaS,No,No,80256,25,1.58e-05,0.546,238773,0.979,1.17e-05,F,0.394,-3.889,Major,0.0601,110.002,04/4,0.727,Classical
No,Vladimir Horowitz,"17 Piano Fragments: No. 9, —",3DbBgbnDUOml329rAp2Tbr,No,No,132538,0,0.982,0.472,51600,0.0929,0.913,F,0.0968,-20.114,Minor,0.0628,,04/4,0.472,Classical
No,Johann Sebastian Bach,"Goldberg Variations, BWV 988: Variation 26 a 2 Clav. - Remastered",5ehUXOmfG5u6V3LgNZ3pL6,No,No,204053,38,0.988,0.462,51880,0.27,0.891,G,0.227,-16.989,Major,0.0356,111.79,03/4,0.791,Classical
No,Howard Shore,The High Fells - Extended Version,7Hqc2JfYZUBH68MC7Uo3fa,No,No,129699,23,0.785,0.0645,218840,0.168,0.937,B,0.0731,-19.253,Minor,0.0391,63.509,05/4,0.0378,Classical
No,Brandy,The Ritual,3WBn4AmDXNmvVGylRZnCO5,No,No,49532,47,4.86e-06,0.414,245320,0.965,5.98e-06,G,0.122,-4.864,Major,0.0841,171.986,04/4,0.464,Classical
No,empty_field,"Falstaff, Act III Pt. 2: Alto là! (Live)",2rKmNEYrQxaOPZrOWKZpOc,No,No,74732,0,0.958,0.409,383160,0.378,0.000341,C,0.648,-18.59,Major,0.27,116.888,04/4,0.234,Classical
No,Richard Strauss,"Arabella, Op. 79, TrV 263, Act I: Hab' ich geträumt? (Live)",7HNUpIopsLAOwDGgmsQtME,No,No,152501,0,0.954,0.329,202707,0.211,,C#,0.836,-18.503,Major,0.149,174.51,03/4,0.241,Classical
No,empty_field,Longing,6BaabxHQIfVP2uiQrfXv5w,No,No,56708,26,0.914,0.0875,260493,0.118,0.859,G,0.122,-20.504,Minor,0.0398,84.824,03/4,0.0604,Classical
No,empty_field,The Black Gate Opens (feat. Sir James Galway),6H944yeBgcnaKaDF17EI96,No,No,115229,42,0.605,0.142,241640,0.213,0.901,E,0.125,-19.131,Minor,0.0372,,04/4,0.039,Classical
No,Howard Shore,A Coronal Of Silver and Gold,7dNDyDsDdN2X2n0cWIon5e,No,No,146094,38,0.801,0.0809,507293,0.148,0.926,E,0.318,-18.042,Minor,0.0374,82.371,04/4,0.0353,Classical
No,Ola Gjeilo,Ubi Caritas,1hlWwMlnEz4TaUPxfU0qPG,No,No,162078,29,0.982,0.114,,0.058,9.68e-05,D#,0.69,-26.745,Major,0.0455,85.945,03/4,0.0519,Classical
No,Ralph Vaughan Williams,Greensleeves,1LM6EReMkAxuDXDF26ekl2,No,No,211167,31,0.933,0.142,273120,0.0768,0.897,C,0.0828,-23.587,Minor,0.0434,,04/4,0.112,Classical
No,Claude Debussy,"La Mer, L.109: 1. From Dawn Till Noon On The Sea (De l'aube à midi sur la mer)",3cLLfUGDcr5VSU3R4GsAOG,No,No,36752,29,0.878,0.106,521000,0.034,0.936,A,0.0571,-27.707,Major,0.0389,67.337,04/4,0.0371,Classical
No,empty_field,"Improvisations, FP 63: No. 10 in F Major ""Éloge des gammes""",5X9c0LL84kJN8Ok2UC6B6w,No,No,22677,2,0.994,0.194,96347,0.0442,0.862,F,0.0978,-28.962,Major,0.0396,,01/4,0.123,Classical
No,empty_field,"Rinaldo, HWV 7a, Act I (Ed. G. Sechi): Sia speme o inganno [Live]",15k2nBQJ0teDmPZHrOXL2N,No,No,59651,12,0.984,0.442,269909,0.176,0.00417,E,0.334,-18.367,Major,0.0742,117.691,04/4,0.44,Classical
No,empty_field,"Piano Pieces, Series 2: No. 10, Lullaby of Shushani",1Rr17slUHwVRkDz4A2TUcM,No,No,88599,46,0.989,0.391,158373,0.0704,0.841,C,0.116,-25.164,Major,0.0373,163.995,04/4,0.229,Classical
No,Antonín Dvořák,"Piano Concerto in G minor, Op.33: 2. Andante sostenuto",6e9s42iBN7bt5QvCvFlVUs,No,No,25603,37,0.97,0.221,539040,0.016,0.826,D,0.0431,-29.7,Major,0.0369,136.039,04/4,0.0368,Classical
No,empty_field,"Ouverture in G Major, TWV 32:13: III. Bourrées I & II",5CWOwIX2i8qyXSIK8H9W9s,No,No,114246,8,0.936,0.271,160653,0.162,0.895,F#,0.0693,-23.491,Major,0.0304,92.256,04/4,0.683,Classical
No,Claude Debussy,"Children's Corner, L. 113: V. The Little Shepherd",3na3tyNgZzlrrtEQQJdXrO,No,No,96587,0,0.992,0.47,,0.00402,0.886,E,0.096,-34.058,Major,0.059,101.889,04/4,0.268,Classical
No,Ludwig van Beethoven,"Beethoven: Piano Sonata No. 14 in C-Sharp Minor, Op. 27 No. 2, ""Moonlight"": III. Presto agitato",1P2tC5VvhhGty7LblqAxHp,No,No,109550,45,0.983,0.231,472760,0.266,0.901,C#,0.0953,-17.204,Minor,0.0445,76.859,04/4,0.0856,Classical
No,Yo-Yo Ma,"Unaccompanied Cello Suite No. 4 in E-Flat Major, BWV 1010: Allemande",5CQv8JhxfCq9KW0HV803al,No,No,32815,26,0.979,0.278,,0.0143,0.92,D,0.0915,-29.401,Major,0.0504,77.57,04/4,0.443,Classical
No,Robert Schumann,"Schumann: Cello Concerto in A Minor, Op. 129: II. Langsam (Live)",2mBIHFv81gM8vgB5ACICpR,No,No,126225,32,0.98,0.197,,0.0284,0.871,F,0.129,-27.474,Major,0.0488,82.731,04/4,0.0391,Classical
No,Akira Ifukube,GODZILLA TITLE / [GODZILLA],5JdUGoo25kihgkvkEoBXDK,No,No,213065,28,0.995,0.628,90471,0.411,0.888,C,0.118,-11.071,Major,0.104,152.437,04/4,0.982,Classical
No,empty_field,"Piano Sonata No. 30 in E Major, Op. 109: IIIc. Var. 2, Leggieramente",5BBAra3lBdqsDrRrNUCzdd,No,No,177772,0,0.991,0.391,85890,0.0362,0.881,E,0.0955,-32.662,Major,0.0453,71.875,04/4,0.413,Classical
No,empty_field,"Ein Sommernachtstraum, Op. 61: III. Elfenreigen (Allegro vivace)",3R73Y7X53MIQZWnKloWq5i,No,No,27895,29,0.972,0.325,77200,0.0526,0.655,E,0.0723,-28.8,Minor,0.041,159.585,04/4,0.0711,Classical
No,Savatage,Edge of Thorns,23V5SeHanwL6PlqyJ99dH8,No,No,190419,33,0.00294,0.312,355893,0.675,0.000147,G,0.249,-10.077,Major,0.0436,,04/4,0.258,Classical
No,Ludwig van Beethoven,"Fidelio, Op. 72, Act I: Drei Mann auf den Wall - Hauptmann! (Live)",4tqGZzY8YmngfaTqUAHENj,No,No,81937,0,0.758,0.55,,0.0229,,C#,0.322,-36.898,Major,0.202,65.835,03/4,0.276,Classical
No,Kronos Quartet,Eternal Meadow,7u07yRytEo8j5ua4YyefG0,No,No,103040,10,0.982,0.388,201587,0.0762,6.93e-05,F,0.0729,-16.531,Minor,0.0408,117.89,03/4,0.107,Classical
No,Arcangelo Corelli,"Concerto grosso No. 7 in D Major, Op. 6: III. Andante largo",3KbnUNSyP1fwh9H5sgA9YZ,No,No,44240,31,0.941,0.162,159133,0.128,0.00663,A#,0.121,-16.619,Minor,0.0406,73.974,04/4,0.0655,Classical
No,Scott Joplin,Stoptime Rag,5GUUjPnfyuoJdvnTkHLuSD,No,No,90149,44,0.989,0.662,,0.177,0.9,C,0.186,-20.476,Major,0.0601,,04/4,0.631,Classical
No,Claude Debussy,"Pelléas et Mélisande, L.88 / Act 3: ""Mes longs cheveux descendent""",730I1akJZg0ryqwH9v8a9f,No,No,82951,32,0.973,0.308,368000,0.121,0.00548,D,0.214,-24.348,Major,0.0567,132.92,03/4,0.0616,Classical
No,Ludwig van Beethoven,"Overture ""Egmont""",1P5hnA7CpnWNSsNorntzeI,No,No,107553,26,0.801,0.247,536213,0.167,0.859,F,0.176,-14.205,Minor,0.0409,77.535,04/4,0.0913,Classical
No,Georg Philipp Telemann,"Flute Sonata in D Minor, TWV 42:d10: II. Adagio",2O4HtQxdG0JaN85SzNhaWr,No,No,27337,7,0.854,0.178,,0.0869,0.00138,C#,0.127,-21.623,Minor,0.0385,109.705,04/4,0.073,Classical
No,empty_field,"Falstaff, Act III Pt. 1: Sarai la Fata (Live)",4frlkLwlnm58ejpNwWjxyl,No,No,200370,0,0.913,0.374,253267,0.122,6.72e-06,F,0.266,-26.152,Major,0.155,,04/4,0.243,Classical
No,Frédéric Chopin,"24 Études: No. 3 in E Major, Op. 10, No. 3",6fEonsnOM8IiqFDuiqukMc,No,No,196925,36,0.995,0.337,,0.0445,0.89,E,0.0748,-25.484,Major,0.0455,70.35,04/4,0.0398,Classical
No,Monster Magnet,Evil’s on the Run,6LdRmeJVVBzTZz93x9ZNnR,No,No,177774,32,0.324,0.585,,0.66,0.751,E,0.123,-8.677,Minor,0.0296,79.99,04/4,0.654,Classical
No,empty_field,"Idomeneo, TrV 262, Act III (After W.A. Mozart): Sacred Dance [Live]",5o3ReRP4zDFang5JwpawrM,No,No,63859,1,0.968,0.269,,0.0115,0.0687,F,0.115,-35.191,Major,0.0504,67.42,04/4,0.24,Classical
No,Franz Schubert,"4 Impromptus, Op.90, D.899 : No.3 in G flat: Andante",18ojYmvDSozSjMye5utu2I,No,No,205860,27,0.994,0.188,382867,0.00887,0.934,F#,0.0697,-28.622,Major,0.0399,86.255,03/4,0.0396,Classical
No,Gustav Mahler,Das Lied von der Erde: 1. Das Trinklied vom Jammer der Erde,1cPf2khrcp6iRfTGFisSoS,No,No,176953,5,0.98,0.194,506173,0.269,0.716,G,0.0566,-12.625,Minor,0.0396,,03/4,0.0796,Classical
No,Gustav Mahler,"Lieder eines fahrenden Gesellen: 4. ""Die zwei blauen Augen von meinem Schatz""",5L9IrlrxZZt7SQNg08tqVC,No,No,123744,3,0.985,0.258,,0.0486,0.0291,C,0.229,-27.145,Major,0.0498,137.277,03/4,0.0476,Classical
No,Ludwig van Beethoven,"Violin Sonata No. 7, Op. 30 No. 2: IV. Finale. Allegro",4GSvN1iRFIbsrfZ7tld0Ch,No,No,106204,7,0.969,0.477,298467,0.223,0.263,C,0.0989,-16.049,Minor,0.0455,133.903,04/4,0.346,Classical
No,Yo-Yo Ma,"Cello Suite No. 3 in C Major, BWV 1009: II. Allemande",5YfWtM9VGkkuDeoPfdgDf0,No,No,167223,31,0.931,0.333,,0.0793,0.866,C,0.174,-24.473,Major,0.0414,56.213,04/4,0.558,Classical
No,empty_field,"Macbeth, Act I: Nel di della vittoria io le incontrai ... Ambizioso spirito ... Vieni! t'affretta! (Live)",76YDsWGWezclVy9Z6sDGhf,No,No,91900,0,0.958,0.263,476493,0.222,4.29e-06,E,0.713,-19.372,Major,0.131,78.352,04/4,0.0942,Classical
No,Cursive,I'm Going to Make a Cake,3PHDLlBp2ryGBOtzAN5Wzb,No,No,30169,38,0.957,0.208,,0.0326,0.969,F,0.103,-28.229,Major,0.0414,127.175,04/4,0.0367,Classical
No,Herbert von Karajan,Canon and Gigue in D major - arr. Max Seiffert: 1. Canon,04f1rOkeyOqYQQzPJZk9JS,No,No,212372,39,0.923,0.264,310000,0.11,0.898,D,0.37,-19.692,Major,0.0358,92.54,04/4,0.191,Classical
No,Olivier Messiaen,La foule,6Uli2nWTvhrVm0DIdjTbgh,No,No,115775,33,0.897,0.321,185883,0.15,0.846,G,0.101,-21.943,Major,0.039,96.357,04/4,0.403,Classical
No,empty_field,"Cello Suite No.1 in G Major, BWV 1007: 1. Prélude (Arr. for Mandolin by Avi Avital)",3qwTJFzZawintyB8ssEh6P,No,No,140789,23,0.985,0.365,166933,0.0934,0.911,G,0.0804,-26.372,Major,0.0552,134.584,04/4,0.846,Classical
No,Vladimir Horowitz,"Mazurka-Concerto, Op. 224",7dltD9eEX7X1zk8JJ9BS0e,No,No,196885,27,0.872,0.351,200000,0.342,0.681,G,0.0828,-9.815,Major,0.046,84.049,05/4,0.545,Classical
No,Francis Poulenc,"Oboe Sonata, FP 185: I. Élégie. Paisiblement",0ibYVniVLMJWvc3eNfYk8T,No,No,87825,0,0.983,0.16,305533,0.0219,0.773,G,0.138,-22.81,Major,0.0458,60.831,03/4,0.0393,Classical
No,Erik Satie,"Pièces froides: II. Airs à faire fuir, Modestement",7jcUqONUiTxzYfHYn4fiiB,No,No,58117,45,0.995,0.493,106320,0.00885,0.856,G,0.0875,-34.261,Major,0.0795,73.332,03/4,0.201,Classical
No,Johann Sebastian Bach,"St. Matthew Passion, BWV 244, Pt. 1: No. 21, Und ging hin ein wenig",1T2yCZZWcWwxesKY56dXSp,No,No,135687,0,0.906,0.408,,0.0806,3.33e-06,A,0.219,-23.27,Major,0.0436,,03/4,0.113,Classical
No,Wolfgang Amadeus Mozart,"Die Zauberflöte, K. 620 / Act 2: ""Der Hölle Rache kocht in meinem Herzen""",7u90MSvVyEjL0c8icaE7jl,No,No,64987,38,0.96,0.43,,0.107,0.00479,F,0.244,-19.6,Major,0.0493,147.583,04/4,0.314,Classical
No,empty_field,No. 3 Miero vuotti uutta kuuta from Five Finnish Folk Songs - Edited Version,1UiiNExaBWS3nfKDf6P1wr,No,No,165051,37,0.993,0.355,118333,0.0528,0.802,G,0.105,-27.086,Minor,0.0509,86.239,04/4,0.246,Classical
No,Leela James,Spirit Never Die,0e6QBu66joaTxCeBCsJpwA,No,No,151840,50,2.59e-05,0.434,326893,0.941,0.0277,B,0.0833,-4.663,Major,0.0849,144.06,04/4,0.251,Classical
No,Wolfgang Amadeus Mozart,"Piano Concerto No. 21 in C Major, K. 467 ""Elvira Madigan"": III. Allegro vivace assai",5IphkwTrCUdpPSLFBLCDYT,No,No,107304,35,0.989,0.385,407880,0.152,0.911,C,0.105,-23.19,Major,0.0391,81.105,04/4,0.407,Classical
No,Johann Sebastian Bach,"Orchestral Suite No. 3 in D Major, BWV 1068: Air",6EiNPCNOmYBLJFy5kf68Va,No,No,87609,36,0.726,0.0807,432507,0.0465,0.93,E,0.181,-32.233,Minor,0.0413,81.837,04/4,0.0372,Classical
No,empty_field,"L'Arlésienne Suite No.1, WD 40: 3. Adagietto",1bGas968flWbyqIdVqlHt4,No,No,164931,27,0.903,0.15,191573,0.00407,0.94,F,0.0714,-36.918,Major,0.046,,03/4,0.0349,Classical
No,empty_field,Cavalleria Rusticana (1987 - Remaster): Intermezzo (Orchestra),1XwrOMkzPExJHjSOfUaUy7,No,No,182827,39,0.876,0.155,224547,0.0958,0.896,F,0.389,-18.049,Major,0.0393,,03/4,0.0372,Classical
No,Leonard Bernstein,On the Beautiful Blue Danube - Waltz Op. 314,2vjNx7jYF9q2w3sKiJ37lg,No,No,36449,39,0.96,0.231,574000,0.031,0.583,D,0.31,-24.915,Major,0.037,80.505,03/4,0.154,Classical
No,Savatage,Hall of the Mountain King,5YfJavqkl5O1n05V3XbTWb,No,No,169351,39,0.136,0.355,333813,0.922,0.0138,C,0.265,-7.331,Minor,0.103,126.937,04/4,0.276,Classical
No,Gabriel Fauré,"8 Pièces brèves, Op. 84: No. 5, Improvisation in C-Sharp Minor",4Vtl42qX97JBj68TKifBHR,No,No,187535,43,0.995,0.363,120493,0.0438,0.904,F#,0.103,-26.46,Minor,0.0526,,03/4,0.0469,Classical
No,Nobuo Uematsu,"Primal Judgment (From ""Final Fantasy XIV"")",1UPQg2W3f1AtFO2O3hzly9,No,No,216548,33,0.377,0.308,,0.732,0.904,F,0.176,-8.069,Major,0.0469,75.195,04/4,0.241,Classical
No,Walter Trout,The River Cam,7yr03D5Ie9buMaVKfEd9Xf,No,No,173588,33,0.974,0.183,,0.0678,0.896,F#,0.246,-23.635,Major,0.0444,86.262,04/4,0.0386,Classical
No,empty_field,"12 Fantaisies, No. 12 in A Minor, TWV 40:25: III. Presto",0aaNtsaiQsMXzrjo6l2f43,No,No,84832,9,0.983,0.539,65387,0.0731,0.00013,G#,0.1,-16.839,Major,0.0435,90.326,04/4,0.917,Classical
No,Frédéric Chopin,Etude No. 5,34jo30lPEqp6QvJe04NAFu,No,No,82761,54,0.995,0.428,,0.0171,0.899,F,0.114,-23.331,Minor,0.0384,69.289,04/4,0.0349,Classical
No,Joe Satriani,Unstoppable Momentum,14Rcq31SafFBHNEwXrtR2B,No,No,38259,35,0.00039,0.237,,0.85,0.888,A#,0.114,-3.461,Major,0.042,158.097,05/4,0.458,Classical
No,Erik Satie,Gnossienne: No. 3,0jBU9PMcOpikb0kUtDQiJm,No,No,90535,42,0.995,0.35,141600,0.0316,0.887,A,0.0985,-27.813,Minor,0.042,111.123,04/4,0.0553,Classical
No,empty_field,"Das Klagende Lied / Pt. 2: ""Was ist der König so stumm und bleich""",6VC4Iow5syFsMh5tNHbNzq,No,No,196292,2,0.971,0.176,313787,0.0205,0.525,E,0.0812,-32.119,Major,0.0397,69.449,04/4,0.0397,Classical
No,Joe Cocker,Something She Has to Do,1WWa05ERvplIXJd6gJAeqf,No,No,139902,37,0.94,0.134,192733,0.0338,0.978,F,0.0967,-28.421,Major,0.0368,97.06,04/4,0.0339,Classical
No,Alexander Borodin,In the Steppes of Central Asia,44gLArv9lq0HuxtUWUW0Jd,No,No,172279,38,0.947,0.0674,,0.0319,0.843,A,0.166,-25.053,Major,0.0439,,03/4,0.0384,Classical
No,empty_field,"Arcadiana, Op. 12: 6. O Albion (Arr. Clements)",3qwVqJyXKNiPZLz9VBMd6r,No,No,22780,37,0.978,0.164,167213,0.0352,0.984,F,0.119,-27.684,Major,0.0386,88.044,04/4,0.0351,Classical
No,Bloc Party,The Prayer,65sNrvOp2HLlhGTeLJ0nnk,No,No,57610,30,0.796,0.204,266928,0.379,1.45e-06,A#,0.188,-8.174,Major,0.0345,74.613,05/4,0.0599,Classical
No,Richard Strauss,"Arabella, Op. 79, TrV 263, Act III: Uber seine Felder wird der Wagen fahren (Live)",5GXoQUDuv9tTVfT2Uqdx7J,No,No,181874,0,0.935,0.19,111000,0.148,1.19e-05,G,0.114,-25.215,Major,0.0566,77.779,04/4,0.11,Classical
No,Jean Sibelius,"Symphony No. 2 in D Major, Op. 43: III. Vivacissimo (- attacca -)",0e26NVXKBE0YXBWnJKj8F0,No,No,209361,35,0.973,0.191,357160,0.163,0.836,F#,0.472,-22.123,Major,0.0516,75.473,04/4,0.0376,Classical
No,Pablo Casals,"Suite No. 5 in C Minor, BWV 1011: II. Allemande",7tld8T5xAPfOtMDYJ0GpdO,No,No,92045,0,0.957,0.347,382893,0.0352,0.679,B,0.332,-21.916,Minor,0.0474,114.584,04/4,0.199,Classical
No,Wiener Philharmoniker,"Myrthenblüten, Walzer, Op. 395",3HxYOwZZHZn5mC1drqPQqR,No,No,44971,39,0.948,0.289,563920,0.163,0.833,F,0.677,-17.656,Major,0.0387,93.533,04/4,0.15,Classical
No,Ludwig van Beethoven,"Eroica Variations in E-Flat Major, Op. 35: Var. 10",1CoYSKw2gTtSfrK2704AEz,No,No,29903,0,0.988,0.236,39379,0.187,0.92,B,0.159,-22.723,Minor,0.0551,147.242,04/4,0.215,Classical
No,empty_field,"Les contes d'Hoffmann, Act I: Non, aucun hôte vraiment (Live)",4mvfb1u65BbgH5BR4q6a96,No,No,135167,0,0.933,0.398,305227,0.123,,A,0.391,-26.665,Major,0.104,131.241,04/4,0.191,Classical
No,Enrico Caruso,Rigoletto / Act 3: La donna è mobile,1cxCqerH9jNz1B6xnlT02y,No,No,74723,35,0.982,0.387,186000,0.0693,0.00406,B,0.106,-21.907,Major,0.0494,,03/4,0.195,Classical
No,empty_field,Fez: Adventure,2mUMn95M8IBPEwNUDQaAvp,No,No,217733,30,0.983,0.475,208051,0.1,0.935,C,0.0988,-17.663,Major,0.0342,144.886,04/4,0.341,Classical
No,Pyotr Ilyich Tchaikovsky,"The Nutcracker Suite, Op. 71a: VIII. Waltz of the Flowers",0PtiP67Ur79AfNmzcVQCdA,No,No,138493,25,0.969,0.229,405000,0.119,0.843,D,0.0529,-20.329,Major,0.036,94.818,04/4,0.0887,Classical
No,Ludwig van Beethoven,Beethoven : Symphony No.1 in C major Op.21 : IV Finale - Adagio - Allegro molto e vivace,0QXHHEi0rHMwmkxK5pvc05,No,No,94198,30,0.906,0.457,,0.181,0.556,C,0.138,-19.178,Major,0.0501,,04/4,0.323,Classical
No,Blind Guardian,Twilight Of The Gods,1dUfHTOZfjE7fqpqd5zjpH,No,No,82920,49,0.000269,0.544,291107,0.952,0.0196,G#,0.0954,-6.516,Major,0.0483,94.007,04/4,0.351,Classical
No,empty_field,Sisask : Starry Sky Cycle Op.52 - Pleiades : 17. II Maja,1k0X1YAP8J9hQ0lC93N71a,No,No,50215,34,0.995,0.386,88933,0.00254,0.942,F,0.0761,-32.925,Major,0.0662,68.955,04/4,0.252,Classical
