instance_id,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre,subgenre
134435,The Driver Era,Natural,2CHmgtK8OCL28WtIK96u4N,48,0.00353,0.637,196188,0.561,8.12E-06,D,0.124,-7.86,Major,0.138,80.005,04-Apr,0.36,Alternative,"Alternative rock, funk, Contemporary R&B"
156421,empty_field,Gold Teeth,3px2rAPu74ltbkf9eZsZ8h,58,0.102,0.89,181629,0.665,1.08E-05,F#,0.114,-7.848,Minor,0.171,148.029,04-Apr,0.525,Alternative,
70009,The Revivalists,Fade Away,07D0uxnz1CXiSNOZEG1sKh,40,0.0189,0.555,314533,0.682,0.305,F#,0.125,-7.168,Major,0.0448,120.051,04-Apr,0.353,Alternative,"Alternative rock, roots rock"
83991,MercyMe,Bring the Rain,4gKCKczP2zGcRn5okrxLU7,39,0.134,0.464,330067,0.674,0,A,0.0824,-5.671,Major,0.031,?,04-Apr,0.237,Alternative,
82451,The Wonder Years,Raining in Kyoto,2mZq5F1LGDX2p95XL5gjxY,43,5.37E-06,0.208,247560,0.904,0.0441,D,0.137,-4.844,Minor,0.104,134.231,04-Apr,0.147,Alternative,"Comedy, Slice of life, Coming of age"
70971,grandson,Best Friends,7xxBQsoR6x9YXb1LhHyNc6,60,0.000719,0.506,-1,0.932,0.0594,F,0.174,-6.11,Minor,0.11,99.929,04-Apr,0.549,Alternative,
45607,Slipknot,Override,17o7MI50D0SjBvlYsaHDqi,47,0.000537,0.558,337267,0.9,0.00653,F#,0.243,-4.473,Minor,0.0894,135,04-Apr,0.46,Alternative,
75287,Blind Melon,Change - 2002 Digital Remaster,368xjQU41zIw0XPPLIWLyt,47,0.602,0.466,-1,0.549,1.67E-05,D,0.213,-7.54,Major,0.0344,79.437,04-Apr,0.547,Alternative,Alternative rock
57167,Still Woozy,Lava,4IYvcGknkyjnKcMHoEfrPi,62,0.304,0.623,157303,0.615,0.00874,C#,0.25,-10.064,Major,0.146,169.137,04-Apr,0.672,Alternative,"Indie pop, bedroom pop"
176934,empty_field,Bodys,37lotBTQcBbYI7vEoGsOfg,52,0.00135,0.518,-1,0.842,0.0115,D,0.132,-7.361,Major,0.0533,143.944,04-Apr,0.249,Alternative,
125867,Nirvana,Scentless Apprentice,7B72w4K8a9q8MsBZewK4V0,46,1.39E-06,0.323,228053,0.836,0.129,F#,0.141,-8.509,Major,0.0479,169.21,04-Apr,0.597,Alternative,
84756,Real Friends,I've Given Up on You,2HO2bnoMrpnZUbUqiilLHi,53,0.563,0.526,164000,0.377,0,F,0.0799,-9.762,Major,0.0253,143.984,04-Apr,0.313,Alternative,
72257,Device,Vilify,5PkX5JJ5iBoj3kQG1ZxsKW,40,0.0047,0.441,219773,0.982,0,C,0.176,-3.95,Major,0.178,165.891,04-Apr,0.497,Alternative,
121615,The Story So Far,Phantom,5QRbEeMQDzu8uBDLBhrakI,40,0.0991,0.402,152373,0.485,0.0144,B,0.127,-8.536,Major,0.0313,?,04-Apr,0.119,Alternative,
87770,The Unlikely Candidates,Violence,39ZbD2BuYmJudCHFankou3,48,0.000474,0.409,203294,0.809,1.99E-05,C,0.325,-4.584,Major,0.104,149.77,04-Apr,0.648,Alternative,"Indie rock, indie pop, pop rock, alternative rock, rock music"
54553,Bad Brains,Banned in D.C.,56l4CzpusvjLJ1LnFl0KX3,49,0.000692,0.0936,132787,0.719,0.815,A,0.096,-12.042,Minor,0.0397,77.999,04-Apr,0.633,Alternative,"Hardcore punk, punk rock, Heavy metal music, reggae"
130051,Matt Maher,Christ Is Risen,11qh54D0PKkBwelpDxxiEU,46,0.203,0.485,294754,0.621,3.63E-06,F#,0.123,-5.114,Major,0.0254,81.986,04-Apr,0.114,Alternative,"Contemporary worship music, contemporary Christian music"
27352,Sleater-Kinney,The Future Is Here,5YHR8wBR5jXfGtP766NiAT,42,0.0345,0.559,180321,0.561,0.000312,C#,0.128,-6.62,Major,0.0257,109.938,04-Apr,0.169,Alternative,"Punk rock, indie rock, riot grrrl, alternative rock"
99421,empty_field,When You Die,2aAyDqzwEeVIigSMFM1tNS,63,0.0946,0.645,-1,0.938,0.0226,B,0.159,-4.557,Minor,0.0391,140.886,04-Apr,0.495,Alternative,
40109,NONONO,Pumpin Blood - The Jane Doze Remix,0tM0MNRlBiHuXC6U6VTKWR,44,0.00595,0.544,234013,0.833,0.0303,G,0.132,-6.903,Major,0.0656,127.981,04-Apr,0.241,Alternative,
169676,Avenged Sevenfold,Heretic,0rbcqVBYcwfgQCW0qDUWid,52,0.000108,0.508,295213,0.926,0.00221,D,0.364,-7.133,Minor,0.0396,136.89,04-Apr,0.491,Alternative,"Heavy metal music, progressive metal, alternative metal, hard rock, metalcore"
97342,Newsboys,That's How You Change The World,19zsSUEuJNzNA6eqInqyF9,41,0.000638,0.618,232707,0.981,0.00101,A#,0.463,-3.397,Minor,0.246,127.948,04-Apr,0.558,Alternative,"Christian pop, pop rock, Contemporary Christian music, Christian rock"
166946,Lolo Zouaï,Brooklyn Love,5y6pj7OeBFF0CVgZKhRbOG,50,0.704,0.731,200307,0.469,0,C,0.169,-7.551,Major,0.0464,136.004,04-Apr,0.343,Alternative,"Contemporary R&B, Trap music, Pop music"
189223,Meat Puppets,Backwater,1gAegDxd5v7mNwsxDHHgIh,47,0.199,0.484,220533,0.821,0.00191,A,0.195,-6.564,Major,0.0435,?,04-Apr,0.541,Alternative,"Alternative rock, cowpunk, psychedelia (music), alternative country, hardcore punk, post-punk"
64888,Cowboy Mouth,Jenny Says,0S69rmAoGTTLlQzbDo5hPQ,38,0.0742,0.528,202587,0.733,1.29E-05,F#,0.159,-4.373,Minor,0.06,78.277,04-Apr,0.728,Alternative,"Alternative rock, album-oriented rock, roots rock, jam band"
85767,Matthew West,The Motions,27SVIQdbsAqZkTqpEnNmQ5,44,0.359,0.464,226973,0.811,0,F,0.29,-2.979,Major,0.0297,?,04-Apr,0.374,Alternative,"Contemporary Christian music, pop rock, country music"
189523,MF DOOM,Beef Rap,0SkgqM9XC9MMDa3vnnJXpN,43,0.365,0.426,-1,0.899,2.68E-05,E,0.715,-5.674,Major,0.31,?,04-Apr,0.639,Alternative,
198062,Neutral Milk Hotel,King of Carrot Flowers Pts. 2 & 3,7tGhL4HNkupitX5iWv5eYd,48,0.0514,0.221,-1,0.826,0,F,0.135,-5.393,Major,0.126,130.632,04-Apr,0.116,Alternative,"Indie rock, psychedelic folk, lo-fi music"
134897,Bush,Machinehead,2aAMaCtcTL7zdEcjoXjW50,60,2.57E-05,0.143,256333,0.919,0.00427,A,0.134,-4.438,Major,0.11,172.668,03-Apr,0.201,Alternative,
28757,Rival Sons,Feral Roots,6rub2kEobve7nRLLMggl8A,49,0.175,0.475,355987,0.658,1.49E-06,F,0.719,-5.015,Minor,0.0281,90.882,04-Apr,0.402,Alternative,"Blues rock, hard rock, classic rock revival"
89124,Three Days Grace,Get Out Alive,6vtLtrPHZAo5OUy1Sk9BTH,56,0.000319,0.493,262493,0.896,0,G,0.0869,-4.569,Minor,0.0365,117.964,04-Apr,0.0791,Alternative,"Post-grunge, hard rock, alternative rock, alternative metal, nu metal"
173004,DAMIAN,Light,469e9xIXfJ9wnNxrVdqXWP,48,0.492,0.54,236061,0.453,5.06E-05,A,0.0974,-8.405,Major,0.0341,140.053,04-Apr,0.174,Alternative,
69232,Pavement,Cut Your Hair,4M4ECspANZPJuqacpi1NTn,46,0.00556,0.477,186827,0.731,0.00169,E,0.236,-9.814,Minor,0.0313,110.815,04-Apr,0.63,Alternative,
96537,The Story So Far,Right Here,3dPrWcYJ98S8Sb9gMqSLHa,42,0.000715,0.386,155313,0.975,0,G#,0.37,-4.028,Major,0.14,165.984,04-Apr,0.391,Alternative,
62562,Aterciopelados,Bolero Falaz,1ntATsEazvDV1jw3iiZlID,59,0.0911,0.685,225720,0.72,8.75E-06,E,0.0943,-7.917,Major,0.0316,?,04-Apr,0.645,Alternative,"Rock en español, Latin alternative, world music"
67163,The Presidents Of The United States Of America,Some Postman,0tNuJpBgtE65diL6Q8Q7fI,44,0.165,0.569,171133,0.715,0,F#,0.0587,-4.083,Major,0.062,?,04-Apr,0.586,Alternative,
64923,Adelitas Way,What It Takes,5vcdrFr1IoedMYhpaCGSFw,52,0.00144,0.516,189150,0.877,0,G#,0.094,-4.358,Major,0.0755,174.173,04-Apr,0.625,Alternative,"Hard rock, alternative rock, post-grunge"
81513,empty_field,Little Motel,1cYjHSEDH6SILWsSDKqB6n,44,0.279,0.616,284187,0.462,0.00473,C,0.153,-9.135,Major,0.0271,101.983,04-Apr,0.23,Alternative,
136099,Amon Amarth,Twilight Of The Thunder God,2sGcZRCi7BqrOJtidcEt6l,61,1.62E-05,0.374,248747,0.92,0.026,F#,0.0802,-4.653,Major,0.0501,191.014,04-Apr,0.278,Alternative,Melodic death metal
21204,Nirvana,Lounge Act,7cb6cHPJwvxPZRZ3ZKCzfl,51,1.20E-05,0.322,156427,0.958,3.34E-05,B,0.119,-5.377,Minor,0.0992,?,04-Apr,0.464,Alternative,
42131,Sturgill Simpson,Turtles All the Way Down,0bbkou7e3uiarhtwUaVz6h,53,0.306,0.553,188187,0.314,0.000578,E,0.104,-9.217,Major,0.0396,91.7,04-Apr,0.585,Alternative,"Alternative country, progressive country"
106294,empty_field,Ziggy Starfish (Anxiety Raps) [feat. Gold Panda],2TtWdYXulGcHCeUJUWwZ4M,41,0.0117,0.683,175357,0.86,0.000379,G,0.356,-7.317,Major,0.31,143.311,04-Apr,0.298,Alternative,
59878,Gorillaz,Hollywood (feat. Snoop Dogg & Jamie Principle),6LKsT6X9BxMK8ePCDNRLal,57,0.0249,0.685,293493,0.631,7.67E-05,G,0.211,-10.338,Major,0.0926,104.126,04-Apr,0.72,Alternative,"Alternative rock, art pop, Electronic music, hip hop music, trip hop, dub music, funk music, synth-pop"
175538,The Black Keys,Things Ain't Like They Used to Be,7cUEvjK7Xi6TZh9OmvuUyX,42,0.18,0.416,-1,0.555,0.0189,C,0.0919,-6.786,Major,0.0293,134.549,04-Apr,0.394,Alternative,"Garage rock, blues rock, punk blues, indie rock"
101858,Kid Rock,Jesus and Bocephus,2vh6SYKbSBo2cV9oMxY2Qn,40,0.345,0.35,231120,0.316,0,D,0.1,-8.291,Major,0.0311,125.646,04-Apr,0.251,Alternative,"Rock music, Country music, Hip hop music, Heavy metal music"
63736,Five Finger Death Punch,Cradle to the Grave,6GkVEoJXnKP2xgl4lM4sz7,52,6.91E-05,0.516,198067,0.987,0,E,0.121,-4.324,Minor,0.136,95.015,04-Apr,0.153,Alternative,"Heavy metal music, groove metal, alternative metal, hard rock, nu metal"
31354,Van William,Revolution (feat. First Aid Kit),1orC5lcnP9pWJbSVsJBaT5,48,0.339,0.448,236907,0.658,2.43E-06,B,0.189,-6.577,Major,0.0396,159.98,04-Apr,0.562,Alternative,
30609,White Zombie,Welcome To Planet Motherfucker/ Psychoholic Slag,3ioQazLf1Qear2Pz6xGdE5,42,0.000839,0.468,381427,0.784,0.0776,B,0.102,-12.592,Major,0.123,116.592,04-Apr,0.198,Alternative,
96676,zack villere,Makeup,3jmrIQTRL9ea0Xv4yCvJEJ,40,0.572,0.602,102194,0.5,3.00E-06,B,0.175,-11.146,Minor,0.0459,76.851,04-Apr,0.536,Alternative,
163806,Five Finger Death Punch,Save Your Breath,1v7D1mckNnlBo5sNIVt2YD,50,1.30E-05,0.581,207422,0.971,0.000106,G,0.234,-4.019,Major,0.0498,119.965,04-Apr,0.522,Alternative,"Heavy metal music, groove metal, alternative metal, hard rock, nu metal"
212333,Chris Knight,Nothing On Me,43xKeURnATYLC9EnaouOqU,47,0.0498,0.556,214253,0.653,0,F#,0.253,-3.096,Major,0.027,69.992,04-Apr,0.401,Alternative,
24902,Elastica,Connection,3St526mRiPWRtvLnOCJmYF,47,0.000293,0.685,140480,0.675,0.736,D#,0.0457,-5.806,Major,0.0372,121.33,04-Apr,0.874,Alternative,"Britpop, alternative rock, post-punk, New wave music"
97893,Sturgill Simpson,Long White Line,2viBSTiwtXz7XM4TGrIkNP,53,0.144,0.579,241320,0.515,0.0123,B,0.0511,-7.342,Major,0.03,88.434,04-Apr,0.654,Alternative,"Alternative country, progressive country"
160210,Joji,Will He (Ryan Hemsworth Remix),46p9e3VgRqCymwnZOk7dA5,48,0.828,0.533,168189,0.384,0.00849,D,0.118,-10.371,Minor,0.0394,126.57,04-Apr,0.327,Alternative,
213097,The Drums,What You Were,0TdKJnJqeONlGZpfI1Wn93,42,0.169,0.621,195280,0.829,0.495,G,0.32,-5.466,Major,0.025,105.072,04-Apr,0.235,Alternative,"Indie pop, Pitchfork Media, surf rock, AllMusic, alternative rock, Bandcamp, jangle pop, indie rock"
23115,Art Of Dying,Best I Can,3vmsnZF4KPLjbDgZEqwTdL,43,0.0224,0.624,-1,0.817,0,B,0.0998,-4.611,Major,0.0257,96.021,04-Apr,0.605,Alternative,
39753,ISLAND,Try,6efCAHvdVFpJ1ub74NbBcp,40,0.331,0.63,245947,0.669,0.00175,F#,0.117,-7.591,Major,0.0392,102.791,04-Apr,0.56,Alternative,
161503,Adam Jensen,Drugs,1FnVEZMDmacCPj8r8CG5Ac,49,0.216,0.763,206992,0.498,1.83E-06,D,0.585,-5.659,Major,0.0556,?,04-Apr,0.625,Alternative,
206324,Mon Laferte,Amor Completo,0NfWezPk0Xdab6CC2JfH3u,62,0.664,0.393,241880,0.418,5.46E-05,E,0.108,-8.976,Major,0.0269,175.548,03-Apr,0.346,Alternative,"Música cebolla, Latin alternative, indie pop, bolero, alternative metal, alternative rock, enka"
208532,bLAck pARty,Best View,1MnebCPkLm11EGCnrusLPu,47,0.152,0.729,-1,0.496,0.0531,C,0.115,-10.196,Major,0.0733,81.052,04-Apr,0.559,Alternative,"Rhythm and blues, Soul music"
207345,TENDER,Outside,0FTma0KbRqXuGvXtNNzcz3,41,0.172,0.577,-1,0.52,0.00167,D#,0.098,-8.237,Minor,0.0376,74.952,04-Apr,0.432,Alternative,
160807,Days Of The New,Shelf In The Room,3vi6Mr2gI4ROkf9tb5knWm,51,0.0349,0.621,283973,0.619,6.88E-05,F#,0.168,-9.047,Major,0.0264,128.967,04-Apr,0.325,Alternative,
149220,Trevor Daniel,Pretend,5omSKZvHQUH8WRUTOTC1cU,42,0.55,0.674,204150,0.479,0.000167,D,0.147,-12.938,Minor,0.0513,126.982,04-Apr,0.272,Alternative,
114047,Blood Orange,Baby Florence (Figure),78VnXUfVG4XdD0HfrFfjCC,56,0.00649,0.764,-1,0.652,0.72,G,0.179,-12.144,Major,0.054,120.02,04-Apr,0.038,Alternative,
126055,IAMDDB,Shade,18yHxT4ZwGg6401pwwzAhJ,61,0.386,0.799,175097,0.679,0,C,0.111,-3.476,Minor,0.0364,122.011,04-Apr,0.408,Alternative,
80295,MGMT,Congratulations,3DkgdWX7K9FuYlbCTuhcnC,55,0.439,0.761,235387,0.637,0.0082,G,0.102,-8.169,Major,0.0268,125.115,04-Apr,0.656,Alternative,
118879,empty_field,Give Me A Sign,20dP2DaMHIAmwWAbp7peSr,54,0.000472,0.223,257693,0.851,0,F#,0.0743,-3.6,Major,0.0579,?,04-Apr,0.435,Alternative,
174045,Grizfolk,Endless Summer,0l4seNH8AyE2kvjxFfpWi1,52,0.0562,0.498,212600,0.727,0,E,0.609,-6.116,Major,0.0308,79.994,04-Apr,0.441,Alternative,"Alternative rock, indie pop"
63790,Bryce Fox,Lucy,5HnQOKyufF35sNeQAVRvVs,51,0.0284,0.592,244507,0.745,0,F,0.113,-4.325,Major,0.0903,77.029,04-Apr,0.548,Alternative,
47643,Hot Chip,Spell,3R1okxz8z4nGb4vlzT7UKT,51,0.0648,0.719,378493,0.489,9.85E-05,C,0.0624,-9.037,Minor,0.0406,122.01,04-Apr,0.762,Alternative,"Synthpop, alternative dance, indietronica, House music"
150646,Rammstein,Engel,4IiHCtnfw8tZasAeocWqVe,56,0.00918,0.637,264267,0.658,0.00229,D,0.295,-5.775,Major,0.0291,?,04-Apr,0.328,Alternative,"Neue Deutsche Härte, industrial metal"
23035,Nickelback,S.E.X.,4jB50ob99zcvvPfToRvyzr,54,3.53E-05,0.55,233840,0.914,0.322,G#,0.0894,-2.831,Major,0.0425,134.958,04-Apr,0.825,Alternative,"Post-grunge, hard rock, alternative rock, alternative metal, pop rock"
193668,Killswitch Engage,Strength Of The Mind,10R6Fv04RR7uJv1BRqH0uC,48,2.65E-05,0.508,226013,0.963,9.38E-06,G#,0.281,-2.449,Major,0.102,138.009,04-Apr,0.242,Alternative,"Metalcore, melodic metalcore"
116205,Three Days Grace,Animal I Have Become,2hSd5IqIBoR5Ck5EDVL4kZ,69,0.000684,0.553,-1,0.853,0,G#,0.126,-3.668,Major,0.0339,?,04-Apr,0.506,Alternative,"Post-grunge, hard rock, alternative rock, alternative metal, nu metal"
216855,empty_field,Menswear,1GibUUYK3owOxON0LwPUm8,51,0.513,0.713,206738,0.536,0.0246,C#,0.087,-10.108,Major,0.063,?,04-Apr,0.158,Alternative,
136623,Phantogram,Into Happiness,5hYIe47GIEBv9nZlYu0nYl,56,0.00297,0.18,201093,0.798,9.44E-05,F,0.22,-4.149,Minor,0.0429,141.048,05-Apr,0.134,Alternative,
121489,Halestorm,Love Bites (So Do I),61OMCRdMORzZKZ5ury05iG,52,0.00127,0.542,191333,0.963,0.00134,D,0.253,-1.994,Minor,0.141,124.992,04-Apr,0.374,Alternative,"Hard rock, Heavy metal music, The Buffalo News, alternative metal, post-grunge, alternative rock"
30702,empty_field,Bed,6JPYScAJyRHVT0mWJHVObr,41,0.563,0.824,211905,0.578,0.269,E,0.0867,-8.049,Minor,0.0499,?,04-Apr,0.221,Alternative,
130810,Five Finger Death Punch,House of the Rising Sun,3H0XoDa3zLz4iflMfQe0kT,58,0.00183,0.469,247388,0.958,0.00116,E,0.107,-3.382,Minor,0.0865,76.997,04-Apr,0.262,Alternative,"Heavy metal music, groove metal, alternative metal, hard rock, nu metal"
212419,New Medicine,Boy Like Me,5cc0jgKpAocnajUjWbmZJR,41,0.0044,0.322,220333,0.854,0,C#,0.277,-5.782,Minor,0.0774,122.04,04-Apr,0.574,Alternative,"Hard rock, post-grunge"
158385,The Black Keys,Little Black Submarines,75mHNijBosCnpi8zWdAiD6,62,0.161,0.365,251267,0.466,6.68E-06,D,0.106,-7.514,Major,0.0418,95.163,04-Apr,0.487,Alternative,"Garage rock, blues rock, punk blues, indie rock"
66822,Rise Against,Help Is On The Way,3hVATUDG5MiMJbakl6YBlB,55,0.000123,0.336,237480,0.951,0.00108,F,0.0333,-3.587,Minor,0.0707,?,04-Apr,0.596,Alternative,"Melodic hardcore, punk rock, hardcore punk"
83487,Vicente Garcia,Carmesí,1WvGWCDuj0dfRpuBuYecXp,59,0.654,0.809,-1,0.508,0.000224,C#,0.105,-9.182,Major,0.0328,?,04-Apr,0.732,Alternative,
101175,Sidewalk Prophets,Come To the Table,55SUneDPq3ZOrJi8sVG78G,54,0.0738,0.44,255160,0.618,0,C,0.0871,-6.098,Major,0.0304,81.037,04-Apr,0.241,Alternative,"Contemporary Christian music, pop rock, indie rock"
87583,Stone Temple Pilots,Big Empty,0CfmNX2TXk7yoJqHJiixnp,55,0.0347,0.335,293987,0.716,0,G,0.107,-7.02,Major,0.0404,121.761,04-Apr,0.303,Alternative,"Alternative rock, grunge, hard rock, alternative metal"
44384,Frank Ocean,Fertilizer,6niNEBHFV7ga3HKAPcmADu,51,0.851,0.71,39640,0.592,0.0133,B,0.276,-7.252,Major,0.0897,115.909,04-Apr,0.963,Alternative,"Alternative R&B, psychedelic soul, progressive soul"
65394,Injury Reserve,Gravy n’ Biscuits,5yDvLKf1HfFgREL6YIooTZ,48,0.25,0.594,157733,0.733,0,F,0.502,-3.95,Major,0.343,93.709,04-Apr,0.698,Alternative,"Alternative hip hop, jazz rap, experimental hip hop, abstract hip hop"
46645,Red Hot Chili Peppers,Out In L.A. - 2002 Digital Remaster,0RYyJZxgtwVrveWbRzcTAO,49,0.0123,0.772,120667,0.888,0,D,0.12,-6.273,Major,0.118,?,04-Apr,0.706,Alternative,"Funk rock, alternative rock, rap rock, funk metal"
139628,System Of A Down,Streamline,6jhWyJ19qHguoS4G2D4OsT,43,0.000125,0.395,217600,0.855,0.0333,C,0.16,-3.001,Major,0.0356,130.892,03-Apr,0.472,Alternative,
132921,Dawes,Things Happen,3Cq4BUlxDg4ulj7XnN2COP,58,0.387,0.522,243320,0.531,0,G,0.202,-7.78,Major,0.0293,?,04-Apr,0.761,Alternative,
80641,Panteon Rococo,Vendedora de Caricias,2fdMAIsNH4wY7RRda8aCfL,62,0.0879,0.936,225173,0.675,0,F#,0.0854,-6.076,Minor,0.0475,125.024,04-Apr,0.902,Alternative,
51139,Badflower,We’re In Love,4iYduQ3Nd17Y3JUNWd1wOt,42,0.00178,0.405,242747,0.939,0.134,B,0.0948,-4.479,Minor,0.0746,195.996,04-Apr,0.482,Alternative,"Hard rock, AllMusic, alternative rock, post-grunge"
173583,BANKS,What About Love,6YXeBOxF8SriCgpRgRukIO,55,0.924,0.391,258290,0.183,3.21E-05,C#,0.425,-9.831,Minor,0.031,111.875,04-Apr,0.172,Alternative,
96245,empty_field,Show Me,7mcQ9QfCWqeRyZkvNeLDuc,55,0.14,0.482,-1,0.623,0,C,0.121,-8.72,Minor,0.163,?,04-Apr,0.217,Alternative,
188153,Demon Hunter,I Am a Stone,4lT7HoQhkiZpKMkFaxPSJ3,43,0.387,0.546,-1,0.419,4.01E-06,G,0.139,-9.198,Major,0.0267,112.107,04-Apr,0.266,Alternative,
196089,Maldita Vecindad Y Los Hijos Del 5to. Patio,Kumbala,0Xotwe6PoOcM64ZHXn987I,65,0.0114,0.722,-1,0.368,0.00167,E,0.0806,-13.212,Minor,0.0305,120.251,04-Apr,0.527,Alternative,
164744,Ariel Pink,Another Weekend,5YlIC0TpHRieWCkDvaMSXH,48,0.125,0.383,-1,0.513,0.000123,F#,0.241,-5.377,Minor,0.0278,108.536,04-Apr,0.388,Alternative,"Hip hop music, East Coast hip hop, lo-fi music, hypnagogic pop, rock music"
188751,Uncle Tupelo,Sandusky,7lFVnw9VGXTxUcjlrSH4g6,48,0.161,0.525,223640,0.594,0.949,E,0.0751,-14.033,Minor,0.0907,157.917,04-Apr,0.0703,Alternative,"Alternative country, country rock, roots rock, AllMusic"
36806,empty_field,Mulholland,0O9pRLDAodTXGsfP7ZjS4H,47,0.556,0.46,190541,0.512,0.472,C#,0.148,-12.602,Major,0.0514,110.688,04-Apr,0.266,Alternative,
101197,Still Woozy,Foolsong,2xs5fCSYhanT2UPEGWQBwQ,58,0.178,0.692,173167,0.478,0.012,F#,0.105,-11.444,Major,0.0502,150.831,04-Apr,0.592,Alternative,"Indie pop, bedroom pop"
62079,Futurebirds,Rodeo,6jmTHeoWvBaSrwWttr8Xvu,46,0.0104,0.57,233173,0.803,0.000351,B,0.0945,-6.29,Major,0.028,110.767,04-Apr,0.608,Alternative,Rock And Roll
184824,empty_field,Woo$ah,3hCSNrX2hOJb8jDv8Ro6g7,42,0.226,0.59,-1,0.68,0,F,0.0901,-5.222,Minor,0.233,149.127,04-Apr,0.86,Alternative,
114216,for KING & COUNTRY,God Only Knows (Timbaland Remix),2kDlcjouMC8uoSSotXzjI9,56,0.208,0.7,-1,0.487,0,B,0.11,-5.437,Minor,0.0486,143.964,04-Apr,0.363,Alternative,
177927,MARINA,Primadonna,6kntH9g5F7Oo8KhaCFiBIz,57,0.0884,0.66,221075,0.689,0,E,0.0922,-2.671,Minor,0.0337,127.98,04-Apr,0.427,Alternative,
181146,Jon Foreman,"The House of God, Forever",4UG8TlKQRhvXeNigcHT8vr,43,0.899,0.651,283987,0.2,0.002,C,0.0726,-14.413,Major,0.0359,121.044,04-Apr,0.238,Alternative,
60284,Anthem Lights,Wedding Medley: Marry Me / Bless the Broken Road / All of Me / A Thousand Years,6UrwOlzFL5FT55kd1ZAk9K,43,0.599,0.283,-1,0.178,0,A,0.191,-11.667,Major,0.0315,95.151,04-Apr,0.173,Alternative,"Pop rock, Christian rock, Contemporary Christian music, Contemporary R&B, Reunion Records, Alan Powell (actor), YouTube"
162098,Earl Sweatshirt,Azucar,75LBB0Y8yDrOt5695BeGSr,50,0.171,0.459,85840,0.864,2.95E-06,C#,0.683,-2.163,Major,0.263,106.175,04-Apr,0.703,Alternative,"West Coast hip hop, alternative hip hop, progressive rap, horrorcore"
162754,empty_field,Look In My Eyes,6kCGFaazuIfS4Uhc6mQFDD,39,0.00473,0.444,198160,0.865,0,A#,0.105,-4.361,Minor,0.0448,149.955,04-Apr,0.377,Alternative,
44989,Weezer,Everybody Wants To Rule The World,2e3Sv75R4qq1zx5XaSMsgM,55,0.0259,0.667,244800,0.714,0.00113,G#,0.149,-4.533,Major,0.0363,?,04-Apr,0.387,Alternative,"Alternative rock, power pop, pop rock, indie rock, pop-punk, geek rock, emo"
68145,The Story So Far,How You Are,4IoAZAJV3QcUSGsDQOgjv2,41,0.0116,0.61,225507,0.891,0.000435,G#,0.326,-3.63,Major,0.0471,82.494,04-Apr,0.748,Alternative,
100931,Weezer,Paranoid,616ddBwW0LpyhCpLE5BpIP,50,7.55E-05,0.459,-1,0.92,0.000598,C#,0.207,-2.847,Major,0.0382,?,04-Apr,0.649,Alternative,"Alternative rock, power pop, pop rock, indie rock, pop-punk, geek rock, emo"
166843,Yuna,Rescue,5OmcnFH77xm4IETrbEvhlq,43,0.0344,0.672,226267,0.886,1.65E-05,E,0.0854,-5.189,Minor,0.0565,107.017,04-Apr,0.719,Alternative,
28742,empty_field,The Last Time,5VSRG2wa0AGb964HRFpRMP,45,0.00156,0.519,238307,0.96,0,C#,0.0771,-2.315,Minor,0.0514,103.029,04-Apr,0.374,Alternative,
87765,Nine Inch Nails,Dead Souls,1H2yWT75NYf5WQ87aVctnH,45,0.000885,0.506,293693,0.81,0.796,F,0.0892,-8.865,Minor,0.0473,99.313,04-Apr,0.728,Alternative,"Industrial rock, Industrial music, alternative rock, electronic rock, industrial metal, Ambient music"
76361,Fountains Of Wayne,Hackensack,45sDIKapDyxPl307QpEAwl,40,0.546,0.675,-1,0.521,0.000262,D#,0.0965,-9.516,Major,0.0316,117.006,04-Apr,0.699,Alternative,
115765,Violent Femmes,Add It Up,5KADKKJqxxF2d0a9Ir2lK3,52,0.0858,0.529,283800,0.448,0.000143,E,0.0511,-18.567,Major,0.155,85.536,04-Apr,0.583,Alternative,"Folk punk, alternative rock"
151971,Red,The Evening Hate,5wBExfFD7mhU7plG2oTlaj,51,0.000117,0.334,287500,0.669,0.0149,G#,0.109,-5.199,Major,0.0452,99.906,04-Apr,0.118,Alternative,
113346,Deerhunter,Revival,3DYDvVzZOJvZixfYn75mPo,54,0.0263,0.655,133667,0.805,0.00542,F#,0.28,-6.493,Major,0.0335,119.029,04-Apr,0.701,Alternative,"Indie rock, experimental rock, psychedelic pop, noise rock, garage rock, art rock, shoegaze"
159447,The Neighbourhood,You Get Me So High,0ylf1wQGwutMzirog83Gui,59,0.186,0.551,153000,0.881,0.0791,G,0.152,-6.099,Minor,0.0542,88.036,04-Apr,0.387,Alternative,"Alternative rock, indie rock, indie pop, pop rock"
22394,empty_field,Miracle,4ZTY5VL2UbVghLuVkhAQdc,45,0.000122,0.553,-1,0.958,0,A,0.086,-3.088,Major,0.0387,109.992,04-Apr,0.573,Alternative,
85609,empty_field,Misfits,0wf9rSX8ds3yEI2gf2QdPs,45,0.104,0.56,245613,0.687,0,F,0.107,-6.285,Major,0.033,109.964,04-Apr,0.18,Alternative,
